Procedure Number,Description,Standard Charge
115586,HC COR ATHR WWOANPL ADDL BRNCH,"$16,480.37 "
115588,HC COR STENT PRIM VSL BMS,"$17,989.86 "
115590,HC COR STENT ADDL BRANCH BMS,"$7,918.92 "
115592,HC COR ATHR WWOANGPL BMS PRI,"$23,476.33 "
115594,HC COR GRFT INTERVN BMS FA,"$22,421.69 "
115596,HC COR GRFT INTERVN BMS IM,"$23,476.33 "
115598,HC COR GRFT INTERVN BMS VE,"$23,476.33 "
115600,HC COR GRFT INTERVN ADL BR BMS IM,"$10,749.94 "
115602,HC COR GRFT INTERVN ADL BR BMS VE,"$11,255.57 "
115604,HC COR AMI INTERVN PRI VSL BMS,"$23,476.33 "
115606,HC COR CHRONIC OCC PRI VSL BMS,"$23,476.33 "
115608,HC COR CHRON OCC ADL BRCH BMS,"$11,255.57 "
115610,HC CORONARY THROMBECTOMY,"$4,048.89 "
115612,HC THROMBOLYSIS INTRACORONARY,$531.64 
115614,HC THROMBOLYSIS CORONARY IV INFUS,"$2,032.45 "
115616,HC IVUS OR OCT CORONARY W GD INIT,"$6,118.02 "
115618,HC IVUS OR OCT CORONARY W GD ADDL,"$2,549.18 "
115620,HC VALVULOPLASTY AORTIC VALVE,"$6,754.70 "
115622,HC RIGHT HEART CATH,"$10,367.68 "
115624,HC LT HEART CATH W OR WO LVGRAM,"$15,020.36 "
115626,HC RT&LT HRT CATH W OR WO LVGRAM,"$17,032.63 "
115628,HC CORONARY ANGIOGRAPHY,"$11,832.88 "
115630,HC CORONARY ANGIO W GRAFTS,"$14,035.51 "
115632,HC CORONARY ANGIO W RT HEART CATH,"$21,765.06 "
115634,HC CORONARY ANGIO W RHC & GRAFTS,"$23,967.71 "
115636,HC CORONARY ANGIO W LT HEART CATH,"$18,354.07 "
115638,HC CORONARY ANGIO W LHC & GRAFTS,"$21,669.76 "
115640,HC CORONARY ANGIO W RHC & LHC,"$21,479.38 "
115642,HC CORONARY ANGIO W RHC/LHC/GRFTS,"$23,682.04 "
115644,HC PUNCTURE LT HRT TRANSSEP/APICL,"$9,929.64 "
115646,HC RX ADMIN W HEMODYNAMC MEASURES,"$6,603.20 "
115648,HC PHYSIO EXERCISE STUDY PRE/POST,"$6,721.00 "
115650,HC INSERT SWAN GANZ CATHETER,"$4,285.49 "
115652,HC ENDOMYOCARDIAL BIOPSY,"$7,274.64 "
115654,HC RT HEART CATH CONGENITAL,"$13,355.42 "
115656,HC RT & LT HEART CATH CONGENITAL,"$13,355.42 "
115658,HC INJ RT VENTRC OR ATRIAL ANGIO,"$1,155.66 "
115660,HC INJ AORTA ROOT,"$1,146.25 "
115662,HC IV COR DOPPLER FFR INIT,"$6,118.02 "
115664,HC IV COR DOPPLER FFR ADDL,"$2,039.34 "
115666,HC ASD CLOSURE W/IMPLANT,"$17,355.71 "
115668,HC EVAL PROGRM SICD IN PERS,$981.97 
115670,HC EVAL EP THRESHOLD SICD DEFIB,"$7,990.94 "
115672,HC COMP EP EVAL W SVT ABL,"$25,645.64 "
115674,HC COMP EP EVAL W VT ABL WWO 3DMP,"$41,864.64 "
115676,HC ABL ATR ADDL FOCI,"$16,659.79 "
115678,HC ABL VTR ADDL FOCI,"$16,659.79 "
115680,HC COMP EP EVAL W PV ISO ABL,"$45,525.54 "
115682,HC ABL ATR FOCI ADDL POST PVI,"$16,659.79 "
115684,HC COR STENT PRIM VSL DES,"$23,476.33 "
115686,HC COR STENT ADDL BRANCH DES,"$12,060.71 "
115688,HC COR ATHR WWOANGPL DES PRI,"$31,177.33 "
115690,HC COR ATHR WWOANGPL DES ADL,"$10,661.61 "
115692,HC COR GRFT INTERVN DES FA,"$18,174.05 "
115694,HC COR GRFT INTERVN DES IM,"$17,371.61 "
115696,HC COR GRFT INTERVN DES VE,"$31,177.33 "
115698,HC COR GRFT INTERVN ADL BR DES VE,"$12,060.71 "
115700,HC COR AMI INTERVN PRI VSL DES,"$20,393.41 "
115702,HC COR CHRONIC OCC PRI VSL DES,"$31,177.33 "
115704,HC COR CHRON OCC ADL BRCH DES,"$12,060.71 "
115710,HC CARDIAC STRESS TEST,"$3,670.81 "
115712,HC ECHO 2D MMODE CONG WO CONTRAST,"$3,313.93 "
115714,HC ECHO 2D MMODE CONG LTD WO CONT,"$3,059.01 "
115716,HC ECHO 2D MMODE W DOPPLER COMPL,"$3,313.93 "
115718,HC ECHO 2D MMODE WO CONTRAST,"$3,059.01 "
115720,HC ECHO 2D MMODE LTD/FUP WO CONTR,"$1,631.47 "
115722,HC TRANSESOPH ECHO WO CONTRAST,"$3,313.93 "
115724,HC TEE PROBE INSERTION ONLY,"$3,313.93 "
115726,HC TRANSESOPH ECHO CONG WO CONTRA,"$3,313.93 "
115728,HC DOPPLER ECHO,$611.80 
115730,HC DOPPLER ECHO F/U LIMITED,$305.90 
115732,HC DOPPLER COLOR FLOW MAPPING,$611.80 
115736,HC STRESS ECHO ECG MONITOR WO CON,"$3,364.91 "
115738,HC TEE GUIDANCE,"$3,059.01 "
115740,HC ECHO 2D MMODE CONG W CONTRAST,"$3,854.35 "
115742,HC ECHO 2D MMODE CONG LTD W CONTR,"$3,568.85 "
115744,HC ECHO 2D MMODE W CONTRAST,"$3,466.88 "
115746,HC ECHO 2D MMODE LTD/FUP W CONTRA,"$3,059.01 "
115748,HC TRANSESOPH ECHO W CONTRAST,"$3,466.88 "
115750,HC STRESS ECHO W CONTRAST,"$3,568.85 "
115752,HC ECHO 2D MMODE W/DOPPLER W/CONT,"$3,466.88 "
115754,HC STRESS ECHO ECG W MON W/CON,"$3,466.88 "
115766,HC INC/REMOVAL FB SUBQ SIMPLE,$308.37 
115784,HC TRIM HYPERKERAT LESIONS 2-4,$190.71 
115792,HC REMOVAL SKIN TAGS 15 OR <,$165.23 
115804,HC SHAVE LES-SC/NK/HD/FT<=.5CM,$173.47 
115820,HC EXC LES BEN TK/ARM/LG <=.5CM,$532.92 
115822,HC EXC LES BEN TK/ARM/LG .6-1CM,$496.57 
115832,HC EXC LES BEN SC/NK/HD/FT<=.5CM,"$1,279.29 "
115836,HC EXC LES BEN SC/NK/HD/FT1.1-2CM,"$1,535.15 "
115842,HC EXC LES BEN FCE/EAR/EY<=.5CM,$557.72 
115888,HC AVULSION NAIL PLATE SINGLE,$154.11 
115960,HC DESTRUCTION PREMAL >=15 LESION,$308.37 
115964,HC CHEMICAL CAUT GRANULATION TISS,$541.78 
115966,HC DESTR MAL LES FC/EAR/EYE<.5CM,$165.39 
115978,HC INJ TENDON ORIGIN/INSERTION,$237.21 
115980,HC INJ TRIGGER PTS 1-2 MUSCLES,$402.61 
115982,HC INJ TRIGGER POINTS 3 OR MORE,$572.08 
115990,HC INJECT/ASP GANGLION CYST(S),$221.02 
116058,HC APPLY SPLINT FINGER STATIC,$216.80 
116070,HC STRAPPING UNNA BOOT,$155.20 
116072,HC APPL MULTI LAY COMP LOW LEG,$137.86 
116088,HC BLOOD DRAW FROM IMPLANTED PORT,$346.00 
116090,HC BLOOD DRAW FROM CVC/PICC,$361.26 
116114,HC INSERT STRAIGHT CATHETER,$147.95 
116116,HC INSERT INDWELLING CATH SIMPLE,"$1,029.27 "
116120,HC US BLADDER POST-VOID RESIDUAL,$101.11 
116130,HC BIOPSY VULVA EA ADDL LESION,$118.26 
116146,HC BIOPSY/EXCISE LESION(S) CERVIX,$657.95 
116168,HC INJ NERV BLK PLANTAR DIGIT,$261.68 
116182,HC REM CER W/INSTRUMENTATION,$67.48 
116188,HC IV INFUSION HYDRATION 31MIN-1H,$193.97 
116190,HC IV INFUSION HYDRATION ADDL HR,$36.60 
116206,HC TRIMMING DYSTROPHIC NAILS,$112.61 
116208,HC DIABETIC FOOT EXAM FOLLOW UP,$119.34 
116210,HC EST OUTPT VISIT LEVEL 1,$219.69 
116212,HC EST OUTPT VISIT LEVEL 2,$282.47 
116214,HC EST OUTPT VISIT LEVEL 3,$275.64 
116218,HC EST OUTPT VISIT LEVEL 5,"$1,021.39 "
116220,HC MEDICATION MANAGEMENT,$120.77 
116222,HC NEW OUTPT VISIT LEVEL 1,$251.08 
116224,HC NEW OUTPT VISIT LEVEL 2,$313.85 
116226,HC NEW OUTPT VISIT LEVEL 3,$470.77 
116230,HC NEW OUTPT VISIT LEVEL 5,"$1,094.35 "
116232,HC BRIDGE-ON-DISCHARGE,$108.90 
116250,HC OMT 1 TO 2 BODY REGIONS,$65.10 
116252,HC OMT 3 TO 4 BODY REGIONS,$45.99 
116254,HC OMT 5 TO 6 BODY REGIONS,$60.07 
116256,HC OMT 7 TO 8 BODY REGIONS,$71.33 
116260,HC GROUND FWS LOAD PER 10TH MI,$46.98 
116262,HC GROUND FWS LOADED MILES,$46.98 
116264,HC GROUND LOADED MILES,$44.33 
116266,HC GROUND LOADED PER 10TH MI,$44.33 
116268,HC FIXED WING BASE 1/2 B,"$7,106.48 "
116270,HC FIXED WING BASE A,"$13,678.89 "
116272,HC FIXED WING BASE B,"$14,210.90 "
116274,HC INTERNATIONAL FW BASE,"$9,553.01 "
116276,HC LEAR JET BASE A,"$19,361.22 "
116278,HC LEAR JET BASE B,"$19,831.83 "
116280,HC PRE-PLANNED KINGAIR BASE,"$3,650.23 "
116282,HC PREPLANNED KINGAIR BASE 1/2,"$1,824.25 "
116284,HC PREPLANNED LEARJET BASE,"$3,948.48 "
116286,HC HELICOPTER BASE 1/2 B,"$8,810.97 "
116288,HC HELICOPTER BASE A,"$17,087.87 "
116290,HC HELICOPTER BASE B,"$17,619.89 "
116292,HC HELICOPTER FW SUPPORT BASE,"$2,353.14 "
116294,HC GROUND FIXED WING SUPPORT 1/2,$529.97 
116296,HC GROUND FW SUPPORT BASE,"$1,589.90 "
116298,HC SCT GROUND BASE 1/2 A,"$2,021.65 "
116300,HC SCT GROUND BASE A,"$4,043.30 "
116302,HC SCT GROUND BASE B,"$4,575.32 "
116304,HC SCT W/AIR ASSIST B,"$6,324.82 "
116306,HC FIXED WING LOADED MILES,$104.36 
116308,HC FIXED WING LOADED PER 10TH MI,$104.36 
116310,HC INTERNATIONAL FW LOADED MILES,$17.34 
116312,HC LEAR JET 35 LOAD PER 10TH MI,$122.78 
116314,HC LEAR JET 35 LOADED MILES,$122.78 
116316,HC PREPLANNED KA LOADED MILES,$26.03 
116318,HC PREPLANNED LJ LOADED MILES,$24.28 
116320,HC HELICOPTER LOADED MILES,$231.21 
116322,HC HELICOPTR FWS LOAD PER 10TH MI,$59.33 
116324,HC HELICOPTR LOADED PER 10TH MI,$231.21 
116326,HC COMPUTER DETECTION MRI BREAST,$384.98 
116328,HC MRI TMJ JOINT,"$4,243.38 "
116330,HC MRI CHEST W/O CONTRAST,"$3,765.03 "
116332,HC MRI CHEST W CONTRAST,"$4,706.29 "
116334,HC MRI CHEST W & W/O CONTRAST,"$5,882.86 "
116336,HC MRI PELVIS W/O CONTRAST,"$2,564.31 "
116338,HC MRI PELVIS W CONTRAST,"$4,049.36 "
116340,HC MRI PELVIS W & W/O CONTRAST,"$5,534.40 "
116342,HC MRI EXTR UPPER W/O CONTRAST,"$4,139.28 "
116344,HC MRI EXTREM UPPER W CONTRAST,"$4,767.95 "
116346,HC MRI EXTREMITY UPPER W & W/O,"$5,721.53 "
116348,HC MRI EXTR UPP JOINT W/O CONT,"$4,177.10 "
116350,HC MRI EXTR UPPER JOINT W CONT,"$4,983.35 "
116352,HC MRI EXTR UPP JNT W&W/O CON,"$5,493.29 "
116354,HC MRI EXTR LOWER W/O CONTRAST,"$4,189.13 "
116356,HC MRI EXTREM LOWER W CONTRAST,"$5,068.80 "
116358,HC MRI EXTR LOWER W&W/O CONTR,"$5,948.46 "
116360,HC MRI EXTR LOW JOINT W/O CONT,"$4,264.50 "
116362,HC MRI EXTR LOW JOINT W CONTR,"$4,625.14 "
116364,HC MRI EXTR LOW JNT W&W/O CON,"$5,550.17 "
116366,HC MRI ABDOMEN W/O CONTRAST,"$4,453.89 "
116368,HC MRI ABDOMEN W CONTRAST,"$5,014.32 "
116370,HC MRI ABDOMEN W&W/O CONTRAST,"$5,579.34 "
116372,HC MRI CARDIAC W/O CONTRAST,"$1,710.38 "
116374,HC MRI CARDIAC WITH CONTRAST,"$2,615.21 "
116376,HC 3D RENDER W POST PROCESS,"$1,702.88 "
116378,HC MRI SPECTROSCOPY,"$5,812.58 "
116380,HC MRI GUIDED NEEDLE PLACEMNT S/I,"$4,339.66 "
116382,HC MRI BREAST W CONTRAST,"$3,977.67 "
116384,HC MRI BREAST W/O CONTRAST,"$3,314.72 "
116386,HC MRI BREAST W &/OR W/O CONTR,"$5,135.27 "
116388,HC MRI BREAST W CONTRAST BI,"$5,339.74 "
116390,HC MRI BREAST W/O CONTRAST BI,"$4,271.79 "
116392,HC MRI BREAST W &/OR W/O CONTR BI,"$6,674.67 "
116394,HC MRI ORBIT/FACE/NECK W/O CONTR,"$4,827.09 "
116396,HC MRI ORBIT/FACE/NECK W CONTRAST,"$5,020.63 "
116398,HC MRI ORBIT/FACE/NECK W&W/O CONT,"$6,218.31 "
116400,HC MRI BRAIN W/O CONTRAST,"$5,102.70 "
116402,HC MRI BRAIN W CONTRAST,"$5,267.46 "
116404,HC MRI BRAIN W & W/O CONTRAST,"$6,957.70 "
116406,HC MRI BRAIN FUNCTIONAL BY PHYS,"$6,293.17 "
116408,HC MRI THERAPY PLAN,"$3,930.34 "
116410,HC MRI CERVICAL SPINE W/O CONTRST,"$4,527.07 "
116412,HC MRI CERVICAL SPINE W CONTRAST,"$4,952.24 "
116414,HC MRI THORACIC SPINE W/O CONTRST,"$4,321.63 "
116416,HC MRI THORACIC SPINE W CONTRAST,"$4,833.33 "
116418,HC MRI LUMBAR SPINE W/O CONTRAST,"$4,729.29 "
116420,HC MRI LUMBAR SPINE W CONTRAST,"$5,439.72 "
116422,HC MRI CERVICAL SPINE W&W/O CONTR,"$5,471.35 "
116424,HC MRI THORACIC SPINE W&W/O CONTR,"$5,773.62 "
116426,HC MRI LUMBAR SPINE W&W/O CONTRST,"$6,139.74 "
116428,HC MRA HEAD W/O CONTRAST,"$4,191.77 "
116430,HC MRA HEAD W CONTRAST,"$4,442.76 "
116432,HC MRA HEAD W & W/O CONTRAST,"$6,414.82 "
116434,MRA NECK W/O CONTRAST,"$4,343.98 "
116436,MRA NECK W CONTRAST,"$5,004.38 "
116438,HC MRA NECK W & W/O CONTRAST,"$5,664.78 "
116440,HC MRA EXTR LOWER W CONTRAST,"$5,654.85 "
116442,HC MRA EXTR LOWER W/O CONTRAST,"$4,593.81 "
116444,HC MRA EXTR LOW W & W/O CONTR,"$6,785.81 "
116446,HC MRA EXTR UPP W OR W/O CONTR,"$4,159.00 "
116448,HC MRI BREAST W/WO CONTRAST BI,"$5,054.42 "
116450,HC MRA ABDOMEN W CONTRAST,"$3,587.09 "
116452,HC MRA ABDOMEN W/O CONTRAST,"$2,418.67 "
116454,HC MRA ABDOMEN W & W/O CONTRAST,"$4,755.50 "
116456,HC MRA CHEST W CONTRAST,"$3,709.83 "
116458,HC MRA CHEST W/O CONTRAST,"$3,107.56 "
116460,HC MRA CHEST W&W/O CONTRAST,"$4,847.01 "
116462,HC MRA PELVIS W CONTRAST,"$4,439.95 "
116464,HC MRA PELVIS W/O CONTRAST,"$3,807.37 "
116466,HC MRA PELVIS W&W/O CONTRAST,"$5,575.54 "
116468,HC MRA EXTR UPP W&W/O CONTRAST,"$5,225.93 "
116470,HC ED CONS/EVAL TRAUMA ACT LV 1,"$4,235.00 "
116472,HC ED FULL TRAUMA ACT LEVEL 1 FAC,"$16,577.00 "
116474,HC ED PARTIAL TRAUMA ACT LV 1 FAC,"$9,075.00 "
116476,HC OR FULL TRAUMA ACT LEVEL 1 FAC,"$20,691.00 "
116478,HC TRAUMA ACT CRIT I CONS/EVAL,"$4,235.00 "
116480,HC TRAUMA ACT CRIT I ED FULL,"$16,577.00 "
116482,HC TRAUMA ACT CRIT I ED PARTIAL,"$9,075.00 "
116484,HC TRAUMA ACT CRIT I OR FULL,"$20,691.00 "
116486,HC ED CONS/EVAL TRAUMA ACT LV 2,"$2,783.00 "
116488,HC ED FULL TRAUMA ACT LVL 2 FAC,"$12,705.00 "
116490,HC ED PARTIAL TRAUM ACT LV 2 FAC,"$6,776.00 "
116492,HC OR FULL TRAUMA ACT LVL 2 FAC,"$16,577.00 "
116494,HC TRAUMA ACT CRIT II ED FULL,"$12,705.00 "
116496,HC TRAUMA ACT CRIT II ED PARTIAL,"$6,776.00 "
116498,HC TRAUMA ACT CRIT II OR FULL,"$16,577.00 "
116500,HC ED CONS/EVAL TRAUMA ACT LV 3,"$1,815.00 "
116502,HC ED FULL TRAUMA ACT LEVEL 3 FAC,"$10,527.00 "
116504,HC ED PARTIAL TRAUMA ACT LV 3 FAC,"$5,082.00 "
116506,HC TRAUMA ACT CRIT III CONS/EVAL,"$1,815.00 "
116508,HC TRAUMA ACT CRIT III ED FULL,"$10,527.00 "
116510,HC TRAUMA ACT CRIT III ED PARTIAL,"$5,082.00 "
116512,HC ED CONS/EVAL TRAUMA ACT LV 4,"$1,210.00 "
116514,HC ED FULL TRAUMA ACT LEVEL 4 FAC,"$5,324.00 "
116516,HC ED PARTIAL TRAUMA ACT LV 4 FAC,"$2,178.00 "
116518,HC TRAUMA ACT CRIT IV CONS/EVAL,"$1,210.00 "
116520,HC TRAUMA ACT CRIT IV ED FULL,"$5,324.00 "
116522,HC TRAUMA ACT CRIT IV ED PARTIAL,"$2,178.00 "
116530,HC EXTENDED RECOVERY PER MIN,$1.12 
116532,HC PHSE 1 CMPLX RECOVERY PER MIN,$18.32 
116534,HC PHSE 1 STD RECOVERY PER MIN,$17.61 
116536,HC PHSE 2 RECOVERY PER MIN,$11.46 
116542,HC DELIVERY ADDL GESTATION,"$1,274.60 "
116544,HC DELIVERY PLACENTA ONLY,"$3,699.15 "
116546,HC VAGINAL DELIVERY,"$4,623.94 "
116548,HC STRESS TEST FETAL,"$1,287.80 "
116550,HC FETAL NON-STRESS TEST,"$1,015.05 "
116554,HC EKG 12 LEAD,$586.31 
116556,HC EKG RHYTHM STRIP,$278.29 
116558,HC SIGNAL AVERAGED EKG,$898.24 
116560,HC EKG TRACING FOR INIT PREV EXAM,$40.29 
116562,HC HOLTER MONITORING,"$2,909.96 "
116564,HC HOLTER SCANNING AND REPORT,"$1,055.10 "
116566,HC EVENT MONITORING,"$2,670.07 "
116568,HC EVENT MONITOR SCANNING AND REP,"$2,670.07 "
116570,HC INTRA OP MONITORING PER HR,"$1,103.85 "
116572,HC POLYSOM 4+ PARAMETERS <6YRS,"$7,070.52 "
116574,HC POLYSOM <6 YRS 4/>PARA WITH CPAP,"$3,774.71 "
116576,HC ACTIGRAPHY,$335.09 
116578,HC MSLT/ MWT,"$5,707.08 "
116580,HC SLEEP STUDY UNATTEND BY TECH,$384.17 
116582,HC SLEEP STUDY ATTENDED,"$2,567.94 "
116584,HC POLYSOM 1-3 PARAMETERS ANY AGE <6HRS,"$7,996.63 "
116586,HC POLYSOM 4+ PARAMETERS 6YRS/>,"$7,918.96 "
116588,HC POLYSOM 6YRS/> 4/>PARA W/CPAP,"$3,946.70 "
116590,HC EEG EXTENDED MONITOR 41-60 MIN,"$1,284.98 "
116592,HC EEG EXTENDED MONITOR > 1 HR,"$3,983.69 "
116594,HC EEG AWAKE & DROWSY,"$2,691.77 "
116596,HC EEG AWAKE & ASLEEP,"$3,366.58 "
116598,HC EEG COMA OR SLEEP ONLY,"$2,591.20 "
116600,HC EEG CEREBRAL SILENCE STUDY,"$2,105.16 "
116602,HC LONG TERM EEG W/VIDEO EA 24HRS,"$6,483.23 "
116604,HC EEG AMBULATORY EA 24HRS,"$5,482.98 "
116606,HC LONG TERM EEG W/O VIDEO EA 24HR,"$3,829.66 "
116608,HC DIGITAL ANALYSIS,"$1,704.56 "
116610,HC WADA ACTIVATION TEST,"$1,162.65 "
116614,HC ANOSCOPY,$282.14 
116616,HC BRONCHOSCOPY,"$2,107.52 "
116618,HC COLONOSCOPY,"$1,797.91 "
116620,HC COLPOSCOPY,$862.01 
116622,HC CONVERSION OF G TUBE TO J TUBE,$893.58 
116624,HC EGD,"$1,348.07 "
116626,HC EMG PUDENDAL NERV,$347.48 
116628,HC ENTEROSCOPY,"$1,534.75 "
116630,HC ERCP,"$2,263.20 "
116632,HC ESOPHAGOSCOPY,"$1,170.19 "
116634,HC EUS,"$4,584.68 "
116636,HC EUS WITH ADDITIONAL PROCEDURE,"$3,543.28 "
116638,HC GASTRIC LAVAGE,$722.21 
116640,HC GASTROSCOPY,"$1,155.45 "
116642,HC GASTROSTOMY TUBE PLACEMENT,"$1,466.85 "
116644,HC GASTROSTOMY TUBE REPLACEMENT,$401.73 
116646,HC ILEOSCOPY,"$1,172.85 "
116648,HC INTERVN ABLATION,"$2,331.23 "
116650,HC INTERVN ARGON PLASMA COAG,"$3,029.38 "
116652,HC INTERVN BAND LIGATION,$543.59 
116654,HC INTERVN BRUSHING/WASHING,$55.32 
116656,HC INTERVN BX AND/OR POLYP COLD,$146.61 
116658,HC INTERVN BX AND/OR POLYP HOT,"$1,095.42 "
116660,HC INTERVN CELIAC PLEX NERVE BLCK,"$1,273.07 "
116662,HC INTERVN CHOLANGIOSCOPY,"$7,699.68 "
116664,HC INTERVN CHOLEDOCHOSCOPY,$640.60 
116666,HC INTERVN CONTROL OF BLEEDING,$923.15 
116668,HC INTERVN DECOMPRESSION,$579.71 
116670,HC INTERVN DILATION BALLOON,$888.73 
116672,HC INTERVN DILATION NON BALLOON,$780.52 
116674,HC INTERVN DRAINAGE OF PSEUDOCYST,"$3,526.02 "
116676,HC INTERVN FECAL MICROBIOTA TRNSP,$213.71 
116678,HC FNA WITHOUT IMAGING GUIDANCE,"$1,035.69 "
116680,HC INTERVN HEMORRHOID DESTRUCTION,"$1,452.89 "
116682,HC INTERVN INJ SCLEROSIS/SUBMUCOS,$120.26 
116684,HC INTERVN INSERT TUBE/CATH,$808.31 
116686,HC INTERVN LITHOTRIPSY,"$2,489.70 "
116688,HC INTERVN PAPILLOTOMY,$813.20 
116690,HC INTERVN PCLE CHOLANGIO,"$2,172.24 "
116692,HC INTERVN PCLE COLON,"$2,172.24 "
116694,HC INTERVN PCLE ESOPHAGUS,"$2,172.24 "
116696,HC INTERVN PCLE PANCREAS,"$2,172.24 "
116698,HC INTERVN PLACE PEG,"$1,677.95 "
116700,HC INTERVN PLACE PEJ,"$2,076.88 "
116702,HC INTERVN PLACE/REPLACE PEG,"$1,677.95 "
116706,HC INTERVN REMOVE FB/STENT,$834.62 
116708,HC INTERVN REMOVE STONE,"$1,460.31 "
116710,HC INTERVN REPLACE J TUBE,$324.31 
116712,HC INTERVN REPLACE PEG,"$1,677.95 "
116714,HC INTERVN SPHINCTER OF ODDI MANO,$294.65 
116716,HC INTERVN STENT CHANGE,"$1,512.90 "
116718,HC INTERVN STENT INSERTION,"$1,440.86 "
116720,HC LIVER BX,"$2,266.02 "
116722,HC PARACENTESIS ABDOMINAL INIT,"$1,693.22 "
116724,HC SECRETIN GASTRIN STUDY,$380.99 
116726,HC SIGMOIDOSCOPY,$860.30 
116728,HC ESOPHAGEAL MOTILITY,"$3,464.02 "
116730,HC ESOPH ACID REFLUX TEST BRAVO,"$2,954.32 "
116734,HC ACID IMPEDANCE 1-24 HR SLEUTH,"$3,182.17 "
116736,HC BREATH HYDROGEN/METHANE TEST,"$1,212.64 "
116738,HC CAPSULE ENDOSCOPY ESOPH-ILEUM,"$2,853.75 "
116740,HC ANORECTAL MANOMETRY,"$3,321.56 "
116744,HC CAST REVISION,$496.75 
116746,HC FORENSIC EXAM FEE,$300.00 
116748,HC FORENSIC PHOTOGRAPHY,$100.00 
116750,HC FORENSIC SUSPECT EVIDENCE COLLECTION,$300.00 
116752,HC TRIM NONDYSTROPHIC NAILS ANY #,$155.30 
116754,HC WEDGE EXC SKIN NAIL FOLD,$328.95 
116756,HC SECONDARY CLOSURE WOUND,"$11,902.89 "
116758,HC BIOPSY BONE OPEN SUPERFICIAL,"$6,496.21 "
116760,HC INJ ASP JOINT SMALL,$442.97 
116762,HC INJ ASP JOINT INTERM,$531.55 
116764,HC INJ ASP JOINT MAJOR,$637.86 
116766,HC INSERT WIRE/PIN W SKELETAL FX,"$5,403.96 "
116768,HC APPLICATION CRANIAL TONGS,"$1,369.04 "
116770,HC APPLICATION HALO,$574.70 
116772,HC REMOVAL IMPLANT SUPERFICIAL,"$2,734.42 "
116774,HC APPLY CAST LONG ARM,$492.01 
116776,HC APPLY CAST SHORT ARM,$389.09 
116778,HC APPLY CAST HAND & FOREARM,$274.66 
116780,HC APPLY SPLINT LONG ARM,"$1,338.57 "
116782,HC APPLY SPLINT SHORT ARM STATIC,"$1,000.69 "
116784,HC APPLICATION LONG LEG CAST,$302.43 
116786,HC APPLICATION CYLINDER CAST,$763.56 
116788,HC APPLY CAST SHORT LEG WALKING,$644.42 
116790,HC APPLY RIGID TOTAL CONT CAST,$810.36 
116792,HC APPLY SPLINT LONG LEG,"$1,904.92 "
116794,HC APPLY SPLINT SHORT LEG,"$1,793.21 "
116796,HC STRAPPING HEEL AND/OR FOOT,"$1,139.82 "
116798,HC STRAPPING UNNA BOOT,$484.56 
116800,HC APPL MULTI LAY COMP LOW LEG,$432.65 
116802,HC INSERT STRAIGHT CATHETER,$629.41 
116804,HC INSERT INDWELLING CATH SIMPLE,$768.80 
116806,HC INSERT INDWELLING CATH COMPLEX,"$2,497.82 "
116814,HC DEBRIDE SELECTIVE <=20 SQ CM,$597.39 
116816,HC DEBRIDE SELECTIVE E/A 20 SQ CM,"$1,069.14 "
116818,HC DEBRIDE NON-SELECTIVE,$313.23 
116820,HC NPWT WOUND VAC <=50 SQ CM,$887.05 
116822,HC NPWT WOUND VAC >50 SQ CM,"$1,103.15 "
116824,HC LOW FREQ NON-CONTACT US PER DA,$451.74 
116826,HC TRANS CARE MGMT 14 DAY DISCH,$199.44 
116828,HC TRANS CARE MGMT 7 DAY DISCH,$279.00 
116830,HC DIABETIC FOOT EXAM INITIAL,$114.57 
116832,HC DIABETIC FOOT EXAM PHYSICIAN,$172.13 
116834,HC EST OUTPT VISIT LEVEL 1,$339.73 
116836,HC EST OUTPT VISIT LEVEL 2,$418.40 
116838,HC EST OUTPT VISIT LEVEL 3,$786.10 
116840,HC EST OUTPT VISIT LEVEL 4,$958.68 
116842,HC EST OUTPT VISIT LEVEL 5,"$1,085.05 "
116844,HC MEDICATION MANAGEMENT,$289.46 
116846,HC NEW OUTPT VISIT LEVEL 1,$424.71 
116848,HC NEW OUTPT VISIT LEVEL 2,$446.67 
116850,HC NEW OUTPT VISIT LEVEL 3,$803.46 
116852,HC NEW OUTPT VISIT LEVEL 4,"$1,022.72 "
116854,HC NEW OUTPT VISIT LEVEL 5,"$1,162.53 "
116856,HC OBSERVATION PER HOUR,$128.54 
116858,HC OBSERVATION DIRECT ADMIT,$575.08 
116862,HC INIT MEDICARE PREVENTIVE EXAM,$177.27 
116868,HC VACCINE ADMIN 1ST VACCINE,$155.73 
116870,HC VACCINE ADMIN EA ADDL VACCINE,$134.84 
116872,HC IMMUNE ADMIN ORAL/NASAL 1 VACC,$60.23 
116877,HC TELEHEALTH ORIGINATING SITE,$54.89 
116879,HC LITHO ESWL,"$20,296.40 "
116883,HC CRRT-CONT RENAL REPLACEMENT TX,"$4,901.30 "
116885,HC INPATIENT HEMODIALYSIS,"$2,696.45 "
116887,HC INPATIENT PERITONEAL DIALYSIS,"$1,726.95 "
116889,HC INPATIENT CAPD,"$5,704.53 "
116891,HC BANK CORNEA - STANDARD,"$5,365.42 "
116893,HC LIVING DONOR/STAND ACQUISITION,"$54,730.29 "
116895,HC KIDNEY FEE,"$104,230.67 "
