"Item Number,Description,Rev Code,CPT Code,Price,Assoc Item 1,Assoc Item 2,Assoc Item 3,Assoc Item 4,Assoc Item 5,Assoc Item 6,Assoc Item 7,Assoc Item 8,Assoc Item 9,Assoc Item 10"
" 3080283,REVISION OF COLOSTOMY SIMPLE,360,44340,"" 2,998.25 "",,,,,,,,,,"
" 3080284,REVISION OF COLOSTOMY COMPLICATED,360,44345,"" 4,562.75 "",,,,,,,,,,"
" 3080285,COLOSTOMY FORMATION,360,44320,"" 3,129.00 "",,,,,,,,,,"
" 3080286,LAMINECTOMY-PLATE/PADDLE,360,63655,"" 15,031.50 "",,,,,,,,,,"
" 3080287,INSERTION/REPLACE OF LPG OR RF RECEIVER,360,63685,"" 30,810.75 "",,,,,,,,,,"
" 3080288,COMPLEX PROGRAMMING 1ST HR,360,95972, 316.75 ,,,,,,,,,,"
" 3080290,REV/REM LEADS,360,63661,"" 3,073.50 "",,,,,,,,,,"
" 3080291,REV/REM OF LPG/RF RECEIVER,360,63688,"" 6,859.75 "",,,,,,,,,,"
" 3080292,IMPLANT PERCUTANEOUS LEAD,360,63650,"" 8,135.75 "",,,,,,,,,,"
" 3080293,ANORECTAL EXAMINATION,360,, 560.50 ,,,,,,,,,,"
" 3080294,FINE NEEDLE ASP. W/IMAGE,360,, 354.50 ,,,,,,,,,,"
" 3080295,BX PROSTATE,360,, 759.25 ,,,,,,,,,,"
" 3080296,DRESSING CHANGE UNDER ANESTHESIA,360,, 112.25 ,,,,,,,,,,"
" 3080297,HEMI ARTHROPLASTY SHOULDER,360,,"" 16,761.75 "",,,,,,,,,,"
" 3080298,THYROID ASPIRATION/BX UNDER US,360,, 284.50 ,,,,,,,,,,"
" 3080299,FACIAL BIOPSY,360,,"" 1,111.75 "",,,,,,,,,,"
" 3080300,TIBIA BIOPSY,360,,"" 3,132.50 "",,,,,,,,,,"
" 3080301,TARSAL TUNNEL RELEASE,360,,"" 2,772.25 "",,,,,,,,,,"
" 3080302,2.2 DRILL BIT,360,, 443.25 ,,,,,,,,,,"
" 3080303,DEBRIDEMENT-OPEN FRACTURE,360,,"" 1,403.75 "",,,,,,,,,,"
" 3080304,OPEN REDUCTION OF ANKLE,360,27792,"" 1,023.75 "",,,,,,,,,,"
" 3080305,VISCOELASTIC 2 OR MORE UNITS,272,, 232.50 ,,,,,,,,,,"
" 3080306,DUO VISC- VISCOELASTIC,272,, 232.50 ,,,,,,,,,,"
" 3080307,DUO VISC- VISCOELASTIC 2 OR MORE UNITS,272,, 372.00 ,,,,,,,,,,"
" 3080308,BSS+ SOLUTION 500ML,272,, 223.25 ,,,,,,,,,,"
" 3080309,PHACO NEEDLES/SLEEVES,272,, 255.75 ,,,,,,,,,,"
" 3080310,I/A TIP (SINGLE USE),272,, 116.25 ,,,,,,,,,,"
" 3080311,ANTERIOR VITRECTOMY PACK,272,, 697.75 ,,,,,,,,,,"
" 3080312,PUPIL DILATORS,272,, 721.00 ,,,,,,,,,,"
" 3080313,CATARACT DISP BLADES,272,, 39.50 ,,,,,,,,,,"
" 3080314,CAPSULAR TENSION RING,272,,"" 1,046.50 "",,,,,,,,,,"
" 3080315,CAPSULE RETRACTORS,272,, 674.50 ,,,,,,,,,,"
" 3080333,PARACENTESIS INITIAL W/O GUIDANCE,360,49082, 500.00 ,,,,,,,,,,"
" 3080334,""pT CATEGORY, pN"",310,3260F, -   ,,,,,,,,,,"
" 3080335,""DOC MED REASON FOR  NOT INCLUDING pT,pN"",310,G8722, -   ,,,,,,,,,,"
" 3080336,""QUANTITATIVE NON-HER2,IHC,ER/PR PERFORM"",310,3395F, -   ,,,,,,,,,,"
" 3080337,""QUANTITATIVE NON-HER2,IHC EVAL OF BREAST"",310,3394F, -   ,,,,,,,,,,"
" 3088112,CYTO W/ SELECTIVE CELLULAR,310,88112, 82.25 ,,,,,,,,,,"
" 3088113,CAST-SHORT LEG / OR,360,, 281.00 ,,,,,,,,,,"
" 3088114,CAST-SHORT ARM / OR,360,, 281.00 ,,,,,,,,,,"
" 3140000,MISC IMPLANT,272,, -   ,,,,,,,,,,"
" 3140041,SUPRA COND PL 8SL,278,,"" 2,087.75 "",,,,,,,,,,"
" 3140042,SUPRA COND PL 10SL,278,,"" 2,087.75 "",,,,,,,,,,"
" 3140045,COMP PLATE 4 5 6,278,,"" 1,157.00 "",,,,,,,,,,"
" 3140046,HNS RUSH INTRAMED,278,, 232.50 ,,,,,,,,,,"
" 3140231,STEINMAN P-K-WIRE IN,278,, 178.00 ,,,,,,,,,,"
" 3140289,K-WIRES 3/32,278,, 20.50 ,,,,,,,,,,"
" 3140291,LEINBACH OLECRANON,278,, 486.25 ,,,,,,,,,,"
" 3140292,TIBIA BOLT 462,278,, 260.00 ,,,,,,,,,,"
" 3140358,CERGLAGE WIRE,278,, 123.00 ,,,,,,,,,,"
" 3140359,3.2 THREAD GUIDE WIR,278,, 349.00 ,,,,,,,,,,"
" 3140364,SAW BLADE SG BATTER,278,, 191.50 ,,,,,,,,,,"
" 3140404,CORTEX 207.12-207.50,278,, 48.00 ,,,,,,,,,,"
" 3140412,DCP PLATE 3.5MM,278,, 349.00 ,,,,,,,,,,"
" 3140419,CORTEX SC. 202.06,278,, 48.00 ,,,,,,,,,,"
" 3140438,T-PLATE 6 HOLE,278,, 697.75 ,,,,,,,,,,"
" 3140443,K-WIRES 2.5(SYNTHES),278,, 48.00 ,,,,,,,,,,"
" 3140445,CLAMP 4MMX2.5/4MM,278,, 930.75 ,,,,,,,,,,"
" 3140446,SPRINGLOADEDNUT,278,, 116.75 ,,,,,,,,,,"
" 3140447,CONNECTING BAR,278,, 116.75 ,,,,,,,,,,"
" 3140448,""SCHANZ SC4.5,150/200"",278,, 232.50 ,,,,,,,,,,"
" 3140451,SINGLE CLAMP OPEN,278,, 697.75 ,,,,,,,,,,"
" 3140452,OPEN COMPRESSOR,278,, 930.75 ,,,,,,,,,,"
" 3140487,SKEL FRAC HALF PIN,278,, 232.50 ,,,,,,,,,,"
" 3140488,SET SCREWS COLESFXFR,278,, 48.00 ,,,,,,,,,,"
" 3140497,CERCLAGE WIRESYNTHES,278,, 68.50 ,,,,,,,,,,"
" 3140498,CERCLAGE WIRE COILSY,278,, 62.00 ,,,,,,,,,,"
" 3140501,RT C GUIDE ROD,278,, 349.00 ,,,,,,,,,,"
" 3140591,1M SUPRA LOCK SCREW,278,, 363.00 ,,,,,,,,,,"
" 3140596,1M SUPRA GUIDE PIN,278,, 273.75 ,,,,,,,,,,"
" 3140598,1M SUPRA TROCAR PIN,278,, 185.25 ,,,,,,,,,,"
" 3140603,ACL 8MM REAMER,278,, 547.50 ,,,,,,,,,,"
" 3140604,ACL 9MM REAMER,278,, 547.50 ,,,,,,,,,,"
" 3140606,ACL 7X20 INT SCREW,278,, 732.50 ,,,,,,,,,,"
" 3140621,LAT TIR BUTT PL7HOLE,278,,"" 1,095.25 "",,,,,,,,,,"
" 3140622,LAT TIR BUTT PL9HOLE,278,,"" 1,280.75 "",,,,,,,,,,"
" 3140624,LAT TIR BUTT PL13HOL,278,,"" 1,280.75 "",,,,,,,,,,"
" 3140625,CONOYLAR BUTTR 7HOLE,278,,"" 1,280.75 "",,,,,,,,,,"
" 3140626,CONDYLAR BUTTR 9HOLE,278,,"" 1,280.75 "",,,,,,,,,,"
" 3140628,CONDYLAR BUTTR 13HOL,278,,"" 1,280.75 "",,,,,,,,,,"
" 3140629,CONDYLAR BUTTR 15HOL,278,,"" 1,280.75 "",,,,,,,,,,"
" 3140646,RECONST PL 3.5 8HOLE,278,, 697.75 ,,,,,,,,,,"
" 3140649,KNEE FEM COMP NONPOR,270,,"" 6,262.75 "",,,,,,,,,,"
" 3140651,KNEE TIB TRAY S23,270,,"" 4,524.25 "",,,,,,,,,,"
" 3140652,KNEE TIB INSE S23 8M,270,,"" 1,916.00 "",,,,,,,,,,"
" 3140653,KNEE PATELLAR 35MM,270,,"" 1,567.50 "",,,,,,,,,,"
" 3140658,ENDER NAILS,278,, 260.00 ,,,,,,,,,,"
" 3140663,4M APEX TRANSFIX PIN,278,, 260.00 ,,,,,,,,,,"
" 3140665,CANNULATED SCRWASHER,278,, 89.25 ,,,,,,,,,,"
" 3140666,J&J BIPOLAR SHELL,278,,"" 1,390.00 "",,,,,,,,,,"
" 3140667,J&J BIPOLAR HIP HEAD,278,,"" 1,218.25 "",,,,,,,,,,"
" 3140668,J&J BIPOLAR LINER,278,, 697.75 ,,,,,,,,,,"
" 3140669,J&J BIPOLAR STEM,278,,"" 3,128.25 "",,,,,,,,,,"
" 3140681,DALL MILES CABLE SET,278,,"" 1,020.25 "",,,,,,,,,,"
" 3140682,ACETABULAR LINER J&J,278,,"" 1,218.25 "",,,,,,,,,,"
" 3140683,ACETABULAR SHELL J&J,278,,"" 2,956.50 "",,,,,,,,,,"
" 3140705,ORIF RUSSEL TAYLOR,278,,"" 2,450.25 "",,,,,,,,,,"
" 3140754,ORION PLATE,278,,"" 1,745.50 "",,,,,,,,,,"
" 3140755,SILVER SCREW 13 MM,278,, 369.50 ,,,,,,,,,,"
" 3140756,SILVER SCREW 17 MM,278,,"" 1,116.25 "",,,,,,,,,,"
" 3140757,LOCKING SCREW,278,, 349.00 ,,,,,,,,,,"
" 3140758,CANCELLOUS SCREW,278,, 746.50 ,,,,,,,,,,"
" 3140789,TSRH BOE SCREW,270,,"" 1,656.00 "",,,,,,,,,,"
" 3140792,TSRH 6MM EYE BOLTS,270,, 883.00 ,,,,,,,,,,"
" 3140793,TSRH K-WIRE,270,, 41.25 ,,,,,,,,,,"
" 3140794,TSRH ROD SHORT,270,, 774.00 ,,,,,,,,,,"
" 3140807,DRILL WIRE PASS,278,, 253.50 ,,,,,,,,,,"
" 3140816,FINGER CMC IMPLANT,278,,"" 3,689.50 "",,,,,,,,,,"
" 3140817,TRAPEZIUM IMPLANT,360,,"" 1,546.50 "",,,,,,,,,,"
" 3140819,RUSH ROD #802 SERIES,278,, 205.50 ,,,,,,,,,,"
" 3140820,RUSH ROD #803 SERIES,278,, 157.75 ,,,,,,,,,,"
" 3140821,RUSH ROD #804 SERIES,278,, 137.25 ,,,,,,,,,,"
" 3150775,CORTEX SCREW 2.7X6,278,, 48.00 ,,,,,,,,,,"
" 3150776,CORTEX SCREW 2.7X8,278,, 48.00 ,,,,,,,,,,"
" 3150777,CORTEX SCREW 2.7X10,278,, 48.00 ,,,,,,,,,,"
" 3150778,CORTEX SCREW 2.7X12,278,, 48.00 ,,,,,,,,,,"
" 3150779,CORTEX SCREW 2.7X14,278,, 48.00 ,,,,,,,,,,"
" 3150780,CORTEX SCREW 2.7X16,278,, 48.00 ,,,,,,,,,,"
" 3150781,CORTEX SCREW 2.7X18,278,, 48.00 ,,,,,,,,,,"
" 3150782,CORTEX SCREW 2.7X20,278,, 48.00 ,,,,,,,,,,"
" 3150783,CORTEX SCREW 2.7X22,278,, 48.00 ,,,,,,,,,,"
" 3150784,CORTEX SCREW 2.7X24,278,, 48.00 ,,,,,,,,,,"
" 3150785,CORTEX SCREW 1.5X6,278,, 48.00 ,,,,,,,,,,"
" 3150786,CORTEX SCREW 1.5X7,278,, 48.00 ,,,,,,,,,,"
" 3150787,CORTEX SCREW 1.5X8,278,, 48.00 ,,,,,,,,,,"
" 3150788,CORTEX SCREW 1.5X9,278,, 48.00 ,,,,,,,,,,"
" 3150789,CORTEX SCREW 1.5X10,278,, 48.00 ,,,,,,,,,,"
" 3150790,CORTEX SCREW 1.5X11,278,, 48.00 ,,,,,,,,,,"
" 3150791,CORTEX SCREW 1.5X12,278,, 48.00 ,,,,,,,,,,"
" 3150792,CORTEX SCREW 1.5X14,278,, 48.00 ,,,,,,,,,,"
" 3150793,CORTEX SCREW 1.5X16,278,, 48.00 ,,,,,,,,,,"
" 3150794,CORTEX SCREW 2.0X8,278,, 48.00 ,,,,,,,,,,"
" 3150795,CORTEX SCREW 2.0X8,278,, 48.00 ,,,,,,,,,,"
" 3150796,CORTEX SCREW 2.0X12,278,, 48.00 ,,,,,,,,,,"
" 3150797,CORTEX SCREW 2.0X14,278,, 48.00 ,,,,,,,,,,"
" 3150798,CORTEX SCREW 2.0X16,278,, 48.00 ,,,,,,,,,,"
" 3150799,CORTEX SCREW 2.0X18,278,, 48.00 ,,,,,,,,,,"
" 3150823,K-WIRE PLAIN .035,278,, 48.00 ,,,,,,,,,,"
" 3150824,K-WIRE PLAIN .045,278,, 48.00 ,,,,,,,,,,"
" 3150825,K-WIRE PLAIN .062,278,, 48.00 ,,,,,,,,,,"
" 3150826,K-WIRE THREADED .035,278,, 48.00 ,,,,,,,,,,"
" 3150827,K-WIRE THREADED .045,278,, 48.00 ,,,,,,,,,,"
" 3150828,K-WIRE THREADED .062,278,, 203.32 ,,,,,,,,,,"
" 3150829,STEINMAN PIN PL.5/64,278,, 115.03 ,,,,,,,,,,"
" 3150830,STEINMAN PIN PL.3/32,278,, 41.25 ,,,,,,,,,,"
" 3150831,STEINMAN PIN PL.7/64,278,, 41.25 ,,,,,,,,,,"
" 3150832,STEINMAN PIN PL.1/8,278,, 41.25 ,,,,,,,,,,"
" 3150833,STEINMAN PIN PL.9/64,278,, 41.25 ,,,,,,,,,,"
" 3150834,STEINMAN PIN PL.5/32,278,, 41.25 ,,,,,,,,,,"
" 3150835,STEINMAN PIN PL.3/16,278,, 41.25 ,,,,,,,,,,"
" 3150836,STEINMAN PIN THR5/64,278,, 210.38 ,,,,,,,,,,"
" 3150837,STEINMAN PIN THR3/32,278,, 48.00 ,,,,,,,,,,"
" 3150838,STEINMAN PIN THR7/64,278,, 48.00 ,,,,,,,,,,"
" 3150839,STEINMAN PIN THR1/8,278,, 48.00 ,,,,,,,,,,"
" 3150840,STEINMAN PIN THR9/64,278,, 48.00 ,,,,,,,,,,"
" 3150841,STEINMAN PIN THR5/32,278,, 48.00 ,,,,,,,,,,"
" 3150842,STEINMAN PIN THR3/16,278,, 48.00 ,,,,,,,,,,"
" 3150843,STEINMAN PIN TRAC SM,278,, 547.50 ,,,,,,,,,,"
" 3150844,STEINMAN PIN TRAC MED,278,, 547.50 ,,,,,,,,,,"
" 3150845,STEINMAN PIN TRAC LG,278,, 547.50 ,,,,,,,,,,"
" 3150866,MED FEM PRESSURIZER,278,, 89.25 ,,,,,,,,,,"
" 3150867,LG FEMOR PRESSURIZER,278,, 89.25 ,,,,,,,,,,"
" 3150909,BONE GR CANCUL 30CC,272,,"" 1,366.75 "",,,,,,,,,,"
" 3150910,25 BUCK FEM CEM RE,278,, 34.75 ,,,,,,,,,,"
" 3150911,18.5 BUCK FEM CEM RE,278,, 34.75 ,,,,,,,,,,"
" 3150916,4MM APEX TRANSFERRING PIN,278,, -   ,,,,,,,,,,"
" 3150920,BONE GR CANCUL 60CC,272,,"" 1,409.75 "",,,,,,,,,,"
" 3150936,CANNUL SC 6.5 X 25MM,278,, 547.50 ,,,,,,,,,,"
" 3150937,CANNUL SC 6.5 X 30MM,278,, 547.50 ,,,,,,,,,,"
" 3150938,CANNUL SC 6.5 X 35MM,278,, 547.50 ,,,,,,,,,,"
" 3150939,CANNUL SC 6.5 X 40MM,278,, 547.50 ,,,,,,,,,,"
" 3150940,CANNUL SC 6.5 X 45MM,278,, 547.50 ,,,,,,,,,,"
" 3150941,CANNUL SC 6.5 X 50MM,278,, 547.50 ,,,,,,,,,,"
" 3150942,CANNUL SC 6.5 X 55MM,278,, 547.50 ,,,,,,,,,,"
" 3150943,CANNUL SC 6.5 X 60MM,278,, 547.50 ,,,,,,,,,,"
" 3150944,CANNUL SC 6.5 X 65MM,278,, 547.50 ,,,,,,,,,,"
" 3150945,CANNUL SC 6.5 X 70MM,278,, 547.50 ,,,,,,,,,,"
" 3150946,CANNUL SC 6.5 X 75MM,272,, 547.50 ,,,,,,,,,,"
" 3150947,CANNUL SC 6.5 X 80MM,272,, 547.50 ,,,,,,,,,,"
" 3150948,CANNUL SC 6.5 X 85MM,278,, 547.50 ,,,,,,,,,,"
" 3150949,CANNUL SC 6.5 X 90MM,278,, 547.50 ,,,,,,,,,,"
" 3150950,CANNUL SC 6.5 X 95MM,278,, 983.75 ,,,,,,,,,,"
" 3150951,CANNUL SC 6.5X100MM,278,, 983.75 ,,,,,,,,,,"
" 3150952,CANNUL SC 6.5X105MM,278,, 547.50 ,,,,,,,,,,"
" 3150953,CANNUL SC 6.5X110MM,278,, 547.50 ,,,,,,,,,,"
" 3150954,CANNUL SC 6.5X115MM,278,, 547.50 ,,,,,,,,,,"
" 3150955,CANNUL SC 6.5X120MM,278,, 547.50 ,,,,,,,,,,"
" 3150956,CANNUL SC 4.0 X 20MM,278,, 547.50 ,,,,,,,,,,"
" 3150957,CANNUL SC 4.0 X 22MM,278,, 547.50 ,,,,,,,,,,"
" 3150958,CANNUL SC 4.0 X 24MM,278,, 547.50 ,,,,,,,,,,"
" 3150959,CANNUL SC 4.0 X 26MM,278,, 547.50 ,,,,,,,,,,"
" 3150960,CANNUL SC 4.0 X 28MM,278,, 547.50 ,,,,,,,,,,"
" 3150961,CANNUL SC 4.0 X 30MM,278,, 547.50 ,,,,,,,,,,"
" 3150962,CANNUL SC 4.0 X 32MM,278,, 547.50 ,,,,,,,,,,"
" 3150963,CANNUL SC 4.0 X 34MM,278,, 547.50 ,,,,,,,,,,"
" 3150964,CANNUL SC 4.0 X 35MM,278,, 547.50 ,,,,,,,,,,"
" 3150965,CANNUL SC 4.0 X 36MM,278,, 547.50 ,,,,,,,,,,"
" 3150966,CAN GPIN 2.4 X 230MM,272,, 68.50 ,,,,,,,,,,"
" 3150967,WASHER 7.0MM,278,, 116.75 ,,,,,,,,,,"
" 3150968,WASHER 8.0MM,278,, 116.75 ,,,,,,,,,,"
" 3150969,12.7X6.5 IMSCNAILWASH,278,, 89.25 ,,,,,,,,,,"
" 3150970,WASHER 13.0MM,278,, 116.75 ,,,,,,,,,,"
" 3150971,CAN BAY GPIN 1.3X40,272,, 34.75 ,,,,,,,,,,"
" 3150972,CAN TRO GPIN 1.3X140,272,, 96.98 ,,,,,,,,,,"
" 3150973,CANNUL SC 4.0 X 10MM,278,, 547.50 ,,,,,,,,,,"
" 3150974,CANNUL SC 4.0 X 12MM,278,, 547.50 ,,,,,,,,,,"
" 3150975,CANNUL SC 4.0 X 14MM,278,, 547.50 ,,,,,,,,,,"
" 3150976,CANNUL SC 4.0 X 16MM,278,, 547.50 ,,,,,,,,,,"
" 3150977,CANNUL SC 4.0 X 18MM,278,, 547.50 ,,,,,,,,,,"
" 3150978,CANNUL SC 4.0 X 38MM,278,, 547.50 ,,,,,,,,,,"
" 3150979,CANNUL SC 4.0 X 40MM,278,, 547.50 ,,,,,,,,,,"
" 3150980,CANNUL SC 4.0 X 42MM,278,, 547.50 ,,,,,,,,,,"
" 3150981,CANNUL SC 4.0 X 44MM,278,, 547.50 ,,,,,,,,,,"
" 3150982,CANNUL SC 4.0 X 46MM,278,, 547.50 ,,,,,,,,,,"
" 3150983,CANNUL SC 4.0 X 48MM,278,, 547.50 ,,,,,,,,,,"
" 3150984,CANNUL SC 4.0 X 50MM,278,, 547.50 ,,,,,,,,,,"
" 3150985,CANNUL SC 4.0 X 52MM,278,, 547.50 ,,,,,,,,,,"
" 3150986,CANNUL SC 4.0 X 54MM,278,, 547.50 ,,,,,,,,,,"
" 3150987,CANNUL SC 4.0 X 56MM,278,, 547.50 ,,,,,,,,,,"
" 3150988,CANNUL SC 4.0 X 58MM,278,, 547.50 ,,,,,,,,,,"
" 3150989,CANNUL SC 4.0 X 60MM,278,, 547.50 ,,,,,,,,,,"
" 3150990,CANNUL SC 4.0 X 65MM,278,, 547.50 ,,,,,,,,,,"
" 3150991,CANNUL SC 4.0 X 70MM,278,, 547.50 ,,,,,,,,,,"
" 3150992,5.0X25MM LOCKING SC,278,, 349.00 ,,,,,,,,,,"
" 3150993,5.0X30MM LOCKING SC,278,, 349.00 ,,,,,,,,,,"
" 3150994,5.0X35MM LOCKING SC,278,, 349.00 ,,,,,,,,,,"
" 3150995,5.0X45MM LOCKING SC,278,, 349.00 ,,,,,,,,,,"
" 3150996,5.0X45MM LOCKING SC,278,, 349.00 ,,,,,,,,,,"
" 3150997,5.0X50MM LOCKING SC,278,, 349.00 ,,,,,,,,,,"
" 3150998,5.0X55MM LOCKING SC,278,, 349.00 ,,,,,,,,,,"
" 3150999,5.0X60MM LOCKING SC,278,, 349.00 ,,,,,,,,,,"
" 3151000,5.0X65MM LOCKING SC,278,, 349.00 ,,,,,,,,,,"
" 3151001,5.0X70MM LOCKING SC,278,, 349.00 ,,,,,,,,,,"
" 3151002,5.0X75MM LOCKING SC,278,, 349.00 ,,,,,,,,,,"
" 3151003,5.0X80MM LOCKING SC,278,, 349.00 ,,,,,,,,,,"
" 3151004,5.0X85MM LOCKING SC,278,, 349.00 ,,,,,,,,,,"
" 3151005,5.0X90MM LOCKING SC,278,, 349.00 ,,,,,,,,,,"
" 3151006,AMBI COMP PL 3SL 130,278,, 890.00 ,,,,,,,,,,"
" 3151007,AMBI COMP PL 3SL 135,278,, 890.00 ,,,,,,,,,,"
" 3151009,AMBI COMP PL 3SL 140,278,, 890.00 ,,,,,,,,,,"
" 3151010,AMBI COMP PL 3SL 145,278,, 890.00 ,,,,,,,,,,"
" 3151011,AMBI COMP PL 3SL 150,278,, 890.00 ,,,,,,,,,,"
" 3151012,AMBI COMP PL 4SL 130,278,, 890.00 ,,,,,,,,,,"
" 3151013,AMBI COMP PL 4SL 135,278,, 890.00 ,,,,,,,,,,"
" 3151014,AMBI COMP PL 4SL 140,278,, 890.00 ,,,,,,,,,,"
" 3151015,AMBI COMP PL 4SL 145,278,, 890.00 ,,,,,,,,,,"
" 3151016,AMBI COMP PL 4SL 150,278,, 890.00 ,,,,,,,,,,"
" 3151017,AMBI COMP PL 5SL 130,278,, 965.25 ,,,,,,,,,,"
" 3151018,AMBI COMP PL 5SL 135,278,, 965.25 ,,,,,,,,,,"
" 3151019,AMBI COMP PL 5SL 140,278,, 965.25 ,,,,,,,,,,"
" 3151027,AMBI COMP PL 5SL 145,278,, 965.25 ,,,,,,,,,,"
" 3151028,AMBI COMP PL 5SL 150,278,, 965.25 ,,,,,,,,,,"
" 3151029,AMBI COMP PL 6SL 130,278,, 965.25 ,,,,,,,,,,"
" 3151030,AMBI COMP PL 6SL 135,278,, 965.25 ,,,,,,,,,,"
" 3151031,AMBI COMP PL 6SL 140,278,, 965.25 ,,,,,,,,,,"
" 3151032,AMBI COMP PL 6SL 145,278,, 965.25 ,,,,,,,,,,"
" 3151033,AMBI COMP PL 6SL 150,278,, 965.25 ,,,,,,,,,,"
" 3151034,8/164MM/90/SUPR-CON,278,,"" 1,560.75 "",,,,,,,,,,"
" 3151035,8/164MM/95 SUPR-CON,278,,"" 1,560.75 "",,,,,,,,,,"
" 3151036,8/180MM/130 AMBI PL,278,,"" 1,560.75 "",,,,,,,,,,"
" 3151037,8/180MM/135 AMBI PL,278,,"" 1,560.75 "",,,,,,,,,,"
" 3151038,8/180MM/150 AMBI PL,278,,"" 1,560.75 "",,,,,,,,,,"
" 3151039,10/204MM/90SUPRA-CON,278,,"" 1,560.75 "",,,,,,,,,,"
" 3151040,10/204MM/95SUPRA-CON,278,,"" 1,560.75 "",,,,,,,,,,"
" 3151041,10/220MM/130SUPR-CON,278,,"" 1,560.75 "",,,,,,,,,,"
" 3151042,10/220MM/135SUPR-CON,278,,"" 1,560.75 "",,,,,,,,,,"
" 3151043,10/220MM/150SUPR-CON,278,,"" 1,560.75 "",,,,,,,,,,"
" 3151044,LAG SCREW SUPER 65MM,278,, 930.75 ,,,,,,,,,,"
" 3151045,LAG SCREW SUPER 70MM,278,, 930.75 ,,,,,,,,,,"
" 3151046,LAG SCREW SUPER 75MM,278,, 930.75 ,,,,,,,,,,"
" 3151047,LAG SCREW SUPER 80MM,278,, 930.75 ,,,,,,,,,,"
" 3151048,LAG SCREW SUPER 85MM,278,, 930.75 ,,,,,,,,,,"
" 3151049,LAG SCREW SUPER 90MM,278,, 930.75 ,,,,,,,,,,"
" 3151050,LAG SCREW SUPER 95MM,278,, 930.75 ,,,,,,,,,,"
" 3151051,LAG SCREW SUPER 100MM,278,, 930.75 ,,,,,,,,,,"
" 3151052,LAG SCREW SUPER 105MM,278,, 930.75 ,,,,,,,,,,"
" 3151053,LAG SCREW SUPER 110MM,278,, 930.75 ,,,,,,,,,,"
" 3151054,LAG SCREW SUPER 115MM,278,, 930.75 ,,,,,,,,,,"
" 3151055,LAG SCREW SUPER 120MM,278,, 930.75 ,,,,,,,,,,"
" 3151056,LAG SCREW SUPER 125MM,278,, 930.75 ,,,,,,,,,,"
" 3151057,LAG SCREW REG 55MM,278,, 697.75 ,,,,,,,,,,"
" 3151058,LAG SCREW REG 60MM,278,, 697.75 ,,,,,,,,,,"
" 3151059,LAG SCREW REG 65MM,278,, 697.75 ,,,,,,,,,,"
" 3151060,LAG SCREW REG 70MM,278,, 697.75 ,,,,,,,,,,"
" 3151061,LAG SCREW REG 75MM,278,, 697.75 ,,,,,,,,,,"
" 3151062,LAG SCREW REG 80MM,278,, 697.75 ,,,,,,,,,,"
" 3151063,LAG SCREW REG 85MM,278,, 697.75 ,,,,,,,,,,"
" 3151064,LAG SCREW REG 90MM,278,, 697.75 ,,,,,,,,,,"
" 3151065,LAG SCREW REG 95MM,278,, 697.75 ,,,,,,,,,,"
" 3151066,LAG SCREW REG 100MM,278,, 697.75 ,,,,,,,,,,"
" 3151067,LAG SCREW REG 105MM,278,, 697.75 ,,,,,,,,,,"
" 3151068,LAG SCREW REG 110MM,278,, 697.75 ,,,,,,,,,,"
" 3151069,LAG SCREW REG 115MM,278,, 697.75 ,,,,,,,,,,"
" 3151070,LAG SCREW REG 120MM,278,, 697.75 ,,,,,,,,,,"
" 3151071,LAG SCREW REG 125MM,278,, 697.75 ,,,,,,,,,,"
" 3151072,AMBI HIP SCREW CLIP,278,, 171.50 ,,,,,,,,,,"
" 3151073,19MM HEXHEAD COMP SC,278,, 62.00 ,,,,,,,,,,"
" 3151074,28.5MM HEXHEAD COMP,278,, 62.00 ,,,,,,,,,,"
" 3151075,9X27 DELTA TIB NAIL,278,,"" 2,553.00 "",,,,,,,,,,"
" 3151076,9X28.5 DELTA TIB NAI,278,,"" 2,553.00 "",,,,,,,,,,"
" 3151077,9.0X30CM DELTA TIB N,278,,"" 2,553.00 "",,,,,,,,,,"
" 3151078,9.0X31.5CM DEL TIB N,278,,"" 2,553.00 "",,,,,,,,,,"
" 3151079,9.0X33CM DELTA TIB N,278,,"" 2,553.00 "",,,,,,,,,,"
" 3151080,9.0X34.5CM DEL TIB N,278,,"" 2,553.00 "",,,,,,,,,,"
" 3151081,9.0X36CM DELTA TIB N,278,,"" 2,553.00 "",,,,,,,,,,"
" 3151082,9.0X38CM DELTA TIB N,278,,"" 2,553.00 "",,,,,,,,,,"
" 3151083,9.0X40CM DELTA TIB N,278,,"" 2,553.00 "",,,,,,,,,,"
" 3151084,9.0X42CM DELTA TIB N,278,,"" 2,553.00 "",,,,,,,,,,"
" 3151085,10X27CM DELTA TIB N,278,,"" 2,553.00 "",,,,,,,,,,"
" 3151086,10X28.5CM DEL TIB N,278,,"" 2,553.00 "",,,,,,,,,,"
" 3151087,10X30CM DELTA TIB N,278,,"" 2,553.00 "",,,,,,,,,,"
" 3151088,10X31.5CM DEL TIB N,278,,"" 2,553.00 "",,,,,,,,,,"
" 3151089,10.33CM DELTA TIB N,278,,"" 2,553.00 "",,,,,,,,,,"
" 3151090,10X34.5CM DEL TIB N,278,,"" 2,553.00 "",,,,,,,,,,"
" 3151091,10X36CM DELTA TIB N,278,,"" 2,553.00 "",,,,,,,,,,"
