Charge code,Service/Charge Description,CPT/HCPCS Code,Price
27210268,Cath Foley 24Fr 2Way 30CC, ,$44.50 
27210269,Cath Robinson 28Fr Sterile, ,$17.75 
27210270,Cath Robinson 22Fr, ,$8.25 
27210271,Cath Foley Sil A8Fr 2Way 5CC, ,$17.50 
27210273,Cath Throacic 36Fr, ,$28.00 
27210274,Tube Endo 2.0 Uncuff, ,$6.50 
27210275,Tube Endo 2.5 Uncuff, ,$6.50 
27210276,Tube Endo 3.5 Uncuff 86244, ,$6.50 
27210277,Tube Endo 4.5 Uncuff 86256, ,$6.50 
27210278,Tube Endo 5.0 Uncuff 86226LF, ,$16.75 
27210279,Tube Endo 5.5 Uncuffed 86228LF, ,$6.50 
27210280,Tube Endo 3.0 Uncuff, ,$6.50 
27210281,Tube Oral 6.0 Uncuff 86269, ,$16.25 
27210282,Tube Endo 8.5 Cuff 86054 LF, ,$9.75 
27210283,Tube Endo 9.0 Cuff, ,$9.75 
27210284,Tube Endo 9.5 Cuff, ,$9.75 
27210285,Tube Nasel Rae 6.0 86212, ,$28.75 
27210286,Tube Nasel Rae 7.0 86214, ,$28.75 
27210287,Tube Nasel Rae 8.0 86216, ,$28.75 
27210288,Tube Oral 3.0 Uncuff, ,$6.25 
27210289,Tube Oral 3.5 Uncuff, ,$16.25 
27210290,Tube Oral 5.0 Uncuff 86267, ,$5.75 
27210291,Tube Oral 6.0 Cuff, ,$16.25 
27210292,Tube Oral Rae 6.5 Cuff 76265, ,$39.00 
27210293,Tube Oral Rae 7.0 Cuff 86204, ,$5.75 
27210294,Blade 5.5 Full Radus, ,$234.00 
27210295,Blade 4.0 Slotted Whisker, ,$231.00 
27210296,Blade 4.0 Resector, ,$263.00 
27210297,Blade 3.5 Tomcat Shaver, ,$265.25 
27210298,Blade 3.5 Resector, ,$263.00 
27210299,Blade 3.5 Aggressive Plus, ,$263.00 
27210300,Blade 5.0 Aggressive Plus, ,$225.25 
27210301,Blade 4.5 Angle Aggres Plus, ,$250.25 
27210302,Bur 5.5 6 Flute Unhood Round, ,$245.00 
27210303,Bur 5.5 Flute Round, ,$313.50 
27210304,Bur 4.0 Flute Barrel, ,$263.00 
27210305,Bur 4.0 Unhood Barrel, ,$395.25 
27210306,Bur 4.0 Unhood Round, ,$395.25 
27210307,Blade Tympanoplasty, ,$69.75 
27210308,Cautery Tip Clean Ez, ,$21.50 
27210309,Cath Cholangio 19X30, ,$56.75 
27210310,Cath Cholangio Lap, ,$100.00 
27210311,Cath Cholangio Xl-11, ,$156.00 
27210312,Forcep Biopsy Oval Fb-240, ,$42.00 
27210313,Wound Debri System, ,$102.00 
27210314,Wound Pulsevac, ,$250.50 
27210315,Rod Guide Ball Tip 71631626, C1713,"$1,048.00 "
27210316,Bar Connect External 395.70, ,$162.50 
27210317,Bar Connect External 395.71, ,$162.50 
27210318,Bar Connect External 395.72, ,$162.50 
27210319,Bar Connect External 395.73, ,$162.50 
27210320,Bar Connect External 395.74, ,$213.00 
27210321,Bar Connect External 395.75, ,$213.00 
27210322,Bar Connect External 395.76, ,$213.00 
27210323,Bar Connect External 395.77, ,$213.00 
27210324,Clamp Univers Ext Fix 393.71, ,"$2,015.75 "
27210325,Clamp Univers Ext Fix 393.75, ,"$1,929.75 "
27210326,Clamp Sm Combination 390.041, ,"$1,288.00 "
27210327,Open Compressor 393.76, ,"$1,792.50 "
27210328,Clamp Transverse 393.66, ,"$1,947.00 "
27210329,Clamp Tube To Tube 390.007, ,"$1,947.00 "
27210330,Clamp Combination Lg 390.005, ,$922.00 
27210331,Clip Dyamization 390.006, ,$475.75 
27210332,Clamp 6 Position 390.002, ,"$2,030.50 "
27210333,Rod Attachment Mr Safe 390.003, ,"$1,564.75 "
27210334,Clamp Open Adj Lg 390.008, ,"$1,793.25 "
27210335,Clamp 4 Position 390.004, ,"$1,973.75 "
27210336,Closeure Inlet Xl  Ctxl, ,$64.00 
27210337,Closesure Inlet Ct1, ,$492.75 
27210338,Button Replacement 24.0Fr 2.4, ,$472.75 
27210339,Button Replacement 24.0Fr 1.7, ,$472.75 
27210340,Button Replacement 24.0Fr 3.4, ,$472.75 
27210341,Button Replacement 18.0Fr 1.7, ,$472.75 
27210342,Button Replacement 18.0Fr 2.4, ,$472.75 
27210343,Pressurizer Small Ortho, ,$82.25 
27210344,Pressurizer Large Ortho, ,$82.25 
27210345,Stapler Cutter Reload Tcr55, ,$213.50 
27210346,Stapler Reload Tvr55, ,$276.00 
27210347,Stapler Reload Trt55, ,$276.00 
27210348,Probe Billiary Bal 5Fr 410326F, ,$178.25 
27210349,Probe Billiary Balloon 6Fr, ,$411.25 
27210350,Washer Spiked 3.2mm, C1713,$358.50 
27210351,Washer Spiked 6.5mm, C1713,$477.50 
27210352,Plug Buck 25mm, ,$628.75 
27210355,Endotrach Tube 7.5 Reinforced, ,$116.50 
27210356,Plug Anal Fistula, ,"$2,045.75 "
27210357,Suture Ethibond 5 MB66G, ,$104.25 
27210358,Suture Ethibond 2 Green, ,$128.00 
27210359,Suture Ethibond 2 White, ,$121.25 
27210360,Pin Distractor 16mm S-0090, C1713,$29.50 
27210361,Pin Distractor 14mm S-0089, C1713,$272.75 
27210362,Trochanteric Grip Sm 1.6, ,"$1,908.50 "
27210363,Trochanteric Grip Med 2.0, ,"$1,745.75 "
27210364,Trochanteric Grip Lrg 2.0, ,"$1,745.75 "
27210365,Fiberloop #2 Suture AR-7234, ,$260.00 
27210366,Tigerloop #2 Suture  Acl, ,$260.00 
27210367,K Wire 1.0X150mm, C1713,$416.00 
27210368,K Wire 2.0x150 492.20, C1713,$471.25 
27210369,Blade Sagital 5023-143, ,$38.25 
27210370,Blade Sagital 5023-132, ,$38.25 
27210371,Basket Segura 3.0Fr 380-110, ,$935.00 
27210372,Basket Stone Gemini 330-206, ,$835.25 
27210373,Brush Cytology Olympus, ,$55.75 
27210374,Brush Cytology Bc-202D-3010, ,$55.75 
27210375,Suture Maxon 0, ,$84.25 
27210376,Suture Vicryl 0 Ct, ,$77.00 
27210377,Silk Suture 2-0 CR\SH C012D, ,$72.25 
27210378,Suture Maxon 3-0 6235-41, ,$39.00 
27210380,Guidewire 038X150 Angled 30472, C1769,$170.25 
27210381,Guidewire 025X150 Stiff G30477, C1769,$238.25 
27210384,Hiwire Guidewire 038X150 Angle, C1769,$238.25 
27210385,Guidewire 038X150 Angled 30471, C1769,$299.50 
27210386,Stapler Endo Thoeacic Ez45G, ,"$1,483.75 "
27210387,Blade Humer 5290-740-100, ,$498.00 
27210388,Suture Corkscrew Bio 5.5 Ar-19, ,"$1,020.25 "
27210389,Cannula 8X90 Trac 72200424, ,$129.00 
27210390,Suture Vicryl J608H 0 Tie, ,$8.00 
27210391,Suture Vicryl J905T Tie 2-0, ,$43.50 
27210392,Suture Vicryl J906G Tie 0, ,$49.50 
27210393,Suture Vicryl J911T Tie 2-0, ,$45.00 
27210394,Suture Vicryl J910T Tie 3-0, ,$66.25 
27210395,Suture Vicryl J103T Tie 4-0, ,$49.50 
27210396,"Tourniquet 30"" Sterile", ,$140.50 
27210397,Trocar 5mmx150mm B5Xt, ,$252.75 
27210398,Scissor Endopath 5mm 5Dcs, ,$301.25 
27210399,Stapler Intraluminel 25mm, ,"$3,156.00 "
27210400,Stapler Intraluminel 33mm, ,"$1,226.75 "
27210401,Stapler Intraluminel 21mm, ,"$1,265.25 "
27210402,Stapler Reload Xr30G, ,$252.00 
27210403,Airway Lma Supreme #4 175040, ,$191.25 
27210404,Airway Lma Supreme #5 175050, ,$191.25 
27210405,Tubing Smoke Evac E3590, ,$36.75 
27210406,Tube Laser Endo Trach 7.0, ,$346.50 
27210407,Tube Laser Endo Trach 8.0, ,$346.50 
27210408,Splint Breath Easy 20-10500, ,$108.25 
27210409,Blade Dermatone 9-1 2195-15, ,$175.50 
27210410,Ballon 5841 Esop/Pyl, ,"$1,061.50 "
27210411,Ballon 5842 Esop/Pyl, ,"$1,061.50 "
27210412,Baloon 5849 Esop/Ply/Colo, ,"$1,061.50 "
27210413,Ballon 5850 Esop/Ply/Colo, ,"$1,061.50 "
27210414,Loop Cutting 27Fr 27143J, ,"$1,066.75 "
27210415,Loop Cutting 27Fr 27050F, ,$585.75 
27210416,Electrode Monopolar 880-300, ,$586.75 
27210417,Endo Applier, ,"$1,316.25 "
27210418,Endostitch 170052, ,$26.50 
27210419,System Align Retropubic, ,"$2,496.75 "
27210420,Retractor Surgical 3307G, ,$243.50 
27210421,Needle Monopty 20X20mm, ,$139.00 
27210422,Needle Monopty 14X10 11mm, ,$187.25 
27210423,Needle Monopty 14X10 22mm, ,$187.25 
27210424,Trocar Flexible Fp015, ,$200.25 
27210425,Suture Endo 2-0 Sw112, ,$131.50 
27210426,Guidewire Sensor Tip Str .035, C1769,$358.50 
27210427,Guidewire 2.5 Thread 900-723, C1769,$236.25 
27210428,Guidewire Fixed Core Ptfe, C1769,$103.00 
27210429,Guidewire Calibrate 3.2X300, C1769,$369.25 
27210430,Guidewire 025X150, C1769,$155.00 
27210431,Guidewire 025X150 Str G30480, C1769,$155.00 
27210432,Guidewire 035X150 St G30476, C1769,$229.00 
27210433,Guidewire .035 Flextip 620-120, C1769,$63.00 
27210435,Guidewire 7Cm 035 650-100, C1769,$151.00 
27210436,Guidewire Threaded 1.25, C1769,$171.00 
27210437,Guidewire Nonthread 1.6X150, C1769,$139.00 
27210438,Guidewire Thread 2.0X230, C1769,$233.50 
27210439,Guidewire St 0358X150 G30473, C1769,$155.00 
27210440,Forcep Biopsy Hot Disp, ,$158.25 
27210441,Kwire 0.6mmx70mm, C1713,$34.00 
27210442,Kwire 0.8mmx70mm, C1713,$9.00 
27210443,Kwire Trocar 1.25mmx150mm, C1713,$10.00 
27210444,Kwire Thread 2.5X150mm 292.75, C1713,$96.25 
27210445,Port A Cath System STD, C1788,"$1,710.75 "
27210446,Port A Cath Low Profile, C1788,"$1,710.75 "
27210447,Stapler Contour Standard Cs40B, ,"$1,520.50 "
27210449,Sheath Ureteral Access 12X35, ,$537.50 
27210450,Sheath Urteral Access 12X45, ,$492.25 
27210451,Sheath Ureteral Access 12X28, ,$525.75 
27210452,Sheath Ureteral Access 14X28, ,$525.75 
27210453,Sheath Ureteral Access 14X35, ,$525.75 
27210454,Needle Spinal 25X24 11/16, ,$17.25 
27210455,Blade Oscillating 5023-163, ,$28.75 
27210456,Blade Oscillating 5023-169, ,$38.25 
27210457,Bur Side Cut Med 5091-216, ,$27.75 
27210458,Bur Side Cut Med 5091-219, ,$27.75 
27210459,Blade Oscillator Fine 5023-162, ,$28.75 
27210460,Blade Oscllator Angle 5023-167, ,$51.50 
27210461,Blade Oscllator Angle 5023-168, ,$51.50 
27210462,Blade Oscllating 5053-064, ,$43.75 
27210463,Blade Reciprocat 5052-173, ,$36.00 
27210464,Bur Round Med 5091-225, ,$47.00 
27210465,Bur Round Med 3mm 5091-226, ,$67.75 
27210466,Bur Round Long 3mm 5092-226, ,$73.25 
27210467,Bur Round Long 5091-128, ,$54.25 
27210468,Bur Round Long 5091-130, ,$54.25 
27210469,Bur Barrel Med 5091-254, ,$88.50 
27210470,Bur Round Med 5091-223, ,$27.75 
27210471,Bur Round Med 5091-224, ,$46.00 
27210472,Bur Round Long 4mm 5092-228, ,$73.25 
27210473,Bur Round Long 5mm 5092-130, ,$68.75 
27210474,Bur Round Med 3mm 5092-226, ,$55.75 
27210475,Bur Oval Long 5092-138, ,$55.75 
27210476,Ball Jurgan Pin .045 W045, C1769,$31.25 
27210477,Ball Jurgan Pin .032 W332, C1769,$31.25 
27210478,Ball Jurgan Pin .065 W564, C1769,$31.25 
27210479,Ball Jurgan Pin .062 W062, C1769,$31.25 
27210480,Stapler Contou Thick Cs40G, ,"$1,205.50 "
27210481,"Lap Band Access Port Ndl 3.5""", ,$31.75 
27210482,Trach Tube #0 Lf 3.5Ped, ,$181.50 
27210483,Trach Tube #00 Lf 3.0.Oped, ,$326.50 
27210484,Trach Tube #1 Lf 4.0 Ped, ,$181.50 
27210485,Trach Tube #10 Adult Lf 10Dct, ,$206.25 
27210486,Trach Tube #4 Lf 4Dct, ,$211.25 
27210487,Trach Tube #5.5 Lf 5.5Ped, ,$181.50 
27210488,Trach Tube #6 Adult Lf 6Dct, ,$211.25 
27210489,Trach Tube #8 Adult Lf 8Dct, ,$206.25 
27210490,Suture Prolene 0 Ct-1, ,$15.25 
27210491,Suture Prolene 2-0 Sh, ,$24.25 
27210492,Suture Prolene 2-0 Sh Bl Mono, ,$38.00 
27210493,Suture Prolene 3.0 Keith, ,$26.75 
27210494,Sut 8684G Prolene 3-0 Fs, ,$20.00 
27210495,Sut 8629H Prolene 4-0 Fs-1, ,$21.25 
27210496,Sut 8699G Prolene 4-0 P-3, ,$12.25 
27210497,Sut 8603G Prolene 4-0 Ps-4, ,$31.25 
27210498,Sut 8681G Prolene 5-0 Ps-3, ,$38.25 
27210499,Sut 8861H Prolene 4-0 24Bb, ,$35.75 
27210500,Sut 8698G Prolene 5-0 P-3, ,$30.75 
27210501,Sut 8680G Prolene 6-0 Ps-3, ,$44.00 
27210502,Sut 8695G Prolene 6-0 P-3, ,$38.25 
27210503,Sut 5424H Nurolon O Ct, ,$11.75 
27210504,Sut 490T Ethilon 2 Lr, ,$22.00 
27210505,Ethilon 2-0 Fs Suture, ,$11.50 
27210506,Ethilon 3-0 Ps-1 Suture, ,$27.00 
27210507,Suture Ethilon 4-0 P2, ,$24.75 
27210508,Suture Ethilon 5-0 Ps-3, ,$22.50 
27210509,Suture Ethilon 5-0 Pc-3, ,$27.50 
27210510,Sut 698G Ethilon 5-0 P-3, ,$28.50 
27210511,Sut 1665G Ethilon 6-0 Ps-3, ,$20.75 
27210512,Overtube Guardus Esophageal, ,$617.25 
27210513,Sut 1698G Ethilon 6-0 P-3, ,$23.00 
27210514,Sut 1956G Ethilon 6-0 Pc-1, ,$36.75 
27210515,Sut 697G Ethilon 6-0 P-1, ,$29.00 
27210516,Sut 915H Chromic 1 Ct, ,$21.25 
27210517,Sut 914H Chromic 0 Ct, ,$21.00 
27210518,Sut 884H Chromic 0 Ct-2, ,$19.25 
27210519,Sut S114H Chromic 0 Ties, ,$19.25 
27210520,Sut 811H Chromic 2-0 Ct-1, ,$20.25 
27210521,Sut G123H Chromic 2-0 Sh, ,$20.25 
27210522,Sut 983H Chromic 2-0 Ct-1, ,$17.75 
27210523,Sut 982H Chromic 3-0 Ct-1, ,$16.75 
27210524,Sut 810H Chromic 3-0 Ct-1, ,$19.75 
27210525,Sut G122H Chromic 3-0 Sh, ,$19.75 
27210526,Sut 636H Chromic 3-0 Fs-2, ,$18.75 
27210527,Sut U204H Chromic 3-0 Rb-1, ,$28.25 
27210528,Tru Close Thracic Vent Tube, ,$811.25 
27210529,Blade Ocillator Fine 5023-162, ,$38.00 
27210530,Stapler Reload Xr60G, ,$264.00 
27210531,Stapler Contour Thick Cs40G, ,"$1,520.50 "
27210532,Closeure Inlet Xl Ctxl, ,$595.00 
27210533,Guidewire 025X150, C1769,$238.25 
27210535,Sut G121H Chromic 4-0 Sh, C1715,$20.50 
27210536,Chromic 4-0 Fs-2 Suture, ,$18.25 
27210537,Sut 687G Chromic 5-0 P-13, ,$41.25 
27210538,Suture Plain 3-0 CT-1 842H, ,$19.50 
27210539,Sut 916G Plain 6-0 Pc-1, ,$20.00 
27210540,Sut 1824H Plain Gut 4-0 Sc-1, ,$20.00 
27210541,Sut S104H Pain Gut Tie 0, ,$56.25 
27210542,Suture Mersilene 2-0SH R833H, ,$14.75 
27210543,Suture Mersilne 3-0 SH R832H, ,$15.00 
27210544,Suture Mersilne 4-0 FS-2 R633H, ,$12.75 
27210545,Sut R691G Mersilene 4-0 P-3, ,$17.75 
27210546,Sut A183H Silk Tie 4-0, ,$12.00 
27210547,Umbilical Tape, ,$10.50 
27210548,Bone Wax, ,$34.75 
27210549,Sut J353H Vicryl 1 Ct, ,$14.00 
27210550,Sut Vcp370H Vicryl 0 Ctx, ,$16.25 
27210551,Sut Vcp352H Vicryl 0 Ct, ,$15.00 
27210552,Sut Vcp260H Vicryl 0 Ct-1, ,$11.50 
27210553,Sut Vcp840D Vicryl 0 Ct-1, ,$81.75 
27210554,Sut Vcp334H Vicryl 0 Ct-2, ,$11.50 
27210555,Sut Vcp351H Vicryl 2-0 Ct, ,$10.75 
27210556,Sut J259H Vicryl 2-0 Ct-1, ,$10.50 
27210557,Sut Vcp339H Vicryl 2-0 Ct-1, ,$9.00 
27210558,Sut Vcp333H Vicryl 2-0 Ct-2, ,$11.50 
27210559,Sut Vcp317H Vicryl 2-0 Sh, ,$11.00 
27210560,Sut Vcp417H Vicryl 2-0 Sh, ,$11.00 
27210561,Sut Vcp375H Vicryl 2-0 Ur-5, ,$13.25 
27210562,Sut Vcp338H Vicryl 3-0 Ct-1, ,$10.75 
27210563,Sut Vcp316H Vicryl 3-0 Sh, ,$11.25 
27210564,Sut Vcp416H Vicryl 3-0 Sh, ,$43.75 
27210565,Sut Vcp497H Vicryl 3-0 Ps-2, ,$24.50 
27210566,Sut Vcp315H Vicryl 4-0 Sh, ,$11.00 
27210567,Sut Vcp415H Vicryl 4-0 Sh, ,$11.00 
27210568,Sut Vcp214H Vicryl 4-0 Rb-1, ,$15.00 
27210569,Sut Vcp507G Vicryl 4-0 Ps-4, ,$24.00 
27210570,Sut Vcp303H Vicryl 5-0 Rb-1, ,$10.00 
27210571,Sut Vcp213H Vicryl 5-0 Rb-1, ,$10.75 
27210572,Sut Vcp511G Vicryl 5-0 Ps-6, ,$28.50 
27210573,Sut Vcp495G Vicryl 5-0 Ps-2, ,$74.00 
27210574,Sut Vcp493G Vicryl 5-0 P-3, ,$25.75 
27210575,Sut J510G Vicryl 6-0 Ps-6, ,$36.00 
27210576,Sut J607H Vicryl 2-0 Tie, ,$11.00 
27210577,Sut J206G Vicryl 2-0 Tie, ,$13.75 
27210578,Sut 904T Vicryl 3-0 Tie, ,$37.00 
27210579,Sut X519H Ethibond 2 Os-4, ,$11.00 
27210580,Sut X518H Ethibond 1 Os-4, ,$16.25 
27210581,Ut X517H Ethibond 0 Os-4, ,$17.00 
27210582,Sut X523H Ethibond 2-0 Sh, ,$17.75 
27210583,Sut R689G Mersilene 6-0 P-1, ,$27.25 
27210584,Sut Rs22 Mersilene 5mm Ctx, ,$32.75 
27210585,Sut Z88Og Pds 1 Tp, ,$30.50 
27210586,Sut Z352H Pds Ii 0 Ct, ,$15.75 
27210587,Sut Z466H Pds Ii 2-0 Cp-1, ,$16.25 
27210588,Sut Z333H Pds Ii 2-0 Ct-2, ,$17.25 
27210589,Sut Z416H Pds Ii 3-0 Sh, ,$16.25 
27210590,Sut K834 Silk 0 Ties, ,$8.50 
27210591,Silk 0 Fsl Suture, ,$15.00 
27210592,Suture Silk 2-0 FS 685G, ,$10.25 
27210593,Sut K833H Silk 2-0 Ties, ,$8.25 
27210594,Sut K832H Silk 3-0 Sh, ,$7.50 
27210595,Sut 684G Silk 3-0  Fs-1, ,$15.00 
27210596,Sut K831H Silk 4-0 Sh, ,$8.00 
27210597,Sut Silk 4-0 CR/SH C014D, ,$51.50 
27210598,Sut 683G Silk 4-0 Fs-2, ,$10.75 
27210599,Sut 682G Silk 5-0 Fs-2, ,$11.00 
27210600,Sut K570H Silk 5-0 Rb-1, ,$22.25 
27210601,Sut K801H Silk 6-0 Bv-1, ,$59.75 
27210602,Sut A185H Silk Tie 2-0, ,$13.50 
27210603,Sut A184H Silk Tie 3-0, ,$14.25 
27210604,Sut Y415H Monocryl 4-0 Sh, ,$37.75 
27210605,Sut Yb978 Monocryl 0 Ctxb, ,$17.25 
27210606,Sut Y496G Monocryl 4-0 Ps-2, ,$35.50 
27210607,Sut Y490G  Monocryl 5-0 P-1, ,$32.00 
27210608,Sut 751G Chromic 4-0 M-2, ,$17.75 
27210609,Sut N267H Silk 4-0 Tf, ,$16.50 
27210610,Sut 735G Silk 4-0 C-3, ,$15.75 
27210611,Sut 786G Silk 6-0 G-1, ,$30.75 
27210612,Electrode Fetal Spiral Philips, ,$25.00 
27210613,Lap Band Calibrating Tubing, ,$553.00 
27210614,Set Inlinefilter Co2 Sensor, ,$112.00 
27210615,Filter Inline Infant, ,$75.75 
27210616,Caproline Adult H20, ,$85.00 
27210617,Caproline Pedi H20, ,$85.00 
27210618,Plasma Button Electrode, ,"$1,709.50 "
27210619,Super Loop Tm Urology 784415, ,"$1,667.00 "
27210620,Super Sect Wider Loop Urology, ,"$2,576.75 "
27210621,Handle Irrigation visitec, ,$11.75 
27210622,Nylon 10-0 Opth Suture, ,$136.00 
27210623,Vacurette 10Mm Curved Rigid, ,$24.50 
27210624,Needle Mayo Free Sz 5, ,$37.00 
27210625,Umbilical Vein Cath Tray, ,$297.50 
27210626,Dressing Dental 1X3, ,$69.75 
27210628,Needle Mayo Free Size 6, ,$37.00 
27210629,Tube Flushing Pump Irrigation, ,$57.50 
27210630,Vicryl violet 3-0 Tie, ,$28.75 
27210631,Wire Guide PT 2490-012-30, C1769,$431.75 
27210632,Drill Bit 4.3 Tib 2490-054-43, ,"$1,102.00 "
27210633,Guide Pin 2.0mm 00-2490-046-20, C1769,$511.75 
27210634,Vacurette 12mm Curved Rigid, ,$25.50 
27210635,Bandage Flex Master 79-98718, ,$54.75 
27210636,C-Wire .028 5050-041, C1769,$26.00 
27210637,C-Wire .035 5050-042, C1769,$26.00 
27210638,C-Wire .045 5050-043, C1713,$32.00 
27210639,C-Wire .062 5050-044, C1769,$26.00 
27210640,Kit Gastric 4Fr, ,$211.00 
27210641,Kit Gastric Access 5Fr, ,$211.00 
27210642,Kit Gastrric Access 3Fr, ,$211.00 
27210643,Laser Fiber 270, ,"$1,176.25 "
27210644,Laser Fiber 400, ,"$1,176.25 "
27210645,Needle Set Io 15G 45mm, ,$472.75 
27210646,Needle Set Io 15G 25mm, ,$472.75 
27210647,Needle Set Io 15G 15mm, ,$472.75 
27210648,Scd Reprocess Lg Knee Hi, ,$48.75 
27210649,Blade Saw (Stryker 2108.382.2), ,$410.50 
27210650,Cath Midline Powerglide 20g, ,$505.50 
27210651,Guide Wire T-Drop 47249009700, C1769,$619.00 
27210652,Guide Pin 3.0  00.2490.046.30, C1769,$517.00 
27210653,Super Suckers, ,$52.00 
27210654,Needle Guide Ge Ultrasound, ,$62.25 
27210655,Forcep Biopsy GI Jumbo FB-232U, ,$75.75 
27210656,"Dressing Prisma Matrix 4.75""", A6021,$241.00 
27210657,Dressing Lyofoam Max 4X4, A6209,$35.50 
27210658,Dressing Mepore 3.6x6, ,$6.25 
27210659,Cath Dialysis 14.5Fr Str 15cm, ,$943.75 
27210660,Cath Dialysis 14.5Fr Str 23cm, ,"$1,044.50 "
27210661,Cath Dialysis 14.5Fr Alph 19cm, ,"$1,044.50 "
27210662,"Eclipse Infusor 48 Hour, 100mL", ,CALL
27210663,Rasp Micro, ,$196.75 
27210664,Tip I&A Silicone, ,$396.25 
27210665,Basket Stone Zero Tip, ,$942.25 
27210666,Brush Cytology W/Cover Sheath, ,$73.50 
27210667,Tray Para 15gx3.25, ,$265.00 
27210668,Needle Pajunk 21gx103mm, ,$64.00 
27210670,Stylet Intubation Tube 10Fr, ,$16.50 
27210671,"Dressing Comprilan >=3"" <5""/Yd", A6441,$15.75 
27210672,"Dressing Comprilan W>=3""<5""/Yd", A6443,$12.00 
27210673,"Lt Compres Band >=3"" <5""/Yd", A6449,$23.00 
27210674,"Self-Adher Band W>=3"" <5""/Yd", A6454,$15.75 
27210675,Guidewire Zebra .035, C1769,$467.25 
27210676,Needle Ars Decom 14X3.25, ,$47.00 
27210677,Needle Ars Decompress 10X3.25, ,$76.00 
27210678,Set Intubation Adult/Ped, ,$79.00 
27210679,Airway Er Transtracheal 6.0-5, ,$349.50 
27210680,Airway Transtracheal 6.0-7.5, ,$328.25 
27210681,Set Chrichiotomy 600, ,$815.00 
27210682,Tray Chrichiotomy 500, ,"$1,000.50 "
27210683,Flow Modulator EfMS-100, ,$657.00 
27210684,Flow Modulator EfMS 101, ,$648.00 
27210685,Cables Pacing, ,$87.00 
27210686,K-Wire Kirschner 1.6mm 292.16, ,$416.00 
27210687,K-Wire 2.0mm, ,$404.75 
27210688,Disinpactor Kit, A6257,$153.00 
27210689,Needle Stimiuplex Ultra 20X6, A6407,$74.00 
27210690,Suture Vicryl 1 Vcp371H, A6407,$11.75 
27210691,Bakri Postpartum Balloon, ,$821.50 
27210692,Plain Gut Needle 2-0 53T, A6407,$41.75 
27210693,Plain Gut Needle 3-0 52T, A6407,$41.75 
27210694,Ethibond 2-0 Suture, ,$18.75 
27210695,Ethibond 3-0 Suture, ,$20.00 
27210697,Adenoid currette sz 4, ,$237.25 
27210698,Suture Passer Novostitch, ,"$1,186.75 "
27210699,Knot Pusher Cutter Novostitch, ,$496.00 
27210700,Suture Novostitch, ,$334.50 
27210701,Drill Bit 4.9mm Cannulated, ,"$1,749.50 "
27210702,Drl Bt 4.9mm Calibrated 064.49, ,$820.25 
27210703,Guide Pin 3.00mm Threaded, ,$694.75 
27210704,Drill Bit 4.3mm Hnd-Fre Lng, ,$511.75 
27210705,Drill Bit 4.3mm Hnd-Fre Shrt, ,$523.25 
27210706,Drl Bt 4.9mm Calibrated 034.49, ,"$1,102.00 "
27210707,Drill Bit 1.1mm 310.11 #03302, ,$350.25 
27210708,Adult 2-Port Manifold, ,$83.75 
27210709,Pedi 2-Port Manifold, ,$90.00 
27210710,OB Delivery Pack, ,$58.00 
27210711,Patient Chair Sensor, ,$21.00 
27210712,Drill Bit 310.35, ,$399.75 
27210714,Scrw Tap 4 Cancel 110mm 311.34, ,$487.75 
27210715,K-Wire 2X150 292.20, ,$461.25 
27210716,Drill Bit 2X100mm 310.19, ,$399.75 
27210717,Drill Bit 310.96, ,$350.25 
27210718,Blade Sagital 5023-138, ,$38.25 
27210719,Blade Oscillator Fine 5023-164, ,$191.25 
27210720,Blade Oscill Cresent 5023-172, ,$31.75 
27210721,Cysto Pack #01171, ,$33.25 
27210722,Manifold Dornoch, ,$75.50 
27210723,Tube Endobronch 35Fr, ,$325.50 
27210724,Tube Endobronch 37Fr, ,$325.50 
27210725,Tube Endobronch 39Fr, ,$325.50 
27210726,Cath Foley 20fr 2wy 30cc Silic, ,$20.75 
27210727,Fiber optic adapter, ,$40.00 
27210728,Drill Bit 3.2mm 310.31, ,$369.00 
27210729,Drill Bit 4.5 310.44, ,$337.75 
27210730,Sprotte 22x3.5 needle, ,$7.25 
27210732,Tube Trach 4.5 43517-045, ,$32.25 
27210733,Tube Trach 5.0 Cuffed 86047, ,$9.75 
27210734,Tube Nasal Rae Cuffed 5.0, ,$38.00 
27210735,Tube Nasal Rae Cuffed 5.5, ,$38.00 
27210736,Drill Bit 3.5mm 310.68 #07183, ,"$1,870.00 "
27210737,Drill Bit 2.5mm 315.92 #07184, ,$654.50 
27210738,Cortex Scrw 50mm 311.15 #07185, C1713,$469.25 
27210739,Depth Guage 319.11, ,"$1,711.00 "
27210740,Cortex Scrw 100mm 311.26 #7187, C1713,$487.75 
27210741,Cortex Screw 180mm 311.59, C1713,"$1,587.25 "
27210742,Screw Cannulated  LT 207.742, C1713,$675.25 
27210743,Drill Bit 3.2x170mm 310.65, ,"$1,628.50 "
27210744,Vacurette 10mm Staight 21414, ,$25.50 
27210745,Screw Cannul PT 4.5x24 214.524, C1713,$687.25 
27210747,Drill Bit 4.5mm 310.66, ,"$1,496.25 "
27210748,Drill Bit 2.0mm 323.062, ,$524.25 
27210749,Elas T1 Nail 1.5x300mm 475.915, C1713,$850.75 
27210750,Drill Bit 1.5mm x 85mm 310.15, ,$376.00 
27210751,Drill Tap 3.5mmx10mm 311.32, ,$497.00 
27210753,Protective Cap 2.5mm 392.24, ,$91.75 
