IVNUM,IVDESC,IVCPTCD,IVPRICE1
 6190120,OT  MOBILITY DC G8980-CI,G8980CIGO,0.01
 6190121,OT  MOBILITY DC G8980-CJ,G8980CJGO,0.01
 6190122,OT  MOBILITY DC G8980-CK,G8980CKGO,0.01
 6190123,OT  MOBILITY DC G8980-CL,G8980CLGO,0.01
 6190124,OT  MOBILITY DC G8980-CM,G8980CMGO,0.01
 6190125,OT  MOBILITY DC G8980-CN,G8980CNGO,0.01
 6190126,OT  MOBILITY GOAL G8979-CH,G8979CHGO,0.01
 6190127,OT  MOBILITY GOAL G8979-CI,G8979CIGO,0.01
 6190128,OT  MOBILITY GOAL G8979-CJ,G8979CJGO,0.01
 6190129,OT  MOBILITY GOAL G8979-CK,G8979CKGO,0.01
 6190130,OT  MOBILITY GOAL G8979-CL,G8979CLGO,0.01
 6190131,OT  MOBILITY GOAL G8979-CM,G8979CMGO,0.01
 6190132,OT  MOBILITY GOAL G8979-CN,G8979CNGO,0.01
 6190133,OT  OTHER PT/OT DC G8992-CH,G8992CHGO,0.01
 6190134,OT  OTHER PT/OT DC G8992-CI,G8992CIGO,0.01
 6190135,OT  OTHER PT/OT DC G8992-CJ,G8992CJGO,0.01
 6190136,OT  OTHER PT/OT DC G8992-CK,G8992CKGO,0.01
 6190137,OT  OTHER PT/OT DC G8992-CL,G8992CLGO,0.01
 6190138,OT  OTHER PT/OT DC G8992-CM,G8992CMGO,0.01
 6190139,OT  OTHER PT/OT DC G8992-CN,G8992CNGO,0.01
 6190140,OT  OTHER PT/OT GOAL G8991-CH,G8991CHGO,0.01
 6190141,OT  OTHER PT/OT GOAL G8991-CI,G8991CIGO,0.01
 6190142,OT  OTHER PT/OT GOAL G8991-CJ,G8991CJGO,0.01
 6190143,OT  OTHER PT/OT GOAL G8991-CK,G8991CKGO,0.01
 6190144,OT  OTHER PT/OT GOAL G8991-CL,G8991CLGO,0.01
 6190145,OT  OTHER PT/OT GOAL G8991-CM,G8991CMGO,0.01
 6190146,OT  OTHER PT/OT GOAL G8991-CN,G8991CNGO,0.01
 6190147,OT  SELF-CARE CURRENT G8987-CH,G8987CHGO,0.01
 6190148,OT  SELF-CARE CURRENT G8987-CI,G8987CIGO,0.01
 6190149,OT  SELF-CARE CURRENT G8987-CJ,G8987CJGO,0.01
 6190150,OT  SELF-CARE CURRENT G8987-CK,G8987CKGO,0.01
 6190151,OT  SELF-CARE CURRENT G8987-CL,G8987CLGO,0.01
 6190152,OT  SELF-CARE CURRENT G8987-CM,G8987CMGO,0.01
 6190153,OT  SELF-CARE CURRENT G8987-CN,G8987CNGO,0.01
 6190154,OT  SUB PT/OT CURRENT G8993-CH,G8993CHGO,0.01
 6190155,OT  SUB PT/OT CURRENT G8993-CI,G8993CIGO,0.01
 6190156,OT  SUB PT/OT CURRENT G8993-CJ,G8993CJGO,0.01
 6190157,OT  SUB PT/OT CURRENT G8993-CK,G8993CKGO,0.01
 6190158,OT  SUB PT/OT CURRENT G8993-CL,G8993CLGO,0.01
 6190159,OT  SUB PT/OT CURRENT G8993-CM,G8993CMGO,0.01
 6190160,OT  SUB PT/OT CURRENT G8993-CN,G8993CNGO,0.01
 6190161,OT  SUB PT/OT DC G8995-CH,G8995CHGO,0.01
 6190162,OT  SUB PT/OT DC G8995-CI,G8995CIGO,0.01
 6190163,OT  SUB PT/OT DC G8995-CJ,G8995CJGO,0.01
 6190164,OT  SUB PT/OT DC G8995-CK,G8995CKGO,0.01
 6190165,OT  SUB PT/OT DC G8995-CL,G8995CLGO,0.01
 6190166,OT  SUB PT/OT DC G8995-CM,G8995CMGO,0.01
 6190167,OT  SUB PT/OT DC G8995-CN,G8995CNGO,0.01
 6200001,ST SWALLOW CURRENT STATUS,G8996,0.01
 6200002,ST SWALLOW GOAL STATUS,G8997,0.01
 6200003,ST SWALLOW D/C STATUS,G8998,0.01
 6200004,ST MOTOR SPEECH CURRENT,G8999,0.01
 6200005,ST MOTOR SPEECH GOAL STATUS,G9186,0.01
 6200006,ST MOTOR SPEECH D/C STATUS,G9158,0.01
 6200007,ST LANG COMP CURRENT STATUS,G9159,0.01
 6200008,ST LANG COMP GOAL STATUS,G9160,0.01
 6200009,ST LANG COMP D/C STATUS,G9161,0.01
 6200010,ST LANG EXPRESS CURRENT STAT,G9162,0.01
 6200011,ST LANG EXPRESS GOAL STATUS,G9163,0.01
 6200012,ST LANG EXPRESS D/C STATUS,G9164,0.01
 6200013,ST VOICE CURRENT STATUS,G9171,0.01
 6200014,ST VOICE GOAL STATUS,G9172,0.01
 6200015,ST VOICE D/C STATUS,G9173,0.01
 6200016,ST SPEECH LANG CURRENT STATUS,G9174,0.01
 6200017,ST SPEECH LANG GOAL STATUS,G9175,0.01
 6200018,ST SPEECH LANG D/C STATUS,G9176,0.01
 6200019,ST EVAL ORAL SWALLOWING FUNCTION,,549.15
 6200020,ST MEMORY CURRENT STATUS,G9168,0.01
 6200021,ST MEMORY GOAL STATUS,G9169,0.01
 6200022,ST MEMORY D/C STATUS,G9170,0.01
 6200023,ST STANDARDIZED COGNITIVE PERFORMANCE TE,,370.65
 6200024,ST SPEECH/AUDITORY EVALUATION,92522,420
 6200025,ST SPEECH HEARING THERAPY,92507,154.35
 6250001,=>ST ORDER<=,,0
 6290000,ST  LANG COMP CURRENT G9159-CH,G9159CHGN,0.01
 6290001,ST  LANG COMP CURRENT G9159-CI,G9159CIGN,0.01
 6290002,ST  LANG COMP CURRENT G9159-CJ,G9159CJGN,0.01
 6290003,ST  LANG COMP CURRENT G9159-CK,G9159CKGN,0.01
 6290004,ST  LANG COMP CURRENT G9159-CL,G9159CLGN,0.01
 6290005,ST  LANG COMP CURRENT G9159-CM,G9159CMGN,0.01
 6290006,ST  LANG COMP CURRENT G9159-CN,G9159CNGN,0.01
 6290007,ST  LANG COMP DC G9161-CH,G9161CHGN,0.01
 6290008,ST  LANG COMP DC G9161-CI,G9161CIGN,0.01
 6290009,ST  LANG COMP DC G9161-CJ,G9161CJGN,0.01
 6290010,ST  LANG COMP DC G9161-CK,G9161CKGN,0.01
 6290011,ST  LANG COMP DC G9161-CL,G9161CLGN,0.01
 6290012,ST  LANG COMP DC G9161-CM,G9161CMGN,0.01
 6290013,ST  LANG COMP DC G9161-CN,G9161CNGN,0.01
 6290014,ST  LANG COMP GOAL G9160-CH,G9160CHGN,0.01
 6290015,ST  LANG COMP GOAL G9160-CI,G9160CIGN,0.01
 6290016,ST  LANG COMP GOAL G9160-CJ,G9160CJGN,0.01
 6290017,ST  LANG COMP GOAL G9160-CK,G9160CKGN,0.01
 6290018,ST  LANG COMP GOAL G9160-CL,G9160CLGN,0.01
 6290019,ST  LANG COMP GOAL G9160-CM,G9160CMGN,0.01
 6290020,ST  LANG COMP GOAL G9160-CN,G9160CNGN,0.01
 6290021,ST  LANG EXPRESS CURRENT G9162-CH,G9162CHGN,0.01
 6290022,ST  LANG EXPRESS CURRENT G9162-CI,G9162CIGN,0.01
 6290023,ST  LANG EXPRESS CURRENT G9162-CJ,G9162CJGN,0.01
 6290024,ST  LANG EXPRESS CURRENT G9162-CK,G9162CKGN,0.01
 6290025,ST  LANG EXPRESS CURRENT G9162-CL,G9162CLGN,0.01
 6290026,ST  LANG EXPRESS CURRENT G9162-CM,G9162CMGN,0.01
 6290027,ST  LANG EXPRESS CURRENT G9162-CN,G9162CNGN,0.01
 6290028,ST  LANG EXPRESS GOAL G9163-CH,G9163CHGN,0.01
 6290029,ST  LANG EXPRESS GOAL G9163-CI,G9163CIGN,0.01
 6290030,ST  LANG EXPRESS GOAL G9163-CJ,G9163CJGN,0.01
 6290031,ST  LANG EXPRESS GOAL G9163-CK,G9163CKGN,0.01
 6290032,ST  LANG EXPRESS GOAL G9163-CL,G9163CLGN,0.01
 6290033,ST  LANG EXPRESS GOAL G9163-CM,G9163CMGN,0.01
 6290034,ST  LANG EXPRESS GOAL G9163-CN,G9163CNGN,0.01
 6290035,ST  MOTOR SPEECH GOAL G9186-CH,G9186CHGN,0.01
 6290036,ST  MOTOR SPEECH GOAL G9186-CI,G9186CIGN,0.01
 6290037,ST  MOTOR SPEECH GOAL G9186-CJ,G9186CJGN,0.01
 6290038,ST  MOTOR SPEECH GOAL G9186-CK,G9186CKGN,0.01
 6290039,ST  MOTOR SPEECH GOAL G9186-CL,G9186CLGN,0.01
 6290040,ST  MOTOR SPEECH GOAL G9186-CM,G9186CMGN,0.01
 6290041,ST  MOTOR SPEECH GOAL G9186-CN,G9186CNGN,0.01
 6290042,ST  SPEECH LANG CURRENT G9174-CH,G9174CHGN,0.01
 6290043,ST  SPEECH LANG CURRENT G9174-CI,G9174CIGN,0.01
 6290044,ST  SPEECH LANG CURRENT G9174-CJ,G9174CJGN,0.01
 6290045,ST  SPEECH LANG CURRENT G9174-CK,G9174CKGN,0.01
 6290046,ST  SPEECH LANG CURRENT G9174-CL,G9174CLGN,0.01
 6290047,ST  SPEECH LANG CURRENT G9174-CM,G9174CMGN,0.01
 6290048,ST  SPEECH LANG CURRENT G9174-CN,G9174CNGN,0.01
 6290049,ST  SPEECH LANG DC G9176-CH,G9176CHGN,0.01
 6290050,ST  SPEECH LANG DC G9176-CI,G9176CIGN,0.01
 6290051,ST  SPEECH LANG DC G9176-CJ,G9176CJGN,0.01
 6290052,ST  SPEECH LANG DC G9176-CK,G9176CKGN,0.01
 6290053,ST  SPEECH LANG DC G9176-CL,G9176CLGN,0.01
 6290054,ST  SPEECH LANG DC G9176-CM,G9176CMGN,0.01
 6290055,ST  SPEECH LANG DC G9176-CN,G9176CNGN,0.01
 6290056,ST  SPEECH LANG GOAL G9175-CH,G9175CHGN,0.01
 6290057,ST  SPEECH LANG GOAL G9175-CI,G9175CIGN,0.01
 6290058,ST  SPEECH LANG GOAL G9175-CJ,G9175CJGN,0.01
 6290059,ST  SPEECH LANG GOAL G9175-CK,G9175CKGN,0.01
 6290060,ST  SPEECH LANG GOAL G9175-CL,G9175CLGN,0.01
 6290061,ST  SPEECH LANG GOAL G9175-CM,G9175CMGN,0.01
 6290062,ST  SPEECH LANG GOAL G9175-CN,G9175CNGN,0.01
 6290063,ST  SWALLOW GOAL G8997-CH,G8997CHGN,0.01
 6290064,ST  SWALLOW GOAL G8997-CI,G8997CIGN,0.01
 6290065,ST  SWALLOW GOAL G8997-CJ,G8997CJGN,0.01
 6290066,ST  SWALLOW GOAL G8997-CK,G8997CKGN,0.01
 6290067,ST  SWALLOW GOAL G8997-CL,G8997CLGN,0.01
 6290068,ST  SWALLOW GOAL G8997-CM,G8997CMGN,0.01
 6290069,ST  SWALLOW GOAL G8997-CN,G8997CNGN,0.01
 6290070,ST  VOICE CURRENT G9171-CH,G9171CHGN,0.01
 6290071,ST  VOICE CURRENT G9171-CI,G9171CIGN,0.01
 6290072,ST  VOICE CURRENT G9171-CJ,G9171CJGN,0.01
 6290073,ST  VOICE CURRENT G9171-CK,G9171CKGN,0.01
 6290074,ST  VOICE CURRENT G9171-CL,G9171CLGN,0.01
 6290075,ST  VOICE CURRENT G9171-CM,G9171CMGN,0.01
 6290076,ST  VOICE CURRENT G9171-CN,G9171CNGN,0.01
 6290077,ST  VOICE DC G9173-CH,G9173CHGN,0.01
 6290078,ST  VOICE DC G9173-CI,G9173CIGN,0.01
 6290079,ST  VOICE DC G9173-CJ,G9173CJGN,0.01
 6290080,ST  VOICE DC G9173-CK,G9173CKGN,0.01
 6290081,ST  VOICE DC G9173-CL,G9173CLGN,0.01
 6290082,ST  VOICE DC G9173-CM,G9173CMGN,0.01
 6290083,ST  VOICE DC G9173-CN,G9173CNGN,0.01
 6290084,ST  LANG EXPRESS DC G9164 -CH,G9164CHGN,0.01
 6290085,ST  LANG EXPRESS DC G9164 -CI,G9164CIGN,0.01
 6290086,ST  LANG EXPRESS DC G9164 -CJ,G9164CJGN,0.01
 6290087,ST  LANG EXPRESS DC G9164 -CK,G9164CKGN,0.01
 6290088,ST  LANG EXPRESS DC G9164 -CL,G9164CLGN,0.01
 6290089,ST  LANG EXPRESS DC G9164 -CM,G9164CMGN,0.01
 6290090,ST  LANG EXPRESS DC G9164 -CN,G9164CNGN,0.01
 6290091,ST  MOTOR SPEECH CURRENT G8999-CH,G8999CHGN,0.01
 6290092,ST  MOTOR SPEECH CURRENT G8999-CI,G8999CIGN,0.01
 6290093,ST  MOTOR SPEECH CURRENT G8999-CJ,G8999CJGN,0.01
 6290094,ST  MOTOR SPEECH CURRENT G8999-CK,G8999CKGN,0.01
 6290095,ST  MOTOR SPEECH CURRENT G8999-CL,G8999CLGN,0.01
 6290096,ST  MOTOR SPEECH CURRENT G8999-CM,G8999CMGN,0.01
 6290097,ST  MOTOR SPEECH CURRENT G8999-CN,G8999CNGN,0.01
 6290098,ST  MOTOR SPEECH DC G9158-CH,G9158CHGN,0.01
 6290099,ST  MOTOR SPEECH DC G9158-CI,G9158CIGN,0.01
 6290100,ST  MOTOR SPEECH DC G9158-CJ,G9158CJGN,0.01
 6290101,ST  MOTOR SPEECH DC G9158-CK,G9158CKGN,0.01
 6290102,ST  MOTOR SPEECH DC G9158-CL,G9158CLGN,0.01
 6290103,ST  MOTOR SPEECH DC G9158-CM,G9158CMGN,0.01
 6290104,ST  MOTOR SPEECH DC G9158-CN,G9158CNGN,0.01
 6290105,ST  SWALLOW CURRENT G8996-CH,G8996CHGN,0.01
 6290106,ST  SWALLOW CURRENT G8996-CI,G8996CIGN,0.01
 6290107,ST  SWALLOW CURRENT G8996-CJ,G8996CJGN,0.01
 6290108,ST  SWALLOW CURRENT G8996-CK,G8996CKGN,0.01
 6290109,ST  SWALLOW CURRENT G8996-CL,G8996CLGN,0.01
 6290110,ST  SWALLOW CURRENT G8996-CM,G8996CMGN,0.01
 6290111,ST  SWALLOW CURRENT G8996-CN,G8996CNGN,0.01
 6290112,ST  SWALLOW DC G8998-CH,G8998CHGN,0.01
 6290113,ST  SWALLOW DC G8998-CI,G8998CIGN,0.01
 6290114,ST  SWALLOW DC G8998-CJ,G8998CJGN,0.01
 6290115,ST  SWALLOW DC G8998-CK,G8998CKGN,0.01
 6290116,ST  SWALLOW DC G8998-CL,G8998CLGN,0.01
 6290117,ST  SWALLOW DC G8998-CM,G8998CMGN,0.01
 6290118,ST  SWALLOW DC G8998-CN,G8998CNGN,0.01
 6290119,ST  VOICE GOAL G9172-CH,G9172CHGN,0.01
 6290120,ST  VOICE GOAL G9172-CI,G9172CIGN,0.01
 6290121,ST  VOICE GOAL G9172-CJ,G9172CJGN,0.01
 6290122,ST  VOICE GOAL G9172-CK,G9172CKGN,0.01
 6290123,ST  VOICE GOAL G9172-CL,G9172CLGN,0.01
 6290124,ST  VOICE GOAL G9172-CM,G9172CMGN,0.01
 6290125,ST  VOICE GOAL G9172-CN,G9172CNGN,0.01
 7010001,DRAPE SHEET XLG,,15.65
 7010002,NEB-U-MIST NEBULIZER,,8.75
 7010003,WRIST SPLINT NEOPRENE LT,,119.35
 7010004,UMBILICAL VESSEL CATHETER 2.5FR,,0
 7010005,UMBILICAL VESSEL CATHETER 5FR,,0
 7010006,CERVICAL COLLAR SMALL 3IN,L0120,69.75
 7010007,WRIST SPLINT NEOPRENE RT,,119.35
 7010009,CERVICAL COLLAR XS 2.25IN,L0120,69.75
 7010010,COBAN WRAP 6IN,,8.56
 7010011,CERVICAL COLLAR LARGE 3IN,L0120,69.75
 7010012,ZEROWET SPLASHSHIELD,,7.71
 7010013,CERVICAL COLLAR MED 3IN,L0120,69.75
 7010014,NEBULIZER PEDIATRIC,,0
 7010015,ARM SLING CHILD,,32.67
 7010016,ARM SLING SMALL,,32.67
 7010017,ARM SLING LARGE,,32.67
 7010018,ARM SLING XLG,,32.67
 7010019,ARM SLING MED,,32.67
 7010020,SPINAL NEEDLE 25X3 1/2,,7.18
 7010021,FINGER SPLINT 4 PRONG LG,,8.02
 7010022,4X4 GAUZE SPONGE/TRAY STERILE,,7.24
 7010023,FINGER STRIP PADDED 1IN,,7.59
 7010024,CAST PADDING 3IN SYN,,10.39
 7010025,FINGER STRIP PADDED 1/2IN,,7.59
 7010026,ETHILON 4-0 P3,,81.2
 7010027,ET TUBE 3.5,,0
 7010028,ELECTRODE PED,,55.51
 7010029,RIB BELT 6IN FEMALE,,54.4
 7010030,ET TUBE 3.0,,0
 7010031,RIB BELT 6IN MALE,,54.4
 7010032,KNEE SUPPORT MED,,53.13
 7010033,KNEE SUPPORT XXLG,,53.13
 7010034,PHILLI COLLAR LARGE,L0172,90.73
 7010035,PHILLI COLLAR MED,L0172,90.73
 7010036,PHILLI COLLAR SMALL,L0172,90.73
 7010037,CAST PADDING 4IN SYN,,10.39
 7010038,EXTENSION SET IV,,22.59
 7010039,SUCTION CATHETER 14FR T60C,,27.83
 7010040,DRAIN SPONGE 4X4,,5
 7010041,CAST BOOT SM,L3265,38.25
 7010042,CAST BOOT MED,L3265,38.25
 7010043,CAST BOOT LG,L3265,38.25
 7010044,4X4 GAUZE SPONGE STERILE,,5
 7010045,YANKAUER SUCTION UNIT,,18.1
 7010046,KNEE SUPPORT SMALL,,53.13
 7010047,KNEE SUPPORT LARGE,,53.13
 7010048,FEEDING PUMP SET,,20.34
 7010049,COMPRESSION SLEEVE LOWER LEG,,177.9
 7010050,CO2 DETECTOR ADULT,,101.3
 7010051,CO2 DETECTOR PEDIATRIC,,101.3
 7010052,SUB Q NEEDLE,,25.41
 7010053,CAST TAPE 2IN FIBERGLASS,,55.4
 7010054,PHILLI COLLAR PED,L0172,90.73
 7010055,STOCKNETTE 2IN,,5.53
 7010056,STOCKNETTE 3IN,,5.53
 7010057,STOCKINETTE 4IN,,5.53
 7010058,INTUBATION STYLET 2.5-4.5,,575.51
 7010059,STOCKINETTE 6IN,,5.53
 7010060,CAST TAPE 3IN FIBERGLASS,,55.4
 7010061,CAST TAPE 4IN FIBERGLASS,,55.4
 7010062,INTUBATION STYLET 7.5-10,,575.51
 7010063,SUCTION BOTTLE TUBING,,27.83
 7010064,EYE SHIELD METAL,,5
 7010065,OXYGEN NASAL CANNULA,,9
 7010066,CAST PADDING 6IN SYN,,10.39
 7010067,CAST PADDING 2IN SYN,,10.39
 7010068,OXYGEN TUBING,,44.96
 7010069,OXYGEN MASK ADULT REGULAR,,7.38
 7010070,ANTIEMBOLISM STOCKINGS MED THIGH,,54.54
 7010071,ANTIEMBOLISM STOCKINGS SM THIGH,,54.54
 7010072,OXYGEN MASK PED REGULAR,,5.85
 7010073,OXYGEN MASK PED NONREBREATHER,,14.15
 7010074,TINCTURE OF BENZOIN AMPS,,7.48
 7010075,ETHILON 5-0 P3,,87
 7010076,CATHETER FOLEY 18FR,,7.6
 7010077,CATHETER FOLEY 16FR,,7.6
 7010078,SKIN MARKER,,14.94
 7010079,COBAN WRAP 1IN,,8.56
 7010080,BIOTENE TOOTHPASTE,,34.04
 7010081,BIOTENE MOUTHWASH,,53.43
 7010082,AEROCHAMBER PLUS SMALL,,322.06
 7010083,PEAK FLOW METER,,62.09
 7010084,AEROCHAMBER PLUS ADULT,,246.69
 7010085,KNEE SUPPORT XLG,,53.13
 7010086,OXYGEN BOTTLES PREFILLED,,22.44
 7010087,VICRYL 4-0 P3 J494G UNDYED,,58.1
 7010088,DRAIN BAG URINE METER CLOSED,,132.24
 7010089,GASTRIC TUBE 20FR,,224.39
 7010090,ACE BANDAGE 2IN,,6.55
 7010091,ACE BANDAGE 3IN,,6.55
 7010092,ACE BANDAGE 4IN,,6.55
 7010093,ACE BANDAGE 6IN,,6.55
 7010094,ETHILON 4-0 FS2,,41.18
 7010095,ETHILON 6-0 P3 1698G,,81.2
 7010096,HYDROCEN CREAM (EUCERIN),,18.62
 7010097,SALEM SUMP ANTIREFLUX VALVE,,127.67
 7010098,GAUZE PACKING 1IN PLAIN,,14.09
 7010099,SUCTION TUBING MEDI-VAC,,27.83
 7010100,GAUZE PACKING 1/4 IOD,,13.06
 7010101,AIRWAY 80MM,,5
 7010102,GAUZE PACKING 1IN IOD,,13.06
 7010103,GAUZE PACKING 1/4 PLAIN,,14.09
 7010104,GAUZE PACKING 1/2 PLAIN,,14.09
 7010105,GAUZE PACKING 1/2 IOD,,13.06
 7010106,SCALPEL BLADE 10 SAFETY,,22.25
 7010107,SCALPEL BLADE 11 SAFETY,,22.25
 7010108,AIRWAY 90MM,,5
 7010109,SCALPEL BLADE 15 SAFETY,,22.25
 7010110,TELFA 3X4 DRESSING,,5
 7010111,ET TUBE 7.0,,36.31
 7010112,SUCTION CATHETER 5/6FR,,27.83
 7010113,KERLIX DRESSING STERILE,,5
 7010114,ANTIEMBOLISM STOCKINGS LG KNEE,,25.68
 7010115,ANTIEMBOLISM STOCKINGS XLG KNEE,,25.68
 7010116,XEROFORM DRESSING 1X8IN,,5
 7010117,GASTRIC TUBE 22FR,,224.39
 7010118,SUCTION BOTTLE W/LID DISPOSABLE,,27.83
 7010119,JAMSHIDI NEEDLE 15G,,209.38
 7010120,ADAPTIC DRESSING 3X3,,5.47
 7010121,JAMSHIDI NEEDLE 18G,,92.39
 7010122,IV START KIT,,76.6
 7010123,LMA 2.0,,69.83
 7010124,LMA 2.5,,69.89
 7010125,MORGAN LENS,,131.88
 7010126,ENEMA BUCKET,,23.15
 7010127,KLING 2IN STERILE,,5
 7010128,KLING 3IN STERILE,,5
 7010129,KLING 4IN STERILE,,5
 7010130,LMA 3.0,,65.42
 7010131,LMA 4.0,,65.42
 7010132,CATHETER STRAIGHT 14FR,,15.94
 7010133,LMA 5.0,,65.42
 7010134,SKIN STAPLER,,91.74
 7010135,CATHETER FOLEY 8FR,,81.39
 7010136,2X2 GAUZE SPONGE STERILE,,5
 7010137,SKIN STAPLE REMOVER,,44.12
 7010138,TELFA 3X8 DRESSING,,5
 7010139,ET SECURE HOLDER ADULT,,23.2
 7010140,SURGIPAD DRESSING STERILE,,5
 7010141,EYE PAD,,5
 7010142,ET SECURE HOLDER PEDIATRIC,,23.2
 7010143,THORACIC CATHETER 20FR,,87.99
 7010144,THORACIC CATHETER 24FR,,90.25
 7010145,THORACIC CATHETER 28FR,,107.59
 7010146,CAUTERY W/ADJ TEMP,,109.76
 7010147,STERI STRIP 1/8X3,,8.28
 7010148,THORACIC CATHETER 16FR,,86.94
 7010149,STERI STRIP 1/4X4,,8.28
 7010150,STERI STRIP 1/2X4,,8.28
 7010151,COCKUP WRIST SPLINT RT SM,,112.79
 7010152,COCKUP WRIST SPLINT LT SM,,112.79
 7010153,COCKUP WRIST SPLINT RT MED,,112.79
 7010154,COCKUP WRIST SPLINT LT MED,,112.79
 7010155,COCKUP WRIST SPLINT RT LG,,112.79
 7010156,COCKUP WRIST SPLINT LT LG,,112.79
 7010157,COCKUP WRIST SPLINT RT XLG,,112.79
 7010158,COCKUP WRIST SPLINT LT XLG,,112.79
 7010159,THORACIC CATHETER KIT W/O CATHETER,,152.23
 7010160,CATHETER COUDE 18FR 30CC,,97.88
 7010161,CATHETER LEG STRAP,,40.95
 7010162,THORACIC CATHETER 36FR,,29.93
 7010163,THORACIC CATHETER 40FR,,14.73
 7010164,CATHETER TRAY W/O CATHETER,,7.77
 7010165,ET TUBE 4.0,,9.34
 7010166,CATHETER LEG BAG,,55.28
 7010167,ET TUBE 8.0,,8.76
 7010168,URINE DRAIN BAG CLOSED,,82.13
 7010169,BAIR HUGGER BLANKET ADULT FULL,,148.55
 7010170,BAIR HUGGER BLANKET PEDIATRIC,,148.55
 7010171,QUICK TRACH ADULT,,831.95
 7010172,QUICK TRACH INFANT,,1418.1
 7010173,IV ARMBOARD 3X9,,5.68
 7010174,LACERATION TRAY DISP,,31.61
 7010175,OXYMASK ADULT,,25.02
 7010176,KING AIRWAY 2,,296.44
 7010177,KING AIRWAY 3,,302.37
 7010178,KING AIRWAY 4,,302.37
 7010179,EMESIS BAG,,5
 7010181,ET TUBE 6.0,,16.36
 7010185,OXYGEN MASK ADULT NONREBREATHER,,23.32
 7010194,INSPIROMETER,,19.89
 7010203,OXYGEN BOTTLE ADAPTOR,,5.7
 7010204,ET TUBE 4.5,,9.34
 7010205,ET TUBE 5.0,,9.34
 7010206,ET TUBE 5.5,,9.34
 7010208,ET TUBE 6.5,,8.7
 7010210,ET TUBE 7.5,,35.9
 7010212,ET TUBE 8.5,,16.36
 7010213,ET TUBE 9.0,,16.36
 7010216,OXYGEN NASAL CANNULA PED,,13.11
 7010217,SUCTION CATHETER 10FR,,27.83
 7010218,CLAVICAL BRACE SMALL,L3650,48.83
 7010221,PRIMARY PLUM IV SET,,62.86
 7010222,BLOOD TUBING PLUMBSET ABBOTT,,173.65
 7010228,CATHETER STATLOCK,,0
 7010230,T-PAD DISPOSABLE 13X18,,46.45
 7010235,VICRYL 5-0 P3 J493G,,55.11
 7010239,CADD PUMP ADMIN SET,,35.28
 7010240,TENNIS ELBOW SLEEVE MED,,100.4
 7010242,TENNIS ELBOW SLEEVE XXLG,,100.4
 7010246,TENNIS ELBOW SLEEVE LARGE,,100.4
 7010247,IV JELCO 14G,,7.54
 7010248,IV JELCO 16G,,7.19
 7010250,IV INSYTE 18G,,11.71
 7010254,IV INSYTE 20G,,16.82
 7010255,IV INSYTE 22G,,11.71
 7010256,VICRYL 4-0 FS2,,56.31
 7010257,IV INSYTE 24G,,16.82
 7010260,SPINAL NEEDLE 20X3 1/2,,7.18
 7010261,SPINAL NEEDLE 18X3 1/2,,7.18
 7010268,TRUCUT BIOPSY NEEDLE,,59.3
 7010270,TENNIS ELBOW SLEEVE XLG,,100.4
 7010271,SYRINGE CANNULA,,5
 7010272,LEVER LOCK CANNULA,,5
 7010274,SECONDARY MED SET,,9.75
 7010275,PRIMARY IV SET BAXTER,,21.72
 7010276,T-CONNECTOR EXTENSION SET,,22.59
 7010290,RHINO ROCKET WIDE MED,,160
 7010291,.22 MICRON FILTER IV SET,,19.04
 7010298,ANKLE BRACE STIRRUP REG,L4350,106.5
 7010305,ELBOW SUPPORT NEOPRENE SMALL,,67.58
 7010306,ELBOW SUPPORT NEOPRENE MED,,67.58
 7010307,ELBOW SUPPORT NEOPRENE LG,,67.58
 7010308,ELBOW SUPPORT NEOPRENE XLG,,67.58
 7010309,ELBOW SUPPORT NEOPRENE XXLG,,67.58
 7010310,RIB BELT XLG LONG,,54.4
 7010317,CERVICAL COLLAR MED 4IN,L0120,69.75
 7010320,CERVICAL COLLAR XLG 3IN,,29
 7010326,CERVICAL COLLAR LARGE 4IN,L0120,69.75
 7010328,THORACIC CATHETER 32FR,,87.12
 7010329,THORACENTESIS/PARACENTESIS TRAY,,203.4
 7010334,ALLEVYN DRESSING 4X4,,15.12
 7010342,DUODERM DRESSING XTHIN,,10.56
 7010348,COHESIVE SEAL SM,,17.72
 7010349,SKIN PREP WIPES,,55.5
 7010355,OSTOMY ADHESIVE PAD,,16.62
 7010359,OSTOMY BAG,,10.72
 7010366,SKIN ADHESIVE,,67.69
 7010370,CATHETER FOLEY 18FR 30CC,,12.62
 7010371,ANTIEMBOLISM STOCKINGS LG THIGH,,54.54
 7010377,UMBILICAL CORD CLAMP,,29.65
 7010378,TUBE GAUZE 1 GOLD,,8.61
 7010379,TUBE GAUZE 2 OLIVE,,8.61
 7010380,TUBE GAUZE 3 MINT,,8.61
 7010381,TUBE GAUZE 4 AQUA,,8.61
 7010383,TUBE GAUZE 5 DARK PURPLE,,8.61
 7010384,FINGER STRIP PADDED 3/4IN,,7.59
 7010387,SITZ BATH,,16.15
 7010388,TUBE GAUZE 6 LIGHT PURPLE,,8.61
 7010389,AMNIOTIC MEMBRANE PERFORATOR,,8.24
 7010391,TUBE GAUZE 7 MAROON,,8.61
 7010404,ANTIEMBOLISM STOCKINGS MED KNEE,,25.68
 7010406,AQUACEL AG DRESSING,,104.5
 7010407,ORTHO-GLASS 3IN,,48.74
