NewYork-Presbyterian Standard Hospital Charges 2019,,
,,
Category,Charge Description,Price
IMPLANTABLES/MEDICAL SUPPLIES,MONOJCT LUER LOCK TIP SYR 20CC,$0.67
IMPLANTABLES/MEDICAL SUPPLIES,TEGADERM TRANS DSG 1.75X1.75,$0.74
IMPLANTABLES/MEDICAL SUPPLIES,CARBON STL SURG BLADE NO.11,$0.77
IMPLANTABLES/MEDICAL SUPPLIES,SS CARBON SURG BLADE SZ:15,$0.77
IMPLANTABLES/MEDICAL SUPPLIES,TB SAFE SYR 1CC 28GX1/2IN,$0.81
IMPLANTABLES/MEDICAL SUPPLIES,LAP SPONGE W/RING 18X18,$0.98
IMPLANTABLES/MEDICAL SUPPLIES,RESIDENT PROGRAM AMO TORIC IOL,$1.00
IMPLANTABLES/MEDICAL SUPPLIES,PUDDLE SUCTION FLOOR VAC,$1.00
IMPLANTABLES/MEDICAL SUPPLIES,SS RIB SURG CARBON BLADE SZ15,$1.05
IMPLANTABLES/MEDICAL SUPPLIES,LAP SPONGE W/RING 12X12,$1.05
IMPLANTABLES/MEDICAL SUPPLIES,CUST CVC ANTISEPT PACK 7FX20CM,$299.50
IMPLANTABLES/MEDICAL SUPPLIES,HYPO PLAST LL SYR 60CC,$1.09
IMPLANTABLES/MEDICAL SUPPLIES,MONOJECT LL-TIP SYR 60CC,$1.12
IMPLANTABLES/MEDICAL SUPPLIES,NEO/DURAPRN SURG GLOVE SZ:6,$1.12
IMPLANTABLES/MEDICAL SUPPLIES,MONOJECT CAT-TIP SYR 60CC,$1.12
IMPLANTABLES/MEDICAL SUPPLIES,SPEC CONTAINER 4OZ,$1.12
IMPLANTABLES/MEDICAL SUPPLIES,SPR-GRIP NONCON ANCHOR 5-12MM,$1.14
IMPLANTABLES/MEDICAL SUPPLIES,CYLINDRICAL SPONGE 1/2X1/2,$1.15
IMPLANTABLES/MEDICAL SUPPLIES,BALL COTTON STRUNG XRAY 0.75IN,$1.15
IMPLANTABLES/MEDICAL SUPPLIES,BALL COTTON STRUNG XRAY 0.25IN,$1.15
IMPLANTABLES/MEDICAL SUPPLIES,A/PURPOSE URETHRAL CATH 14FR,$1.16
IMPLANTABLES/MEDICAL SUPPLIES,A/PURPOSE URETHRAL CATH 16FR,$1.20
IMPLANTABLES/MEDICAL SUPPLIES,TELFA SURG SPONGE 0.50X3.0IN,$1.21
IMPLANTABLES/MEDICAL SUPPLIES,12 PLY SPONGE GAUZE DSG 4X4IN,$1.23
IMPLANTABLES/MEDICAL SUPPLIES,URETHRAL CATH 22FR 16IN,$1.23
IMPLANTABLES/MEDICAL SUPPLIES,LUER LOCK SYRINGE 20CC,$1.26
IMPLANTABLES/MEDICAL SUPPLIES,FLEX STRAW FILTER 5MCN 4IN,$1.28
IMPLANTABLES/MEDICAL SUPPLIES,TELFA SURG SPONGE 1.0X3.0IN,$1.29
IMPLANTABLES/MEDICAL SUPPLIES,SS SURG BLADE SIZE:15,$1.33
IMPLANTABLES/MEDICAL SUPPLIES,SURG PATTIE SPONGE 0.5X0.5,$1.33
IMPLANTABLES/MEDICAL SUPPLIES,HYPOALL HAIR/BODY SHAMPOO 2OZ,$1.35
IMPLANTABLES/MEDICAL SUPPLIES,TELFA SURG SPONGE 0.25X3.0IN,$1.36
IMPLANTABLES/MEDICAL SUPPLIES,SURG PATTIE SPONGE 0.5X2.0,$1.38
IMPLANTABLES/MEDICAL SUPPLIES,HYPO SYRINGE LUER LOCK STL60CC,$1.39
IMPLANTABLES/MEDICAL SUPPLIES,SURG PATTIE SPONGE 0.5X3.0,$1.40
IMPLANTABLES/MEDICAL SUPPLIES,SURG PATTIE SPONGE 1.0X3.0,$1.40
IMPLANTABLES/MEDICAL SUPPLIES,POLYSORB 2-0 V-20 SUT 30IN,$1.44
IMPLANTABLES/MEDICAL SUPPLIES,YANKAUER HIGH CAP SUCTION TUBE,$1.72
IMPLANTABLES/MEDICAL SUPPLIES,PENROSE DRAIN 0.25IN,$1.72
IMPLANTABLES/MEDICAL SUPPLIES,LARGE ABDUCTION PILLOW,$1.75
IMPLANTABLES/MEDICAL SUPPLIES,TICRON PRE BLU 1-0 SUT 18IN,$1.79
IMPLANTABLES/MEDICAL SUPPLIES,X-RAY DETECT SPONGE 4X4IN,$1.79
IMPLANTABLES/MEDICAL SUPPLIES,BIO AVS CERV 0DEG W/PLUG 7MM,$1.82
IMPLANTABLES/MEDICAL SUPPLIES,PRE-CUT SOFSILK 0-0 SUT 30IN,$1.86
IMPLANTABLES/MEDICAL SUPPLIES,STL LUER LOCK SYRINGE 30CC,$1.90
IMPLANTABLES/MEDICAL SUPPLIES,SMALL YANKAUER SUCTION TUBE,$2.03
IMPLANTABLES/MEDICAL SUPPLIES,CAUTERY TIP CLEANER,$2.07
IMPLANTABLES/MEDICAL SUPPLIES,PVC FEEDING TUBE 8F,$2.10
IMPLANTABLES/MEDICAL SUPPLIES,PVC FEEDING TUBE 5F,$2.10
IMPLANTABLES/MEDICAL SUPPLIES,TRANSPORE TAPE 1IN X 10YD,$2.23
IMPLANTABLES/MEDICAL SUPPLIES,CUTTER BONE PT BLADE ORN 5.5MM,$290.50
IMPLANTABLES/MEDICAL SUPPLIES,PRIMAPORE ADHES DSG  4.25X4IN,$2.24
IMPLANTABLES/MEDICAL SUPPLIES,IRRIG BULB SYR 60CC,$2.35
IMPLANTABLES/MEDICAL SUPPLIES,STD PENROSE DRAIN 0.375X18IN,$2.42
IMPLANTABLES/MEDICAL SUPPLIES,MALE LL IV TBG EXT 4.0ML 30IN,$2.42
IMPLANTABLES/MEDICAL SUPPLIES,SURG PATTIE SPONGE 0.25X3.0,$2.43
IMPLANTABLES/MEDICAL SUPPLIES,ADH STERI STRIP DRAPE 17X11IN,$2.45
IMPLANTABLES/MEDICAL SUPPLIES,SURG PATTIE SPONGE 0.25X0.25,$2.45
IMPLANTABLES/MEDICAL SUPPLIES,SYR IRRIG BULB PLAST 60CC,$2.45
IMPLANTABLES/MEDICAL SUPPLIES,1 WAY STOPCOCK W/SWIVEL NUT,$2.45
IMPLANTABLES/MEDICAL SUPPLIES,IV START KIT W/CHG STD TRAY,$2.49
IMPLANTABLES/MEDICAL SUPPLIES,REG TIP SKIN MARKER,$2.49
IMPLANTABLES/MEDICAL SUPPLIES,CLR PRECUT SUCT TBG 6MMX12FT,$2.63
IMPLANTABLES/MEDICAL SUPPLIES,LIGHT HANDLE COVER GLOVE,$2.70
IMPLANTABLES/MEDICAL SUPPLIES,BLD COLL CATH 21G 3/4 10IN TBG,$2.75
IMPLANTABLES/MEDICAL SUPPLIES,SOFSILK 2-0 V20 SUT REEL 98IN,$2.77
IMPLANTABLES/MEDICAL SUPPLIES,SOFSILK 2-0 PRE-CUT SUT 18IN,$2.80
IMPLANTABLES/MEDICAL SUPPLIES,BLK SOFSILK 1 PRE-CUT SUT 30IN,$2.80
IMPLANTABLES/MEDICAL SUPPLIES,BLK SOFSILK 2 PRE-CUT SUT 30IN,$2.87
IMPLANTABLES/MEDICAL SUPPLIES,ALC WIPE PISTON IRRIG SYR,$2.91
IMPLANTABLES/MEDICAL SUPPLIES,SOFSILK 3-0 PRE-CUT SUT 18IN,$3.01
IMPLANTABLES/MEDICAL SUPPLIES,SOFSILK 2-0 PRE SUT 18IN,$3.01
IMPLANTABLES/MEDICAL SUPPLIES,SOF ROLL CAST PAD 6IN,$3.05
IMPLANTABLES/MEDICAL SUPPLIES,FLOSEAL ENDO APPLICATOR 15CM,$3.11
IMPLANTABLES/MEDICAL SUPPLIES,SOFSILK 2-0 V-20 SUT 30IN,$3.19
IMPLANTABLES/MEDICAL SUPPLIES,STERI STRIP DSG 1/2X4IN,$3.26
IMPLANTABLES/MEDICAL SUPPLIES,SURG TAPE STRIP DRAPE 4X18IN,$3.26
IMPLANTABLES/MEDICAL SUPPLIES,WEBRIL CAST PAD 4INX4YD,$3.33
IMPLANTABLES/MEDICAL SUPPLIES,SUT SOFSILK 2-0 C-15 18IN BLK,$3.36
IMPLANTABLES/MEDICAL SUPPLIES,SOFSILK 5 BLK PRE SUT 24IN,$3.36
IMPLANTABLES/MEDICAL SUPPLIES,SIL VESSEL LOOP WHT .04X16IN,$3.50
IMPLANTABLES/MEDICAL SUPPLIES,HALF SHEET DRAPE,$3.50
IMPLANTABLES/MEDICAL SUPPLIES,MONARCH III D CARTRIDGE,$3.50
IMPLANTABLES/MEDICAL SUPPLIES,SYRINGE LUER LCK 60CC,$3.50
IMPLANTABLES/MEDICAL SUPPLIES,DSG GAUZE XEROFLO 5 X 9,$3.71
IMPLANTABLES/MEDICAL SUPPLIES,SURGIGUT 2-0 SUT 30IN GS-21,$3.75
IMPLANTABLES/MEDICAL SUPPLIES,WEBRIL-II STL SPONGE 4X4IN,$3.75
IMPLANTABLES/MEDICAL SUPPLIES,COBAN SELF ADHESIVE BNDG 3IN,$3.82
IMPLANTABLES/MEDICAL SUPPLIES,SUT SOFSILK 3-0 18IN BLK C-13,$3.82
IMPLANTABLES/MEDICAL SUPPLIES,POLYSORB STD 0 VIO SUT 60IN,$3.85
IMPLANTABLES/MEDICAL SUPPLIES,MONOSOF 3-0 C-16 3 SUT BLK,$3.92
IMPLANTABLES/MEDICAL SUPPLIES,POLYSORB STD 0 U/D SUT 60IN,$3.92
IMPLANTABLES/MEDICAL SUPPLIES,POLYSORB 3-0 V-20 SUT 27IN,$3.96
IMPLANTABLES/MEDICAL SUPPLIES,POLYSORB 2-0 V-20 SUT 30IN,$3.96
IMPLANTABLES/MEDICAL SUPPLIES,GUIDE BAREWIRE FLTR.014X315CM,$3.98
IMPLANTABLES/MEDICAL SUPPLIES,SPINAL NEEDLE 22GA X 3.5IN,$4.00
IMPLANTABLES/MEDICAL SUPPLIES,COBAN LF COHESIVE BNDG 3INX5YD,$4.03
IMPLANTABLES/MEDICAL SUPPLIES,VIO POLYSORB 0 V-20 SUT 30IN,$4.06
IMPLANTABLES/MEDICAL SUPPLIES,MONOSOF BLK C-16 SUT 3-0 30IN,$4.10
IMPLANTABLES/MEDICAL SUPPLIES,POLYSORB 4-0 V-20 SUT 30IN,$4.13
IMPLANTABLES/MEDICAL SUPPLIES,MONOSOF BLK FS-2 SUT 4-0 18IN,$4.13
IMPLANTABLES/MEDICAL SUPPLIES,POLYSORB 0 V-20 U/D SUT 30IN,$4.13
IMPLANTABLES/MEDICAL SUPPLIES,SKN BARRIER W/MOLD-TO-FIT 57MM,$4.13
IMPLANTABLES/MEDICAL SUPPLIES,SKN BARRIER W/MOLD-TO-FIT 70MM,$4.13
IMPLANTABLES/MEDICAL SUPPLIES,DRAIN POUCH W/O FLTR 12IN 70MM,$4.13
IMPLANTABLES/MEDICAL SUPPLIES,SURG SKIN MARKER W/RULER,$4.17
IMPLANTABLES/MEDICAL SUPPLIES,NDL FREE IV CONNECTOR 325PSI,$4.17
IMPLANTABLES/MEDICAL SUPPLIES,POLYSORB 6-0 CV-23 SUT 30IN,$4.20
IMPLANTABLES/MEDICAL SUPPLIES,FLOPPY AXIS WIRE .035X9X180CM,$4.20
IMPLANTABLES/MEDICAL SUPPLIES,SS NEEDLE ELECTRODE 1IN,$4.27
IMPLANTABLES/MEDICAL SUPPLIES,POLYSORB 2-0 GS-11 SUT 30IN,$4.31
IMPLANTABLES/MEDICAL SUPPLIES,BIOSYN 3-0 V-20 SUT 30IN,$4.34
IMPLANTABLES/MEDICAL SUPPLIES,TRANSPORE TAPE 2INX10YD,$4.34
IMPLANTABLES/MEDICAL SUPPLIES,BIOSYN 3-0 CV-23 SUT 30IN,$4.35
IMPLANTABLES/MEDICAL SUPPLIES,GUT CHROMIC 3-0 V-20 SUT 30IN,$4.38
IMPLANTABLES/MEDICAL SUPPLIES,CHROMIC GUT 2-0 V-20 SUT 30IN,$4.38
IMPLANTABLES/MEDICAL SUPPLIES,NEO/DURAPRN P/F SURG GLOVE 8.5,$4.54
IMPLANTABLES/MEDICAL SUPPLIES,SS CAUTERY BLADE ELEC 1IN,$4.55
IMPLANTABLES/MEDICAL SUPPLIES,LUBRICANT JELLY FLIP TOP 2OZ,$4.55
IMPLANTABLES/MEDICAL SUPPLIES,CYSTOLOGY BRUSH 2.0MM,$4.59
IMPLANTABLES/MEDICAL SUPPLIES,CHROMIC GUT 4-0 CV-23 SUT 30IN,$4.62
IMPLANTABLES/MEDICAL SUPPLIES,SURGIGUT SUT 4-0 CV-23 30IN,$4.62
IMPLANTABLES/MEDICAL SUPPLIES,POLYSORB 3-0 REEL SUT 60IN,$4.73
IMPLANTABLES/MEDICAL SUPPLIES,PRE-CUT SOFSILK 2-0 SUT 30IN,$4.83
IMPLANTABLES/MEDICAL SUPPLIES,SURGIPRO BLU 4-0 SC-2 SUT 30IN,$4.83
IMPLANTABLES/MEDICAL SUPPLIES,SPINAL NDL 22GX3-1/2IN,$4.86
IMPLANTABLES/MEDICAL SUPPLIES,POLYSORB 0 GU-46 VIO SUT 30IN,$4.94
IMPLANTABLES/MEDICAL SUPPLIES,MAXON GRN 4-0 C V-23 SUT 30IN,$4.97
IMPLANTABLES/MEDICAL SUPPLIES,GRN MAXON 0 GS-21 SUT 30IN,$4.97
IMPLANTABLES/MEDICAL SUPPLIES,PRE-CUT SOFSILK 3-0 SUT 30IN,$4.97
IMPLANTABLES/MEDICAL SUPPLIES,FANFOLD SURG DRAPE 56X77,$5.01
IMPLANTABLES/MEDICAL SUPPLIES,25G WHITACRE SPINAL NDL 3.5IN,$5.08
IMPLANTABLES/MEDICAL SUPPLIES,SPINAL NEEDLE 20G X 3.5IN,$5.08
IMPLANTABLES/MEDICAL SUPPLIES,POLYSORB SUT 0 30 U/D GS-22,$5.08
IMPLANTABLES/MEDICAL SUPPLIES,TEGADERM TRANS DSG 4 X 4.75,$5.08
IMPLANTABLES/MEDICAL SUPPLIES,SPINAL NEEDLE 18G X 3.5IN,$5.11
IMPLANTABLES/MEDICAL SUPPLIES,POLYSORB GU-46 0 VIO SUT 36IN,$5.18
IMPLANTABLES/MEDICAL SUPPLIES,GRN MAXON 1 GS-21 SUT 30IN,$5.18
IMPLANTABLES/MEDICAL SUPPLIES,MAXON GRN 3-0 30 T-31 SUT,$5.18
IMPLANTABLES/MEDICAL SUPPLIES,BLU SURGIPRO 0 GS-21 SUT 30IN,$5.22
IMPLANTABLES/MEDICAL SUPPLIES,IV SAFETY CATH 14GA 1X1.25IN,$5.22
IMPLANTABLES/MEDICAL SUPPLIES,SURGIPRO BLU 2-0 C-17 SUT 30IN,$5.25
IMPLANTABLES/MEDICAL SUPPLIES,IV SAFETY CATH 14GA 2.2X50MM,$5.25
IMPLANTABLES/MEDICAL SUPPLIES,FORCE FIBER SUT SZ2 W/NDL 38IN,$5.25
IMPLANTABLES/MEDICAL SUPPLIES,SURGIPRO 2-0 GS-22 SUT 30IN,$5.29
IMPLANTABLES/MEDICAL SUPPLIES,SPINAL NEEDLE 22G X 1.5IN,$5.32
IMPLANTABLES/MEDICAL SUPPLIES,MEROCEL INST WIPE,$5.36
IMPLANTABLES/MEDICAL SUPPLIES,SURGIPRO GS-21 SUT 1-0 30IN,$5.43
IMPLANTABLES/MEDICAL SUPPLIES,NDL COUNTER FOAM/MAG/BLK 40/70,$5.43
IMPLANTABLES/MEDICAL SUPPLIES,BIOSYN 3-0 P-12 U/D SUT 18IN,$5.50
IMPLANTABLES/MEDICAL SUPPLIES,UROSTOMY POUCH 1.75 FLANGE,$5.53
IMPLANTABLES/MEDICAL SUPPLIES,CUSTOM STOPCOCK KIT,$5.60
IMPLANTABLES/MEDICAL SUPPLIES,FOAM HEAD POSITIONER CRADLE,$5.64
IMPLANTABLES/MEDICAL SUPPLIES,LG URINARY DRAINAGE BAG,$5.71
IMPLANTABLES/MEDICAL SUPPLIES,BARON FRAZIER SUC TBG 5FR,$5.72
IMPLANTABLES/MEDICAL SUPPLIES,MASTISOL SKIN PREP SOL 2/3CC,$5.88
IMPLANTABLES/MEDICAL SUPPLIES,TOPICAL SKIN ADHESIVE 0.7ML,$6.02
IMPLANTABLES/MEDICAL SUPPLIES,BIPOLAR CORD,$6.09
IMPLANTABLES/MEDICAL SUPPLIES,COTTON UMBILICAL TAPE 1/8X36IN,$6.21
IMPLANTABLES/MEDICAL SUPPLIES,DUAL PORT TOURN CUFF 18X3IN,$6.30
IMPLANTABLES/MEDICAL SUPPLIES,GORETEX THX-26 CV2 SUT 36IN,$6.34
IMPLANTABLES/MEDICAL SUPPLIES,SUT VICRYL 2-0 CT-1 VIO 27IN,$6.35
IMPLANTABLES/MEDICAL SUPPLIES,FRAIZER SUCTION HANDLE 12FR,$6.62
IMPLANTABLES/MEDICAL SUPPLIES,KEITH ST ABD NDL .034X2.480,$6.65
IMPLANTABLES/MEDICAL SUPPLIES,WHT MINI VESSEL LOOP .8X406MM,$6.69
IMPLANTABLES/MEDICAL SUPPLIES,FRAIZER SUCTION HANDLE 10FR,$6.72
IMPLANTABLES/MEDICAL SUPPLIES,NEOPRENE SURG GLOVE SZ 8.0,$6.77
IMPLANTABLES/MEDICAL SUPPLIES,STD PREP BLADE SURG CLIPPER,$6.79
IMPLANTABLES/MEDICAL SUPPLIES,LG REINFORCED SURG GOWN,$6.93
IMPLANTABLES/MEDICAL SUPPLIES,WEBRIL CASTING 6IN X 4YD,$6.93
IMPLANTABLES/MEDICAL SUPPLIES,MEDALLION RED PLUNG SYR 1CC,$7.00
IMPLANTABLES/MEDICAL SUPPLIES,YEL MEDALLION SYR 3MM,$7.00
IMPLANTABLES/MEDICAL SUPPLIES,COBAN S/ADH WRAP 4INX5YD,$7.28
IMPLANTABLES/MEDICAL SUPPLIES,POLYSORB 0 VIO GU-45 SUT 30IN,$7.36
IMPLANTABLES/MEDICAL SUPPLIES,BLK SILK 2-0 S-305 SUT 30IN,$7.56
IMPLANTABLES/MEDICAL SUPPLIES,LAP SPONGE W/RING 18X18IN,$7.84
IMPLANTABLES/MEDICAL SUPPLIES,STL MUCOUS SPEC TRAP 40CC,$7.88
IMPLANTABLES/MEDICAL SUPPLIES,NONDEHP EXT STD BORE CATH,$8.02
IMPLANTABLES/MEDICAL SUPPLIES,TBG HP ROT FEM LL 1200PSI 30IN,$8.05
IMPLANTABLES/MEDICAL SUPPLIES,SURG U DRAPE 60X70IN,$8.19
IMPLANTABLES/MEDICAL SUPPLIES,LG HORIZON LIGATING CLIP,$8.23
IMPLANTABLES/MEDICAL SUPPLIES,SPIRAL SNARE WIRE 230CM,$8.23
IMPLANTABLES/MEDICAL SUPPLIES,SCREW SLF TAP 1.7MM MARKER,$8.40
IMPLANTABLES/MEDICAL SUPPLIES,MARKER F SCREW SLF DRILL 1.2,$8.40
IMPLANTABLES/MEDICAL SUPPLIES,MONOSOF 4-0 P-12 SUT 18IN,$8.47
IMPLANTABLES/MEDICAL SUPPLIES,P-13 5-0 MONOSOF SUT 18IN,$8.51
IMPLANTABLES/MEDICAL SUPPLIES,SUT POLYSORB 6-0 P-10 18IN U/D,$8.58
IMPLANTABLES/MEDICAL SUPPLIES,TEGO STL CONNECTOR,$8.61
IMPLANTABLES/MEDICAL SUPPLIES,MEPILEX LITE FOAM DSG 4X4IN,$8.68
IMPLANTABLES/MEDICAL SUPPLIES,POLYSORB 4-0 P-2 SUT 30IN,$8.75
IMPLANTABLES/MEDICAL SUPPLIES,FLUROSCOPE DRAPE 35X43IN,$8.92
IMPLANTABLES/MEDICAL SUPPLIES,MED MAGNETIC INSTRUMENT PAD,$8.93
IMPLANTABLES/MEDICAL SUPPLIES,POLYSORB 5-0 P-12 SUT 18IN,$8.96
IMPLANTABLES/MEDICAL SUPPLIES,I-SPEAR LT BLU EYE SPONGE,$8.96
IMPLANTABLES/MEDICAL SUPPLIES,POLYSORB 4-0 CV-23 SUT 30IN,$8.96
IMPLANTABLES/MEDICAL SUPPLIES,200/CS INST HOLDER (ETXSK400),$8.99
IMPLANTABLES/MEDICAL SUPPLIES,WHT FIBERGLASS CASTING 3INX4YD,$9.07
IMPLANTABLES/MEDICAL SUPPLIES,ORN SMALL GRINDLESS BEVEL,$9.10
IMPLANTABLES/MEDICAL SUPPLIES,PIV PURP SURG CLIPPER BLADE,$9.21
IMPLANTABLES/MEDICAL SUPPLIES,MONOSOF 4-0 P-13 SUT 18IN,$9.38
IMPLANTABLES/MEDICAL SUPPLIES,MONOSOF 5-0 BLK P-13 SUT 18IN,$9.38
IMPLANTABLES/MEDICAL SUPPLIES,PERC ENTRY NDL 18G X 5.0CM,$9.45
IMPLANTABLES/MEDICAL SUPPLIES,PERC ENTRY NDL 18GX7.0,$9.45
IMPLANTABLES/MEDICAL SUPPLIES,PERC ENTRY NDL 21G X 2.5CM,$9.45
IMPLANTABLES/MEDICAL SUPPLIES,PERC ENTRY NDL 21G X 4.0CM,$9.45
IMPLANTABLES/MEDICAL SUPPLIES,WHT TICRON 2-0 CV-305 SUT 36IN,$9.56
IMPLANTABLES/MEDICAL SUPPLIES,LATEX COVER 2.6X30CM,$9.63
IMPLANTABLES/MEDICAL SUPPLIES,BIOPSY VALVE,$9.70
IMPLANTABLES/MEDICAL SUPPLIES,CHROMIC GUT 4-0 P-13 SUT 18IN,$9.73
IMPLANTABLES/MEDICAL SUPPLIES,MONOSOF BLK P-12 SUT 3-0 18IN,$9.73
IMPLANTABLES/MEDICAL SUPPLIES,FRAZIER 8F SUCT TIP,$9.78
IMPLANTABLES/MEDICAL SUPPLIES,ADL GROUNDING PAD 9FT CORD,$9.98
IMPLANTABLES/MEDICAL SUPPLIES,CHROMIC GUT SUT 5-0 P-13 18IN,$9.98
IMPLANTABLES/MEDICAL SUPPLIES,TICRON 2-0 CV-305 SUT 36IN,$10.12
IMPLANTABLES/MEDICAL SUPPLIES,VACLOK SYR 20ML,$10.50
IMPLANTABLES/MEDICAL SUPPLIES,PVP-I SOL SPONGE STICK,$10.57
IMPLANTABLES/MEDICAL SUPPLIES,VIO 2-0 UR-6 MONCRYL SUT 27IN,$10.80
IMPLANTABLES/MEDICAL SUPPLIES,SM/MED SERPENT CERV COLLAR,$10.83
IMPLANTABLES/MEDICAL SUPPLIES,POLYSORB PRE 0 VIO SUT 18IN,$10.85
IMPLANTABLES/MEDICAL SUPPLIES,NONCONDUCT ANCHOR DEVICE 5MM,$10.90
IMPLANTABLES/MEDICAL SUPPLIES,BIOSYN 4-0 P-12 U/D SUT 18IN,$10.92
IMPLANTABLES/MEDICAL SUPPLIES,IC URINE DRAIN BAG 2000ML,$10.92
IMPLANTABLES/MEDICAL SUPPLIES,BIOSYN 4-0 P-12 U/D SUT 30IN,$10.92
IMPLANTABLES/MEDICAL SUPPLIES,SURGIPRO V-20 SUT 2-0 36IN,$10.99
IMPLANTABLES/MEDICAL SUPPLIES,BIOSYN 4-0 P-13 U/D SUT 18IN,$11.03
IMPLANTABLES/MEDICAL SUPPLIES,WIRE KIRSCHNER DBL DIMND4X.045,$11.09
IMPLANTABLES/MEDICAL SUPPLIES,DUCKBILL VESSEL CANN 3MM,$11.16
IMPLANTABLES/MEDICAL SUPPLIES,VESSEL DIL CATH 9FX20CM,$11.18
IMPLANTABLES/MEDICAL SUPPLIES,LONG VESSEL DIL 6F 20CM,$11.18
IMPLANTABLES/MEDICAL SUPPLIES,ADH STERI STRIP DRAPE 48X53IN,$11.34
IMPLANTABLES/MEDICAL SUPPLIES,TUR Y-TYPE BLADDER IRRIG TBG,$11.55
IMPLANTABLES/MEDICAL SUPPLIES,ANGLOCATH IV CATH 16G X 1.16,$11.66
IMPLANTABLES/MEDICAL SUPPLIES,ANGLOCATH IV CATH 14G X 1.16,$11.66
IMPLANTABLES/MEDICAL SUPPLIES,BIPOLAR FOOT SWITCH CORD 12FT,$11.68
IMPLANTABLES/MEDICAL SUPPLIES,SIL 2WAY FOLEY CATH 12FR 5CC,$11.69
IMPLANTABLES/MEDICAL SUPPLIES,CAPROSYN U/D 5-0 P-12 SUT 18IN,$11.73
IMPLANTABLES/MEDICAL SUPPLIES,OPERATING ROOM CAMERA COVER,$11.76
IMPLANTABLES/MEDICAL SUPPLIES,SM SPECIALTY ARM SLING,$11.83
IMPLANTABLES/MEDICAL SUPPLIES,TICRON 2-0 WHT SUT 1X36IN,$11.87
IMPLANTABLES/MEDICAL SUPPLIES,FOLEY CATH 14FR 5CC,$11.94
IMPLANTABLES/MEDICAL SUPPLIES,FOLEY CATH 16FR 5CC,$11.94
IMPLANTABLES/MEDICAL SUPPLIES,2WAY SIL FOLEY CATH 20F 5CC,$11.97
IMPLANTABLES/MEDICAL SUPPLIES,EXT ELEC CAUTERY BLADE 6.5IN,$12.04
IMPLANTABLES/MEDICAL SUPPLIES,BLUE FOAM HEAD POSITIONER,$12.22
IMPLANTABLES/MEDICAL SUPPLIES,ALLEGIANCE 17X27IN,$12.23
IMPLANTABLES/MEDICAL SUPPLIES,CASTING FIBERGLASS WHT 4INX4YD,$12.60
IMPLANTABLES/MEDICAL SUPPLIES,ANGLOGATH IV CATH 20G X1 5/8IN,$12.78
IMPLANTABLES/MEDICAL SUPPLIES,SPINAL NEEDLE 20GA X 6IN,$12.85
IMPLANTABLES/MEDICAL SUPPLIES,SOFSILK 0 GS-21 SUT 18IN,$12.85
IMPLANTABLES/MEDICAL SUPPLIES,VESSEL DILATOR 16F .038X20CM,$13.07
IMPLANTABLES/MEDICAL SUPPLIES,VESSEL DILATOR 18F .038X20CM,$13.07
IMPLANTABLES/MEDICAL SUPPLIES,VESSEL DIL CATH 11FX20CM,$13.07
IMPLANTABLES/MEDICAL SUPPLIES,LONG VESSEL DIL 10F 20CM,$13.07
IMPLANTABLES/MEDICAL SUPPLIES,BLK/WHT SILK TIE 4-0 SUT 18IN,$13.13
IMPLANTABLES/MEDICAL SUPPLIES,INSTRUMENT LAP POUCH,$13.13
IMPLANTABLES/MEDICAL SUPPLIES,SOFSILK 2-0 V-20 SUT 18IN,$13.23
IMPLANTABLES/MEDICAL SUPPLIES,IMPERV SPLIT DRAPE 60X70IN,$13.30
IMPLANTABLES/MEDICAL SUPPLIES,SPINAL NDL 22G X 5IN,$13.34
IMPLANTABLES/MEDICAL SUPPLIES,22G WHITACRE SPINAL NDL 7IN,$13.34
IMPLANTABLES/MEDICAL SUPPLIES,2WAY FOLEY CATH 10F 3CC,$13.41
IMPLANTABLES/MEDICAL SUPPLIES,2WAY FOLEY CATH 8F 3CC,$13.41
IMPLANTABLES/MEDICAL SUPPLIES,LONG VESSEL DIL 12F 20CM,$13.45
IMPLANTABLES/MEDICAL SUPPLIES,LONG VESSEL DIL 14F 20CM,$13.45
IMPLANTABLES/MEDICAL SUPPLIES,CURV VACURETTE 9MM,$13.65
IMPLANTABLES/MEDICAL SUPPLIES,STR VACURETTE 11MM,$13.65
IMPLANTABLES/MEDICAL SUPPLIES,F-TIP VACURETTE 7MM,$13.65
IMPLANTABLES/MEDICAL SUPPLIES,F-TIP CANN VACURETTE 6MM,$13.65
IMPLANTABLES/MEDICAL SUPPLIES,BERKELEY CURV VACURETTE 8MM,$13.65
IMPLANTABLES/MEDICAL SUPPLIES,STRAIGHT THORACIC CATH 28FR,$13.66
IMPLANTABLES/MEDICAL SUPPLIES,MED FIRM CERV COLLAR 4X20IN,$13.70
IMPLANTABLES/MEDICAL SUPPLIES,WET GEL SKIN SCRUB PREP TRAY,$13.72
IMPLANTABLES/MEDICAL SUPPLIES,PENROSE SIL DRAIN 0.25X12IN,$13.86
IMPLANTABLES/MEDICAL SUPPLIES,STR VACURETTE 10MM,$13.93
IMPLANTABLES/MEDICAL SUPPLIES,STR VACURETTE 12MM,$13.93
IMPLANTABLES/MEDICAL SUPPLIES,STR VACURETTE 8MM,$13.93
IMPLANTABLES/MEDICAL SUPPLIES,HIGH PRESSURE TBG 96IN,$14.00
