CDM_NBR [corp],HOSP,DEPT_DESC [corp],CDM_DESC [corp],CURR_PRICE
8001250,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,0112780 BARDMESH PLUG,$538.00 
8001251,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,112844010 HEAD HUM SHLDR,"$5,573.00 "
8001252,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,113641025PEG GLENOID ANCH,"$3,351.00 "
8001253,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,113710000 STEM HUM SHLDR,"$10,710.00 "
8001254,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,113712050 STEM HUM SHLDR,"$13,067.00 "
8001255,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,1175102 SHEET PORCINE CGN,"$7,377.00 "
8001256,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,1175104 SHEET PORCINE CGN,"$17,376.00 "
8001257,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,1180060 ALLOMAXMESH,"$6,067.00 "
8001259,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1100 SCRW LAG 21MM,"$1,103.00 "
8001260,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1101 SCRW LAG 21MM,"$1,103.00 "
8001261,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1102 SCRW LAG 21MM,"$1,103.00 "
8001262,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1103 SCRW LAG 21MM,"$1,103.00 "
8001263,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1104 SCRW LAG 21MM,"$1,103.00 "
8001264,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1105 SCRW LAG 21MM,"$1,103.00 "
8001265,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1106 SCRW LAG 21MM,"$1,103.00 "
8001266,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1107 SCRW LAG 21MM,"$1,103.00 "
8001267,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1108 SCRW LAG 21MM,"$1,072.00 "
8001268,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1109 SCRW LAG 21MM,"$1,103.00 "
8001269,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1110 SCRW LAG 21MM,"$1,103.00 "
8001270,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1111 SCRW LAG 21MM,"$1,103.00 "
8001271,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1112 SCRW LAG 21MM,"$1,103.00 "
8001272,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1113 SCRW LAG 21MM,"$1,103.00 "
8001273,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1114 SCRW LAG 21MM,"$1,103.00 "
8001274,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1115 CLIP SCRW HIP UNIV,$370.00 
8001275,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1130 PLATE BARREL 130,$742.00 
8001276,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1131 PLATE BARREL 135,"$1,646.00 "
8001277,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1132 PLATE BARREL 140,"$1,695.00 "
8001278,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1133 PLATE BARREL 145,"$1,695.00 "
8001279,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1134 PLATE BARREL 150,"$1,695.00 "
8001280,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1135 PLATE BARREL 130,"$1,815.00 "
8001281,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1136 PLATE BARREL 135,"$1,815.00 "
8001282,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1137 PLATE BARREL 140,"$1,815.00 "
8001283,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1138 PLATE BARREL 145,"$1,815.00 "
8001284,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1139 PLATE BARREL 150,"$1,815.00 "
8001285,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1177 SCRW LAG 21MM,"$1,103.00 "
8001286,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1178 SCRW LAG 21MM,"$1,103.00 "
8001287,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1180 SCRW LAG 21MM,"$1,177.00 "
8001288,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1181 SCRW LAG 21MM,"$1,177.00 "
8001289,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1182 SCRW LAG 21MM,"$1,177.00 "
8001290,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1183 SCRW LAG 21MM,"$1,177.00 "
8001291,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1184 SCRW LAG 21MM,"$1,177.00 "
8001292,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1185 SCRW LAG 21MM,"$1,177.00 "
8001293,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1186 SCRW LAG 21MM,"$1,177.00 "
8001294,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1187 SCRW LAG 21MM,"$1,177.00 "
8001295,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1188 SCRW LAG 21MM,"$1,177.00 "
8001296,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1189 SCRW LAG 21MM,"$1,177.00 "
8001297,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1190 SCRW LAG 21MM,"$1,439.00 "
8001298,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1191 SCRW LAG 21MM,"$1,177.00 "
8001299,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1192 SCRW LAG 21MM,"$1,177.00 "
8001300,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1193 SCRW LAG 21MM,"$1,177.00 "
8001301,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1194 SCRW LAG 21MM,"$1,177.00 "
8001302,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1195 SCRW LAG 21MM,"$1,177.00 "
8001303,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1196 SCRW LAG 21MM,"$1,177.00 "
8001304,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1197 SCRW LAG 21MM,"$1,177.00 "
8001305,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1625 SCRW CANN 16MM,$974.00 
8001306,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1626 SCRW CANN 20MM,$974.00 
8001307,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1627 SCRW CANN 20MM,$974.00 
8001308,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1628 SCRW CANN 20MM,$974.00 
8001309,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1629 SCRW CANN 20MM,"$1,054.00 "
8001310,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1630 SCRW CANN 20MM,$757.00 
8001311,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1631 SCRW CANN 20MM,"$1,054.00 "
8001312,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1632 SCRW CANN 20MM,"$1,054.00 "
8001313,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1633 SCRW CANN 20MM,$974.00 
8001314,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1634 SCRW CANN 20MM,$974.00 
8001315,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1635 SCRW CANN 20MM,"$1,054.00 "
8001316,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1636 SCRW CANN 20MM,"$1,054.00 "
8001317,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1637 SCRW CANN 20MM,$974.00 
8001318,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1638 SCRW CANN 20MM,$974.00 
8001319,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1639 SCRW CANN 20MM,$974.00 
8001320,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1640 SCRW CANN 20MM,$974.00 
8001321,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1641 SCRW CANN 20MM,$974.00 
8001322,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1642 SCRW CANN 20MM,$974.00 
8001323,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1644 SCRW CANN 20MM,$974.00 
8001324,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121701048 CUP ACETAB 100,"$3,820.00 "
8001325,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121701050 CUP ACETAB,"$3,734.00 "
8001326,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121701052 CUP ACETAB,"$3,820.00 "
8001327,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121701054 CUP ACETAB 100,"$3,820.00 "
8001328,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121701056 CUP ACETAB 100,"$3,820.00 "
8001329,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121701058 CUP ACETAB 100,"$3,820.00 "
8001330,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121701060 CUP ACETAB 100,"$3,820.00 "
8001331,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121701062 CUP ACETAB 100,"$3,820.00 "
8001332,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121715500 SCREW,$328.00 
8001333,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121720500 SCREW CANC,$328.00 
8001334,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121722054 CUP ACETAB SECT,"$3,734.00 "
8001335,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121725500 CANBONESCRW,$328.00 
8001336,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121730500 CANBONESCRW,$328.00 
8001337,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121732056 DEPUYACETCUP,"$5,568.00 "
8001338,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121735500 SCREW CANC,$328.00 
8001339,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121740500 SCREW CANC,$328.00 
8001340,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1812 SCRW CANN 5MM,$505.00 
8001341,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1814 SCRW CANN 5MM,$505.00 
8001342,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1816 SCRW CANN 6MM,$492.00 
8001343,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1818 SCRW CANN 7MM,$505.00 
8001344,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1820 SCRW CANN 8MM,$492.00 
8001345,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1822 SCRW CANN 9MM,$492.00 
8001346,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1824 SCRW CANN 10MM,$505.00 
8001347,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1826 SCRW CANN 12MM,$492.00 
8001348,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1828 SCRW CANN 14MM,$492.00 
8001349,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1830 SCRW CANN 14MM,$505.00 
8001350,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1832 SCRW CANN 14MM,$587.00 
8001351,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1838 SCRW CANN 14MM,$700.00 
8001352,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1840 SCRW CANN 14MM,$492.00 
8001353,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1842 SCRW CANN 14MM,$492.00 
8001354,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1844 SCRW CANN 44MM,$492.00 
8001356,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1848 SCRW CANN 15MM,$492.00 
8001357,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1852 SCRW CANN 15MM,$709.00 
8001358,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1854 SCRW CANN 15MM,$498.00 
8001359,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1856 SCRW CANN 15MM,$498.00 
8001360,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1860 SCRW CANN 15MM,$527.00 
8001361,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1865 SCRW CANN 15MM,$497.00 
8001362,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1870 SCRW CANN 15MM,$709.00 
8001363,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121887352 INSR ACETAB,"$4,429.00 "
8001364,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121887354 INSR ACETAB,"$4,429.00 "
8001365,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121887356 INSR ACETAB,"$4,429.00 "
8001366,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121887458 INSR ACETAB,"$6,164.00 "
8001367,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121887460 METAL INSRT,"$6,164.00 "
8001368,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121932052 LINER ACETAB,"$2,415.00 "
8001369,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121932252 LINER ACETAB,"$2,446.00 "
8001370,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121936056 LINER ACETAB,"$2,985.00 "
8001371,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121936058 LINER ACETAB,"$2,985.00 "
8001372,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121936060 LINER ACETAB,"$2,985.00 "
8001373,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121936064 LINER ACETAB,"$2,985.00 "
8001374,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,122132052 LINER ACETAB,"$2,812.00 "
8001375,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,122132150 PINNACLE,"$3,179.00 "
8001376,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,122132254 LINER ACETAB,"$2,857.00 "
8001377,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,122132256 LINER ACETAB,"$2,857.00 "
8001378,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,1221-32-450 PINNACLE,"$3,179.00 "
8001379,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,122136056 LINER ACETAB,"$3,054.00 "
8001380,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,122136454 LINER ACETAB,"$3,818.00 "
8001381,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,1-2214 DEVICE X-STOP 14MM,"$11,412.00 "
8001382,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,122140460 PINNACLE,"$4,739.00 "
8001383,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4120 PLATE BARREL STD,"$1,174.00 "
8001384,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4121 PLATE BARREL STD,"$1,174.00 "
8001385,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4122 PLATE BARREL STD,"$1,174.00 "
8001386,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4123 PLATE BARREL STD,"$1,174.00 "
8001387,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4124 PLATE BARREL STD,"$1,174.00 "
8001388,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4127 PLATE BARREL STD,"$1,214.00 "
8001389,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4128 PLATE BARREL STD,"$1,214.00 "
8001390,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4129 PLATE BARREL STD,"$1,214.00 "
8001391,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4130 PLATE BARREL STD,"$1,214.00 "
8001392,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4132 PLATE BARREL STD,"$1,214.00 "
8001393,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4133 PLATE BARREL STD,"$1,214.00 "
8001394,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4134 PLATE BARREL STD,"$1,214.00 "
8001395,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4135 PLATE BARREL STD,"$1,300.00 "
8001396,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4136 PLATE BARREL STD,"$1,300.00 "
8001397,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4137 PLATE BARREL STD,"$1,300.00 "
8001398,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4138 PLATE BARREL STD,"$1,300.00 "
8001399,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4139 PLATE BARREL STD,"$1,300.00 "
8001400,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4140 PLATE BARREL STD,"$1,340.00 "
8001401,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4141 PLATE BARREL STD,"$1,340.00 "
8001402,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4142 PLATE BARREL STD,"$1,340.00 "
8001403,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4143 PLATE BARREL STD,"$1,340.00 "
8001404,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4144 PLATE BARREL STD,"$1,340.00 "
8001405,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4145 PLATE BARREL STD,"$1,636.00 "
8001406,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4146 PLATE BARREL STD,"$1,636.00 "
8001407,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4147 PLATE BARREL STD,"$1,636.00 "
8001408,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4148 PLATE BARREL STD,"$1,636.00 "
8001409,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4149 PLATE BARREL STD,"$1,636.00 "
8001410,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4150 PLATE BARREL STD,"$1,914.00 "
8001411,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4151 PLATE BARREL STD,"$2,468.00 "
8001412,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4152 PLATE BARREL STD,"$2,468.00 "
8001413,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4153 PLATE BARREL STD,"$2,468.00 "
8001414,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4154 PLATE BARREL STD,"$2,468.00 "
8001415,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4155 PLATE BARREL STD,"$1,579.00 "
8001416,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4156 PLATE BARREL STD,"$2,040.00 "
8001417,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4157 PLATE BARREL STD,"$1,579.00 "
8001418,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4159 PLATE BARREL STD,"$1,788.00 "
8001419,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4161 PLATE BARREL STD,"$2,425.00 "
8001420,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4162 PLATE BARREL STD,"$2,103.00 "
8001421,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4163 PLATE BARREL STD,"$2,425.00 "
8001422,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4164 PLATE BARREL STD,"$2,105.00 "
8001423,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4165 PLATE BARREL SHT,"$1,325.00 "
8001424,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4166 PLATE BARREL SHT,"$1,325.00 "
8001425,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4167 PLATE BARREL SHT,$872.00 
8001426,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4168 PLATE BARREL SHT,"$1,325.00 "
8001427,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4169 PLATE BARREL SHT,"$1,325.00 "
8001428,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4170 PLATE SUPRACOND,"$2,040.00 "
8001429,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4171 PLATE SUPRACONDY,"$2,173.00 "
8001430,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4172 PLATE SUPRACONDY,"$2,465.00 "
8001431,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4173 PLATE SUPRACOND,"$2,040.00 "
8001432,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4174 PLATE SUPRACONDY,"$2,173.00 "
8001433,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4175 PLATE SUPRACONDY,"$2,465.00 "
8001434,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4176 PLATE BARREL SHT,"$1,273.00 "
8001435,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4177 PLATE BARREL SHT,"$1,273.00 "
8001436,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4178 PLATE BARREL SHT,"$1,273.00 "
8001437,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4179 PLATE BARREL SHT,"$1,273.00 "
8001438,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4180 PLATE BARREL SHT,"$1,273.00 "
8001439,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-4181 PLATE BARREL 90,"$1,044.00 "
8001441,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-8692 STAPLEBNSPIKESSM,$555.00 
8001443,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-8722 STAPLE BN COCR SM,$555.00 
8001444,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129401030 CMPNT FEMRT MED,"$7,116.00 "
8001445,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129401040 CMPNT FEMRT STD,"$7,116.00 "
8001446,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129401050 CMPNT FEM CEMENT,"$7,116.00 "
8001447,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129401060 CMPNTFEMCMNTD RT,"$7,116.00 "
8001448,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129402030 CMPNT FEMLT MED,"$7,116.00 "
8001449,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129402040 CMPNT FEMLT STD,"$7,116.00 "
8001450,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129402050CMPNT FEM CEMENT,"$7,116.00 "
8001451,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129402060 CMPNTFEMCMNTD LT,"$7,116.00 "
8001452,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129403040 CMPNT FEMRT STD,"$9,890.00 "
8001453,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129403050 CMPNT FEM POR,"$9,890.00 "
8001454,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129404050 CMPNT FEM POR,"$9,890.00 "
8001455,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129405310 INSR TIBROTCOMP,"$2,879.00 "
8001456,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129405312 INSRTIB ROTCOMPL,"$2,879.00 "
8001457,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129405410 INSRTIBROTCOMPL,"$2,879.00 "
8001458,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129405412 INSRT TIB ROT,"$2,879.00 "
8001459,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129405415 INSRTIBROTCOMPL,"$2,879.00 "
8001460,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129405510 INSRTIBROT COMPL,"$2,879.00 "
8001461,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129405512 INSRTIBROTCOMPL,"$2,879.00 "
8001462,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129405610 INSRTIBROTCOMPL,"$2,879.00 "
8001463,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129405612 INSR TIB ROT,"$2,879.00 "
8001464,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129409630 PAT POROCOAT 3,"$3,771.00 "
8001465,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129409640 PAT POROCOAT 3,"$3,771.00 "
8001466,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129409650 PAT POROCOAT 3,"$3,771.00 "
8001467,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129409660 PAT POROCOAT 3,"$3,771.00 "
8001468,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129409730 PAT CEMENTED 3,"$2,774.00 "
8001469,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129409740 PAT CEMENTED 3,"$2,774.00 "
8001470,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129409750 PAT CEMENTED 3,"$2,774.00 "
8001471,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129409760 PAT CEMENTED 3,"$2,774.00 "
8001472,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129419 RESTRICTOR CEMENT,$476.00 
8001473,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129433120 CMPNT TIBTRAY,"$5,552.00 "
8001474,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129433125 CMPNT TIB TRAY,"$5,552.00 "
8001475,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129433130 CMPNT TIB TRAY,"$5,552.00 "
8001476,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129433140 CMPNT TIB TRAY,"$5,552.00 "
8001477,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129433150 CMPNT TIB TRAY,"$5,552.00 "
8001478,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129434125 CMPNT TIB TRAY,"$6,296.00 "
8001479,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129434130 CMPNT TIB TRAY,"$6,296.00 "
8001480,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129434140 CMPNT TIB TRAY,"$6,296.00 "
8001481,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129434150 CMPNT TIB TRAY,"$6,296.00 "
8001482,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129435120 CMPNT TIB TRAY,"$14,336.00 "
8001483,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129435125 CMPNT TIB TRAY,"$14,336.00 "
8001484,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,129435130 CMPNT TIB TRAY,"$14,336.00 "
