Charge Code,Charge Description, Charge Amount ,Comments
63600002,GENTAMICIN 100 MG/50 ML IN SODIUM CHLORIDE(ISO) INTRAVENOUS PIGGYBACK [10112], $57.40 ,
25000001,GENTAMICIN 200 MG IN NS 50 ML IRRIGATION [40841596], $87.80 ,
63600002,GENTAMICIN 40 MG/ML (RESPIRATORY USE ONLY) [40840441], $52.40 ,
63600002,GENTAMICIN 40 MG/ML INJECTION SOLUTION [3426], $52.40 ,
25000001,GENTAMICIN 80 MG IN 0.9% NACL (1L) IRRIGATION-ONE STEP (OR) [40840819], $67.50 ,
25000001,GENTAMICIN EYE DROPS 9.1 MG/ML [40841520], $51.10 ,
63600002,GENTAMICIN IV SYRINGE 2 MG/ML DOSE < 100 MG (NICU/PED) [500042], $57.40 ,
63600002,GENTAMICIN SULFATE (PEDIATRIC) (PF) 20 MG/2 ML INJECTION SOLUTION [124598], $63.90 ,
25000001,GI COCKTAIL ORAL SUSPENSION [40841059], $26.60 ,
25000001,GIN [40840118],,"Place holder,static, order communication, zero charge item or charge panel"
63600002,GLATIRAMER 20 MG/ML SUBCUTANEOUS SYRINGE [169658]," $3,841.60 ",
25000001,GLIMEPIRIDE 0.5 MG PARTIAL TABLET [40840261], $7.40 ,
25000001,GLIMEPIRIDE 1 MG PARTIAL TABLET [40840276], $8.40 ,
25000001,GLIMEPIRIDE 1 MG TABLET [16355], $14.60 ,
25000001,GLIMEPIRIDE 2 MG TABLET [16356], $34.90 ,
25000001,GLIMEPIRIDE 4 MG TABLET [16357], $44.50 ,
25000001,GLIPIZIDE 1.25 MG PARTIAL TABLET [40840444], $1.20 ,
25000001,GLIPIZIDE 10 MG TABLET [10116], $10.30 ,
25000001,GLIPIZIDE 2.5 MG PARTIAL TABLET [40840173], $2.60 ,
25000001,GLIPIZIDE 5 MG TABLET [10117], $4.60 ,
25000001,"GLIPIZIDE ER 2.5 MG TABLET, EXTENDED RELEASE 24 HR [37648]", $5.50 ,
25000001,"GLIPIZIDE ER 5 MG TABLET, EXTENDED RELEASE 24 HR [37649]", $5.50 ,
63600002,GLUCAGON HCL 1 MG SOLUTION FOR INJECTION [174426]," $2,762.10 ",
63600002,"GLUCARPIDASE 1,000 UNIT INTRAVENOUS SOLUTION [127625]"," $213,632.20 ",
25000001,GLUCOSAMINE SULFATE 500 MG CAPSULE [15717], $2.90 ,
25000001,GLUCOSAMINE-CHONDROITIN 500 MG-400 MG CAPSULE [21133], $4.30 ,
25000001,GLUCOSAMINE-CHONDROITIN 500 MG-400 MG TABLET [25332], $1.80 ,
25000001,GLYBURIDE 0.625 MG PARTIAL TABLET [40840262], $1.90 ,
25000001,GLYBURIDE 1.25 MG TABLET [10125], $3.80 ,
25000001,GLYBURIDE 2.5 MG TABLET [10126], $6.20 ,
25000001,GLYBURIDE 5 MG TABLET [3489], $10.50 ,
25000001,GLYBURIDE MICRONIZED 0.75 MG PARTIAL TABLET [40840263], $2.30 ,
25000001,GLYBURIDE MICRONIZED 1.5 MG PARTIAL TABLET [40840277], $4.80 ,
25000001,GLYBURIDE MICRONIZED 1.5 MG TABLET [14777], $13.90 ,
25000001,GLYBURIDE MICRONIZED 3 MG TABLET [14778], $8.20 ,
25000001,GLYCERIN (ADULT) RECTAL SUPPOSITORY [41003], $1.50 ,
25000001,GLYCERIN (CHILD) RECTAL SUPPOSITORY [76974], $10.20 ,
25000001,GLYCERIN 99.5 % TOPICAL SOLUTION [82033], $325.70 ,
25000001,GLYCERIN TOPICAL LIQUID [28813], $47.00 ,
25000001,GLYCERIN-WITCH HAZEL 12.5 %-50 % TOPICAL PADS [123171], $2.00 ,
25000001,GLYCINE 1.5 % UROLOGIC SOLUTION FOR IRRIGATION [3493], $202.50 ,
25000001,GLYCOLIC ACID 11 % TOPICAL LIQUID [27215], $2.00 ,
25000001,GLYCOPYRROLATE 0.2 MG/ML INJECTION (ONE STEP) [40840474], $151.70 ,
25000001,GLYCOPYRROLATE 0.2 MG/ML INJECTION (ONE STEP- IM) [40840569], $151.70 ,
63600002,GLYCOPYRROLATE 0.2 MG/ML INJECTION SOLUTION [3497], $219.40 ,
25000001,GLYCOPYRROLATE 0.5 MG PARTIAL TABLET [40841453], $4.50 ,
25000001,GLYCOPYRROLATE 1 MG TABLET [10130], $17.80 ,
25000001,GLYCOPYRROLATE 1 MG/5 ML (0.2 MG/ML) ORAL SOLUTION [107829], $26.60 ,
63600002,GOLIMUMAB 12.5 MG/ML INTRAVENOUS SOLUTION [166069]," $28,083.80 ",
63600002,GOSERELIN 10.8 MG SUBCUTANEOUS IMPLANT [16254]," $29,403.00 ",
63600002,GOSERELIN 3.6 MG SUBCUTANEOUS IMPLANT [10137]," $9,801.00 ",
63600002,GRANISETRON HCL 1 MG TABLET [14720], $796.80 ,
63600002,GRANISETRON HCL 1 MG/ML (1 ML) INTRAVENOUS SOLUTION [12552], $307.80 ,
63600002,GRANISETRON HCL 1 MG/ML INTRAVENOUS SOLUTION [92107]," $1,134.00 ",
25000001,GUAIFENESIN 100 MG/5 ML ORAL LIQUID [3542], $3.50 ,
25000001,"GUAIFENESIN ER 600 MG TABLET, EXTENDED RELEASE 12 HR [170874]", $5.90 ,
25000001,GUANFACINE 0.5 MG PARTIAL TABLET [40841775], $6.00 ,
25000001,GUANFACINE 1 MG TABLET [10149], $11.80 ,
25000001,"GUANFACINE ER 4 MG TABLET,EXTENDED RELEASE 24 HR [99838]", $141.70 ,
63600002,HAEMOPH B POLYSAC CONJ-MENING (PF) 7.5 MCG/0.5 ML INTRAMUSCULAR SOLN [10153], $423.00 ,
63600002,HAEMOPHILUS B POLYSACCHARID CONJ-TETANUS TOX(PF) 10 MCG/0.5 ML IM SOLN [11931], $258.00 ,
25000001,HALCINONIDE 0.1 % TOPICAL CREAM [10156]," $7,335.80 ",
25000001,HALOPERIDOL 0.25 MG PARTIAL TABLET [40840987], $2.10 ,
25000001,HALOPERIDOL 0.5 MG TABLET [3578], $4.50 ,
25000001,HALOPERIDOL 1 MG TABLET [3579], $6.30 ,
25000001,HALOPERIDOL 2 MG TABLET [3581], $8.20 ,
25000001,HALOPERIDOL 2 MG/ML ORAL CONCENTRATE [3585], $26.60 ,
25000001,HALOPERIDOL 5 MG TABLET [3583], $13.90 ,
63600002,HALOPERIDOL DECANOATE 50 MG/ML INTRAMUSCULAR SOLUTION [10163], $455.00 ,
63600002,HALOPERIDOL LACTATE 5 MG/ML INJECTION SOLUTION [3584], $97.10 ,
63600002,HEMIN 313 MG INTRAVENOUS POWDER FOR SOLUTION [10168]," $111,572.60 ",
63600002,HEMIN 350 MG INTRAVENOUS POWDER FOR SOLUTION [183567]," $117,151.20 ",
25000001,HEMODIALYSIS PATIENT [40841464],,"Place holder,static, order communication, zero charge item or charge panel"
63600002,HEP B-DP(A)T-POLIO VACC (PF) 10 MCG-25LF-25 MCG-10LF/0.5 ML IM SYRINGE [34550]," $1,236.50 ",
63600002,"HEPARIN (PORCINE) (PF) 1,000 UNIT/500 ML IN 0.9 % SODIUM CHLORIDE IV [15847]", $54.00 ,
63600002,"HEPARIN (PORCINE) 1,000 UNIT/ML INJECTION (ONE STEP) [40840524]", $151.70 ,
63600002,"HEPARIN (PORCINE) 1,000 UNIT/ML INJECTION (ONE STEP- SUBQ) [40840675]", $151.70 ,
63600002,"HEPARIN (PORCINE) 1,000 UNIT/ML INJECTION SOLUTION [10176]", $65.00 ,
63600002,"HEPARIN (PORCINE) 25,000 UNIT/500 ML (50 UNIT/ML) IN DEXTROSE 5 % IV [15845]", $94.50 ,
63600002,"HEPARIN (PORCINE) 25,000 UNIT/500 ML IN 0.45 % SODIUM CHLORIDE IV SOLN [15848]", $101.30 ,
25000001,"HEPARIN (PORCINE) 30,000 UNIT/1,000 ML IN 0.9 % SOD CHLORIDE IV [126594]", $634.50 ,
63600002,"HEPARIN (PORCINE) 5,000 UNIT/ML BOLUS INJECTION SOLN [40841267]", $70.20 ,
63600002,"HEPARIN (PORCINE) 5,000 UNIT/ML INJECTION (CRRT) [40841572]", $70.20 ,
63600002,"HEPARIN (PORCINE) 5,000 UNIT/ML INJECTION SOLUTION [10181]", $70.20 ,
25000001,HEPARIN (TPN) [162570],,"Place holder,static, order communication, zero charge item or charge panel"
63600002,HEPARIN 1 UNIT/ML IN 500 ML 0.45% NS (NICU PYXIS) [40840916]," $55,647.00 ",
63600002,HEPARIN INFUSION EKOS PROTOCOL 50-70 [40841473], $101.30 ,
63600002,HEPARIN INFUSION EKOS PROTOCOL 60-90 [40841479], $101.30 ,
63600002,HEPARIN INFUSION EKOS TWO SHEATHS 50-70 [40841474], $101.30 ,
63600002,HEPARIN INFUSION EKOS TWO SHEATHS 60-90 [40841480], $101.30 ,
63600002,HEPARIN IV SYRINGE 50 UNITS/ML (PEDS) [500636], $10.20 ,
63600002,HEPARIN LOCK FLUSH (PORCINE) 100 UNIT/ML INTRAVENOUS SOLUTION [120482], $27.20 ,
63600002,"HEPARIN, PORCINE (PF) 1 UNIT/ML INTRAVENOUS SYRINGE [82592]", $43.90 ,
63600002,"HEPARIN, PORCINE (PF) 1,000 UNIT/ML INJECTION SOLUTION [123378]", $222.60 ,
63600002,"HEPARIN, PORCINE (PF) 10 UNIT/ML INTRAVENOUS SOLUTION [123376]", $128.70 ,
63600002,"HEPARIN, PORCINE (PF) 10 UNIT/ML INTRAVENOUS SYRINGE [105460]", $9.60 ,
63600002,"HEPARIN, PORCINE (PF) 100 UNIT/ML (1 ML) INTRAVENOUS SOLUTION [123377]", $45.60 ,
63600002,"HEPARIN, PORCINE (PF) 100 UNIT/ML INTRAVENOUS SYRINGE [123373]", $9.60 ,
63600002,"HEPARIN, PORCINE (PF) 5,000 UNIT/0.5 ML INJECTION SOLUTION [126812]", $84.30 ,
63600002,HEPATITIS A AND B VIRUS VACCINE(PF)720 ELISA UNIT-20 MCG/ML IM SYRINGE [124279]," $1,632.20 ",
63600002,"HEPATITIS A VACCINE (PF) 1,440 ELISA UNIT/ML INTRAMUSCULAR SYRINGE [124113]"," $1,092.30 ",
63600002,"HEPATITIS A VIRUS VACCINE (PF) 1,440 ELISA UNIT/ML IM SUSPENSION [124627]"," $1,092.30 ",
63600002,HEPATITIS A VIRUS VACCINE (PF) 50 UNIT/ML INTRAMUSCULAR SUSPENSION [91046]," $1,099.40 ",
63600002,HEPATITIS A VIRUS VACCINE (PF) 720 ELISA UNIT/0.5 ML IM SUSPENSION [124080], $515.60 ,
63600002,HEPATITIS A VIRUS VACCINE (PF) 720 ELISA UNIT/0.5 ML IM SYRINGE [91033], $515.60 ,
63600002,HEPATITIS B IMMUNE GLOBULIN 110 UNIT/0.5 ML INTRAMUSCULAR SYRINGE [123885]," $1,085.60 ",
63600002,"HEPATITIS B IMMUNE GLOBULIN > 1,560 UNIT/5 ML INTRAMUSCULAR SOLUTION [91047]"," $10,860.00 ",
63600002,HEPATITIS B IMMUNE GLOBULIN GREATR THAN 312 UNIT/ML INTRAMUSCULAR SOLN [10183]," $2,479.90 ",
63600002,HEPATITIS B IMMUNE GLOBULIN-MALTOSE >312 UNIT/ML (5 ML) INJECTION SOLN [123461]," $10,368.00 ",
63600002,HEPATITIS B IMMUNE GLOBULIN-MALTOSE >312 UNIT/ML INJECTION SOLUTION [88654]," $2,369.20 ",
25000001,HEPATITIS B VIRUS VACCINE RECOMB (PF) 10 MCG/0.5 ML IM SYRINGE [124048], $371.40 ,
63600002,HEPATITIS B VIRUS VACCINE RECOMB (PF) 10 MCG/0.5 ML INTRAMUSCULAR SUSP [124049], $371.40 ,
25000001,HEPATITIS B VIRUS VACCINE RECOMB (PF) 10 MCG/ML INTRAMUSCULAR SUSP [125035]," $1,007.10 ",
63600002,HEPATITIS B VIRUS VACCINE RECOMB (PF) 20 MCG/ML INTRAMUSCULAR SUSP [124052], $925.50 ,
63600002,HEPATITIS B VIRUS VACCINE RECOMB (PF) 20 MCG/ML INTRAMUSCULAR SYRINGE [123992], $925.50 ,
25000001,HEPATITIS B VIRUS VACCINE RECOMB (PF) 5 MCG/0.5 ML INTRAMUSCULAR SUSP [125036], $386.00 ,
25000001,HETASTARCH IN LACT ELECTROLYTE 6 % INTRAVENOUS SOLUTION [25531]," $1,053.00 ",
25000001,HIV PEP KIT [163453], $1.00 ,
25000001,HOMATROPINE 5 % EYE DROPS [3664], $598.80 ,
63600002,HUM PROTHROMBIN CPLX (PCC) 4FACTOR 500 UNIT (400-620 UNIT) IV SOLUTION [170953]," $14,647.50 ",
63600002,"HUM PROTHROMBIN CPLX(PCC)4FACT 1,000 UNIT (800-1,240 UNIT) IV SOLUTION [171302]"," $29,295.00 ",
63600002,HUMAN PROTHROMBIN COMPLEX (WRAPPER FOR MIXTURES) [40841770]," $14,647.50 ",
63600002,HYALURONIDASE (OVINE) 200 UNIT/ML INJECTION SOLUTION [40449]," $1,519.20 ",
63600002,"HYALURONIDASE, HUMAN RECOMBINANT 150 UNIT/ML INJECTION SOLUTION [76338]", $904.00 ,
63600002,HYDRALAZINE 0.5MG/ML IV PYXIS [40841049]," $2,844.80 ",
25000001,HYDRALAZINE 10 MG TABLET [3698], $5.60 ,
25000001,HYDRALAZINE 12.5 MG PARTIAL TABLET [40840176], $4.30 ,
25000001,HYDRALAZINE 2.5 MG PARTIAL TABLET [40841711], $1.50 ,
63600002,HYDRALAZINE 20 MG/ML INJECTION SOLUTION [3697], $194.40 ,
25000001,HYDRALAZINE 25 MG TABLET [3700], $6.90 ,
25000001,HYDRALAZINE 4 MG/ML ORAL SUSPENSION [40841721], $26.60 ,
25000001,HYDRALAZINE 5 MG PARTIAL TABLET [40840265], $2.90 ,
25000001,HYDRALAZINE 50 MG TABLET [3701], $7.70 ,
25000001,HYDRALAZINE 6.25 MG PARTIAL TABLET [40840266], $2.20 ,
25000001,HYDROCHLOROTHIAZIDE 12.5 MG TABLET [76988], $11.20 ,
25000001,HYDROCHLOROTHIAZIDE 25 MG TABLET [3720], $1.20 ,
25000001,HYDROCHLOROTHIAZIDE 50 MG TABLET [3721], $2.30 ,
25000001,HYDROCHLOROTHIAZIDE 6.25 MG PARTIAL TABLET [40840170], $5.70 ,
25000001,HYDROCHLOROTHIAZIDE/SPIRONOLACTONE 5 MG-5 MG/ML ORAL SUSPENSION [40841392], $26.60 ,
25000001,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET [28384], $16.40 ,
25000001,HYDROCODONE 10 MG-CHLORPHENIRAMINE 8 MG/5 ML ORAL SUSP EXTEND.REL 12HR [106413], $26.60 ,
25000001,HYDROCODONE 2.5 MG-ACETAMINOPHEN 162.5 MG PARTIAL TABLET [40840194], $3.70 ,
25000001,HYDROCODONE 5 MG-ACETAMINOPHEN 162.5 MG PARTIAL TABLET [40840003], $3.80 ,
25000001,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET [34505], $10.80 ,
25000001,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET [34544], $12.00 ,
25000001,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG/15 ML ORAL SOLUTION [37848], $26.60 ,
25000001,HYDROCODONE 7.5 MG-IBUPROFEN 200 MG TABLET [35613], $15.50 ,
25000001,HYDROCODONE-HOMATROPINE 5 MG-1.5 MG/5 ML (5 ML) SYRUP [160621], $26.60 ,
25000001,HYDROCODONE-HOMATROPINE 5 MG-1.5 MG/5 ML SYRUP [3724], $26.60 ,
25000001,HYDROCORTISONE (PF) 1 MG/ML ORAL SOLUTION [40840121], $26.60 ,
25000001,HYDROCORTISONE 0.5 % TOPICAL CREAM [3725], $43.70 ,
25000001,HYDROCORTISONE 0.5 % TOPICAL OINTMENT [3730], $53.60 ,
25000001,HYDROCORTISONE 1 % LOTION [3728], $199.30 ,
25000001,HYDROCORTISONE 1 % TOPICAL CREAM [3726], $87.50 ,
25000001,HYDROCORTISONE 1 % TOPICAL CREAM PACKET [118687], $4.90 ,
25000001,HYDROCORTISONE 1 % TOPICAL OINTMENT [3731], $97.30 ,
25000001,HYDROCORTISONE 1 %-PRAMOXINE 1 % RECTAL FOAM [28849]," $2,308.00 ",
25000001,HYDROCORTISONE 1.25 MG PARTIAL TABLET [40841606], $1.20 ,
25000001,HYDROCORTISONE 10 MG TABLET [3733], $27.10 ,
25000001,HYDROCORTISONE 100 MG/60 ML ENEMA [10210], $163.70 ,
25000001,HYDROCORTISONE 2.5 % TOPICAL CREAM [3727], $973.70 ,
25000001,HYDROCORTISONE 2.5 % TOPICAL OINTMENT [3732], $148.50 ,
25000001,HYDROCORTISONE 2.5 MG PARTIAL TABLET [40840268], $2.40 ,
25000001,HYDROCORTISONE 5 MG TABLET [10209], $4.60 ,
63600002,HYDROCORTISONE 50 MG/ML IV SYRINGE (PEDS) [500667], $217.70 ,
25000001,HYDROCORTISONE ACETATE 10 % (80 MG) RECTAL FOAM [19732]," $6,450.90 ",
25000001,HYDROCORTISONE ACETATE 25 MG RECTAL SUPPOSITORY [3738], $194.80 ,
63600002,HYDROCORTISONE SOD SUCCINATE (PF) 100 MG/2 ML SOLUTION FOR INJECTION [126323], $217.70 ,
63600002,HYDROCORTISONE SODIUM SUCCINATE 100 MG SOLUTION FOR INJECTION [116879], $161.10 ,
25000001,HYDROCORTISONE-ACETIC ACID 1 %-2 % EAR DROPS [24385]," $2,746.40 ",
25000001,HYDROCORTISONE-PRAMOXINE 1 %-1 % TOPICAL FOAM [11105]," $1,310.80 ",
25000001,HYDROCORTISONE-PRAMOXINE 2.5 %-1 % RECTAL CREAM [28848]," $2,122.20 ",
25000001,HYDROGEN PEROXIDE 3 % SOLUTION [3752], $11.20 ,
63600002,HYDROMORPHONE (DILAUDID) (PF) - OPIOID NAIVE - ONE STEP  SEDATION [40840893], $56.60 ,
63600002,HYDROMORPHONE (DILAUDID) (PF) - OPIOID TOLERANT - ONE STEP - SEDATION [40840894], $56.60 ,
63600002,HYDROMORPHONE (PF) 10 MG/ML INJECTION (ONE STEP) [40840525], $151.70 ,
63600002,HYDROMORPHONE (PF) 10 MG/ML INJECTION (ONE STEP-EPIDURAL) [40840676], $151.70 ,
63600002,HYDROMORPHONE (PF) 10 MG/ML INJECTION SOLUTION [10224], $56.60 ,
25000001,HYDROMORPHONE 0.5 MG PARTIAL TABLET [40840269], $1.70 ,
63600002,HYDROMORPHONE 0.5 MG/0.5 ML INJECTION SYRINGE [165734], $53.50 ,
63600002,HYDROMORPHONE 0.5 MG/ML SYRINGE [40840943], $5.90 ,
25000001,HYDROMORPHONE 1 MG PARTIAL TABLET [40840270], $3.30 ,
63600002,HYDROMORPHONE 1 MG/ML INJECTION SYRINGE [119834], $41.50 ,
25000001,HYDROMORPHONE 1 MG/ML ORAL LIQUID [10225], $26.60 ,
25000001,HYDROMORPHONE 2 MG TABLET [3760], $6.50 ,
63600002,HYDROMORPHONE 2 MG/ML INJECTION SOLUTION [3758], $23.40 ,
63600002,HYDROMORPHONE 2 MG/ML INJECTION SYRINGE [118595], $44.40 ,
25000001,HYDROMORPHONE 3 MG RECTAL SUPPOSITORY [10227], $165.70 ,
63600002,HYDROMORPHONE 30 MG/30 ML IN 0.9 % SOD. CHLORIDE PCA INTRAVENOUS SOLN [123831], $696.60 ,
25000001,HYDROMORPHONE 4 MG TABLET [3761], $9.70 ,
25000001,HYDROMORPHONE 6 MG/30 ML IN 0.9 % SODIUM CHLORIDE PCA INTRAVENOUS SOLN [30600], $611.60 ,
25000001,HYDROMORPHONE 8 MG TABLET [10226], $18.70 ,
25000001,"HYDROMORPHONE ER 12 MG TABLET,EXTENDED RELEASE 24 HR [103927]", $274.20 ,
25000001,"HYDROMORPHONE ER 8 MG TABLET,EXTENDED RELEASE 24 HR [103926]", $182.80 ,
,HYDROMORPHONE PICU BOLUS FROM SYRINGE PUMP [40841744], $-   ,"Place holder,static, order communication, zero charge item or charge panel"
25000001,HYDROXOCOBALAMIN 5 GRAM INTRAVENOUS SOLUTION [111437]," $11,583.00 ",
25000001,HYDROXYCHLOROQUINE 100 MG PARTIAL TABLET [40840271], $7.50 ,
25000001,HYDROXYCHLOROQUINE 200 MG TABLET [10235], $55.20 ,
25000001,HYDROXYETHYL STARCH 130/0.4  6 % IN 0.9 % NACL INTRAVENOUS SOLUTION [92837]," $1,242.00 ",
63600002,HYDROXYPROGESTERONE CAPROATE (PREGNANCY PRESERVING) 250 MG/ML IM OIL [177062]," $55,890.00 ",
25000001,HYDROXYUREA 100 MG/ML ORAL SUSPENSION [40840123], $26.60 ,
63600002,HYDROXYUREA 500 MG CAPSULE [10236], $19.90 ,
25000001,HYDROXYZINE HCL 10 MG TABLET [3772], $3.80 ,
25000001,HYDROXYZINE HCL 10 MG/5 ML ORAL SOLUTION [3771], $26.60 ,
25000001,HYDROXYZINE HCL 12.5 MG PARTIAL TABLET [40840722], $3.80 ,
25000001,HYDROXYZINE HCL 25 MG TABLET [3774], $5.40 ,
63600002,HYDROXYZINE HCL 25 MG/ML INTRAMUSCULAR SOLUTION [3769], $326.70 ,
25000001,HYDROXYZINE HCL 5 MG PARTIAL TABLET [40840279], $4.30 ,
63600002,HYDROXYZINE HCL 50 MG/ML INTRAMUSCULAR SOLUTION [3770], $360.50 ,
25000001,HYOSCYAMINE 0.125 MG DISINTEGRATING TABLET [29822], $3.50 ,
25000001,HYOSCYAMINE 0.125 MG SUBLINGUAL TABLET [17023], $14.80 ,
25000001,HYOSCYAMINE 0.125 MG/5 ML ORAL ELIXIR [3781], $26.60 ,
25000001,HYOSCYAMINE 0.125 MG/ML ORAL DROPS [3782], $26.60 ,
25000001,"HYOSCYAMINE ER 0.375 MG TABLET,EXTENDED RELEASE,12 HR [17010]", $22.30 ,
25000001,HYOSCYAMINE SULFATE 0.125 MG TABLET [3783], $11.50 ,
25000001,HYPROMELLOSE 2 % INTRAOCULAR SYRINGE [29834], $808.00 ,
25000001,HYPROMELLOSE 2.5 % EYE DROPS [38092], $151.10 ,
25000001,IBANDRONATE 150 MG TABLET [41063]," $2,702.80 ",
63600002,IBANDRONATE 3 MG/3 ML INTRAVENOUS SYRINGE [110306]," $8,543.90 ",
25000001,IBUPROFEN 100 MG/5 ML ORAL SUSPENSION [10246], $26.60 ,
25000001,IBUPROFEN 200 MG TABLET [3841], $0.80 ,
25000001,IBUPROFEN 400 MG TABLET [3843], $3.00 ,
25000001,IBUPROFEN 600 MG TABLET [3844], $4.20 ,
25000001,IBUPROFEN LYSINE (PF) 20 MG/2 ML INTRAVENOUS SOLUTION [76780]," $6,577.20 ",
63600002,IBUTILIDE FUMARATE 0.1 MG/ML INTRAVENOUS SOLUTION [100740]," $7,326.80 ",
63600002,IDARUBICIN 1 MG/ML INTRAVENOUS SOLUTION [88241]," $1,720.20 ",
25000001,IDARUCIZUMAB 2.5 GRAM/50 ML INTRAVENOUS SOLUTION [176454]," $28,350.00 ",
63600002,IFOSFAMIDE 3 GRAM INTRAVENOUS SOLUTION [10249]," $1,742.20 ",
25000001,ILOPERIDONE 2 MG TABLET [99454], $294.30 ,
25000001,ILOPERIDONE 6 MG TABLET [99456], $362.10 ,
25000001,IMATINIB 100 MG TABLET [32979]," $1,517.00 ",
25000001,IMATINIB 40 MG/ML ORAL SUSPENSION [40840124], $26.60 ,
25000001,IMATINIB 400 MG TABLET [36092]," $4,919.50 ",
63600002,IMIGLUCERASE 400 UNIT INTRAVENOUS SOLUTION [26431]," $25,693.20 ",
63600002,IMIPENEM-CILASTATIN 250 MG INTRAVENOUS SOLUTION [9602], $80.90 ,
63600002,IMIPENEM-CILASTATIN 500 MG INTRAVENOUS SOLUTION [9603], $529.00 ,
25000001,IMIPRAMINE 10 MG TABLET [3860], $5.90 ,
25000001,IMIPRAMINE 25 MG TABLET [3861], $9.70 ,
25000001,IMIQUIMOD 5 % TOPICAL CREAM PACKET [20718], $248.40 ,
63600002,IMMUN GLOB G 10 GRAM/50 ML(20 %)-PRO-IGA 0-50 MCG/ML SUBCUTANEOUS SOLN [168583]," $12,499.20 ",
63600002,IMMUN GLOB G 2 GRAM/10 ML(20 %)-PROL-IGA 0-50 MCG/ML SUBCUTANEOUS SOLN [108091]," $2,499.90 ",
63600002,IMMUN GLOB G 4 GRAM/20 ML(20 %)-PROL-IGA 0-50 MCG/ML SUBCUTANEOUS SOLN [108092]," $4,999.70 ",
63600002,IMMUNE GLOB G 1 GRAM/5 ML(20 %)-PROL-IGA 0-50 MCG/ML SUBCUTANEOUS SOLN [108090]," $1,250.00 ",
63600002,IMMUNE GLOB G 10 GRAM/100 ML(10%)-GLY-IGA AVE 46 MCG/ML INJECTION SOLN [126737]," $7,483.40 ",
63600002,IMMUNE GLOB G 2.5 GRAM/25 ML(10%)-GLY-IGA AVE 46 MCG/ML INJECTION SOLN [126735]," $1,995.40 ",
63600002,IMMUNE GLOB G 20 GRAM/200 ML(10%)-GLY-IGA AVE 46 MCG/ML INJECTION SOLN [126738]," $14,966.80 ",
63600002,"IMMUNE GLOB,GAMM(IGG) 5 %-SORB-IGA 0 TO 50 MCG/ML INTRAVENOUS SOLUTION [174671]"," $3,282.30 ",
63600002,"IMMUNE GLOB,GAMMA (IGG) 10 %-GLY-IGA OVER 50 MCG/ML INJECTION SOLUTION [174676]"," $4,512.70 ",
63600002,"IMMUNE GLOB,GAMMA(IGG) 15 %-18 % RANGE-GLYCINE INTRAMUSCULAR SOLUTION [175045]", $319.50 ,
63600002,"IMMUNE GLOB,GAMMA(IGG) 5 GRAM-GLY-GLUC-IGA 0 TO 50 MCG/ML IV SOLUTION [175056]"," $3,989.40 ",
63600002,IMMUNE GLOBU G 5 GRAM/50 ML(10 %)-GLY-IGA AVE 46 MCG/ML INJECTION SOLN [126736]," $3,741.70 ",
63600002,IMMUNE GLOBULIN (HUMAN) (IGG) 10 % INTRAVENOUS SOLUTION (PRIVIGEN) [40841283]," $4,341.00 ",
25000001,INDAPAMIDE 0.625 MG PARTIAL TABLET [40840280], $9.70 ,
25000001,INDAPAMIDE 1.25 MG TABLET [10264], $19.20 ,
25000001,INDAPAMIDE 2.5 MG TABLET [3879], $11.30 ,
25000001,INDIGOTINDISULFONATE SODIUM 8 MG/ML (0.8 %) INJECTION SOLUTION [116619], $116.70 ,
25000001,INDIGOTINDISULFONATE SODIUM 8 MG/ML INJ - ONE STEP (OR) [40840665], $116.70 ,
25000001,INDINAVIR 400 MG CAPSULE [16645], $41.20 ,
25000001,INDOCYANINE GREEN 25 MG SOLUTION FOR INJECTION [10266]," $1,430.90 ",
25000001,INDOMETHACIN 1 MG INTRAVENOUS SOLUTION [10267]," $8,568.90 ",
25000001,INDOMETHACIN 25 MG CAPSULE [3897], $5.50 ,
25000001,INDOMETHACIN 50 MG CAPSULE [3898], $8.60 ,
25000001,INDOMETHACIN 50 MG RECTAL SUPPOSITORY [3901]," $1,377.00 ",
25000001,"INDOMETHACIN ER 75 MG CAPSULE,EXTENDED RELEASE [14628]", $40.60 ,
25000001,"INFANT FORM.IRON,HUMAN MILK FORT 0.275 GRAM-3.5 KCAL/0.71 GRAM PWD PKT [172210]", $17.40 ,
63600002,INFLIXIMAB 100 MG INTRAVENOUS SOLUTION [23796]," $18,918.70 ",
63600002,INFLIXIMAB-DYYB 100 MG INTRAVENOUS SOLUTION [180889]," $15,329.80 ",
63600002,INSULIN ASPAR PROT-INSULIN ASPART 100 UNIT/ML (70-30) SUBCUTANEOUS PEN [33666]," $1,724.40 ",
63600002,INSULIN ASPART 100 UNIT/ML SUBQ SOLN (INSULIN PUMP FILL) [40841184]," $4,464.50 ",
63600002,INSULIN ASPART U-100  100 UNIT/ML SUBCUTANEOUS PEN [120309]," $1,724.40 ",
63600002,INSULIN ASPART U-100  100 UNIT/ML SUBCUTANEOUS SOLUTION [28534]," $4,464.50 ",
