HOSPITAL NAME:   FOOTHILLS REGIONAL MEDICAL CENTER,,,,
OSHPD ID:   106301357,,,,
EFFECTIVE DATE OF SERVICE:   06-01-2018,,,,
,,,,
,,,,
Fac,Charge #,Description,Price,GL Key
513,46302238, INJECT BLADDER RETRO UR        ,231,4630
513,46302246, INJECT CHOLE THRU EXST CATH    ,139,4630
513,46302253, INJECT ELBOW XRAY              ,370,4630
513,46302261, INJECT F/CYSTO OR VCUG         ,296,4630
513,46302279, INJECT HIP XRAY                ,462,4630
513,46302287, INJECT KIDNEY XRAY             ,1091,4630
513,46302295, INJECT KNEE ARTH               ,242,4630
513,46302303, INJECT LIVER XRAY              ,174,4630
513,46302311, INJECT LUMBAR OR SACRAL        ,1527,4630
513,46302329, INJECT LUMBAR/SACRL ADD LVL    ,1371,4630
513,46302337, INJECT MYELOGRAM               ,370,4630
513,46302345, INJECT PENIS STUDY             ,370,4630
513,46302352, INJECT SHOULDER XRAY/CT/MRI    ,492,4630
513,46302360, INJECT SINUS TRACT XRAY        ,215,4630
513,46302378, INJECT SPINE DISK LMBR         ,278,4630
513,46302386, INJECT UTERUS/TUBE XRAY        ,278,4630
513,46302394, INJECT WRIST XRAY              ,278,4630
513,46302402, INSERT BILE DUCT DRAIN         ,2069,4630
513,46302410, INSERT CATH BILE DUCT          ,3002,4630
513,46302428, INSERT CATH PLEURA W/O IMAGING ,1290,4630
513,46302436, INSERT CV CATH NO PRT 5>       ,2584,4630
513,46302444, INSERT NONTUNNL CV CTH 5>      ,2584,4630
513,46302451, INSERT URETERAL TUBE           ,1663,4630
513,46302469, INTRO LONG GI TUBE             ,433,4630
513,46302477, PERC NEPH/PYELO 0-2CM          ,2771,4630
513,46302485, PERC VERTPLSTY 1BDY T          ,1650,4630
513,46302493, REMOVAL TUNNELED CVC W/O PORT  ,1239,4630
513,46302501, REPOS CV CATH W/FLURO          ,640,4630
513,46302519, REPOS GI TUBE THRU DUODN       ,185,4630
513,46302527, SPINAL PUNCTURE LUMBAR         ,347,4630
513,46302535, TRANSCATHETER OCCLUSION        ,1847,4630
513,46302543, FLUOROSCOPY SPINE              ,1453,4630
513,46302550, FEMUR 2 VW MIN                 ,703,4630
513,46302568, UPPER GI WO KUB                ,555,4630
513,46302576, UPPER GI W/KUB                 ,733,4630
513,46302584, UPPER GI W/AGENT WO KUB        ,733,4630
513,46302592, UPPER GI W/AGENT W/SMALL INT   ,970,4630
513,46302600, SMALL BOWL SERIES VIA ENT TUBE ,1986,4630
513,46302618, RAD PROC LEVEL I UP TO 1ST HR  ,2500,4630
513,46302626, RAD PROC LEVEL I EA ADDT 15MIN ,625,4630
513,46302634, RAD PROC LEVEL II UP TO 1ST HR ,4000,4630
513,46302642, RAD PROD LEVEL II EA ADD 15MIN ,1000,4630
513,46307716, XR CHEST; 3 VIEWS              ,407,4630
513,46510004, BONE SCAN LTD                  ,1540,4650
513,46510020, BONE SCAN WHOLE BODY           ,3112,4650
513,46510087, TUMOR LOOCALIZE WHOLE BODY     ,3512,4650
513,46510103, GI BLOOD LOSS                  ,2543,4650
513,46510137, KIDNEY SCAN W/ VASCULAR FLOW   ,2050,4650
513,46510152, RENAL GRAM                     ,2360,4650
513,46510178, LIVER/SPLEEN W/ FLOW           ,2335,4650
513,46510202, LUNG PERFUSION W/VENT          ,2464,4650
513,46510210, LUNG PERFUSION                 ,2790,4650
513,46510244, MECKLES DIVERTICULUM           ,2462,4650
513,46510269, MYOCARDIAL SCAN QUAN           ,2050,4650
513,46510384, TESTICULAR SCAN W/VASCULR FLOW ,1834,4650
513,46510392, GALLIUM 67 CITRATE             ,437,4650
513,46510442, INDIUM 111 OXINE               ,1224,4650
513,46510459, BONE SCAN  3 PHASE             ,2760,4650
513,46510475, TC MAG 3                       ,1243,4650
513,46510491, THYROID UPTAKE & SCAN SGL      ,1477,4650
513,46510525, PARATHYROID PLANAR IMAGING     ,1640,4650
513,46510582, LUNG VENTILATION               ,1920,4650
513,46510632, GALLIUM SCAN MULTI             ,1289,4650
513,46510657, IODINE - 123 CAPSULE           ,458,4650
513,46510673, TC MDP                         ,457,4650
513,46510772, TC SULFUR COLLOID              ,458,4650
513,46510780, TC MAA                         ,457,4650
513,46510848, SESTAMIBI 30 MCI               ,392.5,4650
513,46510855, TC CHOLETEC                    ,457,4650
513,46510939, INDIUM WHITE CELL SCAN         ,3607,4650
513,46510970, HIDA (HEPATOBILLARY) SCAN      ,2258,4650
513,46511069, TC HEPATOLITE                  ,143,4650
513,46511077, MUGA  CARDIAC BLOOD POOL 1MG   ,1274,4650
513,46511093, TC - DTPA                      ,457,4650
513,46511101, TC - ULTRATAG                  ,211,4650
513,46511127, TC HDP                         ,232,4650
513,46511135, BRAIN IMAGING  MIN 4VW         ,1312,4650
513,46511143, GASTRIC EMPTYING SOLID/LIQUID  ,2493,4650
513,46511150, NM-THYROID UPTAKE MEASUREMENT  ,1975,4650
513,46511168, NM-THYROID IMAGING W BLOOD FLO ,1975,4650
513,46511176, NM-THYROID UPTAKE W/BLOOD FLOW ,1975,4650
513,46511184, NM MYOCARD PERF SPCT SNGL      ,6389,4650
513,46511192, NM MYOCARD PERF PLANAR SNGL    ,6389,4650
513,46511200, NM MYOCARD PERF PLNR MULTI     ,6389,4650
513,46600003, MRI ABDOMEN W/O CONT.          ,4473,4660
513,46600011, MRI BRAIN W/CONT.              ,5078,4660
513,46600029, MRI BRAIN W/O CONT.            ,4629,4660
513,46600037, MRI BRAIN W/O & W/CONT.        ,5929,4660
513,46600086, MRI C/SPINE W/O CONT.          ,4473,4660
513,46600094, MRI C/SPINE W/CONT.            ,4906,4660
513,46600102, MRI C/SPINE W/O & W/CONT.      ,5728,4660
513,46600110, MRI CHEST W/O CONT.            ,5078,4660
513,46600136, MRI L/SPINE W/O CONT.          ,4629,4660
513,46600144, MRI L/SPINE W/CONT.            ,4906,4660
513,46600169, MRI ORBIT FACE NECK W/O CONT.  ,4473,4660
513,46600177, MRI PELVIS W/CONT.             ,4906,4660
513,46600185, MRI T/SPINE W/O CONT.          ,4473,4660
513,46600193, MRI T/SPINE W/CONT.            ,5078,4660
513,46600219, MRI UPPER EXT JOINT W&W/O CONT ,5728,4660
513,46600227, MRI UPPER EXT JOINT W/O CONT   ,4730,4660
513,46600235, MRI LOWER EXT W&W/O CONT NO JT ,5929,4660
513,46600243, MRI LOWER EXT ANY JT W/O CONT  ,4629,4660
513,46600250, MRI ABDOMEN W/CONT.            ,4906,4660
513,46600268, MRI ABDOMEN W & W/O CONT.      ,5929,4660
513,46600276, MRI ORBIT FACE NECK W/CONT.    ,4906,4660
513,46600284, MRI ORBIT FACE NECK W&W/O CONT ,5728,4660
513,46600292, MRI CHEST W/CONT.              ,4906,4660
513,46600300, MRI CHEST W & W/O CONT.        ,5728,4660
513,46600318, MRI PELVIS W/O CONT.           ,4629,4660
513,46600326, MRI PELVIS W & W/O CONT.       ,5728,4660
513,46600334, MRI UPPER EXT NO JT W/O CONT   ,4473,4660
513,46600359, MRI UPPER EXT JOINT W/CONT     ,5085,4660
513,46600391, MRI LOWER EXT JOINT W/CONT     ,5929,4660
513,46600409, MRI LOWER EXT JOINT W&W/O CONT ,5929,4660
513,46600417, GANDOLINIUN (CONTRAST)         ,691,4660
513,46600466, MRI SP THOR W/WO CM            ,4312,4660
513,46600474, MRI MRA-HEAD                   ,4950,4660
513,46600573, MRI MRA-NECK                   ,4950,4660
513,46600847, MRI LOW EXT/NO JOINT WO IV CON ,2500,4660
513,46600888, MRI SP LUMB W/WO CONT          ,5390,4660
513,46600896, MRI UE NO JNT W/CONTRAST       ,3163,4660
513,46600904, MRI UE NO JNT W W/O            ,3850,4660
513,46600912, MRI LE NO JNT W/CONTRAST       ,3163,4660
513,46600920, MRI GUIDANCE NEEDLE PLACEMENT  ,2116,4660
513,46604435, MRA HEAD W/CONTRAST            ,3542,4660
513,46604443, MRA HEAD WO/W CONTRAST         ,4312,4660
513,46604450, MRA NECK W/CONT                ,3340,4660
513,46604468, MRA NECK WO/W CONTRAST         ,4066,4660
513,46604476, MRA SPINE W W/O                ,2904,4660
513,46604484, MRA U/E W/WO CONT              ,3080,4660
513,46604492, MRA ABDOMEN W CONT             ,2530,4660
513,46604500, MRA ABDOMEN WO CONT            ,2200,4660
513,46604518, MRA ABDOMEN WO/W CONT          ,3080,4660
513,46604526, MRI BRST UNI W CONT            ,1584,4660
513,46604534, MRI BRST UNI WO CONT           ,1347,4660
513,46604542, MRI BRST UNI WO/W CONT         ,1885,4660
513,46604559, MRI BRST BIL W CONT            ,2200,4660
513,46604567, MRI BRST BIL WO CONT           ,1870,4660
513,46604575, MRI BRST BIL WO/W CONT         ,2618,4660
513,46604583, MRA CHEST W CONT               ,2530,4660
513,46604591, MRA CHEST WO CONT              ,2200,4660
513,46604609, MRA CHEST WO/W CONT            ,3080,4660
513,46604617, MRA LWR EXT W CONT             ,2304,4660
513,46604625, MRA LWR EXT WO CONT            ,2004,4660
513,46604633, MRA LWR EXT WO/W CONT          ,3340,4660
513,46604641, MRA PELVIS WITH CONT           ,2530,4660
513,46604658, MRA PELVIS WO/W CONT           ,3080,4660
513,46604666, MRCP                           ,3718,4660
513,46700001, ABDOMINAL ULTRSOUND            ,1475,4670
513,46700035, OB/FETAL AGE (>/= 14WKS)       ,975,4670
513,46700043, BIOPSY W/ULTRASOUND GUIDANCE   ,975,4670
513,46700050, AORTA ULTRASOUND               ,1475,4670
513,46700076, GALLBLADDER ULTRASOUND         ,975,4670
513,46700084, LIVER ULTRSOUND                ,975,4670
513,46700092, PANCRES ULTRSOUND              ,1475,4670
513,46700100, PELVIS ULTRASOUND              ,1475,4670
513,46700118, PLACENTA LOCALIZATION          ,975,4670
513,46700126, TRANSRECTAL ULTRASOUND         ,1475,4670
513,46700159, RENAL ULTRASOUND               ,975,4670
513,46700175, THYROID ULTRSOUND HEAD/NECK    ,975,4670
513,46700183, TESTICULAR ULTRASOUND          ,975,4670
513,46700191, US BREAST UNILATERAL COMPLETE  ,975,4670
513,46700225, TRANSVAGINAL ULTRASOUND        ,1475,4670
513,46700233, EXTREMITY ULTRASOUND           ,975,4670
513,46700258, RT LOWER QUAD                  ,975,4670
513,46700266, OB/FETAL AGE (< 14WKS)         ,975,4670
513,46700274, THORACENTESIS                  ,1475,4670
513,46700290, RENAL BIOPSY                   ,975,4670
513,46700316, CHEST                          ,975,4670
513,46700357, FETAL BIOPHYSICAL PROFILE      ,208,4670
513,46700373, ABDOMIANL ORGAN DUPLEX         ,2812,4670
513,46700415, ARTERIAL UPPER-EXTEMITY        ,1156,4670
513,46700431, ARTERIAL LOWER-EXTREMITY       ,1197,4670
513,46700449, US PARACENTESIS ABD            ,975,4670
513,46700456, CAROTID DOPPLER                ,440,4670
513,46700514, CAROTID FLOW                   ,1159,4670
513,46700555, DUPLEX AORTIC SCAN             ,2212,4670
513,46700563, US RETROPERITONEAL LTD         ,971,4670
513,46700621, US ABDOMEN LTD/QUAD/FU         ,1095,4670
513,46700662, US AORTA/RENAL/RETROPER COMPL  ,1229,4670
513,46700670, US/AORTA/RENAL/RETROPER LTD    ,971,4670
513,46700746, US XTR NON-VASC LMTD           ,975,4670
513,46700753, US XTR NON-VASC COMPLETE       ,1475,4670
513,46700761, US GUIDE VASCULAR ACCESS       ,1475,4670
513,46700779, US BREAST UNILATERAL LTD       ,975,4670
513,46700787, PARACENTESIS                   ,1877,4670
513,46700795, US THORANCENTESIS TUBE INSERT  ,924,4670
513,46700803, US ASPIR BREAST CYST           ,924,4670
513,46700811, US BX BREAT NDL GUIDED         ,924,4670
513,46700829, US ASPIR BREAST CYST ADD       ,504,4670
513,46700837, US BX CHEST LINING NDL         ,924,4670
513,46700845, US BX LUNG/MEDIASTN PERC ND    ,693,4670
513,46700852, US BX MUSCLE PERC NDL          ,1386,4670
513,46700860, US BX LIVER PERC NDL           ,924,4670
513,46700878, US BX PANCREAS PERC NDL        ,924,4670
513,46700886, US BX ABD/RETROPER PERC NDL    ,924,4670
513,46700894, US BX RENAL PERC NDL           ,1155,4670
513,46700902, US BX PROSTATE NDL             ,924,4670
513,46700910, US BX THYROID PERC NDL         ,1155,4670
513,46700928, US ASPRIATE PLEURA W/IMAGING   ,1155,4670
513,46700936, US INSERT CATH PLEURA W IMAGIN ,1290,4670
513,46700944, US PELVIS/RENAL CYST ASP       ,924,4670
513,46700951, US UPR/LXTR ART STDY 3+LVLS    ,953,4670
513,46700969, US LWR XTR VASC STDY BILAT     ,953,4670
513,46700977, ARTERIAL UP/LOW EXT(ABI)SINGLE ,600,4670
513,46700985, ARTERIAL UP/LOW EXT(ABI)MULTI  ,750,4670
513,46800017, CT SCAN ABD W/WO CONT          ,3568,4680
513,46800025, CT SCAN ABD W/CONT             ,3621,4680
513,46800033, CT SCAN ABD W/O CONT.          ,3090,4680
513,46800041, CT SCAN CHEST W/CONT.          ,3408,4680
513,46800058, CT SCAN CHEST W/O CONT.        ,2732,4680
513,46800066, CT SCAN CHEST W/WO CONT.       ,3727,4680
513,46800074, CT SCAN HEAD W/WO CONT         ,3568,4680
513,46800082, CT SCAN HEAD W/CONT.           ,3209,4680
513,46800090, CT SCAN HEAD W/O CONT.         ,2732,4680
513,46800116, CT SCAN MASTOID W/O CONT.      ,2732,4680
513,46800124, CT SCAN PELVIS W/CONT.         ,3603,4680
513,46800157, CT SCAN L/SPINE W/O CONT.      ,2732,4680
513,46800173, CT SCAN T/SPINE W/O CONT.      ,2732,4680
513,46800207, CT NEEDLE BIOPSY               ,2399,4680
513,46800215, CT SCAN NECK W/O CONT.         ,2732,4680
513,46800223, CT SCAN NECK W/CONT.           ,3209,4680
513,46800231, CT PELVIS W/WO CONT            ,3568,4680
513,46800256, CT SCAN C/SPINE W/O CONT.      ,2732,4680
513,46800298, CT SCAN ORB/SEL/IAC W/O CONT   ,2732,4680
513,46800314, CT MAX FACIAL WO CONT          ,2732,4680
513,46800348, CT UPPER EXT. WO CONT          ,2732,4680
513,46800355, CT LOWER EXTREMITIES W/O CONT. ,2732,4680
513,46800405, C.T. PELVIS W/O CONT.          ,2732,4680
513,46800439, CT SCAN ABD&PELVIS W/WO CONT   ,8360,4680
513,46800447, CT SCAN ABD&PELVIS W CONT      ,7228,4680
513,46800454, CT SCAN ABD&PELVIS W/O CONT    ,5770,4680
513,46800462, CT UE W/CM                     ,2409,4680
513,46800470, CT UE WO/W CM                  ,2697,4680
513,46800488, CT SP CERV W/CM                ,2702,4680
513,46800496, CT SP CERV WO/W CM             ,3277,4680
513,46800504, CT SP THOR W/CM                ,2702,4680
513,46800512, CT SP THOR WO/W CM             ,3277,4680
513,46800520, CT SP LUMB W/CM                ,3111,4680
513,46800538, CT SP LUMB WO/W CM             ,3509,4680
513,46800546, CTA ABD LE RO WO/W CONT        ,3850,4680
513,46800553, CTA NECK WO/W CONTRAST         ,2800,4680
513,46800561, CT ANGIO ABD&PELV W/O&W/DYE    ,6867,4680
513,46800579, CT ORBIT W/CM                  ,2536,4680
513,46800587, CT ORBIT WO/W CM               ,3030,4680
513,46800595, CT FACIAL W/CM                 ,1975,4680
513,46800603, CT FACIAL WO/W CM              ,2789,4680
513,46800611, CT LE W/CM                     ,2316,4680
513,46800629, CT LE WO/W CM                  ,2814,4680
513,46800637, CTA CHEST WO/W CONTRAST        ,3121,4680
513,46800645, CTA HEAD WO/W CONTRAST         ,2800,4680
513,46800652, CT ASPIRATE PLUREA W/IMAGING   ,2064,4680
513,46800660, CT BIOPSY ABDOMINAL            ,1197,4680
513,46800678, CT BIOPSY BONE DEEP            ,1117,4680
513,46800686, CT BIOPSY BONE MARROW          ,465,4680
513,46800694, CT BIOPSY CHEST LINING NDL     ,299,4680
513,46800702, CT BIOPSY LIVER PERC NDL       ,1197,4680
513,46800710, CT BIOPSY LUNG OR MEDISTNM     ,1088,4680
513,46800728, CT BIOPSY MUSCLE PERC          ,1197,4680
513,46800736, CT BIOPSY PANCREAS PERC        ,1197,4680
513,46800744, CT BIOPSY RENAL PERC           ,1197,4680
513,46800751, CT DRAIN RENAL ABSCESS PERC    ,1595,4680
513,46800769, CT DRAIN SUBDIAPHR ABSCESS     ,1197,4680
513,46800777, CT INSERT CATH PLUREA W/IMAG   ,1276,4680
513,46800785, CT PARACENTESIS W CATH         ,2420,4680
513,46800793, CT PERC DRN W/CATH             ,1436,4680
513,46800801, CT ANGIO UPPER EXTRM W/O&W/DYE ,2814,4680
513,46800819, CT ANGIO LOWER EXTRM W/O&W/DYE ,2814,4680
513,47101019, CUBICIN 500 MG                 ,1183,4710
513,47101068, SEROQUEL 200 MG TAB            ,42,4710
513,47101076, TYGACIL 50MG INJ               ,355,4710
513,47101084, REQUIP 0.25 MG TAB             ,14,4710
513,47111661, CATH ANG TRANSLUMNL NLSR       ,1750,4470
513,47113642, GUIDEWIRE                      ,1896,4470
513,47114632, GRFT VASCULAR 2                ,74441,4470
513,47150040, A&D 5GM OINTMENT               ,36,4710
513,47150099, ACTIDOSE(SORB) 25MG/120ML SUS  ,81,4710
513,47150131, ALTEPLASE 50 MG INJ            ,11763,4710
513,47150180, ADENOCARD 3 MG/ML INJ          ,298,4710
513,47150214, EPINEPHRINE 0.1MG/ML-10ML INJ  ,86,4710
513,47150263, AFRIN .05%(20 CC DROPS) SOL    ,69,4710
513,47150289, ALBUMIN-25% 25GM/100ML INJ     ,440,4710
513,47150297, ALBUMIN-25% 12.5GM/50ML INJ    ,219,4710
513,47150347, SPIRONOLACTONE(ALDACT)25MG TAB ,9,4710
513,47150354, ALDACTONE 50 MG TAB            ,15,4710
513,47150362, ALDACTONE 100 MG TAB           ,21,4710
513,47150388, METHYLDOPA 250 MG TAB          ,9,4710
513,47150404, METHYLDOPATE HCL 50MG/ML INJ   ,242,4710
513,47150529, ALPHAGAN .20% 5ML OPTH SOL     ,184,4710
513,47150545, ALTACE 2.5MG CAP               ,21,4710
513,47150602, AMARYL 2 MG TAB                ,15,4710
513,47150610, AMARYL 4 MG TAB                ,15,4710
513,47150628, AMBIEN 5 MG TAB                ,39,4710
513,47150685, AMIDATE ABBOJECT 2MG/ML INJ    ,286,4710
513,47150768, AMIKIN 500MG/2ML INJ           ,400,4710
513,47151162, AMMONIA SOL                    ,22,4710
513,47151170, TRIMOX(AMOXICLLN)250MG CAP     ,9,4710
513,47151188, AMOXICILLIN 500 MG CAP         ,15,4710
513,47151238, AMOXICILLIN UD SUSP. 250 MG/5C ,30,4710
513,47151311, AMPICILLIN SODIUM 1 GM INJ     ,140,4710
513,47151386, AMPICILLIN SODIUM 250MG INJ    ,96,4710
513,47151428, AMPICILLIN SODIUM 500 MG INJ   ,140,4710
513,47151444, ANAFRANIL 25 MG CAPSULE        ,19,4710
513,47151501, QUELICIN 20 MG/ML INJ          ,119,4710
513,47151543, ANTABUSE 250 MG TABLET         ,9,4710
513,47151568, MECLIZINE HCL 12.5 MG TAB      ,9,4710
513,47151576, MECLIZINE HCL 25 MG TAB        ,9,4710
513,47151584, ANUSOL HC  SUPPOSITORY         ,21,4710
513,47151626, ANZEMET 12.5 MG INJECTION      ,135,4710
513,47151659, HYDRALAZINE HCL 10 MG TAB      ,9,4710
513,47151667, HYDRALAZINE HCL 25 MG TAB      ,9,4710
513,47151675, HYDRALAZINE HCL 50 MG TAB      ,9,4710
513,47151683, APRESOLINE 20 MG/CC INJ        ,125,4710
513,47151709, VITAMIN K1 10 MG/ML SOL        ,119,4710
513,47151733, AREDIA 90 MG INJ               ,2723,4710
513,47151758, ARICEPT 5 MG TAB               ,39,4710
513,47151766, TRIHEXYPHENIDYL HCL 2 MG TAB   ,9,4710
513,47151774, TRIHEXYPHENIDYL HCL 5 MG TAB   ,9,4710
513,47151832, ASPIRIN 325 MG TAB             ,9,4710
513,47151865, ASPIRIN 300 MG SUP             ,9,4710
513,47151956, HYDROXYZINE HCL 10 MG TAB      ,9,4710
513,47151964, HYDROXYZINE HCL 25 MG TAB      ,15,4710
513,47151998, LORAZEPAM .5 MG (ATIVAN) TAB   ,9,4710
513,47152004, LORAZEPAM 1 MG (ATIVAN) TAB    ,9,4710
513,47152012, LORAZEPAM 2 MG (ATIVAN) TAB    ,15,4710
513,47152046, ATIVAN 1CC (2MG) DOSE  INJ     ,161,4710
513,47152061, ATROPINE 400 MCG/CC INJ        ,58,4710
513,47152087, ATROPINE SULF 0.1MG/ML SOL     ,221,4710
513,47152103, ATROPINE OPHT 1% 5ML           ,35,4710
513,47152111, ATROVENT 2.5ML                 ,184,4710
513,47152186, AUGMENTIN-500 MG TAB           ,32,4710
513,47152194, AUGMENTIN 875 MG TAB           ,37,4710
513,47152202, AURALGAN 10ML OTIC DROPS       ,76,4710
513,47152368, AZULFIDINE 500 MG TABLET       ,9,4710
513,47152384, B-N-P OINTMENT                 ,14,4710
513,47152400, BACITRACIN 50 000 UNITS INJ    ,221,4710
513,47152426, BACITRACIN 500U/GM(30GM) OIN   ,36,4710
513,47152434, BACITRACIN OPTH OINT 1GM       ,36,4710
513,47152467, SMZ TMP(BACTRIM)800MG-160MG TA ,15,4710
513,47152483, SMZ/TMP 200MG-40MG/5ML SUSP    ,14,4710
513,47152509, BACTROBAN 2 %  22 GM OINTMENT  ,183,4710
513,47152590, DIPHENHYDRMINE(BNADRYL)25MGCAP ,9,4710
513,47152608, DIPHENHYDRAMINE(BNADRYL)50MGCA ,9,4710
513,47152616, BENADRYL 50MG INJ              ,99,4710
513,47152632, DIPHENHYDRAMINE 25MG/10ML ELIX ,78,4710
513,47152681, BENTYL 10 MG/ML INJ            ,179,4710
513,47152723, BENZOIN TINCTURE COMPO TOP     ,64,4710
513,47152749, BETADINE 0.1 30 GM OIN         ,90,4710
513,47152780, BETADINE SOLUTION 15ML TOPICAL ,14,4710
513,47152798, BETADINE 0.1 8 OZ TOP SOL      ,14,4710
513,47152855, BETAPACE 80 MG TAB             ,36,4710
513,47152905, BIAXIN 500 MG TAB              ,36,4710
513,47152947, BICILLIN CR 1.2MU/2ML INJ      ,161,4710
513,47153002, BICITRA 640MG/5ML-490MG/5ML SO ,35,4710
513,47153093, BRETHINE 2.5 MG TAB            ,9,4710
513,47153119, BRETHINE 1 MG/ML INJ           ,77,4710
513,47153143, BREVIBLOC 10 MG/ML INJ         ,180,4710
513,47153200, BSS .48%-.075%-.65% 15CC SOL   ,303,4710
513,47153234, BUMEX 1 MG TAB                 ,9,4710
513,47153259, BUMETANIDE 0.25MG/ML INJ       ,75,4710
513,47153267, BUSPAR 5 MG TAB                ,15,4710
513,47153275, BUSPAR 10 MG TAB               ,21,4710
513,47153325, CALAMINE LOTION                ,24,4710
