Description, Total Price 
HB ELBOW WRIST HAND ORTHOSIS, $196.50 
HB ELEC ALYS IMPLT BRN NPGT PRGRMG 1ST 15 MIN, $150.00 
HB ELEC ALYS IMPLT BRN NPGT PRGRMG EA ADDL 15 MIN, $90.00 
HB ELEC ALYS IMPLT CPLX CN NPGT PRGRMG, $175.00 
HB ELEC ALYS IMPLT SMPL CN NPGT PRGRMG, $65.00 
HB ELEC ALYS NSTIM PLS GEN BRN/SC/PERPH W/O PRGRM, $225.00 
HB ELEC ALYS NSTIM PLS GEN CPLX SC/PERPH W/PRGRMG, $125.00 
HB ELEC ALYS NSTIM PLS GEN SMPL SC/PERPH W/PRGRMG, $138.00 
HB ELEC ANLYS IMPLT ITHCL/EDRL PMP W/REPR&REF PHYS, $125.00 
HB ELECT ANLYS IMPLANTED INTRATHCL/EPDURL PMP W/O REPORG/REFIL, $250.00 
HB ELECT ANLYS IMPLT ITHCL/EDRL PMP W/REPRG&REFILL, $125.00 
HB ELECTRCOCHLEOGRAM(PROM STIM), $450.00 
HB ELECTROCONVULSIVE THERAPY, $314.00 
HB ELECTROCONVULSIVE THERAPY (2 1/2 HRS)," $1,571.00 "
HB ELECTROCORTICOGRM AT SURG, $750.00 
HB ELECTRODE CAUTERY, $80.00 
HB ELECTRODE DEFIB MULTI-FUNCTION, $56.52 
HB ELECTRODE DEFIBRILLATOR, $147.00 
HB ELECTRODE ECG QUADTRODE MRI, $931.50 
HB ELECTRODE PACING, $200.00 
HB ELECTRO-OCULOGRAPHY, $300.00 
HB ELECTROPHYSIOLOGY EVALUATION, $159.00 
HB EMBLEM ELECTRODE INSERTION TOOL," $3,150.00 "
HB EMBOLIC EMBOSPHERE MICROPSPHERE LVL 7, $825.00 
HB EMBOLIC EMBOSPHERE MICROPSPHERE LVL 8, $975.00 
HB EMBOLIC EMBOSPHERE MICROPSPHERE LVL 9," $1,125.00 "
HB EMBOLIC EMBOSPHERE MICROSPHERE LVL 5, $525.00 
HB EMBOLIC EMBOSPHERE MICROSPHERE LVL 6, $675.00 
HB EMBOLIZATION AZUR LVL 4, $375.00 
HB EMBOLIZATION COIL & # 174035-4, $183.00 
HB EMBOLIZATION COIL LVL 10," $1,350.00 "
HB EMBOLIZATION COIL LVL 11," $1,650.00 "
HB EMBOLIZATION COIL LVL 12," $1,950.00 "
HB EMBOLIZATION COIL LVL 13," $2,250.00 "
HB EMBOLIZATION COIL LVL 14," $2,550.00 "
HB EMBOLIZATION COIL LVL 15," $2,850.00 "
HB EMBOLIZATION COIL LVL 16," $3,150.00 "
HB EMBOLIZATION COIL LVL 17," $3,450.00 "
HB EMBOLIZATION COIL LVL 18," $3,750.00 "
HB EMBOLIZATION COIL LVL 19," $4,050.00 "
HB EMBOLIZATION COIL LVL 2, $108.00 
HB EMBOLIZATION COIL LVL 20," $4,350.00 "
HB EMBOLIZATION COIL LVL 21," $4,650.00 "
HB EMBOLIZATION COIL LVL 22," $4,950.00 "
HB EMBOLIZATION COIL LVL 23," $5,250.00 "
HB EMBOLIZATION COIL LVL 24," $5,550.00 "
HB EMBOLIZATION COIL LVL 25," $5,850.00 "
HB EMBOLIZATION COIL LVL 26," $6,150.00 "
HB EMBOLIZATION COIL LVL 27," $6,450.00 "
HB EMBOLIZATION COIL LVL 3, $225.00 
HB EMBOLIZATION COIL LVL 33," $8,250.00 "
HB EMBOLIZATION COIL LVL 35," $8,850.00 "
HB EMBOLIZATION COIL LVL 4, $375.00 
HB EMBOLIZATION COIL LVL 5, $525.00 
HB EMBOLIZATION COIL LVL 6, $675.00 
HB EMBOLIZATION COIL LVL 7, $825.00 
HB EMBOLIZATION COIL LVL 8, $975.00 
HB EMBOLIZATION COIL LVL 9," $1,125.00 "
HB EMBOLIZATION PLUG LVL 14," $2,550.00 "
HB EMBOLIZATION PLUG LVL 30," $7,350.00 "
HB EMBOLIZATION PROTECTIVE SYS LVL 12," $1,950.00 "
HB EMBOLIZATION PROTECTIVE SYS LVL 14," $2,550.00 "
HB EMBOLIZATION PROTECTIVE SYS LVL 17," $3,450.00 "
HB EMBOLIZATION PROTECTIVE SYS LVL 18," $3,750.00 "
HB EMBOLIZATION PROTECTIVE SYS LVL 19," $4,050.00 "
HB EMBOLIZATION PROTECTIVE SYS LVL 20," $4,350.00 "
HB EMBOLIZATION PROTECTIVE SYS LVL 21," $4,650.00 "
HB EMBOLIZATION PROTECTIVE SYS LVL 22," $4,522.50 "
HB EMBOLIZATION PROTECTIVE SYS LVL 25," $5,850.00 "
HB EMBOLIZATION PROTECTIVE SYS LVL 30," $7,350.00 "
HB EMBOLIZATION PROTECTIVE SYS LVL 35," $8,850.00 "
HB EMBOLIZATION PROTECTIVE SYS LVL 45," $19,500.00 "
HB EMBOLIZATION RUBY COIL DETACHMENT HANDLE," $19,842.00 "
HB EMBOSPEHERE MICROSPHERES 500-700 (RED) SYRINGE LVL 6, $675.00 
HB EMBOSPHERE 900-1200MCR, $819.00 
HB EMBRYO TRANSFER FLAT RATE, $180.00 
HB EMERGENCY ROOM  VISIT LEVEL 3, $725.00 
HB EMERGENCY ROOM VISIT LEVEL 1, $150.00 
HB EMERGENCY ROOM VISIT LEVEL 2, $350.00 
HB EMERGENCY ROOM VISIT LEVEL 4," $1,325.00 "
HB EMERGENCY ROOM VISIT LEVEL 5," $1,950.00 "
HB EMG 1 EXTRMT W/OR W/O SPINAL, $325.00 
HB EMG 2 EXTRMT W/OR W/O SPINAL, $390.00 
HB EMG 3 EXTRMT W/OR W/O SPINAL, $475.00 
HB EMG 4 EXTRMT W/OR W/O SPINAL, $525.00 
HB EMG CRANIAL NERVE BILAT, $443.00 
HB EMG CRANIAL NERVE UNILAT, $374.00 
HB EMG EA EXTM DONE W/NCV LMTD, $220.00 
HB EMG EA EXTM W/NCV 5+ MSC CMPL, $285.00 
HB EMG GUIDANCE W/ CHEMODENERVATION, $175.00 
HB EMG HEMIDIAPHRAGM, $250.00 
HB EMG LARYNX, $325.00 
HB EMG LMTD MUSC 1 EXTM OTH, $290.00 
HB EMG MONTR/BIOTRONIC 3-8 HRS," $3,000.00 "
HB EMG NON-EXTREMITY W/NCS STUDY, $374.00 
HB EMG SINGLE FIBER DENSITY, $450.00 
HB EMG THORAC PARASPINL MUSCS, $290.00 
HB EN SNARE," $1,050.00 "
HB EN SNARE SYSTEM," $1,215.00 "
HB ENCORE 26 INFLATOR, $167.00 
HB ENDO - ANOSCOPY DIAGNOSTIC, $159.00 
HB ENDO - ANOSCOPY THERAPEUTIC, $850.00 
HB ENDO - DIAGNOSTIC," $1,215.00 "
HB ENDO - ERCP DIAGNOSTIC," $1,510.00 "
HB ENDO - ERCP THERAPEUTIC," $2,410.00 "
HB ENDO - FLEX SIGMOID DIAGNOSTIC, $250.00 
HB ENDO - FLEX SIGMOIDOSCPY THERAPEUTIC, $650.00 
HB ENDO - PARACENTESIS," $1,200.00 "
HB ENDO - PARACENTESIS W/ IMAG," $1,315.00 "
HB ENDO -THERAPEUTIC," $1,510.00 "
HB ENDOBRONCHIAL ULTRASOUND W/ 3/>NODE (EBUS)," $1,100.00 "
HB ENDOCERVICAL CURETTAGE W DILATION AND CURETTAGE, $125.00 
HB ENDOCLIPS, $473.00 
HB ENDOFLATOR BASIX COMPAK, $555.00 
HB ENDOFORM DERMAL TEMPLATE 2X2 FENESTRATED, $25.00 
HB ENDOFORM DERMAL TEMPLATE 4X5 FENESTRATED, $75.00 
HB ENDO-LIVER BIOPSY, $750.00 
HB ENDOLOGIX STENT 25MM X 25MM X75MM AFX ENDOVASCULAR INFRARENAL," $12,720.00 "
HB ENDOLOGIX STENT GRFT 28MM X 28MM X75MM AFX ENDOVASCULAR INFRARENAL," $12,720.00 "
HB ENDOLUMINAL BIOPSY URTR RN PLVS, $512.00 
HB ENDOLUMINAL BX BILIARY TREE, $842.00 
"HB ENDOLUMINAL IMG, CORONARY IVUS, EA ADDL VESSEL", $615.00 
HB ENDOLUMINAL IVUS CORONARY INITIAL VESSEL I&R," $1,250.00 "
HB ENDOMETRIAL BIOPSY, $125.00 
HB ENDOMETRIAL BX CONJUNCT W COLPOSCOPY, $50.00 
HB ENDOMYOCARDIAL BIOPSY," $3,560.00 "
HB ENDOMYOCARDIAL BSPY FORCEP PRE-CURVE, $824.00 
HB ENDOMYOCARDIAL BSPY FORCEP STRT, $428.00 
"HB ENDOSCOPIC EVAL INTESTINAL POUCH W BX, SINGLE/MULTIPLE"," $1,350.00 "
HB ENDOSCOPIC EVAL INTESTINL POUCH W COLLECT SPECIMEN," $1,350.00 "
HB ENDOSCOPIC HEMOCLIP," $4,800.00 "
HB ENDOSCOPIC INJECTION/IMPLANT, $750.00 
HB ENDOSCOPIC PAPILLA CANNULATION BILE/PANCREATIC," $1,850.00 "
HB ENDOSCOPIC SUTURE CINCH, $183.00 
HB ENDOSCOPIC SUTURING SYSTEM," $6,903.00 "
HB ENDOSCOPIC TISSUE HELIX," $3,249.00 "
HB ENDOSCOPIC ULTRASOUND (LOWER)," $1,550.00 "
HB ENDOSCOPY CAPSULE DELIVERY SERVICE, $500.00 
HB ENDOSCOPY UPPER SMALL INTESTINE W/BIOPSY," $1,550.00 "
"HB ENDOSEE, HYSTEROSCOPY", $450.00 
HB ENDOVASCULAR PAK, $213.00 
HB ENDOVASCULAR STENT LVL 41," $13,275.00 "
HB ENDOVASCULAR STENT LVL 42," $14,025.00 "
HB ENDOVASCULAR STENT LVL 48," $28,500.00 "
HB ENDOVEN ABLTN EXT LASER 1ST LT, $350.00 
HB ENDOVEN ABLTN EXT LASER 1ST RT, $350.00 
HB ENDOVEN ABLTN EXT LASER 1ST VEIN, $350.00 
HB ENDOVEN ABLTN EXT LASER EA SUBSQ, $150.00 
HB ENDOVEN ABLTN EXT RADIO 1ST LT, $350.00 
HB ENDOVEN ABLTN EXT RADIO 1ST RT, $350.00 
HB ENDOVEN ABLTN EXT RADIO 1ST VEIN, $350.00 
HB ENDOVENOUS MCHNCHEM SBSQ VEINS, $944.00 
HB ENDOVENOUS MECHANICOCHEMICAL 1ST VEIN," $2,833.00 "
"HB ENDOVENOUS RF, VEIN ADD-ON", $250.00 
HB ENSEMBLE DS," $19,500.00 "
HB ENTERPRISE VASC RECONST DEV & DELIVERY," $16,146.00 "
"HB ENVELOPE, PP", $6.00 
HB ENVOY IMPLANT," $19,500.00 "
HB EP & ABLATE V TACH  2-4 HRS," $7,500.00 "
HB EP & ABLATE V TACH  4-6 HRS," $9,500.00 "
HB EP & ABLATE V TACH > 6 HRS," $12,500.00 "
HB EP CIM BOD POD ANALYSIS, $50.00 
HB EP CIM FITNESS ASSESSMENT, $70.00 
HB EP CIM PERSONAL TRAINING, $55.00 
HB EP COMP RT AV W/ ARRHYTHMIA," $4,875.00 "
HB EP COMP RT AV W/ LT ATRL REC," $2,800.00 "
HB EP COMP RT AV W/ LT VENTR REC," $2,800.00 "
HB EP COMP RT AV W/O ARRHYTHMIA," $3,220.00 "
HB EP EVAL ICD LEADS ONLY, $950.00 
HB EP EVAL ICD/LEADS W REPROG, $950.00 
HB EP EVAL ICD/LEADS W/O REPROG, $975.00 
HB EP FOLLOWUP W PACING & RECORD," $5,455.00 "
HB EP INDUCT ARRYTHMIA ELEC PACE," $2,950.00 "
HB EP INSTRUMENT LAB TRAY, $375.00 
HB EP IV DRUG INFUSION PACING," $2,800.00 "
HB EP&ABKATE SV ARRHYT > 6 HRS," $12,500.00 "
HB EP&ABKATE SV ARRHYT 2-4 HRS," $7,500.00 "
HB EP&ABKATE SV ARRHYT 4-6 HRS," $9,500.00 "
HB EPHYS EVAL W/ ABLATION SUPRAVENT ARRHYTHMIA," $4,280.00 "
HB EPHYS EVAL W/ ABLATION VENTRICULAR TACHYCARDIA," $4,280.00 "
HB EPHYS EVL TRNSPTL TX ATRIAL FIB ISOLAT PULM VEIN," $13,900.00 "
HB EPI AUTOGRFT FACE/NCK/HND/FT/GEN <100 SQCM, $750.00 
HB EPICARDIAL LEAD," $2,850.00 "
"HB EPIDERMAL AUTOGRFT FACE/NCK/HND/FT/GEN , EA 100 SQCM", $125.00 
HB EPIDRM AUTOGRFT TRNK/ARM/LEG <100 SQCM, $750.00 
"HB EPIDRM AUTOGRFT TRNK/ARM/LEG, EACH 100 SQCM", $125.00 
HB EPIDURAL NDL, $45.00 
"HB EPIDURAL NEEDLE 4-6""", $135.00 
HB EPIDURAL TRAY, $115.00 
HB EPIFIX 1 SQ CM, $548.00 
HB EPIMED CURVED NEEDLE, $162.00 
"HB EPISIOTOMY/VAGINAL REPAIR, OTHER THAN ATTENDING", $310.00 
HB EPISTAT CATHETER, $282.00 
HB EPS 3D MAPPING," $2,500.00 "
HB EPS INTRA-ARTERIAL PACING," $1,650.00 "
HB EPS INTRA-ARTERIAL RECORDING," $3,250.00 "
HB EPS INTRA-VENTRICULAR PACING," $1,650.00 "
HB EPS MAP ATRIAL/VENTR TACHY SITE," $1,250.00 "
HB EPS RIGHT VENTRICULAR RECORDING," $3,250.00 "
HB ER ADMIN OF IMMUN. 1 VACCINE, $29.00 
HB ERCP DESTRUCTION CALCULI ANY METHOD," $2,600.00 "
HB ERCP REMOVE DUCT CALCULI," $2,450.00 "
HB ERCP STENT EXCHANGE W/DILATE," $3,234.00 "
HB ERCP W SPHINCTER/PAPILLOTOMY," $2,450.00 "
HB ERCP W/PRESSURE MEASUREMENT SPHINCTER OF ODDI," $2,450.00 "
HB ERCP W/REMOVAL OF FOREIGN BODY(S) OR STENT(S)," $2,235.00 "
HB ERCP WITH BIOPSY," $1,960.00 "
HB ERGONOMIC EVAL W/REPORT 30-60 MIN WC, $210.00 
HB ESCHAROTOMY, $351.00 
HB ESOPH BALLOON DISTENSION TEST W/PROVOCATION," $1,250.00 "
HB ESOPHAGEAL DOPPLER MONITORING, $458.00 
HB ESOPHAGEAL MOTILITY STUDY," $1,465.00 "
"HB ESOPHAGOGASTRODUODENOSCOPY FLEXI, TRANSORAL W/TRANSENDOSCOPIC ULTRASOUND"," $1,550.00 "
"HB ESOPHAGOGASTRODUODENOSCOPY FLEXI,TRANSORAL DIAGN W/ENDOSCOPIC MUCOSAL RESECTION"," $1,550.00 "
"HB ESOPHAGOGASTRODUODENOSCOPY, FLEXIBLE, TRANSORAL; WITH DIRECTED SUBMUCOSAL INJECTION(S); ANY SUBSTANCE"," $1,550.00 "
HB ESOPHAGOSCOPY FLEXIBLE TRANSORAL DIAGNOSTIC," $1,550.00 "
HB ESOPHAGOSCOPY RIGID TRNSO," $1,550.00 "
HB ESOPHAGOSCOPY W ABLATION," $2,450.00 "
"HB ESOPHAGOSCOPY, FLEX, BALLOON DILAT <30 MM DIAM"," $1,550.00 "
"HB ESOPHAGOSCOPY, FLEX, GUIDE WIRE DILATION"," $1,550.00 "
"HB ESOPHAGOSCOPY, FLEX, LESION REMOVAL HOT BX FORCEPS/CAUT"," $2,450.00 "
"HB ESOPHAGOSCOPY, FLEX, LESION REMOVAL TUMOR SNARE"," $1,550.00 "
"HB ESOPHAGOSCOPY, FLEX, REMOVAL FOREIGN BODY(S)"," $1,550.00 "
"HB ESOPHAGOSCOPY, FLEX, TRANSNASAL DIAGN W/PLACEMENT OF ENDOSCOPIC STENT"," $3,154.00 "
"HB ESOPHAGOSCOPY, FLEX, TRANSNASAL W/DILAT OF ESOPHAG BALLOON 30MM OR LARGER"," $1,550.00 "
"HB ESOPHAGOSCOPY, FLEX, TRANSNASAL W/DILAT OF ESOPHAG BALLOON, DILAT RETROGRADE"," $1,550.00 "
"HB ESOPHAGOSCOPY, FLEX, TRANSORAL DIAGN W/ENDOSCOPIC MUCOSAL RESECTION"," $1,550.00 "
"HB ESOPHAGOSCOPY, FLEX, TRANSORAL INJECTION VARICES"," $1,550.00 "
"HB ESOPHAGOSCOPY, FLEX, TRANSORAL W/BIOPSY"," $1,550.00 "
"HB ESOPHAGOSCOPY, FLEX, W/BAND LIGATION ESOPHGL VARICES"," $1,550.00 "
"HB ESOPHAGOSCOPY, FLEX, W/BLEEDING CONTROL"," $1,550.00 "
"HB ESOPHAGOSCOPY, FLEXIBLE, TRANSNASAL, DIAGN, INCLDS COLL OF SPEC BRUSH/WAS (SEPARATE PROCEDURE)", $350.00 
HB ESSURE COIL DEVICE," $4,050.00 "
HB ESSURE KIT," $2,940.00 "
HB ETHICON BIOPATCH, $19.00 
HB ETHICON MAMMOTOME 8G ST PROBE GUIDE, $22.00 
"HB ETRAP, 15CM", $27.00 
HB EUS LINEAR ULTRAMATRIX, $51.00 
HB EUS NEEDLE, $225.00 
HB EUS RADIAL ULTRAMATRIX," $1,023.00 "
HB EV3 ENTEER CATHETER, $885.00 
HB EVAC SUBUNGUAL HEMATOMA, $85.00 
HB EVAL CENT AUD FUNCT EA ADL 15M, $53.00 
HB EVAL CENT AUD FUNCT TST 1ST HR, $210.00 
HB EVAL OF AUDITORY REHAB STATUS; ADDL 15MINS, $53.00 
HB EVAL OF AUDITORY REHAB STATUS; FIRST HR, $241.00 
HB EVAL SPEECH GEN AUG DEV 1ST HR, $361.00 
HB EVAL SPEECH GEN AUG DEV-AD-30M, $136.00 
HB EVAL SPEECH SOUND; W/EVAL. LANG. COMPR. AND EXPRESSION, $315.00 
HB EVAL SWALLOWING FUNCTION, $305.00 
HB EVAL USE/FITTING VOICE DEVICE, $377.00 
HB EVALUATION OF SPEECH FLUENCY, $315.00 
HB EVALUATION OF SPEECH SOUND PRODUCTION, $315.00 
"HB EVENT MONTR <30 DAYS, RECORDING", $335.00 
HB EVIVA FIRING PETITE NEEDLE, $750.00 
HB EVIVA HANDPIECES, $750.00 
HB EVIVA NEEDLE GUIDE, $30.00 
HB EVOK POTEN AUDITORY COMP(ABR), $457.00 
HB EVOKED POTENTIAL VISUAL, $350.00 
HB EX TUM/VASC MALF SFT TISS HAND/FNGR SUBQ 1.5CM/>, $450.00 
HB EXC B9 SCLP-H-F-NK-GEN 0.5 OR LESS, $175.00 
HB EXC EXT THRMB HEMORRHOID, $550.00 
HB EXC LES BGN TRNK/ARM <= 0.5CM, $175.00 
HB EXC LES BGN TRNK/ARM > 4.0CM, $550.00 
HB EXC LES BGN TRNK/ARM 0.6-1.0CM, $175.00 
HB EXC LES BGN TRNK/ARM 1.1-2.0CM, $175.00 
HB EXC LES BGN TRNK/ARM 2.1-3.0CM, $175.00 
HB EXC LES BGN TRNK/ARM 3.1-4.0CM, $250.00 
HB EXC LES MAL FACE/EAR > 4.0 CM, $550.00 
HB EXC LES MAL FACE/EAR 0.6-1.0CM, $175.00 
HB EXC LES MAL FACE/EAR 1.1-2.0CM, $175.00 
HB EXC LES MAL FACE/EAR 2.1-3.0CM, $250.00 
HB EXC LES MAL FACE/EAR 3.1-4.0CM, $350.00 
HB EXC LES MAL TRNK/ARM <= 0.5CM, $125.00 
HB EXC LES MAL TRNK/ARM > 4.0 CM, $550.00 
HB EXC LES MAL TRNK/ARM 0.6-1.0CM, $175.00 
HB EXC LES MAL TRNK/ARM 1.1-2.0CM, $175.00 
HB EXC LES MAL TRNK/ARM 2.1-3.0CM, $250.00 
HB EXC LES MAL TRNK/ARM 3.1-4.0CM, $250.00 
HB EXC LESN BGN SCALP > 4.0CM, $550.00 
HB EXC LESN BGN SCALP 0.6-1.0CM, $175.00 
HB EXC LESN BGN SCALP 1.1-2.0CM, $250.00 
HB EXC LESN BGN SCALP 2.1-3.0CM, $250.00 
HB EXC LESN BGN SCALP 3.1-4.0CM, $550.00 
HB EXC LESN MAL SCALP <= 0.5 CM, $175.00 
HB EXC LESN MAL SCALP > 4.0CM, $550.00 
HB EXC LESN MAL SCALP 0.6-1.0CM, $175.00 
HB EXC LESN MAL SCALP 1.1-2.0CM, $250.00 
HB EXC LESN MAL SCALP 2.1-3.0CM, $250.00 
HB EXC LESN MAL SCALP 3.1-4.0CM, $550.00 
"HB EXC SKIN BENIG FACE,EARS,EYELIDS,NOSE,LIPS MUCOUS MEM 0.6 TO 1.0", $175.00 
"HB EXC SKIN BENIG FACE,EARS,EYELIDS,NOSE,LIPS,MUCOUS MEMB > 4.0 CM", $550.00 
"HB EXC SKIN BENIG LESN FACE,EARS,EYELIDS,NOSE,LIPS MUCOUS MEM 0.5CM /<", $175.00 
"HB EXC SKN BENIG FACE,EAR,EYELID,NOSE,LIP,MUCOUS MEM 3.1 TO 4.0 CM", $550.00 
"HB EXC SKN BENIG LESN FACE,EAR,EYELID,NOSE,LIP,MUCS MEM 1.1 TO 2.0 CM", $175.00 
"HB EXC SKN LESN BENIG FACE,EAR,EYELID,NOSE,LIP,MUCS MEM 2.1 TO 3.0 CM", $250.00 
"HB EXC SWEAT GLAND LESN AXILL,COMPLX", $650.00 
"HB EXC SWEAT GLAND LESN AXILL,SIMPL", $450.00 
"HB EXC SWEAT GLAND LESN INGUIN,COMPLX", $650.00 
"HB EXC SWEAT GLAND LESN INGUIN,SIMPL", $450.00 
"HB EXC SWEAT GLAND LESN PERINEAL,COMPLX", $650.00 
"HB EXC SWEAT GLAND LESN PERINEAL,SIMPL", $450.00 
HB EXC TUM/VASC MAL SFT TISS HAND/FNGR SUBQ <1.5CM, $350.00 
HB EXC TUMOR SOFT TIS NECK/ANT THORAX SUBQ 3 CM/>, $550.00 
HB EXC TUMOR SOFT TISS FOREARM AND/WRIST SUBQ 3CM/>, $250.00 
HB EXC TUMOR SOFT TISS UPPER ARM/ELBOW SUBQ <3CM, $250.00 
HB EXC TUMOR SOFT TISSUE ABDOMINAL WALL SUBQ <3CM, $450.00 
HB EXC TUMOR SOFT TISSUE ABDOMINAL WALL SUBQ 3 CM/>, $550.00 
HB EXC TUMOR SOFT TISSUE FOREARM &/WRIST SUBQ <3CM, $250.00 
HB EXC TUMOR SOFT TISSUE LEG/ANKLE SUBQ <3CM, $450.00 
HB EXC TUMOR SOFT TISSUE NECK/ANT THORAX SUBFASCIAL <5CM," $1,550.00 "
HB EXC TUMOR SOFT TISSUE NECK/ANT THORAX SUBQ <3CM, $250.00 
HB EXC TUMOR SOFT TISSUE PELVIS & HIP SUBQ <3CM, $850.00 
HB EXC TUMOR SOFT TISSUE UPPER ARM/ELBOW SUBQ 3CM/>, $250.00 
HB EXCHANGE BILIARY DRAINAGE CATH," $2,800.00 "
HB EXCHANGE NEPHROSTOMY, $629.00 
"HB EXCIS BENIGN BONE LESION, PHALANX", $350.00 
"HB EXCIS CHALAZION, GEN ANESTHESIA", $350.00 
"HB EXCIS CHALAZION, MULT, BOTH LIDS", $125.00 
"HB EXCIS CHALAZION, MULT, SAME LID", $250.00 
"HB EXCIS CONJUNC LESN, =<1 CM", $350.00 
HB EXCIS CONJUNC LESN+ADJ SCLERA," $1,033.00 "
HB EXCIS CORNEA LESION, $650.00 
HB EXCIS FLOOR MOUTH LESION, $350.00 
"HB EXCIS LESN,PALATE/UVULA", $250.00 
"HB EXCIS MAGLIGN LESION FACE, EARS, EYELIDS, NOSE, LIPS 0.5CM / <", $175.00 
"HB EXCIS MOUTH MUCOSA/SUB,NO REPAIR", $175.00 
"HB EXCIS MOUTH MUCOSA/SUB,SIMPL REPAIR", $350.00 
"HB EXCIS OF JOINT LINING, PROX INTERPHALANGEAL JOINT, EACH", $450.00 
HB EXCIS PRIMARY GANGLION WRIST, $950.00 
HB EXCIS PTERYGIUM," $1,250.00 "
"HB EXCIS PTERYGIUM, W GRAFT"," $1,168.00 "
"HB EXCIS SYNOV WRIST, EXTENS TENDON", $950.00 
"HB EXCIS TENDN/CAPSULE LESN, FOOT", $850.00 
"HB EXCIS TENDN/CAPSULE LESN, TOES", $750.00 
"HB EXCIS TENDON SHEATH LESION, HAND/FINGER", $350.00 
"HB EXCIS TENDON SHEATH LESION, WRIST/FOREARM"," $1,184.00 "
HB EXCIS TONGUE LESN, $350.00 
"HB EXCIS TONGUE LESN,ANT 2/3+CLOS", $350.00 
"HB EXCIS TONGUE LESN,LOCAL FLAP", $350.00 
"HB EXCIS TONGUE LESN,POST 1/3", $350.00 
HB EXCIS TUMOR SOFT TISSUE ABDOMINAL WALL SUBFASC <5CM, $450.00 
HB EXCIS TUMOR SOFT TISSUE ABDOMINAL WALL SUBFASC 5+CM, $550.00 
HB EXCIS TUMOR SOFT TISSUE BACK/FLANK SUBFASC <5CM, $450.00 
HB EXCIS TUMOR SOFT TISSUE BACK/FLANK SUBFASC 5+CM, $550.00 
HB EXCIS TUMOR SOFT TISSUE FACE/SCALP SUBFASC <2CM, $250.00 
HB EXCIS TUMOR SOFT TISSUE FACE/SCALP SUBFASC 2+CM, $350.00 
HB EXCIS TUMOR SOFT TISSUE FOOT/TOE SUBFASC <1.5CM, $750.00 
HB EXCIS TUMOR SOFT TISSUE FOOT/TOE SUBFASC 1.5+CM, $450.00 
HB EXCIS TUMOR SOFT TISSUE LEG/ANKLE SUBFASC <5CM, $450.00 
HB EXCIS TUMOR SOFT TISSUE LEG/ANKLE SUBFASC 5+CM, $450.00 
HB EXCIS TUMOR SOFT TISSUE NECK/ANT THORAX SUBFASC 5+CM, $550.00 
HB EXCIS TUMOR SOFT TISSUE PELVIS/HIP SUBFASC <5CM, $850.00 
HB EXCIS TUMOR SOFT TISSUE PELVIS/HIP SUBFASC 5+CM, $850.00 
HB EXCIS TUMOR SOFT TISSUE SHOULDER SUBFASC <5CM, $650.00 
HB EXCIS TUMOR SOFT TISSUE SHOULDER SUBFASC 5+CM, $850.00 
HB EXCIS TUMOR SOFT TISSUE THIGH/KNEE SUBFASC <5CM, $850.00 
HB EXCIS TUMOR SOFT TISSUE THIGH/KNEE SUBFASC 5+CM, $850.00 
HB EXCIS TUMOR SOFT TISSUE UPPER ARM/ELBOW SUBFASC <5CM, $350.00 
HB EXCIS TUMOR SOFT TISSUE UPPER ARM/ELBOW SUBFASC 5+CM, $450.00 
HB EXCIS TUMOR SOFT TISSUE WIRST/FOREARM SUBFASC 3+CM, $450.00 
HB EXCIS TUMOR SOFT TISSUE WRIST/FOREARM SUBFASC <3CM, $450.00 
HB EXCIS TUMOR/VASC MAL SOFT TISSUE HAND/FINGER SUBFASC <1.5CM, $350.00 
HB EXCIS TUMOR/VASC MAL SOFT TISSUE HAND/FINGER SUBFASC 1.5+CM, $450.00 
HB EXCIS VAGINAL SEPTUM, $350.00 
HB EXCISE BREAST CYST," $1,500.00 "
HB EXCISE CUTANEOUS NEUROFIBROMA," $1,750.00 "
HB EXCISE CUTANEOUS NEUROMA," $1,750.00 "
HB EXCISE DIGITAL NEUROMA," $1,750.00 "
"HB EXCISE DIGITAL NEUROMA, EACH ADDNL DIGIT", $550.00 
HB EXCISE FRENUM LABIAL/BUCCAL, $350.00 
HB EXCISE HAND/FOOT NEUROMA," $1,750.00 "
"HB EXCISE HAND/FOOT NEUROMA, EACH ADDNL", $850.00 
HB EXCISE MAJOR PERIPH NEUROFIBROMA," $1,750.00 "
HB EXCISION AURAL POLYP, $250.00 
"HB EXCISION BRACH CLFT CYST, SUPERFICIAL", $550.00 
HB EXCISION LESION EYELID W/O CLSR OR W SIMPLE DIR CLOSURE, $250.00 
HB EXCISION LIP FULL THICKNESS RECONSTRUC W CROSS LIP FLAP," $2,500.00 "
HB EXCISION LIP FULL THICKNESS RECONSTRUC W/ LOCAL FLAP," $1,550.00 "
"HB EXCISION NOSE POLYP(S),SIMPLE", $250.00 
HB EXCISION SOFT TIS LESION EXTERNAL AUDITORY CANAL, $350.00 
HB EXCISION SUBLING SALIVARY CYST, $750.00 
HB EXCISION TUMOR SOFT TIS BACK/FLANK SUBQ 3 CM/>, $350.00 
HB EXCISION TUMOR SOFT TIS FOOT/TOE SUBQ 1.5 CM/>, $250.00 
HB EXCISION TUMOR SOFT TISS FACE/SCALP SUBQ <2CM, $250.00 
HB EXCISION TUMOR SOFT TISS FACE/SCALP SUBQ 2 CM/>, $350.00 
