Charge Description Master, Charge 
EXTRACORPOREAL MEMBRANE OXYGENATION (ECMO)/EXTRACORPOREAL LIFE SUPPORT (ECLS) VENO-ARTERIAL INITIATION," 2,133.00 "
EXTRACORPOREAL MEMBRANE OXYGENATION (ECMO)/EXTRACORPOREAL LIFE SUPPORT (ECLS) VENO-VENOUS DAILY MANAGEMENT," 1,522.00 "
EXTRACORPOREAL MEMBRANE OXYGENATION (ECMO)/EXTRACORPOREAL LIFE SUPPORT (ECLS) VENO-VENOUS INITIATION," 1,929.00 "
EXTRACTABLE NUCLEAR ANTIGEN (ENA) ANY METHOD, 93.00 
EYE EXAM COMPREHENSIVE ESTABLISHED PATIENT, 199.00 
EYE EXAM COMPREHENSIVE NEW PATIENT, 248.00 
EYE EXAM INTERMEDIATE ESTABLISHED PATIENT, 169.00 
EYE EXAM INTERMEDIATE NEW PATIENT, 180.00 
EYE PHOTODYNAMIC THERAPY ADD-ON, 644.00 
F18 FDG =< 45 MCI," 1,367.00 "
F18 FDG =< 45 MCI," 1,367.00 "
FACTOR INHIBITOR TEST, 249.00 
FACTOR V LEIDEN, 440.00 
FACTOR VIII ANTIBODY, 249.00 
FASCIOTOMY LOWER EXTREMITY," 7,924.00 "
FAT OR LIPIDS FECES QUALITATIVE, 17.00 
"FECAL OCCULT BLOOD IMMUNOASSAY, COLORECTAL CANCER SCREENING 1-3 SIMULTANEOUS DETERMINATIONS", 50.00 
FENATNYL 401-1000 MCG/ML 20ML, 496.00 
FENTANYL, 154.00 
FENTANYL 0-400 MCG/ML 20ML, 218.00 
FENTANYL 1001-1500MCG/ML 20 ML, 862.00 
FERRITIN, 128.00 
FETAL CHROMOSOMAL ANEUPLOIDY ANALYSIS," 2,007.00 "
FETAL CONGENITAL ABNORMALITIES FOUR ANALYTES, 575.00 
FETAL CONGENITAL ABNORMALITIES THREE ANALYTES, 674.00 
FETAL CONTRACTION STRESS TEST, 614.00 
FETAL DOPPLER ECHOCARDIOGRAPHY COMPLETE, 941.00 
FETAL DOPPLER ECHOCARDIOGRAPHY FOLLOW-UP, 203.00 
FETAL ECHOCARDIOGRAPHY FOLLOW-UP, 517.00 
FETAL ECHOCARDIOGRAPHY INITIAL, 753.00 
FETAL FIBRONECTIN CERVICOVAGINAL SECRETIONS SEMI-QUANTITATIVE, 687.00 
FETAL FLUID DRAINAGE, 837.00 
FETAL HEMOGLOBIN OR RED BLOOD CELLS FOR FETOMATERNAL HEMORRHAGE ROSETTE, 38.00 
FETAL LUNG MATURITY ASSESSMENT FLUORESCENCE POLARIZATION, 264.00 
FETAL LUNG MATURITY ASSESSMENT LAMELLAR BODY DENSITY, 150.00 
FETAL NON-STRESS TEST, 238.00 
FETAL SCREEN RED BLOOD CELLS, 42.00 
FETAL SHUNT PLACEMENT," 1,334.00 "
FIBRIN DEGRADATION PRODUCTION D-DIMER QUANTITATIVE, 57.00 
FIBRIN SEALANT VH SD FROZEN 10 ML, 557.00 
FIBRINOLYSINS OR COAGULOPATHY SCREEN, 39.00 
FIBRINOLYTIC FACTORS & INHIBITORS PLASMINOGEN EXCEPT ANTIGENIC ASSAY, 268.00 
FINAL DISCHARGE SESSION, 128.00 
FINE NEEDLE ASPIRATION BIOPSY FIRST LESION, 459.00 
FINE NEEDLE ASPIRATION BIOPSY W/ COMPUTERIZED TOMOGRAPHY (CT) GUIDANCE EACH ADDITIONAL LESION," 3,344.00 "
FINE NEEDLE ASPIRATION BIOPSY W/ COMPUTERIZED TOMOGRAPHY (CT) GUIDANCE FIRST LESION," 3,716.00 "
FINE NEEDLE ASPIRATION BIOPSY W/ FLUOROSCOPIC GUIDANCE EACH ADDITIONAL LESION," 1,150.00 "
FINE NEEDLE ASPIRATION BIOPSY W/ FLUOROSCOPIC GUIDANCE FIRST LESION," 1,278.00 "
FINE NEEDLE ASPIRATION BIOPSY W/ MAGNETIC RESONANCE IMAGING (MRI) GUIDANCE EACH ADDITIONAL LESION," 1,880.00 "
FINE NEEDLE ASPIRATION BIOPSY W/ MAGNETIC RESONANCE IMAGING (MRI) GUIDANCE FIRST LESION," 2,089.00 "
FINE NEEDLE ASPIRATION BIOPSY W/ ULTRASOUND GUIDANCE EACH ADDITIONAL LESION," 1,735.00 "
FINE NEEDLE ASPIRATION BIOPSY W/ ULTRASOUND GUIDANCE FIRST LESION," 1,927.00 "
FIRST STEP SELECT HD OVERLAY, 98.00 
FITTING CONTACT LENS FOR TREATMENT OCULAR SURFACE, 86.00 
FITTING CORNEAL CONTACT LENS APHAKIA 1 EYE, 474.00 
FITTING FOR CONTACT LENS MANAGEMENT KERATOCONUS INITIAL, 256.00 
FLEXIBLE VAGINOSCOPY W/ CYSTOSCOPE, 296.00 
FLOW CELL SORT EACH," 2,223.00 "
FLOW CYTOMETRY CYTOPLASMIC/NUCLEAR MEDICINE EACH ADDITIONAL MARKER, 143.00 
FLOW CYTOMETRY CYTOPLASMIC/NUCLEAR MEDICINE FIRST MARKER, 317.00 
FLT3 GENE ANALYSIS/ITD VARIANTS, 750.00 
FLT3 GENE ANALYSIS/TKD VARIANTS, 750.00 
FLUIDAIR ELITE BED, 138.00 
FLUORESCEIN ANGIOSCOPY, 655.00 
FLUORESCEIN ANGIOSCOPY W/ MULTIFRAME IMAGING, 836.00 
FLUORESCEIN IGG ANGIOGRAPHY, 451.00 
FLUORESCENT NON-INFECTIOUS AGENT ANTIBODY EACH, 87.00 
FLUORESCENT NON-INFECTIOUS AGENT ANTIBODY TITER EACH ANTIBDOY, 68.00 
FLUOROURACIL INJECTION 500MG, 10.00 
FLUZONE VACC 3 YRS & > IM, 34.00 
FMR1 ALLELE SIZING BY POLYMERASE CHAIN REACTION (PCR), 322.00 
FMR1 GENE ANALYSIS, 770.00 
FMR1 GENE CHARACTERIZATION, 322.00 
FMR1 METHYLATION/EXPASION BY BLOT, 322.00 
FOAM PAD AIRPLANE SPLINT, 200.00 
FOLEY INDUCTION, 402.00 
FOLIC ACID RED BLOOD CELLS, 60.00 
FOLIC ACID SERUM, 51.00 
FOOT SPLINT, 90.00 
FORM PEDICLE EYELID/NOSE/EAR/LIP/MOUTH," 2,973.00 "
FREE THYROXINE, 125.00 
FRESH FROZEN PLASMA THAWING EACH UNIT, 104.00 
FRESH FROZEN PLASMA THAWING EACH UNIT, 317.00 
FULL BODY PHOTOGRAPHY, 420.00 
FUNCTIONAL BRAIN MAPPING DURING NONINVASIVE IMAGING, 377.00 
FUNCTIONAL CORTICAL & SUBCORTICAL MAPPING EACH ADDITIONAL HOUR, 500.00 
FUNCTIONAL CORTICAL & SUBCORTICAL MAPPING INITIAL HOUR," 1,332.00 "
FUNCTONAL CAPACITY EXAM EACH 15 MINS BY ATHLETIC TRAINER, 131.00 
FUNCTONAL CAPACITY EXAM EACH 15 MINS BY OCCUPATIONAL THERAPIST, 131.00 
FUNDUS PHOTOGRAPHY, 259.00 
GA67 GALLIUM  PER 1 MCI, 78.00 
GAD-BASE MR CONTRAST NOS PER 1 ML, 6.00 
GADOFOSVESET TRISODIUM INJ 1 ML, 41.00 
GADOXETATE DISODIUM INJ 1 ML, 41.00 
GAIT TRAINING EACH 15 MINS BY ATHLETIC TRAINER, 76.00 
GAIT TRAINING EACH 15 MINS BY PHYSICAL THERAPIST, 76.00 
GAMMAGLOBULIN IGA/IGD/IGM EACH, 150.00 
GAMMAGLOBULIN IGE, 152.00 
GASTRIC INTUBATION, 368.00 
GASTRIC INTUBATION & ASP DIAGNOSTIC MULTIPLE SPECIMENS, 742.00 
GASTRIC INTUBATION & ASP DIAGNOSTIC SINGLE SPECIMEN, 447.00 
GASTRIN, 238.00 
GASTRIN AFTER SECRETIN STIMULATION, 217.00 
GASTROINTESTINAL TRANSIT & PRESSURE MEASUREMENT WIRELESS (SMARTPILL) CAPSULE W/ INTERPRETATION," 2,581.00 "
GENERAL ANESTHESIA EACH ADDITIONAL 15 MINS, 195.00 
GENERAL ANESTHESIA FIRST 30 MINS, 390.00 
GENOME RE-EVALUATION, 500.00 
GENOME SEQUENCE ANALYSIS, 801.00 
GENOME SEQUENCE ANALYSIS EACH COMPARATOR GENOME, 801.00 
GENTAMICIN, 152.00 
GLUCAGON, 207.00 
GLUCAGON TOLERANCE PANEL FOR INSULINOMA, 482.00 
GLUCOSE BLOOD REAGENT STRIP, 18.00 
GLUCOSE BODY FLUID OTHER THAN BLOOD, 80.00 
GLUCOSE POST GLUCOSE DOSE, 69.00 
GLUCOSE QUANTITATIVE BLOOD, 48.00 
GLUCOSE TOLERANCE TEST 3 SPECIMENS, 209.00 
GLUCOSE TOLERANCE TEST EACH ADDITIONAL SPECIMEN, 47.00 
GLUCOSE-6-PHOSPHATE DEHYDROGENASE (G6PD) SCREEN, 126.00 
GLUTAMYLTRANSFERASE GAMMA, 42.00 
GONADOTROPIN CHORIONIC (HCG) QUALITATIVE, 42.00 
GONADOTROPIN CHORIONIC (HCG) QUANTITATIVE, 53.00 
GONADOTROPIN FOLLICLE STIMULATING HORMONE (FSH), 198.00 
GONADOTROPIN LUTEINIZING HORMONE, 200.00 
GONIOSCOPY, 156.00 
GOSERLIN ACETATE IMPLANT PER 3.6 MG, 558.00 
GROUP THERAPY PROCEDURE BY OCCUPATIONAL THERAPIST, 58.00 
GROWTH HORMONE HUMAN, 225.00 
GROWTH STIMULATION GENE 2, 500.00 
H PYLORI (C-13) BREATH TEST, 209.00 
HALO PIN REPLACEMENT, 150.00 
HALO RING/PINS/TRACTION BAIL," 2,736.00 "
HALO TRACTION BAIL, 490.00 
HALO WITH VEST," 4,835.54 "
HAPTOGLOBIN QUANTITATIVE, 169.00 
HDR SOURCE," 1,076.00 "
HEART LUNG BYPASS SERVICES," 17,531.00 "
HEART PROCUREMENT," 178,137.00 "
HEEL LIFT, 94.34 
HELIOX TREATMENT ACUTE AIRWAY OBSTRUCTION, 275.00 
HEMATOCRIT, 30.00 
HEMATOPOIETIC PROGENITOR CELL (HPC) ALLOGENEIC TRANSPLANTATION PER DONOR," 4,965.00 "
HEMATOPOIETIC PROGENITOR CELL (HPC) AUTOLOGOUS TRANSPLANTATION," 4,176.00 "
HEMATOPOIETIC PROGENITOR CELLS (HPC) ALLOGENEIC CELL CONCENTRATION BUFFY COAT," 2,558.00 "
HEMATOPOIETIC PROGENITOR CELLS (HPC) ALLOGENEIC CRYOPRESERVATION & STORAGE," 4,831.00 "
HEMATOPOIETIC PROGENITOR CELLS (HPC) ALLOGENEIC PLASMA DEPLETION," 2,558.00 "
HEMATOPOIETIC PROGENITOR CELLS (HPC) ALLOGENEIC RED BLOOD CELL REMOVAL," 3,256.00 "
HEMATOPOIETIC PROGENITOR CELLS (HPC) ALLOGENEIC T-CELL DEPLETION CD34 METHOD," 2,548.00 "
HEMATOPOIETIC PROGENITOR CELLS (HPC) ALLOGENEIC THAWING W WASHING PER DONOR," 4,907.00 "
HEMATOPOIETIC PROGENITOR CELLS (HPC) ALLOGENEIC THAWING W/O WASHING OR DILUTION PER DONOR," 1,979.00 "
HEMATOPOIETIC PROGENITOR CELLS (HPC) ALLOGENEIC THAWING W/O WASHING W/ DILUTION PER DONOR," 1,979.00 "
HEMATOPOIETIC PROGENITOR CELLS (HPC) AUTOLOGOUS CELL CONCENTRATION BUFFY COAT," 2,558.00 "
HEMATOPOIETIC PROGENITOR CELLS (HPC) AUTOLOGOUS CRYOPRESERVATION & STORAGE," 4,831.00 "
HEMATOPOIETIC PROGENITOR CELLS (HPC) AUTOLOGOUS PLASMA DEPLETION," 2,558.00 "
HEMATOPOIETIC PROGENITOR CELLS (HPC) AUTOLOGOUS RBC REMOVAL," 3,256.00 "
HEMATOPOIETIC PROGENITOR CELLS (HPC) AUTOLOGOUS T-CELL DEPLETION CD34 METHOD," 2,548.00 "
HEMATOPOIETIC PROGENITOR CELLS (HPC) AUTOLOGOUS THAWING W/ WASHING PER DONOR," 4,907.00 "
HEMATOPOIETIC PROGENITOR CELLS (HPC) AUTOLOGOUS THAWING W/O WASHING OR DILUTION PER DONOR," 1,979.00 "
HEMATOPOIETIC PROGENITOR CELLS (HPC) AUTOLOGOUS THAWING W/O WASHING W/ DILUTION PER DONOR," 1,979.00 "
HEMATOPOIETIC PROGENITOR CELLS (HPC) CELL CONCENTRATION BUFFY COAT," 2,558.00 "
HEMATOPOIETIC PROGENITOR CELLS (HPC) CRYOPRESERVATION & STORAGE," 4,831.00 "
HEMATOPOIETIC PROGENITOR CELLS (HPC) PLASMA DEPLETION," 2,558.00 "
HEMATOPOIETIC PROGENITOR CELLS (HPC) RBC REMOVAL," 3,256.00 "
HEMATOPOIETIC PROGENITOR CELLS (HPC) T-CELL DEPLETION CD34 METHOD," 2,548.00 "
HEMATOPOIETIC PROGENITOR CELLS (HPC) THAWING W/O WASHING OR DILUTION PER DONOR," 1,979.00 "
HEMATOPOIETIC PROGENITOR CELLS (HPC) THAWING W/O WASHING W/ DILUTION PER DONOR," 1,979.00 "
HEMATOPOIETIC PROGENITOR CELLS (HPC) TRANSPLANT PREPARATION TUMOR CELL DEPLETION," 7,633.00 "
HEMATOPOIETIC PROGENITOR CELLS (HPC) TUMOR CELL DEPLETION CD34 METHOD W/ CRYOPRESERVATION," 7,633.00 "
HEMODIALYSIS," 4,126.00 "
HEMOFILTRATION SERVICES, 870.00 
HEMOGLOBIN, 31.00 
HEMOGLOBIN CHROMATOGRAPHY, 254.00 
HEMOGLOBIN FRACTIONATION & QUANTITATION ELECTROPHORESIS, 385.00 
HEMOGLOBIN GLYCOSYLATED (A1C), 54.00 
HEMOGLOBIN GLYCOSYLATED (A1C) POCT, 34.00 
HEMOGLOBIN METHEMOGLOBIN QUAN, 109.00 
HEMOGLOBIN OXYGEN AFFINITY, 198.00 
HEMOGLOBIN PLASMA, 59.00 
HEMOPERFUSION," 2,218.00 "
HEMOPHILUS INFLUENZA B VACCINE (HIB) PRP-T IM, 97.00 
HEMORRHOIDECTOMY INT/EXT," 3,572.00 "
HEMOSIDERIN QUALITATIVE, 74.00 
HEPARIN ASSAY, 763.00 
HEPATIC FUNCTION PANEL, 157.00 
HEPATITIS B VACCINE 3 DOSE IM, 19.00 
HEPATITIS B VACCINE ADMINISTRATION, 62.00 
HEPB VACC ILL PAT 4 DOSE IM, 122.00 
HEPB VACCINE ADOLESCENT 2 DOSE IM, 51.00 
HEPB VACCINE PEDIATRIC/ADOLESCENT 3 DOSE IM, 51.00 
HETEROPHILE ANTIBODIES SCREENING, 29.00 
HFE GENE ANALYSIS, 669.00 
HIGH ACTIVITY 1-125 PER SEED, 535.00 
HIGH ACTIVITY I-125 PER SEED, 535.00 
HIGH ALTITUDE SIMULATION TEST, 415.00 
HINGED ELBOW BRACE, 823.40 
HIP ORTHOSIS CUSTOM FITTED," 1,695.20 "
HM POWER MODULE," 21,893.00 "
HOLTER MONITOR HOOK-UP <= 48 HOURS," 1,111.00 "
HOLTER MONITOR SCAN UP TO 48 HOURS," 1,538.00 "
HOMOCYSTINE, 94.00 
HOMOGENIZATION TISSUE FOR CULTURE, 36.00 
HPV VACCINE 4 VALENT IM, 316.00 
HPV VACCINE NONAVALENT 2 OR 3 DOSE IM, 588.00 
HUBBARD TANK EACH 15 MINS BY PHYSICAL THERAPIST, 186.00 
HUMAN LEUKOCYTE ANTIGEN (HLA) CLASS I & II ANTIBODY QUALITATIVE, 161.00 
HUMAN LEUKOCYTE ANTIGEN (HLA) CLASS I & II TYPING HIGH RESOLUTION," 1,186.00 "
HUMAN LEUKOCYTE ANTIGEN (HLA) CLASS I & II TYPING LOW RESOLUTION, 526.00 
HUMAN LEUKOCYTE ANTIGEN (HLA) CLASS I & II TYPING LOW RESOLUTION A/B/DRB1, 677.00 
HUMAN LEUKOCYTE ANTIGEN (HLA) CLASS I & II TYPING LOW RESOLUTION VERIFICATION, 677.00 
HUMAN LEUKOCYTE ANTIGEN (HLA) CLASS I ANTIBODY IDENTIFICATION, 436.00 
HUMAN LEUKOCYTE ANTIGEN (HLA) CLASS I HIGH DEFINITION QUALITATIVE  PRE-TRANSPLANT, 436.00 
HUMAN LEUKOCYTE ANTIGEN (HLA) CLASS I PHENOTYPE ANTIBODY QUALITATIVE, 278.00 
HUMAN LEUKOCYTE ANTIGEN (HLA) CLASS I SEMIQUANT PANEL," 1,227.00 "
HUMAN LEUKOCYTE ANTIGEN (HLA) CLASS I TYPING COMPLETE LOW RESOLUTION, 752.00 
HUMAN LEUKOCYTE ANTIGEN (HLA) CLASS I TYPING ONE ALLELE HIGH RESOLUTION, 426.00 
HUMAN LEUKOCYTE ANTIGEN (HLA) CLASS I TYPING ONE ANTIGEN LOW RESOLUTION, 604.00 
HUMAN LEUKOCYTE ANTIGEN (HLA) CLASS I TYPING ONE LOCUS HIGH RESOLUTION, 609.00 
HUMAN LEUKOCYTE ANTIGEN (HLA) CLASS I TYPING ONE LOCUS LOW RESOLUTION, 383.00 
HUMAN LEUKOCYTE ANTIGEN (HLA) CLASS I/II ANTIBODY QUALITATIVE, 161.00 
HUMAN LEUKOCYTE ANTIGEN (HLA) CLASS II ANTIBODY IDENTIFICATION IGG QUALITATIVE, 397.00 
HUMAN LEUKOCYTE ANTIGEN (HLA) CLASS II HIGH DEFINITION QUALITATIVE  PRE-TRANSPLANT, 397.00 
HUMAN LEUKOCYTE ANTIGEN (HLA) CLASS II PHENOTYPE ANTIBODY QUALITATIVE, 238.00 
HUMAN LEUKOCYTE ANTIGEN (HLA) CLASS II SEMIQUANT PANEL," 1,109.00 "
HUMAN LEUKOCYTE ANTIGEN (HLA) CLASS II TYPING ONE ALLELE HIGH RESOLUTION, 677.00 
HUMAN LEUKOCYTE ANTIGEN (HLA) CLASS II TYPING ONE LOCUS HIGH RESOLUTION, 621.00 
HUMAN LEUKOCYTE ANTIGEN (HLA) CLASS II TYPING ONE LOCUS LOW RESOLUTION, 383.00 
HUMAN LEUKOCYTE ANTIGEN (HLA) CROSSMATCH EACH ADDITIONAL, 440.00 
HUMAN LEUKOCYTE ANTIGEN (HLA) CROSSMATCH FIRST SAMPLE, 557.00 
HUMAN LEUKOCYTE ANTIGEN (HLA) TYPING A  B OR C SINGLE ANTIGEN, 744.00 
HUMAN LEUKOCYTE ANTIGEN (HLA) TYPING DR/DQ SINGLE ANTIGEN, 744.00 
HUMAN LEUKOCYTE ANTIGEN (HLA)-DR MULTIPLE ANTIGEN TYPING (OTHER), 819.00 
HUMAN LEUKOCYTE ANTIGEN (HLA)-DR MULTIPLE ANTIGEN TYPING (US/DKMS), 781.00 
HUMERAL FRACT ORTHOSIS PREFAB, 636.94 
HUNTINGTON DISEASE, 633.00 
HYDROGEN OR METHANE BREATH TEST, 921.00 
HYDROMORPHON .51-100 MC/ML 20 ML," 1,088.00 "
HYDROMORPHON 0.1-1 MG/ML 1 ML, 763.00 
HYDROMORPHON 0.1-25 MG/ML 20 ML, 580.00 
HYDROMORPHON 26-50 MG/ML 20 ML, 744.00 
HYPERBARICS FULL BODY PER 30 MINUTE INTERVAL, 727.00 
HYSTEROSALPINGOGRAPHY OR SALINE INFUSION SONOHYSTEROGRAOPHY, 227.00 
I-125 PER SEED STRANDED, 130.00 
I131 IDODBENGUANE DX PER 0.5 MCI," 6,341.00 "
I131 IODIDE CAP RX PER 1 MCI, 69.00 
I131 IODIDE SOL RX PER 1 MCI, 25.00 
I131 PER 1 UCI TO 100 UCI, 36.00 
I131 SOL DX PER 1 MCI, 90.00 
I-192 PER SEED, 91.00 
IABP SUPPORT," 13,687.00 "
ICM INTERROGATION, 101.00 
ICM OR ILR INTERROGATION REMOTE UP TO 30 DAYS, 289.00 
IDH1 MUTATION ANALYSIS, 249.00 
IDH2 MUTATION ANALYSIS, 249.00 
IGH GENE REARRANGEMENT," 1,170.00 "
IGH SOMATIC MUTATION ANALYSIS," 1,587.00 "
ILEOSCOPY THROUGH STOMA DIAGNOSTIC," 1,492.00 "
ILEOSCOPY THROUGH STOMA W/ BIOPSY," 2,028.00 "
ILR INTERROGATION, 142.00 
ILR PROGRAMMING & ADJUSTMENT, 131.00 
IM ADULT HEP-A VACCINE, 84.00 
IM ADULT HEPA-HEPB, 103.00 
IMMUNOASSAY NON-INFECTIOUS AGENT ANTIBODY/ANTIGEN QUALITATIVE/SEMI-QUANTITATIVE, 64.00 
IMMUNOASSAY NON-INFECTIOUS AGENT ANTIBODY/ANTIGEN QUANTITATIVE NOT OTHERWISE SPECIFIED, 101.00 
IMMUNOASSAY NON-INFECTIOUS AGENT ANTIBODY/ANTIGEN QUANTITATIVE RADIOIMMUNOASSAY, 406.00 
IMMUNOASSAY TUMOR ANTIGEN CA 125 QUANTITATIVE, 212.00 
IMMUNOASSAY TUMOR ANTIGEN CA 15-3 (27.29) QUANTITATIVE, 168.00 
IMMUNOASSAY TUMOR ANTIGEN CA 19-9 QUANTITATIVE, 211.00 
IMMUNOASSAY TUMOR ANTIGEN OTHER QUANTITATIVE, 68.00 
IMMUNOELECTROPHORESIS SERUM, 231.00 
IMMUNOFIXATION ELECTROPHORES OTHER FLUIDS WITH CONCENTRATION, 301.00 
IMMUNOFIXATION ELECTROPHORES SERUM, 305.00 
IMMUNOFLOURESCENCE EACH ADDITIONAL SINGLE ANTIBODY STAIN PER SPECIMEN, 232.00 
IMMUNOFLOURESCENCE INITIAL SINGLE ANTIBODY STAIN PER SPECIMEN, 317.00 
IMMUNOHISTOCHEMISTRY/IMMUNOCYTOCHEMISTRY EACH ADDITIONAL SINGLE ANTIBODY STAIN PER SPECIMEN, 268.00 
IMMUNOHISTOCHEMISTRY/IMMUNOCYTOCHEMISTRY EACH MULTIPLEX ANTIBODY STAIN PER SPECIMEN, 436.00 
IMMUNOHISTOCHEMISTRY/IMMUNOCYTOCHEMISTRY INITIAL SINGLE ANTIBODY STAIN PER SPECIMEN, 396.00 
IMMUNOLOGY PROCEDURE UNLISTED, 219.00 
IMPLANT HDM TRANSSEPTAL LEAD DURING ICD INSERTION LAPTOP COMBO," 6,271.00 "
IMPLANT NEUROSTIMULATOR ELECTRODES PERCUTANEOUS EPIDURAL," 8,381.00 "
IMPLANT NEUROSTIMULATOR ELECTRODES PERCUTANEOUS PERIPHERAL NERVE," 6,050.00 "
IMPLANT NEUROSTIMULATOR ELECTRODES PERCUTANEOUS SACRAL NERVE INCL IMAGING GUIDANCE IF PERFORMED," 6,050.00 "
IMPLANT SUBCUTANEOUS CARDIAC RHYTHM MONITOR," 2,996.00 "
IMPLANTABLE DEFIBRILLATOR (ICD) EVALUATION PROGRAMMING PRE/POST-OPERATIVE, 128.00 
IMPLANTABLE DEFIBRILLATOR (ICD) INTERROGATION, 218.00 
IMPLANTABLE DEFIBRILLATOR (ICD) LEAD & GENERATOR EVALUATION AT IMPLANT OR REPLACEMENT," 3,524.00 "
IMPLANTABLE DEFIBRILLATOR (ICD) LEAD EVALUATION," 4,453.00 "
IMPLANTABLE DEFIBRILLATOR (ICD) LEAD EVALUATION AT IMPLANT OR REPLACEMENT," 1,007.00 "
IMPLANTABLE DEFIBRILLATOR (ICD) PROGRAMMING & ADJUSTMENT DUAL LEAD, 270.00 
IMPLANTABLE DEFIBRILLATOR (ICD) PROGRAMMING & ADJUSTMENT MULTIPLE LEAD, 306.00 
IMPLANTABLE DEFIBRILLATOR (ICD) PROGRAMMING & ADJUSTMENT SINGLE LEAD, 213.00 
IMPLANTATION INTRASTROMAL CORNEAL RING SEGMENTS," 6,572.00 "
IMPRESSION AURICULAR PROSTHESIS," 7,444.00 "
IMPRESSION DEFINITIVE OBTURATOR PROSTHESIS," 7,444.00 "
IMPRESSION FACIAL PROSTHESIS," 7,444.00 "
IMPRESSION INTERIM OBTURATOR PROSTHESIS," 7,444.00 "
IMPRESSION MANDIBULAR RESECTION PROSTHESIS," 7,444.00 "
IMPRESSION MAXIOFACIAL PROSTHESIS (UNLISTED), 161.00 
IMPRESSION NASAL PROSTHESIS," 7,444.00 "
IMPRESSION ORAL SURGICAL SPLINT," 2,888.00 "
IMPRESSION ORBITAL PROSTHESIS," 6,322.00 "
IMPRESSION PALATAL AUGMENTATION PROSTHESIS," 7,444.00 "
IMPRESSION PALATAL LIFT PROSTHESIS," 7,444.00 "
IMPRESSION SPEECH AID PROSTHESIS," 7,444.00 "
IMPRESSION SURGICAL OBTURATOR PROSTHESIS," 3,629.00 "
IN SITU HYBRIDIZATION (FISH) PER SPECIMAN EACH ADDITIONAL SINGLE PROBE STAIN, 557.00 
IN SITU HYBRIDIZATION (FISH) PER SPECIMAN EACH MULTIPLEX PROBE STAIN, 466.00 
IN SITU HYBRIDIZATION (FISH) PER SPECIMAN INITIAL SINGLE PROBE STAIN, 326.00 
IN111 IBRITUMOMAB DX =< 5 MCI," 9,282.00 "
IN111 OXYQUINOLINE PER 0.5 MCI," 3,740.00 "
IN111 PENTETATE PER 0.5 MCI," 4,366.00 "
INCENTIVE SPIROMETRY DEMO & INSTRUCTION, 52.00 
INCISION & DRAINAGE ABSCESS COMPLICATED, 671.00 
INCISION & DRAINAGE ABSCESS SIMPLE, 428.00 
INCISION & DRAINAGE BARTHOLIN'S GLAND ABSCESS, 270.00 
INCISION & DRAINAGE HEMATOMA SEROMA OR FLUID," 1,944.00 "
INCISION & DRAINAGE ISCHIORECTAL/INTRAMURAL ABSCESS SUBMUSCULAR," 4,307.00 "
INCISION & DRAINAGE PERIANAL ABSCESS SUPERFICIAL," 1,047.00 "
INCISION & DRAINAGE PERIRECTAL/ISCHIORECTAL ABSCESS," 1,629.00 "
INCISION & DRAINAGE PILONIDAL CYST COMPLEX," 1,094.00 "
INCISION & DRAINAGE PILONIDAL CYST SIMPLE, 837.00 
INCISION & DRAINAGE POST-OPERATIVE WOUND COMPLEX," 3,388.00 "
INCISION & DRAINAGE VULVA OR PERINEAL ABSCESS, 616.00 
INCISION AND DRAINAGE LACRIMAL SAC," 2,724.00 "
INCISION EYELID MARGIN FOR TRICHIASIS, 771.00 
INCISION EYELID MARGIN W/ GRAFT FOR TRICHIASIS," 1,749.00 "
INCISION OF LABIAL FRENUM (FRENOTOMY), 979.00 
INCISION OF LINGUAL FRENUM (FRENOTOMY)," 1,651.00 "
INCISION THROMBOSED HEMORRHOID EXTERNAL, 361.00 
INCISIONAL BIOPSY SKIN EACH ADDITIONAL LESION, 263.00 
INCISIONAL BIOPSY SKIN FIRST LESION, 556.00 
INDIUM IN-111 AUTO PLATELET," 3,740.00 "
INDIUM IN-111 AUTO WBC," 3,740.00 "
INDIUM IN-111 PENTETREOTIDE =< 6 MCI," 8,236.00 "
INDOCYANINE GREEN ANGIOSCOPY, 382.00 
INFECTIOUS AGENT ANTIGEN BY IMMUNOASSAY TECHNIQUE CRYPTOCOCCUS NEOFORMANS, 186.00 
INFECTIOUS AGENT ANTIGEN BY IMMUNOASSAY TECHNIQUE CRYPTOSPORIDIUM, 68.00 
INFECTIOUS AGENT ANTIGEN BY IMMUNOASSAY TECHNIQUE EIA/ELISA/IMCA/ QUALITATIVE/QUANTITATIVE MULTI-STEP METHOD, 247.00 
INFECTIOUS AGENT ANTIGEN BY IMMUNOASSAY TECHNIQUE ENTAMOEBA HISTOLYTICA DISPAR, 150.00 
INFECTIOUS AGENT ANTIGEN BY IMMUNOASSAY TECHNIQUE GIARDIA, 61.00 
INFECTIOUS AGENT ANTIGEN BY IMMUNOASSAY TECHNIQUE HEPATITIS B SURFACE, 33.00 
INFECTIOUS AGENT ANTIGEN BY IMMUNOASSAY TECHNIQUE HEPATITIS B SURFACE NEUTRALIZATION, 48.00 
INFECTIOUS AGENT ANTIGEN BY IMMUNOASSAY TECHNIQUE HEPATITIS BE, 46.00 
INFECTIOUS AGENT ANTIGEN BY IMMUNOASSAY TECHNIQUE HIV-1 ANTIGEN W/ HIV-1 & HIV-2 ANTIBODIES, 161.00 
