USC VHH CDM Price Increase,,,,,,,,,,,,
Gross Revenue Change (old to new),,,,,,,,,,,,
"July 1, 2017 - June 30, 2018",,,,,,,,,,"Gross Revenue
(old price)","Gross Revenue
(new price)","New Gross Revenue based on Price increase on April 1, 2018"
6220073,"INFLUENZA ANTIGEN, EACH ANTIGEN",4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,136,230,0,0,0,Phase I
6220081,CULTURE FUNGUS W/ KOH PREP,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,98,173,49,"4,802","8,477",Phase I
6220107,BLOOD CULTURE,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,345,530,"1,314","453,330","696,420",Phase I
6220149,PLATELET; AGGREGATION IN VITRO,4502,CLINICAL LAB-MICROBIOLOGY,305,305,305,37,232,4,148,928,Phase I
6220156,GRAM STAIN,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,41,118,377,"15,457","44,486",Phase I
6220164,INDIA INK PREP,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,147,309,0,0,0,Phase I
6220180,OVA & PARASITES,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,45,94,4,180,376,Phase I
6220198,PINWORM EXAM,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,45,94,0,0,0,Phase I
6220206,WET MOUNT,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,147,309,44,"6,468","13,596",Phase I
6220214,SENSITIVITY DISK PER PLATE,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,33,136,14,462,"1,904",Phase I
6220222,CULTURE URINE,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,276,234,"1,374","379,224","321,516",Phase I
6220255,CULTURE GENITAL DEFINITIVE,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,78,120,14,"1,092","1,680",Phase I
6220263,CULTURE THROAT,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,78,120,9,702,"1,080",Phase I
6220271,CULTURE NOSE,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,78,120,0,0,0,Phase I
6220289,CULTURE EYE,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,78,120,0,0,0,Phase I
6220297,C.TRACHOMATIS AMPLIFIED DETECT(ARUP,4505,CLINICAL LAB-OTHERS,306,306,306,100,185,0,0,0,Phase I
6220321,CULTURE BETA STREP SCREEN,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,186,267,71,"13,206","18,957",Phase I
6220339,CULTURE STOOL,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,69,106,4,276,424,Phase I
6220347,CULTURE CATHETER,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,78,120,4,312,480,Phase I
6220388,CULTURE CSF,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,78,120,10,780,"1,200",Phase I
6220404,KOH PREP,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,41,66,0,0,0,Phase I
6220420,ANA TITER,4504,CLINICAL LAB-IMMUNOLOGY,306,302,302,16,74,0,0,0,Phase I
6220438,ANA SCREEN,4504,CLINICAL LAB-IMMUNOLOGY,302,302,302,153,92,0,0,0,Phase I
6220446,C DIFFICILE TOXIN,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,49,79,0,0,0,Phase I
6220511,NEISSERIA GONORRHOEAE BY LCR (ARUP),4505,CLINICAL LAB-OTHERS,306,306,306,59,80,0,0,0,Phase I
6220529,CULTURE GC DEFINITIVE,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,186,267,1,186,267,Phase I
6220552,CRYPTOCOCCAL ANTIGEN (REF OUT),4505,CLINICAL LAB-OTHERS,306,306,306,19,71,0,0,0,Phase I
6220560,CULTURE ENVIRONMENTAL,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,78,120,0,0,0,Phase I
6220578,CULTURE RESPIRATORY,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,78,120,141,"10,998","16,920",Phase I
6220602,CULTURE FLUID DEFINITIVE,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,78,120,58,"4,524","6,960",Phase I
6220610,CULTURE ANAEROBIC DEFINITIVE,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,71,109,107,"7,597","11,663",Phase I
6220628,CULTURE SEMEN,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,78,120,0,0,0,Phase I
6220636,H PYLORI SCREEN,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,186,267,43,"7,998","11,481",Phase I
6220644,CAMPYLOBACTER SCREEN,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,186,267,0,0,0,Phase I
6220651,ANTIGEN DETECTION,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,19,16,0,0,0,Phase I
6220669,C.DIFFICILE AMPLIFIED PROBE,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,148,241,79,"11,692","19,039",Phase I
6220670,STOOL PARASITES SCR DIRECT PROBE,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,220,51,33,"7,264","1,683",Phase I
6330021,"PROTEIN, 24HR URINE",4503,CLINICAL LAB-CHEMISTRY,301,301,301,106,112,3,318,336,Phase I
6330039,ACETONE BLOOD QUANT,4503,CLINICAL LAB-CHEMISTRY,301,301,301,145,207,13,"1,885","2,691",Phase I
6330070,ALBUMIN SERUM,4503,CLINICAL LAB-CHEMISTRY,301,301,301,22,144,13,286,"1,872",Phase I
6330104,AMMONIA,4503,CLINICAL LAB-CHEMISTRY,301,301,301,299,222,103,"30,797","22,866",Phase I
6330112,AMYLASE,4503,CLINICAL LAB-CHEMISTRY,301,301,301,49,204,101,"4,949","20,604",Phase I
6330120,DIASTASE 2 HR URINE,4503,CLINICAL LAB-CHEMISTRY,301,301,301,49,204,0,0,0,Phase I
6330153,"MYOGLOBIN, SERUM",4503,CLINICAL LAB-CHEMISTRY,301,301,301,19,59,0,0,0,Phase I
6330161,TROPONIN QUANT,4503,CLINICAL LAB-CHEMISTRY,301,301,301,331,408,"2,165","716,615","883,320",Phase I
6330179,CALCIUM SERUM;TOTAL,4503,CLINICAL LAB-CHEMISTRY,301,301,301,22,94,14,308,"1,316",Phase I
6330187,CALCIUM URINE 24 HR,4503,CLINICAL LAB-CHEMISTRY,301,301,301,26,111,3,78,333,Phase I
6330195,CARBON DIOXIDE (BICARBONATE),4503,CLINICAL LAB-CHEMISTRY,301,301,301,22,93,1,22,93,Phase I
6330203,CHLORIDE SERUM,4503,CLINICAL LAB-CHEMISTRY,301,301,301,22,131,0,0,0,Phase I
6330211,CKMB,4503,CLINICAL LAB-CHEMISTRY,301,301,301,202,166,4,808,664,Phase I
6330229,CHOLESTEROL TOTAL SERUM,4503,CLINICAL LAB-CHEMISTRY,301,301,301,22,79,4,88,316,Phase I
6330237,"CREATINE KINASE (CK),(CPK);TOT",4503,CLINICAL LAB-CHEMISTRY,301,301,301,40,41,320,"12,800","13,120",Phase I
6330252,CREATININE SERUM,4503,CLINICAL LAB-CHEMISTRY,301,301,301,25,56,66,"1,650","3,696",Phase I
6330260,CREATININE URINE 24 HR,4503,CLINICAL LAB-CHEMISTRY,301,301,301,30,67,4,120,268,Phase I
6330278,CREATININE CLEARANCE,4503,CLINICAL LAB-CHEMISTRY,301,301,301,63,141,3,189,423,Phase I
6330294,DIGOXIN,4503,CLINICAL LAB-CHEMISTRY,301,301,301,119,289,9,"1,071","2,601",Phase I
6330310,LIPASE,4503,CLINICAL LAB-CHEMISTRY,301,301,301,238,296,"1,177","280,126","348,392",Phase I
6330328,RENAL FUNCTION PANEL,4503,CLINICAL LAB-CHEMISTRY,301,301,301,60,89,284,"17,040","25,276",Phase I
6330336,PSA - DIAGNOSTIC,4501,CLINICAL LAB-HEMATOLOGY,301,301,301,233,200,22,"5,126","4,400",Phase I
6330344,GGT (GAMMA GLUTAMYL TRANS),4503,CLINICAL LAB-CHEMISTRY,301,301,301,22,108,6,132,648,Phase I
6330377,GLUCOSE TOLERANCE 3HR,4503,CLINICAL LAB-CHEMISTRY,301,301,301,67,74,3,201,222,Phase I
6330401,TSH,4503,CLINICAL LAB-CHEMISTRY,301,301,301,40,134,"1,791","71,640","239,994",Phase I
6330443,LDH (LACTATE DEHYDROGENASE),4503,CLINICAL LAB-CHEMISTRY,301,301,301,40,153,54,"2,160","8,262",Phase I
6330468,GLUCOSE TOLERANCE 2HR,4503,CLINICAL LAB-CHEMISTRY,301,301,301,217,231,0,0,0,Phase I
6330484,LITHIUM,4503,CLINICAL LAB-CHEMISTRY,301,301,301,106,119,21,"2,226","2,499",Phase I
6330492,LACTIC ACID,4503,CLINICAL LAB-CHEMISTRY,301,301,301,254,297,"1,292","328,168","383,724",Phase I
6330500,OSMOLALITY SERUM,4503,CLINICAL LAB-CHEMISTRY,301,301,301,124,184,20,"2,480","3,680",Phase I
6330518,OSMOLALITY URINE,4503,CLINICAL LAB-CHEMISTRY,301,301,301,131,194,47,"6,157","9,118",Phase I
6330534,COMPREHENSIVE METABOLIC PANEL,4503,CLINICAL LAB-CHEMISTRY,301,301,301,437,499,"6,594","2,881,578","3,290,406",Phase I
6330567,ELECTROLYTE PANEL,4503,CLINICAL LAB-CHEMISTRY,301,301,301,41,55,1,41,55,Phase I
6330575,LIPID PANEL,4503,CLINICAL LAB-CHEMISTRY,301,301,301,60,107,"1,596","95,760","170,772",Phase I
6330583,BNP,4501,CLINICAL LAB-HEMATOLOGY,301,301,301,375,395,817,"306,375","322,715",Phase I
6330617,ALKALINE PHOSPHATASE,4503,CLINICAL LAB-CHEMISTRY,301,301,301,22,50,4,88,200,Phase I
6330625,PREGNANCY TEST SERUM QUAL,4503,CLINICAL LAB-CHEMISTRY,301,301,301,166,260,69,"11,454","17,940",Phase I
6330633,PHOSPHOROUS INORGANIC,4503,CLINICAL LAB-CHEMISTRY,301,301,301,65,147,"1,473","95,745","216,531",Phase I
6330641,"PHOSPHORUS, 24-HR URINE",4503,CLINICAL LAB-CHEMISTRY,301,301,301,27,44,0,0,0,Phase I
6330658,POTASSIUM SERUM,4503,CLINICAL LAB-CHEMISTRY,301,301,301,76,157,39,"2,964","6,123",Phase I
6330666,POTASSIUM URINE 24HR.,4503,CLINICAL LAB-CHEMISTRY,301,301,301,43,97,0,0,0,Phase I
6330682,BODY FLUID SPECIFIC GRAVITY,4501,CLINICAL LAB-HEMATOLOGY,301,301,301,57,72,5,285,360,Phase I
6330708,PROTEIN;TOTAL,4503,CLINICAL LAB-CHEMISTRY,301,301,301,106,112,2,212,224,Phase I
6330724,TOTAL PROTEIN RANDOM URINE,4503,CLINICAL LAB-CHEMISTRY,301,301,301,106,112,36,"3,816","4,032",Phase I
6330732,SALICYLATE,4503,CLINICAL LAB-CHEMISTRY,301,301,301,277,224,185,"51,245","41,440",Phase I
6330740,SODIUM SERUM,4503,CLINICAL LAB-CHEMISTRY,301,301,301,25,91,6,150,546,Phase I
6330757,"SODIUM, URINE 24 HR",4503,CLINICAL LAB-CHEMISTRY,301,301,301,43,157,1,43,157,Phase I
6330765,T4,4503,CLINICAL LAB-CHEMISTRY,301,301,301,43,267,23,989,"6,141",Phase I
6330773,AST,4503,CLINICAL LAB-CHEMISTRY,301,301,301,22,79,40,880,"3,160",Phase I
6330781,ALT (SGPT),4503,CLINICAL LAB-CHEMISTRY,301,301,301,22,79,40,880,"3,160",Phase I
6330799,T3 UPTAKE,4503,CLINICAL LAB-CHEMISTRY,301,301,301,29,74,7,203,518,Phase I
6330807,TRIGLYCERIDES,4503,CLINICAL LAB-CHEMISTRY,301,301,301,31,168,34,"1,054","5,712",Phase I
6330815,BLOOD UREA NITROGEN;QUANT,4503,CLINICAL LAB-CHEMISTRY,301,301,301,22,151,41,902,"6,191",Phase I
6330823,URIC ACID BLOOD,4503,CLINICAL LAB-CHEMISTRY,301,301,301,22,77,156,"3,432","12,012",Phase I
6330831,"PHOSPHORUS, RANDOM URINE",4503,CLINICAL LAB-CHEMISTRY,301,301,301,27,44,1,27,44,Phase I
6330856,CALCIUM RANDOM URINE,4503,CLINICAL LAB-CHEMISTRY,301,301,301,22,94,4,88,376,Phase I
6330872,THEOPHYLLINE,4503,CLINICAL LAB-CHEMISTRY,301,301,301,243,282,3,729,846,Phase I
6330880,GENTAMICIN,4503,CLINICAL LAB-CHEMISTRY,301,301,301,211,423,12,"2,532","5,076",Phase I
6330898,DILANTIN (PHENYTOIN),4503,CLINICAL LAB-CHEMISTRY,301,301,301,277,317,17,"4,709","5,389",Phase I
6330906,PHENOBARBITAL,4503,CLINICAL LAB-CHEMISTRY,301,301,301,119,224,0,0,0,Phase I
6330914,LDL CHOLESTEROL DIRECT,4503,CLINICAL LAB-CHEMISTRY,301,301,301,29,56,10,290,560,Phase I
6330922,HDL CHOLESTEROL,4503,CLINICAL LAB-CHEMISTRY,301,301,301,25,46,1,25,46,Phase I
6330948,BILIRUBIN TOTAL,4503,CLINICAL LAB-CHEMISTRY,301,301,301,35,54,109,"3,815","5,886",Phase I
6330955,POTASSIUM RANDOM URINE,4503,CLINICAL LAB-CHEMISTRY,301,301,301,43,97,8,344,776,Phase I
6330963,SODIUM RANDOM URINE,4503,CLINICAL LAB-CHEMISTRY,301,301,301,43,157,74,"3,182","11,618",Phase I
6331003,GLUCOSE 2HR. PP,4503,CLINICAL LAB-CHEMISTRY,301,301,301,217,231,1,217,231,Phase I
6331011,GLUCOSE RANDOM URINE,4503,CLINICAL LAB-CHEMISTRY,301,301,301,167,159,0,0,0,Phase I
6331029,LH,4503,CLINICAL LAB-CHEMISTRY,301,301,301,71,132,26,"1,846","3,432",Phase I
6331037,GLUCOSE URINE 24 HR,4503,CLINICAL LAB-CHEMISTRY,301,301,301,167,159,0,0,0,Phase I
6331045,PREGNENOLONE,4503,CLINICAL LAB-CHEMISTRY,301,301,301,29,27,0,0,0,Phase I
6331052,HISTOPLASMA YEAST AB,4503,CLINICAL LAB-CHEMISTRY,302,302,302,28,20,0,0,0,Phase I
6331060,HISTOPLASMA MYCELIA AB,4503,CLINICAL LAB-CHEMISTRY,302,302,302,28,20,0,0,0,Phase I
6331078,GLUCOSE;CSF,4503,CLINICAL LAB-CHEMISTRY,301,301,301,167,159,20,"3,340","3,180",Phase I
6331086,UREA NITROGEN URINE QUANT,4503,CLINICAL LAB-CHEMISTRY,301,301,301,22,77,0,0,0,Phase I
6331094,"UREA NITROGEN, URINE",4503,CLINICAL LAB-CHEMISTRY,301,301,301,22,77,2,44,154,Phase I
6331102,CREATININE RANDOM URINE,4503,CLINICAL LAB-CHEMISTRY,301,301,301,30,67,209,"6,270","14,003",Phase I
6331128,BILIRUBIN DIRECT,4503,CLINICAL LAB-CHEMISTRY,301,301,301,35,54,277,"9,695","14,958",Phase I
6331151,CEA,4503,CLINICAL LAB-CHEMISTRY,301,301,301,54,255,88,"4,752","22,440",Phase I
6331169,HEPATIC FUNCTION PANEL,4503,CLINICAL LAB-CHEMISTRY,301,301,301,61,153,184,"11,224","28,152",Phase I
6331177,AMYLASE FLUID,4503,CLINICAL LAB-CHEMISTRY,301,301,301,49,204,2,98,408,Phase I
6331185,"LD, LDH FLUID",4503,CLINICAL LAB-CHEMISTRY,301,301,301,40,153,15,600,"2,295",Phase I
6331193,PROGESTERONE,4503,CLINICAL LAB-CHEMISTRY,301,301,301,67,127,12,804,"1,524",Phase I
6331219,PROTEIN; CSF,4503,CLINICAL LAB-CHEMISTRY,301,301,301,106,112,24,"2,544","2,688",Phase I
6331227,BASIC METABOLIC PANEL,4503,CLINICAL LAB-CHEMISTRY,301,301,301,410,403,"2,753","1,128,730","1,109,459",Phase I
6331243,MAGNESIUM,4503,CLINICAL LAB-CHEMISTRY,301,301,301,49,181,"2,141","104,909","387,521",Phase I
6331250,AMIKACIN,4503,CLINICAL LAB-CHEMISTRY,301,301,301,332,337,6,"1,992","2,022",Phase I
6331276,PREGNANCY TEST SERUM QUANT,4503,CLINICAL LAB-CHEMISTRY,301,301,301,253,267,138,"34,914","36,846",Phase I
6331292,TEGRETOL (CARBAMAZEPINE),4503,CLINICAL LAB-CHEMISTRY,301,301,301,301,343,11,"3,311","3,773",Phase I
6331318,ESTRADIOL,4503,CLINICAL LAB-CHEMISTRY,301,301,301,43,134,32,"1,376","4,288",Phase I
6331326,PSA SCREENING,4503,CLINICAL LAB-CHEMISTRY,301,301,301,233,200,344,"80,152","68,800",Phase I
6331334,TOBRAMYCIN,4503,CLINICAL LAB-CHEMISTRY,301,301,301,201,372,0,0,0,Phase I
6331342,VALPROIC ACID (DEPAKENE),4503,CLINICAL LAB-CHEMISTRY,301,301,301,119,272,110,"13,090","29,920",Phase I
6331359,VANCOMYCIN,4503,CLINICAL LAB-CHEMISTRY,301,301,301,211,447,287,"60,557","128,289",Phase I
6331383,T3 TOTAL,4503,CLINICAL LAB-CHEMISTRY,301,301,301,44,253,176,"7,744","44,528",Phase I
6331391,HGB A1C (GLYCOHEMOGLOBIN),4503,CLINICAL LAB-CHEMISTRY,301,301,301,27,72,"1,067","28,809","76,824",Phase I
6331409,VITAMIN B12,4503,CLINICAL LAB-CHEMISTRY,301,301,301,32,216,441,"14,112","95,256",Phase I
6331417,FOLATE,4503,CLINICAL LAB-CHEMISTRY,301,301,301,35,279,227,"7,945","63,333",Phase I
6331425,"HEPATITIS A AB, IGM (ARUP)",4505,CLINICAL LAB-OTHERS,302,302,302,20,23,0,0,0,Phase I
6331433,"HEPATITIS A AB, TOTAL (ARUP)",4505,CLINICAL LAB-OTHERS,302,302,302,18,16,9,162,144,Phase I
6331441,URINE PEP 24 HR (REF OUT),4505,CLINICAL LAB-OTHERS,301,301,301,25,142,0,0,0,Phase I
6331458,URIC ACID URINE,4503,CLINICAL LAB-CHEMISTRY,301,301,301,24,84,9,216,756,Phase I
6331466,"UREA NITROGEN, 24 HR URINE",4503,CLINICAL LAB-CHEMISTRY,301,301,301,22,77,0,0,0,Phase I
6331490,1HR POST 50 GM GLUCOSE DOSE,4503,CLINICAL LAB-CHEMISTRY,301,301,301,217,231,3,651,693,Phase I
6331508,I-PARATHYROID HORMONE,4503,CLINICAL LAB-CHEMISTRY,301,301,301,58,150,80,"4,640","12,000",Phase I
6331540,FSH,4503,CLINICAL LAB-CHEMISTRY,301,301,301,59,103,38,"2,242","3,914",Phase I
6331599,TOTAL TESTOSTERONE,4503,CLINICAL LAB-CHEMISTRY,301,301,301,71,70,33,"2,343","2,310",Phase I
6331649,"ALPHA - FETOPROTEIN, SERUM",4503,CLINICAL LAB-CHEMISTRY,301,301,301,58,207,22,"1,276","4,554",Phase I
6331698,CA 125,4503,CLINICAL LAB-CHEMISTRY,302,302,302,84,280,19,"1,596","5,320",Phase I
6331748,CA 19-9,4503,CLINICAL LAB-CHEMISTRY,302,302,302,62,207,20,"1,240","4,140",Phase I
6331797,PROLACTIN,4503,CLINICAL LAB-CHEMISTRY,301,301,301,67,72,36,"2,412","2,592",Phase I
6331805,CORTISOL TOTAL,4503,CLINICAL LAB-CHEMISTRY,301,301,301,82,274,52,"4,264","14,248",Phase I
6331813,FERRITIN,4503,CLINICAL LAB-CHEMISTRY,301,301,301,278,201,172,"47,816","34,572",Phase I
6331821,FREE T4,4503,CLINICAL LAB-CHEMISTRY,301,301,301,16,105,574,"9,184","60,270",Phase I
6331839,HEPATITIS B SURFACE AG,4503,CLINICAL LAB-CHEMISTRY,306,306,306,18,67,55,990,"3,685",Phase I
6331847,ACUTE HEPATITIS PANEL,4503,CLINICAL LAB-CHEMISTRY,301,301,301,84,350,78,"6,552","27,300",Phase I
6331854,VIRAL 1&2 ANTIBODY SCREEN,4503,CLINICAL LAB-CHEMISTRY,302,302,302,97,118,87,"8,439","10,266",Phase I
6331862,HEPATITIS B CORE ANTIBODY,4503,CLINICAL LAB-CHEMISTRY,302,302,302,18,16,0,0,0,Phase I
6331870,HEPATITIS B CORE IGM ANTIBODY,4503,CLINICAL LAB-CHEMISTRY,302,302,302,82,143,2,164,286,Phase I
6331888,HEPATITIS B SURFACE ANTIBODY,4503,CLINICAL LAB-CHEMISTRY,302,302,302,19,20,0,0,0,Phase I
6331896,"HEPATITIS A ANTIBODY, TOTAL",4503,CLINICAL LAB-CHEMISTRY,302,302,302,18,16,0,0,0,Phase I
6331904,HEPATITIS A IGM ANTIBODY,4503,CLINICAL LAB-CHEMISTRY,302,302,302,20,23,7,140,161,Phase I
6331912,HEPATITIS C ANTIBODY,4503,CLINICAL LAB-CHEMISTRY,302,302,302,25,103,92,"2,300","9,476",Phase I
6331920,VITAMIN D 25 HYDROXY,4503,CLINICAL LAB-CHEMISTRY,301,301,301,228,238,536,"122,208","127,568",Phase I
6440002,RUBELLA,4504,CLINICAL LAB-IMMUNOLOGY,302,302,302,35,99,0,0,0,Phase I
6440028,CRP (REF OUT),4505,CLINICAL LAB-OTHERS,302,302,302,9,94,206,"1,854","19,364",Phase I
6440077,ANTISTREPTOLYSIN O TITER,4504,CLINICAL LAB-IMMUNOLOGY,302,302,302,36,60,2,72,120,Phase I
6440085,SYPHILIS TEST; QUANTITATIVE,4504,CLINICAL LAB-IMMUNOLOGY,302,302,302,96,53,3,288,159,Phase I
6440093,ANTIBODY ELUTION (RBC),4540,BLOOD BANK,302,302,302,122,173,0,0,0,Phase I
6440101,PREALBUMIN,4503,CLINICAL LAB-CHEMISTRY,301,301,301,102,168,34,"3,468","5,712",Phase I
6440192,MONOSPOT (HETEROPHILE ABS),4504,CLINICAL LAB-IMMUNOLOGY,302,302,302,140,145,28,"3,920","4,060",Phase I
6440200,PREGNANCY TEST URINE,4504,CLINICAL LAB-IMMUNOLOGY,301,301,301,166,260,637,"105,742","165,620",Phase I
6440226,CD4 PERCENT & ABSOLUTE,4505,CLINICAL LAB-OTHERS,302,302,302,38,34,6,228,204,Phase I
6440234,RPR,4504,CLINICAL LAB-IMMUNOLOGY,302,302,302,19,44,176,"3,344","7,744",Phase I
6440259,VIRAL SCREEN A&B SINGLE ASSAY,4504,CLINICAL LAB-IMMUNOLOGY,302,302,302,97,118,0,0,0,Phase I
6440309,PROTEIN;ELECTROPHORETIC F&Q,4503,CLINICAL LAB-CHEMISTRY,301,301,301,16,91,0,0,0,Phase I
6440325,ANTISTREPTOLYSIN O SCREEN,4504,CLINICAL LAB-IMMUNOLOGY,302,302,302,40,72,12,480,864,Phase I
6500015,HSV-1 SUBTYPE PCR,4505,CLINICAL LAB-OTHERS,306,306,306,75,62,0,0,0,Phase I
6500016,HSV-2 SUBTYPE BY PCR,4505,CLINICAL LAB-OTHERS,306,306,306,75,62,0,0,0,Phase I
6500040,"THC METABOLITES,URN,QUANT",4505,CLINICAL LAB-OTHERS,301,301,301,35,303,0,0,0,Phase I
6500041,"METHADONE & MET,S/P,QUANT",4505,CLINICAL LAB-OTHERS,301,301,301,61,303,0,0,0,Phase I
6500042,"COCAINE MET, S/P, QUANT",4505,CLINICAL LAB-OTHERS,301,301,301,49,303,0,0,0,Phase I
6500043,PHENOBARBITAL LEVEL,4505,CLINICAL LAB-OTHERS,301,301,301,11,21,2,23,42,Phase I
6500044,"LAMBDA QN FREE LIGHT CHAINS, URINE",4505,CLINICAL LAB-OTHERS,301,301,301,29,18,1,29,18,Phase I
6500050,PANCREATIC POLYPEPTIDE,4505,CLINICAL LAB-OTHERS,301,301,301,87,54,0,0,0,Phase I
6500051,"(1,3)-BETA-D-GLUCAN",4505,CLINICAL LAB-OTHERS,306,306,306,130,109,17,"2,210","1,853",Phase I
6500053,A-MULLERIAN HORMONE,4505,CLINICAL LAB-OTHERS,301,301,301,71,44,2,142,88,Phase I
6500054,"H.PYLORI BREATH TEST,ADULT",4505,CLINICAL LAB-OTHERS,301,301,301,70,77,3,210,231,Phase I
6500130,HIV-1 GENOTYPING (ARUP),4505,CLINICAL LAB-OTHERS,306,306,306,327,354,1,327,354,Phase I
6500131,MYCOPLASMA PNEUMONIAE BY PCR,4505,CLINICAL LAB-OTHERS,306,306,306,89,74,0,0,0,Phase I
6500132,C. TRACHOMATIS TMA,4505,CLINICAL LAB-OTHERS,306,306,306,12,22,0,0,0,Phase I
6500133,N.GONORRHOEAE BY TMA,4505,CLINICAL LAB-OTHERS,306,306,306,12,28,0,0,0,Phase I
6500134,HEMOCHROMATOSIS 3 MUTATIONS,4505,CLINICAL LAB-OTHERS,310,310,310,93,85,2,186,170,Phase I
6500135,"PNEUMOCOCCAL ABS, IGG EACH ANTIBODY",4505,CLINICAL LAB-OTHERS,302,302,302,3,52,0,0,0,Phase I
6500137,TRYPTASE,4505,CLINICAL LAB-OTHERS,301,301,301,20,18,1,20,18,Phase I
6500138,DOUBLE STRANDED DNA AB,4505,CLINICAL LAB-OTHERS,302,302,302,28,16,1,28,16,Phase I
6500139,ENTEROVIRUS BY PCR,4505,CLINICAL LAB-OTHERS,306,306,306,137,206,0,0,0,Phase I
6500140,V. ZOSTER VIRUS BY PCR,4505,CLINICAL LAB-OTHERS,306,306,306,89,78,2,179,156,Phase I
6500141,KAPPA QN FREE LIGHT CHAINS,4505,CLINICAL LAB-OTHERS,301,301,301,29,18,3,88,54,Phase I
6500142,LAMBDA QN FREE LIGHT CHAINS,4505,CLINICAL LAB-OTHERS,301,301,301,29,18,3,88,54,Phase I
6500145,CANDIDA SPECIES DNA PROBE,4505,CLINICAL LAB-OTHERS,306,306,306,22,26,0,0,0,Phase I
6500146,T. VAGINALIS DNA PROBE,4505,CLINICAL LAB-OTHERS,306,306,306,22,26,0,0,0,Phase I
6500147,G.VAGINALIS DNA PROBE,4505,CLINICAL LAB-OTHERS,306,306,306,22,26,0,0,0,Phase I
6501308,IMMUNFIX E-PHORSIS/URINE/CSF,4505,CLINICAL LAB-OTHERS,302,302,302,25,37,0,0,0,Phase I
6501878,CHROMOSOME ANALYSIS15-20,4505,CLINICAL LAB-OTHERS,311,311,311,138,180,3,413,540,Phase I
6501886,CHROMOSOME NONNEO LYMPHOCYTE,4505,CLINICAL LAB-OTHERS,311,311,311,138,153,3,413,459,Phase I
6502546,TOTAL PROTEIN URINE,4505,CLINICAL LAB-OTHERS,301,301,301,9,10,1,9,10,Phase I
6503060,RESPIRATORY VIRUS PANEL,4505,CLINICAL LAB-OTHERS,306,306,306,593,516,0,0,0,Phase I
6556230,"DRUG OF ABUSE SCREEN, MECONIUM",4505,CLINICAL LAB-OTHERS,301,301,301,59,73,0,0,0,Phase I
6558233,ANALYSIS GENE F5 LEIDEN VAR (ARUP),4505,CLINICAL LAB-OTHERS,310,310,310,58,76,5,291,380,Phase I
6559298,"TPMT GENOTYPING, 4 VARIANTS",4505,CLINICAL LAB-OTHERS,310,310,310,350,293,0,0,0,Phase I
6559306,IMMUNOFIXATION URINE,4505,CLINICAL LAB-OTHERS,302,302,302,34,50,1,34,50,Phase I
6559314,Y CHROMOSOME MICRODELETION,4505,CLINICAL LAB-OTHERS,310,310,310,234,251,3,701,753,Phase I
6559322,"KAPPA QN FREE LIGHT CHAINS, URINE",4505,CLINICAL LAB-OTHERS,301,301,301,29,18,1,29,18,Phase I
6700009,"MICROBE SUSCEPT, MACROBROTH",4505,CLINICAL LAB-OTHERS,306,306,306,152,143,0,0,0,Phase I
6700025,YEAST MIC PANEL,4505,CLINICAL LAB-OTHERS,306,306,306,49,247,0,0,0,Phase I
6700041,AEROBIC ANTIMICROB SUSCEPTIBILITY,4505,CLINICAL LAB-OTHERS,306,306,306,49,247,1,49,247,Phase I
6700058,"MICROBE SUSCEPT, MYCOBACTERI",4505,CLINICAL LAB-OTHERS,306,306,306,59,159,0,0,0,Phase I
6700066,AFB ANTIMICRO SUSCEPT PRIMARY DRUG,4505,CLINICAL LAB-OTHERS,306,306,306,59,159,0,0,0,Phase I
