St. Vincent Medical Center # 106190762,,,
SVMC Dept#,Charge Number,Charge Description, 06/01/18 Default Price 
19,1901826,"COSEAL, SEALANT 2ML"," $1,103.00 "
19,1901834,"COSEAL, SEALANT 4ML"," $2,351.00 "
94,9405929,COSOPT OPHTH SOL 10ML, $482.50 
94,9401803,COSYNTROPIN 0.25MG INJECTION, $502.50 
94,9448440,CO-TRIMOXAZOLE 10ML INJECTION, $86.25 
94,9441619,CO-TRIMOXAZOLE 30ML INJECTION, $190.00 
94,9443896,CO-TRIMOXAZOLE 60ML SUSP, $92.00 
19,1912765,COUNTERSINK CANN W/AO STRYKER," $2,135.00 "
19,1978626,COUNTERSINK FOR SCREWS (301-400)," $1,641.00 "
19,1900547,COUNTERSINK FOR SCREWS (601-700)," $2,954.00 "
19,1912724,COUNTERSINK FOR SCREWS (701-800)," $3,391.00 "
12,1201011,CPR," $1,887.00 "
29,2921005,CPR PER 15 MIN," $1,887.00 "
18,1803394,CPS STANDARD PACK-ST JUDE," $3,916.00 "
19,1918069,CRANIAL MESH PLATE (1501-2000)," $7,033.00 "
19,1901321,CRANIAL PLATE (1501-2000)," $7,033.00 "
30,3000049,CRANIAL PLATE (1501-2000)," $7,033.00 "
30,3033685,CRANIAL PLATE (201-250), $832.00 
19,1917889,CRANIAL PLATE (301-400)," $1,641.00 "
30,3005824,CRANIAL PLATE (301-400)," $1,641.00 "
19,1918283,CRANIAL PLATE (401-500)," $2,079.00 "
30,3000270,CRANIAL PLATE (401-500)," $2,079.00 "
19,1918861,CRANIAL PLATE (51-100), $384.00 
30,3051182,CRANIAL PLATE (801-900)," $3,829.00 "
30,3004967,CRANIAL SCREW (51-100), $384.00 
01,0100420,C-REACTIVE PROTEIN HIGH SENSITIVITY, $177.00 
01,0100370,CREATINE KINASE (CPK) MB FRACTN, $197.00 
01,0130658,CREATINE KINASE (CPK) TOTAL, $258.00 
01,0130112,CREATININE BLOOD, $170.00 
01,0115055,CREATININE CLEARANCE, $350.00 
01,0102228,CREATININE OTHER SOURCE, $171.00 
01,0115113,CREATININE OTHER SOURCE, $171.00 
01,0162735,CREATININE OTHER SOURCE, $171.00 
48,4803748,CREATININE OTHER SOURCE [AP, $4.69 
94,9425448,CREON 10 CAPSULE, $27.00 
94,9425455,CREON 20 CAPSULE, $45.00 
12,1204031,CRITICAL CARE E & M EA ADDL 30 MIN," $2,748.00 "
94,9410093,CROMOLYN 4% OPHT SOL 10ML, $208.75 
19,1933274,CROSS CONNECTOR FIXED," $4,766.00 "
41,4100046,CRYOPRECIPITATE EACH UNIT, $425.00 
01,0127746,CRYSTAL ID LIGHT MICROSCOPY NO URIN, $125.00 
02,0203018,CSF CISTERNOGRAM W/O MATERIAL," $3,443.00 "
02,0200204,CSF LEAKAGE DETECTION/LOCALIZATION," $2,611.00 "
03,0301184,CSI DIAMONDBACK PREDATOR," $12,356.00 "
13,1300961,CSI DIAMONDBACK PREDATOR," $12,356.00 "
53,5300330,CT ABD & PELV W/O  & W/DYE 1+ REGNS," $8,794.00 "
53,5300066,CT ABDOMEN & PELVIS W/O CONTRAST," $6,994.00 "
53,5300322,CT ABDOMEN & PELVIS WITH CONTRAST," $7,977.00 "
53,5303896,CT ABDOMEN W/O & W/CONTRAST," $5,247.00 "
53,5303888,CT ABDOMEN W/O CONTRAST," $4,252.00 "
53,5303904,CT ABDOMEN WITH CONTRAST," $4,502.00 "
53,5381132,CT ANGIO PELVIS W & W/O CONTRAST," $5,256.00 "
53,5381157,CT ANGIO UPPER EXT W & W/O DYE LT," $3,470.00 "
53,5381140,CT ANGIO UPPER EXT W & W/O DYE RT," $3,470.00 "
53,5303995,CT CERVICAL SPINE W/O & W/DYE," $6,571.00 "
53,5303979,CT CERVICAL SPINE W/O CONTRAST," $4,894.00 "
53,5303987,CT CERVICAL SPINE WITH CONTRAST," $6,258.00 "
53,5336060,CT GUIDANCE FOR NEEDLE PLACEMENT," $4,346.00 "
08,0810184,CT GUIDANCE FOR STEREOTACTIC LOCAL," $2,069.00 "
53,5300041,CT GUIDE & MONITORING TISSUE ABLATE," $2,969.00 "
53,5350012,CT GUIDE & MONITORING TISSUE ABLATE," $2,969.00 "
08,0810192,CT GUIDE FOR PLACEMENT RAD FIELDS," $3,216.00 "
53,5303755,CT HEAD OR BRAIN WITHOUT CONTRAST," $3,877.00 "
53,5350293,CT HEAD OR BRAIN WITHOUT CONTRAST," $3,877.00 "
53,5303771,CT HEAD/BRAIN W/O & W/CONTRAST," $5,367.00 "
53,5350319,CT HEAD/BRAIN W/O & W/CONTRAST," $5,367.00 "
53,5303763,CT HEAD/BRAIN WITH CONTRAST," $4,804.00 "
53,5350301,CT HEAD/BRAIN WITH CONTRAST," $4,804.00 "
53,5303607,CT LIMITED/LOCALIZED FOLLOW UP STDY," $2,801.00 "
53,5310594,CT LOW-DOSE LUNG CANCER SCREEN, $420.00 
53,5303524,CT LOWER EXT W/CONTRAST LT," $4,982.00 "
53,5303532,CT LOWER EXT W/CONTRAST RT," $4,982.00 "
53,5303540,CT LOWER EXT W/O & W/CONTRAST LT," $5,231.00 "
53,5303557,CT LOWER EXT W/O & W/CONTRAST RT," $5,231.00 "
53,5303508,CT LOWER EXT W/O CONTRAST LT," $4,185.00 "
53,5303516,CT LOWER EXT W/O CONTRAST RT," $4,185.00 "
53,5304233,CT LUMBAR SPINE W/O & WITH CONTRAST," $5,209.00 "
53,5304225,CT LUMBAR SPINE WITH CONTRAST," $5,104.00 "
53,5304217,CT LUMBAR SPINE WITHOUT CONTRAST," $4,993.00 "
53,5300272,CT MAXILLOFACIAL NO CONTRAST," $4,145.00 "
53,5303813,CT MAXILLOFACIAL NO CONTRAST," $4,145.00 "
53,5303805,CT MAXILLOFACIAL W/O & W/CONTRAST," $5,542.00 "
03,0303826,CT MAXILLOFACIAL WITH CONTRAST," $5,278.00 "
53,5303797,CT MAXILLOFACIAL WITH CONTRAST," $5,278.00 "
53,5350186,CT NON ABD & PELV W/O& W/DYE 1+ REG," $8,794.00 "
53,5350020,CT NON ABD & PELVIS W/O CONTRAST," $6,994.00 "
53,5350657,CT NON ABD & PELVIS WITH CONTRAST," $7,977.00 "
53,5350400,CT NON ABDOMEN W/O & W/CONTRAST," $5,247.00 "
53,5350392,CT NON ABDOMEN W/O CONTRAST," $4,252.00 "
53,5350418,CT NON ABDOMEN WITH CONTRAST," $4,502.00 "
53,5350137,CT NON ANGIO PELV W & W/O DYE," $5,256.00 "
53,5350145,CT NON ANGIO UPR EXT W & W/O DYE RT," $3,470.00 "
53,5350509,CT NON CERV SPINE W/O & W/DYE," $6,571.00 "
53,5350483,CT NON CERVICAL SPINE W/O DYE," $4,894.00 "
53,5350491,CT NON CERVICAL SPINE WITH DYE," $6,258.00 "
53,5350624,CT NON GUIDE FOR NEEDLE PLACEMENT," $4,346.00 "
53,5350277,CT NON LIM/LOCALIZED FOLLOW UP STDY," $2,801.00 "
53,5350574,CT NON LUMBAR SPINE W/O & WITH DYE," $5,209.00 "
53,5350566,CT NON LUMBAR SPINE WITH DYE," $5,104.00 "
53,5350558,CT NON LUMBAR SPINE WITHOUT DYE," $4,993.00 "
53,5350236,CT NON LWR EXT W/CONTRAST LT," $4,982.00 "
53,5350244,CT NON LWR EXT W/CONTRAST RT," $4,982.00 "
53,5350251,CT NON LWR EXT W/O & W/CONTRAST LT," $5,231.00 "
53,5350269,CT NON LWR EXT W/O & W/CONTRAST RT," $5,231.00 "
53,5350210,CT NON LWR EXT W/O CONTRAST LT," $4,185.00 "
53,5350228,CT NON LWR EXT W/O CONTRAST RT," $4,185.00 "
53,5350178,CT NON MAXILLOFACIAL NO DYE," $4,145.00 "
53,5350343,CT NON MAXILLOFACIAL NO DYE," $4,145.00 "
53,5350335,CT NON MAXILLOFACIAL W/O & W/DYE," $5,542.00 "
53,5350327,CT NON MAXILLOFACIAL WITH DYE," $5,278.00 "
53,5350061,CT NON OR/SELLA/FOSSA/EAR W/DYE," $4,155.00 "
53,5350079,CT NON ORB/SELA/FOSSA/EAR W/O&W/DYE," $4,815.00 "
53,5350038,CT NON ORB/SELLA/FOSS W/DYE," $4,155.00 "
53,5350046,CT NON ORB/SELLA/FOSS/EAR W/O&W/DYE," $4,815.00 "
53,5350053,CT NON ORB/SELLA/FOSSA/EAR W/DYE," $4,155.00 "
53,5350426,CT NON PELV WITHOUT CONTRAST," $4,147.00 "
53,5350442,CT NON PELVIS W/O & W/CONTRAST," $6,878.00 "
53,5350434,CT NON PELVIS WITH CONTRAST," $6,253.00 "
53,5350475,CT NON SOFT TISS NECK W/O & W/DYE," $5,100.00 "
53,5350459,CT NON SOFT TISSUE NECK W/O DYE," $4,141.00 "
53,5350467,CT NON SOFT TISSUE NECK WITH DYE," $4,858.00 "
53,5350541,CT NON THORACIC SPINE W/O & W DYE," $5,658.00 "
53,5350525,CT NON THORACIC SPINE W/O DYE," $4,374.00 "
53,5350533,CT NON THORACIC SPINE WITH DYE," $5,389.00 "
53,5350384,CT NON THORAX W/O & WITH DYE," $5,108.00 "
53,5350376,CT NON THORAX WITH CONTRAST," $4,892.00 "
53,5350517,CT NON THORAX WITH CONTRAST," $4,892.00 "
53,5350368,CT NON THORAX WITHOUT DYE," $4,146.00 "
53,5350194,CT NON UPR EXT W/O & W/CONTRAST LT," $5,778.00 "
53,5350202,CT NON UPR EXT W/O & W/CONTRAST RT," $5,778.00 "
53,5350582,CT NON UPR EXTREMITY NO CONTRAST LT," $4,097.00 "
53,5350590,CT NON UPR EXTREMITY NO CONTRAST RT," $4,097.00 "
53,5350608,CT NON UPR EXTREMITY W/CONTRAST LT," $5,173.00 "
53,5350616,CT NON UPR EXTREMITY W/CONTRAST RT," $5,173.00 "
53,5300215,CT ORBIT/SELLA/FOSSA/EAR NO DYE," $3,919.00 "
53,5303664,CT ORBIT/SELLA/FOSSA/EAR NO DYE," $3,919.00 "
53,5303839,CT ORBIT/SELLA/FOSSA/EAR NO DYE," $3,919.00 "
53,5350087,CT ORBIT/SELLA/FOSSA/EAR NO DYE," $3,919.00 "
53,5350285,CT ORBIT/SELLA/FOSSA/EAR NO DYE," $3,919.00 "
53,5350350,CT ORBIT/SELLA/FOSSA/EAR NO DYE," $3,919.00 "
53,5300082,CT ORBIT/SELLA/FOSSA/EAR W/DYE," $4,155.00 "
53,5300165,CT ORBIT/SELLA/FOSSA/EAR W/DYE," $4,155.00 "
53,5300199,CT ORBIT/SELLA/FOSSA/EAR W/DYE," $4,155.00 "
53,5300090,CT ORBIT/SELLA/FOSSA/EAR W/O&W/DYE," $4,815.00 "
53,5300207,CT ORBIT/SELLA/FOSSA/EAR W/O&W/DYE," $4,815.00 "
53,5303938,CT PELVIS W/O & W/CONTRAST," $6,878.00 "
53,5303920,CT PELVIS WITH CONTRAST," $6,253.00 "
53,5303912,CT PELVIS WITHOUT CONTRAST," $4,147.00 "
53,5303961,CT SOFT TISSUE NECK W/O & W/CONT," $5,100.00 "
53,5303946,CT SOFT TISSUE NECK W/O CONTRAST," $4,141.00 "
53,5303953,CT SOFT TISSUE NECK WITH CONTRAST," $4,858.00 "
53,5304209,CT THORACIC SPINE W/O & W CONTRAST," $5,658.00 "
53,5304183,CT THORACIC SPINE W/O CONTRAST," $4,374.00 "
53,5304191,CT THORACIC SPINE WITH CONTRAST," $5,389.00 "
53,5303870,CT THORAX W/O & WITH CONTRAST," $5,108.00 "
53,5303862,CT THORAX WITH CONTRAST," $4,892.00 "
53,5304001,CT THORAX WITH CONTRAST," $4,892.00 "
53,5303854,CT THORAX WITHOUT CONTRAST," $4,146.00 "
53,5303482,CT UPPER EXT W/O & W/CONTRAST LT," $5,778.00 "
53,5303490,CT UPPER EXT W/O & W/CONTRAST RT," $5,778.00 "
53,5304241,CT UPPER EXTREMITY NO CONTRAST LT," $4,097.00 "
53,5304258,CT UPPER EXTREMITY NO CONTRAST RT," $4,097.00 "
53,5304266,CT UPPER EXTREMITY W/CONTRAST LT," $5,173.00 "
53,5304274,CT UPPER EXTREMITY W/CONTRAST RT," $5,173.00 "
53,5381165,CTA ABD & PELVIS W/DYE AND W/O DYE," $7,759.00 "
53,5300249,CTA ABDOMEN W & W/O CONTRAST," $5,647.00 "
53,5300025,CTA ABDOMINAL AORTA W/RUNOFF," $2,801.00 "
53,5350004,CTA ABDOMINAL AORTA W/RUNOFF," $2,801.00 "
53,5381124,CTA CHEST (NON CORO) W/CONTRAST," $4,845.00 "
53,5381090,CTA HEAD W/DYE & NO DYE IF PERF," $4,962.00 "
53,5300256,CTA LOWER EXT W & W/O CONT LT," $5,032.00 "
53,5300264,CTA LOWER EXT W & W/O CONT RT," $5,032.00 "
53,5381108,CTA NECK W/DYE & W/O IF PERFORMED," $4,875.00 "
53,5350640,CTA NON ABD & PELV W/DYE & W/O DYE," $7,759.00 "
53,5350095,CTA NON ABD W & W/O CONTRAST," $5,647.00 "
53,5350129,CTA NON CHEST (NON CORO) W/DYE," $4,845.00 "
53,5350103,CTA NON HEAD W/DYE & NO DYE IF PERF," $4,962.00 "
53,5350152,CTA NON LWR EXT W & W/O CONT LT," $5,032.00 "
53,5350160,CTA NON LWR EXT W & W/O CONT RT," $5,032.00 "
53,5350111,CTA NON NECK W/DYE & W/O IF DONE," $4,875.00 "
53,5350632,CTA NON UPPER EXT W & W/O DYE LT," $3,470.00 "
01,0103150,CULT TYPE AMP PRB CULT/ISOL EA, $152.00 
48,4804605,CULT TYPE AMP PRB CULT/ISOL EA [AP, $23.05 
48,4804902,CULTURE AEROBIC IDENTIFY EA ISO [AP, $7.37 
48,4804084,CULTURE AEROBIC IDENTIFY EA ISO[FOC, $59.92 
48,4804688,CULTURE AEROBIC IDENTIFY EA ISO[FOC, $59.92 
01,0104927,CULTURE AEROBIC IDENTIFY EA ISOLATE, $116.00 
01,0104935,CULTURE AEROBIC IDENTIFY EA ISOLATE, $116.00 
01,0104943,CULTURE AEROBIC IDENTIFY EA ISOLATE, $116.00 
01,0104950,CULTURE AEROBIC IDENTIFY EA ISOLATE, $116.00 
01,0104976,CULTURE AEROBIC IDENTIFY EA ISOLATE, $116.00 
01,0104984,CULTURE AEROBIC IDENTIFY EA ISOLATE, $116.00 
01,0104992,CULTURE AEROBIC IDENTIFY EA ISOLATE, $116.00 
01,0105007,CULTURE AEROBIC IDENTIFY EA ISOLATE, $116.00 
01,0105015,CULTURE AEROBIC IDENTIFY EA ISOLATE, $116.00 
01,0105023,CULTURE AEROBIC IDENTIFY EA ISOLATE, $116.00 
01,0105031,CULTURE AEROBIC IDENTIFY EA ISOLATE, $116.00 
01,0105049,CULTURE AEROBIC IDENTIFY EA ISOLATE, $116.00 
01,0105056,CULTURE AEROBIC IDENTIFY EA ISOLATE, $116.00 
01,0105064,CULTURE AEROBIC IDENTIFY EA ISOLATE, $116.00 
01,0105072,CULTURE AEROBIC IDENTIFY EA ISOLATE, $116.00 
01,0103465,CULTURE ANAEROBIC ID EA ISOLATE, $162.00 
01,0103473,CULTURE ANAEROBIC ID EA ISOLATE, $162.00 
01,0103481,CULTURE ANAEROBIC ID EA ISOLATE, $162.00 
01,0103499,CULTURE ANAEROBIC ID EA ISOLATE, $162.00 
48,4804910,CULTURE ANAEROBIC IDENTIFY EA [AP, $7.37 
01,0131268,CULTURE BACT ANAEROBIC OTHR ISOL, $165.00 
01,0107136,CULTURE BACT BLOOD AEROBIC W/ID ISO, $570.00 
01,0106674,CULTURE BACT QUANT COLO COUNT URINE, $222.00 
01,0103176,CULTURE BACTERIA OTHER SOURCE ISOL, $296.00 
01,0106096,CULTURE BACTERIA OTHER SOURCE ISOL, $400.00 
01,0102442,CULTURE BACTERIA STOOL AEROBIC, $197.00 
01,0102459,CULTURE BACTERIA STOOL AEROBIC, $197.00 
01,0103358,CULTURE BCT ISOL PRESUM ID EA URINE, $131.00 
01,0103366,CULTURE BCT ISOL PRESUM ID EA URINE, $131.00 
01,0103374,CULTURE BCT ISOL PRESUM ID EA URINE, $131.00 
48,4804704,CULTURE DNA/RNA DIR PRBE PER [FOC, $221.40 
48,4804845,CULTURE DNA/RNA DIR PRBE PER EA [AP, $16.24 
01,0103168,CULTURE FUNGI DEFIN ID EA YEAST, $92.00 
48,4804068,CULTURE FUNGI DEVIN ID EA MOLD [AP, $11.24 
48,4804050,CULTURE FUNGI IDENT EA YEAST [AP, $9.08 
48,4802799,CULTURE FUNGI ISOLAT W/PRESUM [AP, $7.68 
48,4804837,CULTURE MYCOBACT W/ISO/PRESUM [AP, $9.12 
48,4804696,CULTURE MYCOBACT W/ISO/PRESUM [FOC, $18.50 
48,4802773,CULTURE MYCOBACT W/ISO/PRESUM [FOC, $23.00 
48,4811451,CULTURE MYCOPLASMA ANY SOURCE [AP, $16.75 
01,0100503,CULTURE PRESUM ORGANISM SCREEN ONLY, $155.00 
01,0100800,CULTURE PRESUM ORGANISM SCREEN ONLY, $155.00 
01,0103135,CULTURE PRESUM ORGANISM SCREEN ONLY, $155.00 
01,0190157,CULTURE SCREEN SINGLE ORGANISM, $155.00 
48,4811428,CULTURE SCREEN SINGLE ORGANISM [AP, $5.68 
01,0107730,CULTURE STOOL AEROBIC SALM/SHIGELLA, $344.00 
01,0102921,CULTURE TYPING IMMUNO NO FLUORO PER, $111.00 
01,0102939,CULTURE TYPING IMMUNO NO FLUORO PER, $111.00 
48,4804860,CULTURE TYPING OTHER METHODS [AP, $5.70 
48,4804712,CULTURE TYPNG SEQUENCING EA [FOC, $442.80 
48,4804852,CULTURE TYPNG SEQUENCING EA ISO [AP, $125.58 
19,1900539,CUSA TUBING SET," $1,334.00 "
19,1904648,CUTTER LEAD, $431.00 
19,1911528,CUTTING BLOCK (151-200), $821.00 
19,1917293,CUTTING BLOCK (251-300)," $1,007.00 "
19,1912856,CUTTING BLOCK (301-400)," $1,641.00 "
30,3051539,CUTTING TOOL (101-150), $603.00 
30,3007267,CUTTING TOOL (51-100), $384.00 
19,1935741,CVP INFUSOR SET, $99.00 
01,0100388,CYANOCOBALAMIN (VITAMIN B-12), $207.00 
94,9410184,CYANOCOBALAMIN 100MCG TABLET, $8.00 
94,9410200,CYANOCOBALAMIN 1MG TABLET, $8.00 
94,9404377,CYANOCOBALAMIN 1MG/1ML INJ, $48.75 
94,9410218,CYANOCOBALAMIN 250MCG TABLET, $8.00 
94,9410226,CYANOCOBALAMIN 500MCG TABLET, $8.00 
48,4803094,CYCLIC CITRULINATED PEPTIDE AB [AP, $7.10 
94,9410259,CYCLOBENZAPRINE 10MG TABLET, $17.00 
94,9408428,CYCLOPENTOLATE 1% OPH SOL 2ML, $112.50 
94,9405309,CYCLOPHOSPHAMIDE 1G INJECTION," $3,417.00 "
94,9404831,CYCLOSPORIN 250MG/5ML INJ, $271.25 
94,9410267,CYCLOSPORINE 0.05% OPHTH 0.4ML, $53.00 
94,9404815,CYCLOSPORINE MODIFIED 25MG CAP, $21.25 
94,9410283,CYPROHEPTADINE 4MG TABLET, $11.25 
19,1900414,CYSTO DRAIN BAG DISPOSABLE, $155.00 
24,2400026,CYSTO DRAIN BAG DISPOSABLE, $155.00 
19,1904416,CYSTO IRRIG SET, $30.00 
19,1923887,CYSTO KNIFE URETHROTOME, $354.00 
19,1910421,CYSTO ULTRASONIC PROBE," $1,048.00 "
39,3900230,CYSTOSCOPY," $1,020.00 "
39,3950185,CYSTOSCOPY," $1,020.00 "
39,3950151,CYSTOSCOPY/REMOV FB COMP," $1,299.00 "
39,3950177,CYSTOSCOPY/REMOV FB SIMP," $1,167.00 "
94,9405325,CYTARABINE 100MG INJECTION, $153.00 
94,9454745,CYTARABINE 100MG/ML 20ML INJ, $246.25 
47,4757480,CYTOP FNA EVAL DX 1ST EPISD EA SITE, $378.00 
47,4757340,CYTOPATH CELLULAR ENHANC W/INT, $316.00 
47,4757373,CYTOPATH CELLULAR ENHANC W/INT, $316.00 
47,4757381,CYTOPATH CELLULAR ENHANC W/INT, $316.00 
47,4757399,CYTOPATH CELLULAR ENHANC W/INT, $316.00 
47,4757407,CYTOPATH CELLULAR ENHANC W/INT, $316.00 
47,4757415,CYTOPATH CELLULAR ENHANC W/INT, $316.00 
47,4757431,CYTOPATH CELLULAR ENHANC W/INT, $316.00 
47,4757472,CYTOPATH CELLULAR ENHANC W/INT, $316.00 
47,4757506,CYTOPATH CELLULAR ENHANC W/INT, $316.00 
47,4763165,CYTOPATH CELLULAR ENHANC W/INT, $316.00 
47,4763207,CYTOPATH CELLULAR ENHANC W/INT, $316.00 
47,4763215,CYTOPATH CELLULAR ENHANC W/INT, $316.00 
47,4763249,CYTOPATH CELLULAR ENHANC W/INT, $316.00 
47,4763280,CYTOPATH CELLULAR ENHANC W/INT, $316.00 
47,4763124,CYTOPATH CERV/VAG SLIDES MAN SCRN, $94.00 
47,4763264,CYTOPATH CONCENTRATE SMEAR W/INTRP, $394.00 
47,4757449,CYTOPATH EVAL FNA INTERP & REPORT, $349.00 
47,4757464,CYTOPATH EVAL FNA INTERP & REPORT, $349.00 
47,4757423,CYTOPATH FLUID NOGYN SMEAR W/INTERP, $409.00 
94,9451212,DABIGATRAN 150MG CAPSULE, $48.00 
94,9451303,DABIGATRAN 75MG CAPSULE, $38.00 
94,9441254,DAKINS 1/2 STR TOP SOL 480ML, $87.50 
94,9441411,DANIEL'S ORAL SOLUTION 15ML, $18.00 
94,9408477,DANTROLENE 20MG INJECTION, $438.00 
94,9410358,DAPSONE 100MG TABLET, $9.00 
94,9410366,DAPSONE 25MG TABLET, $9.00 
94,9401829,DAPTOMYCIN 500MG INJECTION," $1,618.75 "
94,9401365,DARUNAVIR 600MG TABLET, $138.75 
94,9458779,DARUNAVIR 800MG TABLET, $241.25 
19,1912104,DBX PUTTY 5CC MTF," $2,285.00 "
30,3051356,DBX PUTTY 5CC MTF," $2,285.00 "
31,3101623,DEBRIDEMENT SUB TISSUE 1ST 20 SQ CM," $7,796.00 "
47,4705034,DECALCIFICATION PROCEDURE ADDITIONL, $124.00 
94,9401852,DEFEROXAMINE 500MG INJECTION, $200.00 
18,1800945,"DEFIB EVAL/TEST-S/D,GEN TEST"," $6,121.00 "
18,1800952,"DEFIB EVAL/TEST-S/D,REPROG"," $3,799.00 "
00,0020180,DEFINITIVE OBS 5W2," $10,282.00 "
00,0020198,DEFINITIVE RM&BED 5S1," $10,282.00 "
00,0020214,DEFINITIVE RM&BED 5S2," $10,282.00 "
00,0020222,DEFINITIVE RM&BED 5W1," $10,282.00 "
00,0060244,DEFINITIVE RM&BED 6S1," $10,282.00 "
19,1974732,DEFLUX BULKING AGENT (2001-2500)," $8,908.00 "
19,1974740,DEFLUX NEEDLE TIP Q-MED, $235.00 
48,4800769,DEHYDROEPIANDROSTERONE (DHEA-S) [AP, $20.10 
94,9410416,DEMECLOCYCLINE 150MG TABLET, $88.00 
94,9410424,DEMECLOCYCLINE 300MG TABLET, $131.25 
12,1204171,DEMO/EVAL PT USE OF INHALER, $282.00 
38,3801115,DENOSUMAB 60MG/ML INJ 1ML," $4,184.00 "
94,9455445,DENOSUMAB 60MG/ML INJ 1ML," $4,105.00 "
94,9454505,DENOSUMAB 70MG/ML 1.7ML INJ," $9,561.25 "
38,3800489,DEPOMEDROL 40 MG, $91.00 
31,3101680,DEPO-MEDROL 40MG/1ML INJ, $91.00 
94,9401894,DEPO-MEDROL 40MG/1ML INJ, $91.25 
31,3101656,DEPO-MEDROL 80MG/1ML INJ, $121.00 
94,9401910,DEPO-MEDROL 80MG/1ML INJ, $120.00 
94,9439712,DEPO-TESTOSTERONE 200MG INJ, $166.25 
30,3002821,DERMA HOOKS 1074, $23.00 
12,1215052,DERMABOND, $101.00 
19,1901784,DERMABOND, $84.00 
30,3004843,DERMABOND, $148.00 
18,1861509,DERMABOND SKIN ADHESIVE, $84.00 
94,9453309,DESFLURNE INHALATION GAS 1ML, $17.50 
94,9410440,DESIPRAMINE 10MG TABLET, $16.25 
94,9410465,DESIPRAMINE 25MG TAB, $23.00 
94,9410473,DESIPRAMINE 50MG TABLET, $22.50 
94,9455296,DESITIN OINTMENT 30G, $41.25 
94,9410499,DESMOPRESSIN 0.1%  SPRAY 5 ML," $1,710.00 "
94,9410507,DESMOPRESSIN 0.1MG TABLET, $28.75 
94,9404021,DESMOPRESSIN 40MCG INJECTION," $2,771.25 "
94,9404039,DESMOPRESSIN 4MCG/ML INJ, $340.00 
38,3800836,DESTRUCT BENIGN LSN NON TAG 1-14, $333.00 
31,3101755,DESTRUCT NERVE NEUROLYTIC PERIPHAL," $2,607.00 "
03,0311407,DEVICE BIOPSY FORCEPT, $840.00 
13,1301514,DEVICE BIOPSY FORCEPT, $840.00 
19,1943984,DEVICE ENDO CLOSURE, $268.00 
19,1977404,DEVICE PERIFPLAQUE EX SYS," $11,231.00 "
18,1803006,DEVICE RADIAL COMPRESSION, $129.00 
03,0311415,DEVICE SNARE," $1,091.00 "
13,1301522,DEVICE SNARE," $1,091.00 "
03,0310110,DEVICE THROMBECTOMY," $1,625.00 "
13,1301126,DEVICE THROMBECTOMY," $1,625.00 "
94,9404930,DEXAMETHASONE 0.5MG TABLET, $10.00 
94,9404948,DEXAMETHASONE 0.5MG/5ML SOL, $17.00 
94,9404955,DEXAMETHASONE 0.75MG TABLET, $11.25 
94,9404971,DEXAMETHASONE 1.5MG TABLET, $11.25 
94,9451329,DEXAMETHASONE 10MG/ML INJ, $56.25 
94,9404989,DEXAMETHASONE 1MG TABLET, $11.25 
94,9404997,DEXAMETHASONE 2MG TABLET, $12.50 
94,9405002,DEXAMETHASONE 4MG TABLET, $12.50 
94,9402017,DEXAMETHASONE 4MG/1ML INJ, $37.00 
94,9426305,DEXT 5%-NS 0.2%-KCL 20MEQ 1L, $131.25 
94,9426321,DEXT 5%-NS 0.2%-KCL 40MEQ 1L, $182.00 
94,9426339,DEXT 5%-NS 0.45%-KCL 20MEQ 1L, $120.00 
94,9405937,DEXTROSE 10% - WATER 250ML BAG, $43.75 
94,9405945,DEXTROSE 10% - WATER 500ML BAG, $70.00 
94,9405952,DEXTROSE 10% - WATER IV SOL 1L, $125.00 
94,9426396,DEXTROSE 10%-NS 0.45% 1L IV, $133.00 
94,9406059,DEXTROSE 20% - WATER 500ML BAG, $147.00 
94,9406141,DEXTROSE 40%-WATER 500ML BAG, $77.50 
94,9406158,DEXTROSE 5% -LR 1L BAG, $118.00 
94,9406166,DEXTROSE 5% -LR 500ML BAG, $70.00 
94,9406174,DEXTROSE 5%-H2O 100ML MINIBAG, $82.50 
94,9426420,DEXTROSE 5%-NS 0.2% 1L IV SOL, $121.25 
94,9426446,DEXTROSE 5%-NS 0.2% 500ML IV, $67.00 
94,9426487,DEXTROSE 5%-NS 0.45% 1L IV, $118.00 
94,9426495,DEXTROSE 5%-NS 0.45% 500ML IV, $66.25 
94,9426503,DEXTROSE 5%-NS 0.9% 1L IV, $117.00 
94,9406208,DEXTROSE 5%-WATER 100ML BAG, $78.00 
94,9406224,DEXTROSE 5%-WATER 1L BAG, $117.00 
94,9406232,DEXTROSE 5%-WATER 250ML AV BAG, $81.25 
94,9406240,DEXTROSE 5%-WATER 250ML BAG, $78.00 
94,9406265,DEXTROSE 5%-WATER 25ML BAG, $77.00 
94,9406273,DEXTROSE 5%-WATER 500ML BAG, $78.00 
94,9406299,DEXTROSE 5%-WATER 50ML BAG, $78.00 
94,9406307,DEXTROSE 5%-WATER 50ML MBP, $82.50 
94,9406315,DEXTROSE 50% 50ML INJ SYR, $88.75 
94,9426552,DEXTROSE 50% 50ML INJECTION, $40.00 
94,9426560,DEXTROSE 50%-WATER 500ML IV, $152.00 
47,4757241,DIAGNOSTIC BONE MARROW BIOPSY(IES)," $2,138.00 "
94,9455122,DIANEAL LOW CAL 4.25% DEX 2L, $487.50 
