Procedure ID,Description,Amount
613498,INS TIB 4X10 RP         ,15008
613500,TRAY TIB KNEE KEEL 5    ,19903
613501,PLATE MATRIXNEURO 38X45M,17132
613502,HEAD RADIAL +2MM OD22MM ,22795
613503,HEAD FEM RLC BP 28X58MM ,6558
613506,HD FEM OD46 ID32 GLDTR  ,6769
613510,BEARNG TIB 12X63/67 VNG ,8016
613511,GRAFT DBM PTTY STRL .5ML,1920
613513,CAGE SPNL PEEK 22XH12MM ,26415
613514,SCREW BN XIA 0382-1640  ,30352
613515,GRAFT BN MSTRGRFT 10 ML ,7434
613516,INSERT ARTC KN 3-4 13MM ,10202
613518,GWIRE ORTH ACUTRK MINI 6,468
613520,CAP END TI TIB XTD 10MM ,2674
613524,STEM CNTRLZR HIP 9.25MM ,1708
613527,SCREW CORT 3.5X12       ,1064
613528,STEM EXT KN STR 15X145  ,10405
613533,CAP END 0MM TI 4 IM NAIL,2669
613535,BLN PTA OW XTRM 10X40X80,3566
613536,SCREW BN 4.35X12MM CERV ,11571
613537,SCREW BN 4X12MM CERV SP ,10056
613542,BLOCK AGMNT  F H5MM POST,12247
613545,SCREW BN 3.5X12MM CORTL ,1949
613548,CMPNT AGMNT 2.5X4 POST  ,7876
613553,SCREW BN SPNL 56-3640   ,15403
613554,SCREW BNE TI 14X4MM VERT,14169
613555,PLATE LNG RT 3X3HL L SHP,2525
613558,INSERT TIB RP STAB4X12.5,15008
613562,PLATE BNE L118MM OD4.5  ,16801
613563,SCREW BN CNDRL 5X4.4X55 ,2528
613564,SCREW BN CNDRL 5X4.4X60 ,2528
613566,SCREW LOCKING 5.0MMX75MM,2528
613567,SCREW BN CNDY 5X4.4X85MM,2528
613569,PLATE CONDYLAR CVD 4.5MM,19987
613571,SCREW BN CERV S/T 12MM  ,3936
613572,SCREW BNE 4.5X12M ANT CR,7872
613573,NAIL IM TI 170MM TROCH F,13097
613574,BIT DRILL QRLSE 2.8MM   ,2201
613576,NAIL IM HUM TRGN 7.5X22 ,27289
613578,PIN TEMPORARY VECTRA    ,3240
613579,PLATE BNE VECTRA TI L37M,19679
613580,GRAFT BN ANT CERV 9MM   ,20216
613582,ELCTRD ESURG BLD 2CHNL  ,5186
613583,SCREW 3.5X70 STRDR ST   ,1857
613584,KNEE TIB INS 4 15.0     ,15008
613585,SCREW BN XIA 0382-1650  ,30357
613597,NAIL IM TI 125DD L170MM ,13097
613598,CATH IMPL SPNL 1 PC     ,7203
613599,CATH IT RADPQ KIT SNCHR ,1992
613601,SCREW CORT 3.5X16       ,1064
613603,PCMKR SYS ENRTHMDRK1    ,66628
613604,PCMKR SYS ADPT ADPTADRK1,66628
613605,PCMKR VERSA VEDR01      ,66628
613606,PCMKR SYS SNS D SNSADRK1,66628
613607,PCMKR SYS ADPT ADPTASRK1,66628
613608,PCMKR SYS SNS S SNSASRK1,66628
613609,ICD MAXIMO VR 7232B     ,100000
613610,ICD INTRINSIC SYS 5     ,100000
613611,ICD VIRTUOSO II VR SYS5 ,100000
613626,PACER CRD MAXIMO DR SYS ,100000
613627,DEFIB CRD MX VR S5 PAC  ,100000
613628,KIT SHEATH ARTH FX 30MM ,4592
613629,BUTTON FX EBTN CL ULT 15,3088
613633,GRAFT BN SPACER 7MM PARL,17088
613636,GRAFT SFT TIS ASEP 26CM ,22449
613638,PLATE 135 2H/46MM       ,6594
613639,NAIL IM TI 130DD 11X380M,17239
613640,CATH BALN 14MMX4CM LARG ,1138
613641,CATH BALN 12MMX2CM LARG ,1138
613642,GRAFT BONE CHIPS 15ML   ,4090
613643,BLADE FIXTN TI11.0X110 T,6359
613644,ELTRD BLDE 2.75IN INSUL ,99
613647,HEAD FEM UNV OD36 HIP   ,13076
613648,SLEEVE CNTRNG UNV 0X40MM,3090
613649,CMPNT FEM 4PFC SIG PSTB ,16568
613651,CUP ACTB HIP HLHL 54MM  ,23881
613652,MESH TI 85X50MM SM      ,10824
613653,PLATE MSH MDFC 85X53X.2 ,5863
613655,SCREW BNE TI 2.0X8MM CRN,1492
613656,DOME PTELA 38 OVL 3PEG  ,6238
613659,LINER ACTB +4 36X54     ,11659
613663,PIN SS STEINMAN HIP     ,1978
613664,DRIVER SS CANN PATH ST20,689
613668,BLDE TRNCT 58 SHRT      ,10461
613669,BLADE TRNCT 58 LNG      ,10461
613671,REAMER PTLAR BLE 32     ,3790
613672,GRIP TROCH 5CBL STD125MM,19567
613673,PLATE BN 3.5 LCP HUM 6HL,15947
613676,SCREW PDCL QTM P-AX     ,15743
613683,SCREW BN LCK 5X4.4X30MM ,2528
613684,STEM XTN STR 15X75X30   ,10405
613685,STEM FEM L125MM OD17MM  ,54465
613690,PLATE BN LOCKING CLAVCLE,11096
613692,STEM EXT KN FLUT 75X12MM,13452
613693,MESH PIX L/P MESH 6.2X8.,9383
613698,IMP KNEE 71 TIB TRAY    ,29301
613699,CMPNT FEM L65 VNGRD     ,25552
613705,INSRT ACTB PNCL40X60NEUT,14355
613706,SHNT ARTMY 2.0X20       ,1715
613707,SHUNT ARTMY 1.75        ,1715
613709,SCREW BNE 3.3X14 CORTL  ,1175
613710,SCREW BN 2.7X18MM CVRLK ,1175
613711,SCREW BN 2.7X14MM CVRLK ,1175
613712,INTRODUCER MIC G TUBE 18,3851
613713,KIT INTRO 20FR MIC G    ,3891
613714,TUBE FD G-J 18FX22      ,4340
613715,TUBE FD G-J 22FX45      ,4442
613716,SHEATH URET 11-13FR 36CM,2098
613717,PACKING NSL .6 MRCL     ,285
613718,PLATE BN L22-25MM CVRLOK,2078
613719,BIT DRL TWST 3.2MM      ,3444
613722,TISSUE EXPANDERS 450ML  ,16608
613723,TISSUE EXPANDERS 550ML  ,16608
613724,TISSUE EXPANDERS 650ML  ,16608
613732,SCREW BN 3.3X12MM CVRLOK,1175
613734,SHELL ACTB PNCL 100X60  ,13116
613735,PLATE BN L22MM CVRLK LFT,2826
613738,KWIRE 0012045           ,731
613741,PLATE L3MM LNDRF RT     ,4666
613742,PORTACATH PWR ISP 8FR   ,3473
613743,PORTPWR MRI W/CATH 6FR  ,3665
613744,PORTPWR MRI W/8FR CATH  ,3270
613745,MESH HRN EPTFE 10.2X8.2 ,15181
613748,MSH HRN EPTFE 4.5IN LRG ,7434
613749,MESH MNR 10.7INX8.7IN OV,19500
613755,ARTHSCP FX 30MM BINTRFX ,3851
613757,STENT BIL PANC ZMN 5X5  ,653
613758,BLN HRCN RX 4X6X180     ,4666
613759,STNT PANC 7FR 8CM OLYMPS,567
613760,STENT PANC 7FRX6 OLYMP  ,555
613761,STNT PANC 7FR 4CM OLYMPS,555
613762,STNT PANC 7FR 2CM OLYMPS,555
613763,STENT PANC ZMMN 7FR 3   ,653
613764,STENT PANC ZMN 7F 5X170 ,653
613765,STENT PANCREATIC 5 FRX7 ,215
613766,STENT PANCREATIC 5X5 WC ,215
613767,STENT PANC GEENEN 5 FRX3,215
613768,PLATE BNE L35MM SPNL SLM,6728
613769,GRAFT BNE SPACER 8MM PAR,6698
613770,GRAFT BNE SPACER 6MM PAR,6698
613771,BALN DILATOR BIL RX 4X4M,1066
613772,GWIRE XWIRE .035 STRT TP,1404
613773,GWIRE XWIRE .025 STRT 45,1306
613774,CANNULA X-PRESS ERCP    ,1518
613775,CANNULA PROFORMA HF 4.5 ,1119
613776,STENT BILIARY CVRD 10X60,5581
613777,STENT BILI 10FRX5CM 2 PG,279
613778,ELCTRD ESURG 3X20CM CLTP,12306
613779,ELCTRD ESURG 3X15CM CLTP,12306
613782,SCREW 4.5X13 CERV SLF DR,4352
613783,CATH DEL SYS TRQ9F 45/80,10682
613784,NAIL TROCH LT 130D 12X42,17239
613785,GRAFT BN SPACER 6MM PARL,17088
613786,GRAFT BN SPACER 8MM PARL,17088
613788,GRAFT AAA LEG 14.5X14CM ,49397
613790,SHEATH INTRO GR XCL 12F ,1978
613791,PLATE MED DIST HUM 3.5  ,12286
613792,STAPLE INT BN ECHLN 45MM,3116
613793,PLATE PROX TIB 4.5LCP154,16994
613796,SCREW LOCKING 5X80 02.20,2528
613797,TRAY MBT REV CEM TIB 3  ,35429
613799,ROD CONNECTOR 55-5350   ,17337
613800,ROD CONNECTOR 55-5360   ,17337
613801,ROD CONNECTOR 55-5365   ,17337
613802,NAIL IM TI 12 X420MM RT ,17239
613803,IMPLANT BRST 350ML PRFL ,10170
613804,HEAD HUMERAL 21 MM X 52 ,18828
613805,CATHETER THRMB 120CM 6FR,12306
613808,DEVICE FSTFX NDL CRV AB ,5094
613810,GUIDEWIRE SYNCHRO .14   ,7203
613811,OCCLUDER AGA ASD 25     ,92886
613813,ROD SPN PRBNT 40-50     ,11807
613814,SPACER CAGE PEEK 12D 30X,100000
613818,JOINT TOE PRMUS SZ40    ,27286
613819,PROS KNEE TIB TRAY 75   ,29301
613820,CLAMP ARC FIX CARBON T  ,26764
613822,TRAY MBT REV CEM TIB 2.5,35429
613823,SCREW BNE L14 4.5 VERT  ,3936
613828,GWIRE ORTH 98CM 3MM     ,2731
613829,SCREW TI LAG TELE 100MM ,11034
613830,SCREW BNE L12 4.5 VERT  ,3936
613832,STENT TAXUS 2.25X24MM A2,24527
613833,STENT TAXUS 2.25X8MM A2 ,23280
613834,STENT TAXUS 2.25X12MM A2,23280
613835,STENT TAXUS 2.25X20MM A2,23280
613836,STENT TAXUS 2.25X16MM A2,23280
613837,GRAFT HM TISS ALGRFT ANT,22633
613838,NAIL IM TI 12X340MM 13 R,17239
613839,CONN SPN ROD L40-50MM   ,11807
613841,SYS MXR DLV CMNT W/O NDL,9230
613843,SYS VRTPRT 10G SHRT CMNT,622
613848,SCREW BONE TI RECESS 2.0,705
613849,PLATE LCP 6HL 119X3.5MM ,17370
613851,ROD CONNECTOR 55-5355   ,17337
613852,INS TIB 2.5X22.5 TC3 RP ,19021
613853,COLLAR CERVICAL SMALL MI,288
613854,NAIL- IM TROCH 105 RT   ,30120
613855,SRFC ARTC E-F/5-6 17MM  ,17816
613857,PATCH HERNIA KUGEL 7MM  ,708
613858,LEAD DRATA 712065       ,86707
613859,CTHEP LSSO 7F 25-15 262 ,13209
613860,NEEDLE TRNSPTL 71CM 18GA,3158
613865,SCREW LOCK ZERO-P 16MM  ,2513
613866,SPACER SPN PEEK-OPTM 8MM,35635
613867,SCREW LCK TI 3X14       ,3623
613868,GRAFT BN H8MM CSPNE CORT,13502
613873,ROD SPN CONN 42-51MM    ,27786
613876,BLOCK AGMNT TIB 10X75   ,12675
613877,GRAFT VASC AV 6X30 WVN  ,11219
613878,SPACER PEEK 12D D30MMXW3,98769
613879,SCREW MXFCL MINI 2.0X7  ,746
613880,DRILL TWIST L105X1.5    ,3464
613881,PLATE MIC 1.5X100 RT    ,2577
613883,GRAFT BN DBM ALGRFT 1ML ,2394
613884,CMPNT FEM SSK RT L55MM  ,76626
613885,STEM XTN TIB 80X18MM    ,13671
613886,CMPNT FEM AUG 55X15 LT  ,13906
613887,CMPNT FEM AUG 55X5 RT   ,13906
613888,CMPNT TIB POST 18X63/67 ,25044
613891,PLATE BN CSPN L29MM 2LVL,19679
613893,SCREW BN 4.0X10 CERV S/T,3936
613894,ROD RMR 950MM 3MM OFST  ,3154
613895,NAIL IM TI 125DD 11X340M,17239
613896,CATH LIVER BX G08284    ,5380
613900,GRAFT VERITAS 6X8CM     ,24213
613901,SCREW BN ANT CER 4.0X14 ,3936
613903,STENT ULFLX 18-10X23X7  ,20775
613904,PLATE TIB SZ 5 46X74    ,13262
613906,STEM NG STR 14X145      ,10952
613907,EXTENSIO STM TIV L155MM ,13652
613909,RETRACTR LRG SURG STRL  ,3188
613912,JOINT TOT KNEE KEEL 2.5 ,18505
613914,HEAD FEM 0MM 12/14 36MM ,5309
613917,SCREW BNE TI L5MM LPRO N,995
613919,GW ORTH 3.2 BALL TP 98  ,2013
613920,WIRE GD 55X3.2 BALL T   ,2180
613923,GW ORTH L98 OD3.2 STR   ,1978
613925,NAIL IM TI 130DD 12X340M,17239
613926,HEAD FEM HIP +4MM 28MM  ,6325
613927,CABLE ORTH 2MM HIP      ,3240
613928,STENT ESPH FLN 8X60X80  ,33589
613930,HEAD HIP LFIT FEM 44MM  ,13076
613931,INSERT ACTB HIP X3 44MM ,14574
613932,SCREW SET SPNL END CAP  ,1156
613933,ROD SPNL 70MM MINI-T CRV,3542
613934,SCREW BNE SPNL 3.5X12   ,14169
613935,SCREW BNE SPNL PA 3.5X24,14169
613937,SCREW BN SPN PDCL5.75X50,15743
613939,HEAD HIP V40 LFIT 9-144 ,13076
613943,SCREW CNDRL 7.3X5X65MM  ,3270
613944,CAGE PEEK TI SYNFIS -LR ,100000
613945,ENDPLATE SPN DISC TI 8D ,100000
613948,HEAD FEM VERSYS 32 +0   ,5101
613950,ROD SPNL QTM PRBNT 40   ,3542
613951,COMPNT ANCH PEG 44 GLND ,14574
613956,GRAFT BN CHP CANC 30ML  ,5401
613958,INTRO 8.5 RMP CATH      ,2547
613959,DCMPRSN 4FR L175CM CATH ,2751
613962,NAIL IM TI 12X360MM 130D,17239
613963,LINER 36MM MTL/MTL UPCHG,2151
613964,SCREW BNE TI L54MM TIB L,1032
613969,SCREW BN 4.5X35 SLF TAP ,3208
613970,PIN TEMP FIXNTN SPN     ,3464
613974,PRB PDCL 4.0 PEDIGUARD  ,12306
613977,ANCH SUT 3.5 HELX       ,6381
613978,ANCH SUT HELX PEEK 5.5  ,5357
613982,PLATE BNE XLP 14 SPNL   ,51789
613983,BUTTON ENDO FX ACL 20MM ,3088
613987,SCREW BN 4.5X12 SLF DRL ,8856
613989,INLAY POLY MED 10MM     ,16225
613990,ENDPLATE SPN DSC 34.5X27,77596
613991,ENDPLATE INTVRTB DSC 34.,77596
613994,SCREW CANN LCK 7.3X75   ,3533
613995,PLATE BNE SS L55MM ODSEC,11073
613996,PUTTY MZK OSTSCFLD .5CC ,20840
613997,ROD CONN TO ROD 3.2X5.5 ,11807
614000,SRFC ARTC LPSFLX E/F H17,10930
614001,COMPNT PTLA NXGN 9X35MM ,5786
614002,COMPNT AUGMT NXGN F 10MM,10935
614005,ENDPLATE SPNL DISC 6D ME,77596
614006,APLIGRAF 1SQCM          ,386
614007,GENERATOR PULSE STIM CHR,100000
614010,HEAD HUM 44X18 CTA      ,22573
614011,NAIL IM TI 130D 10MMX17C,15751
614014,SCREW BN 4X16 SLFDRL SPN,3936
614015,SURFACE ARTC KN 12X3-4MM,10930
614018,SCREW P-AX SPNL 3.5X14  ,14169
614019,SCREW BNE L50M 5.75 PA  ,4416
614025,SYSTM EMBL ONYX18 6% LIQ,20421
614026,CATH SOS OMNI FLUSH 5FR ,436
614027,THRMB L120CM L30CM TRELL,16145
614028,BIT DRL 12MM 2.25MM MINI,7203
614033,HEAD FEM COCR SZ+5 26MM ,6760
614034,CMPNT TIBTRY SZ 3 KN    ,18505
614035,CMPNT FEM 3PFC PSTB     ,16568
614037,CMPNT FEM 5PFC PSTB     ,21517
614038,INS TIB 5X10 RP STAB    ,15008
614053,NDL COAPTITE 14.6X21GA  ,990
614055,IMPLNT UROL COAPTITE 1M ,3456
614058,NAIL IM TI 130DD 12X400M,17239
614062,SCREW BN4.0X28MM LOK NAI,2326
614064,GW RDRN XS XCH 018 270  ,1978
614069,HEAD FEM 26X54 UHR BIPLR,14660
614070,CUP ACTB 3-TANIUM 56MM  ,11659
614072,COMPNT FEMRAL 5512-F-702,80433
614073,POST TRTHLN FEM SZ7 5MM ,15202
614075,BASEPLATE TIB 5521-B-600,19202
614077,INSERT TRTHLN TIB G-622 ,32105
614078,BLN HRCN RX 2X8X180     ,4666
614079,BLN HRCN RX 4X8X180     ,4666
614080,BLN HRCN RX 2X10X180    ,4666
614081,CATH BLN HRCN RX4X10X180,4666
614082,STIMULAT NRMSCLR SPNL CR,12306
614083,LEAD NRSTM 90CM LMTRD EX,12245
614086,STABILIZER PLVC T-POD TR,2181
614091,CAGE SPN POLY35X10X10 5D,49940
614092,GRAFT TIS SMTNDNS 260MM ,19149
614093,HEAD FEM CBLT +7.5 LFIT ,6760
614096,SCREW BN 4.0 X 30MM LOK ,2326
614097,STEM OFST NXGN 15X145   ,16459
614098,SCREW TI MATRIXNEURO SEL,1117
614099,PLATE MATRIXNEURO 45X38M,17132
614100,COMPNT FEM 00576401552  ,24516
614103,SCREW BONE M3 L10MM OD2.,1244
614107,BRACE ORTH TLS RGD FRM  ,6078
614108,PLATE FAN ORBT FLR .8MM ,8874
614109,SCREW CORT 4.5X14       ,285
614110,SCREW CORT 4.5X20       ,285
614111,SCREW CORT 4.5X22MM SS  ,285
614112,SCREW BN 4.5MM 24MM LC D,285
614113,SCREW CORT TAP 4.5X26   ,285
614115,INSRT TIB HNG SM 23MM   ,42795
614116,IMPL BREAST 10-150      ,9874
614118,MOLD SPCR HIP CMNT 125X9,12306
614119,MOLD HEAD HIP CMNT 48MM ,12306
614121,CMPNT KN FEM ZIMA SZGL  ,24008
614122,BLN DORADO DR13556      ,4585
614123,COMPNT FEM L72.5 VNG    ,28241
614125,INTRODUCER CATH FLXR ARM,1978
614126,GRAFT ST TIS 20-25.9CMX3,18335
614131,COMPNT NXGN FEM SZ G RT ,27605
614132,SURFACE ARTC 00596205010,10930
614134,LINER ACETAB EP-108323  ,14573
614135,GRAFT CV ARTGRF 40CM 6MM,15805
614136,COMPNT VNGRD KN 37X10 3 ,3910
614137,BASEPLATE TIB LNG 67MM  ,31290
614139,ARTICLIP CLSR EXCLSN35MM,12306
614140,ARTICLIP CLSR EXCLSN40MM,12306
614141,ARTICLIP CLSR EXCLSN50MM,12306
614142,ARTICLIP SHRT SHFT 35MM ,15098
614143,DEV CLSR ATRICLP 40MM   ,12306
614146,CUP ACTB BIP RNG LOK    ,6558
614147,HEAD FEM COCR STD 28MM  ,5101
614150,FORCEP SURG SELMAN 6IN  ,2751
614151,REAMER SURG 8.5 LOPRO ST,3973
614152,SLING GYNECARE TVT EXACT,12306
614153,CABLE TRAILNG EKG LD10MM,4075
614154,GRAFT VASC 14FR 82X16X16,74411
614155,GRAFT VASC AAA 16X24X124,82725
614156,GRAFT ENDRNT 28X16X166  ,100000
614157,STENT GFT NDRNT 16X24X93,81893
614158,STEM HIP RSTR 6020-0637 ,40090
614159,SCREW BN 3.5MM 70MM     ,1725
614162,SCREW CORTEX 4.5MM S/T 5,285
614163,PLATE LLP 3.5 TIBIA L 4 ,16680
614164,COMPNT TIBPLT 3 47X27MM ,14573
614165,CMPNT FEM SZ E LT MED/R ,18155
614167,SCREW SPN LAG  2.4MM 9MM,1244
614172,SHELL ACTB 46MM ID22MM  ,13772
614173,HEAD FEM OD32 BIOLUX-DEL,14573
614175,CATH ABL LVWR 95CM REPR ,3148
614178,GRAFT CERV TRNZGRFT 10MM,15702
614179,GRAFT BN CERV TRNZGR 7MM,19402
614182,FASTNER CATH STLK PICC  ,117
614186,SLING URETH MESH ALGN HK,9942
614188,SLING URO TVT OBTRTR    ,10528
614189,CATH DRN BIL VTC 10X35  ,1978
614190,CATH DX ST FLSH 5F 70   ,424
614193,CATH REPERF .054 5F 136 ,12306
614200,PARTICLE EMB S420GH     ,3270
614204,INTRO CTH 035 40 7F     ,1284
614205,SHTH FLXR 6F 45 ANSL 2  ,1372
614206,INTRO CATH 8FR 12       ,266
614207,NEEDLE CATH SDPRT5F 10CM,412
614208,GDCATH LIVER 41CM 10FR  ,5839
614210,SUT KIT ANCHR COPE G    ,1541
614211,GRFT SFT TIS SAPH VN77CM,100000
614213,CTHDX KMP AQBT 4FX038X40,927
614215,GRAFT BN SUB EQUIVA 10CC,24828
614216,PATCH CV UNIPLR OVL 50CM,9874
614217,LEAD CPSR 496860        ,9255
614219,LINER ACTB 10DD +4 36X58,8228
614220,RING LCK DRLC DYN 58    ,2721
614221,HEAD FEM LG +3 36       ,6558
614222,INSERT TIB RT KN 4 12MM ,7287
614224,SCREW BN CNDRL 5X4.4X40 ,2528
614225,BEARNG TIB UHMWP H14MM  ,11042
614226,BASEPLT TIB ADV BIOFM 4 ,21517
614227,CATH PICC XCELA 3LUM 6FR,2046
614228,PORT IMPL XCELA STD 8FR ,3333
614230,BLOCK TIB NEXGEN SZ 3 10,15573
614233,SURFACE ARTC UNI SZ3 9MM,10202
614234,SYSTEM CNSRVT CBC 2 REPL,210
614235,CMPNT FEM M LT L75 VNG  ,31724
614236,CMPNT STEM FEM XS RPLCMT,100000
614237,COMPNT TIBTRY FNNED 67MM,14573
614238,CMPNT PTLA 31X6.2 SER A ,3910
614239,CATH COUDE 20F 103L     ,277
614240,STEM FEM HIP TPRLK 5X130,35301
614241,ALLODERM 1SQCM          ,239
614243,SCREW CORTEX 2.7MM S/T 5,436
614246,COMPNT TIBIAL KN 71MM   ,14573
614247,COMPNT FEM LT KN 65MM   ,31724
614248,GRAFT BN ACF LRDTC 7MM  ,18686
614250,CMPNT FEM RT L60 VNG    ,25552
614251,CUP ACTB PNCL 58 GRPTN  ,14573
614252,HEAD HUM 16X50MM AEQUALS,29640
614253,CMPNT GLND DVO 48       ,34429
614255,CATH EP ABLT 7FR REPR   ,6912
614256,CATH ARM PORT-POWER J.6F,3333
614257,EXPNDR TISS LOPRO250-300,13890
614258,BLADE SAW 506124        ,5094
614259,NAIL IM TI TIB PROX 10MM,14137
614260,SCREW BNE SS 50X2.7 LOK ,1495
614261,SCREW BNE 60X2.7 STRDRV ,1495
614262,PLATE BNE SS 90X3.5 LCP ,13555
614265,ROD CCM CURV 4.75X35MM  ,3542
614266,CATH SURG PNMPRTN 6FR   ,1688
614267,CATH INTVN 6FR 135X20CM ,5719
614268,CATH INTVN 6FR 1.98X135 ,5719
614269,COLLAR CERVCL UNIV VST  ,980
614272,DEVICE TISS SLR 3X35    ,5365
614273,CTHEP LVWR STE DD 401904,9415
614274,TRAY CRCTE COCR OD75    ,14573
614275,BEARING VNGRD KN10X75-71,8016
614278,SCREW BNE 6.5 RECON 90  ,2381
614280,STEM EXT TIBIA 14MM X 75,10780
614281,INSERT TIB XS UNV 12MM  ,38973
614282,STEM FEMORAL 16MM X 150M,28497
614283,CMPNT TIBTRY KN MED 53MM,19472
614285,CMPNT FEM VANGARD 67.5  ,25552
614286,GRAFT EVAS END 142X20X16,59939
614287,LEAD MYO 507135         ,7959
614288,STENT GFT NDRNT 36X36X49,77736
614289,CATH GD MP CRV ATN      ,3668
614291,INSERT ARTC KN 3-4X13GII,14793
614292,WEDGE FEM SCRW 5MM LGN5 ,14574
614293,KIT ARTHSCP FX INST SHLD,5094
614294,COMPNENT PTLA 40MM 3PEG ,4114
614295,COMPNT FEM KN RT VNG75MM,28241
614299,STEM HIP 8IN 200X13MM   ,75769
614301,CMPNT FEM RT KN VAN 65MM,25552
614303,BLDE SAW L56 FULL HEMI  ,10461
614304,STEM FEM HIP 6276-5-114 ,45768
614306,SCREW LCP CONE 3.5X2.9MM,1725
614307,HEAD HIP V40 LFIT 9-332 ,6760
614308,CATH BLN STNT GRFT 65   ,6267
614309,STENT RX PRELOAD 7FR 7CM,1688
614310,STENT RX PRELOAD 7FR 9CM,1688
614311,STENT BIL RX PRELD 8.5F ,1688
614312,STENT BIL RX PRELD 8.5X9,1688
614313,STENT RX PRLOAD 10FR 7CM,1688
614314,STENT RX PRLOAD 10FR 9CM,1688
614315,PACEMKR ACT DR PM2110   ,58413
614319,GRAFT ENDRNT 36X20X145MM,100000
614320,STENT GFT NDRNT 16X20X93,50436
614321,BEARNG TIB 183660       ,8016
614322,SCREW CANC 6.5 55       ,1515
614323,HEAD FEM 28X56 SLFCTR   ,14574
614324,LINER XLPE 0D 40X66     ,11919
614326,LEAD PCNG TNDRL 52CM    ,7302
614328,BEARING 79/83MMX10MM    ,8424
614329,CMPNT KN FEM RT 60      ,31724
614330,CEMENT BN STIMULANT 10CC,14373
614331,STEM FEM HIP CONN SZ15  ,23158
614332,HOOK SPNL SS LG W BLD   ,9348
614334,HOOK SPN NAR LG         ,9348
614335,STEM FEM HIP MOD 20     ,39640
614336,ROD CDH SS LINED OD5.5MM,3542
614338,FILLER BONE STRIP MG 10X,16360
614339,STEM FEM HIP MOD E1     ,9425
614343,LEAD FNLN2 4457         ,7758
614344,BEARNG TIB 183644       ,8016
614345,DEVICE PEEK PRVL 16X14X8,46240
614346,INSERT TIB 3 10MM LT KN ,10930
614347,MASTERGRAFT SYNTH 9ML B ,8673
614348,HEAD HUM STD 46X18MM    ,18828
614349,CATH EP LG 2MM REPR     ,1548
614350,CONNECTOR SHNT CSF 2X1MM,1978
614351,SUT ETHBND 1 GR BRDX865H,45
614352,BLADE EXPLANT 56MM HEMI ,10461
614353,LINER ACTB NTRL 48X32   ,13349
614354,HEAD FEM CERM 40X0 BILOX,10930
614355,STEM FEM TPR 12/14 SZ G ,7234
614358,GRAFT ENDRNT 25X13X166MM,100000
614359,SCREW VECTRA TI 4MM X 14,3936
614360,PLATE VECTRA 04.613.012 ,19678
614361,SCREW BONE VECTRA 4.0 X ,3936
614362,IMPLANT BRST 450ML PRFL ,9862
614363,IMPLANT BREAST ROUND GEL,10170
614364,IMPLANT BRST 500ML PRFL ,10170
614365,IMPL BRST 525ML SMTH RND,10170
614366,IMPLANT BRST GEL 450ML  ,10170
614367,IMPLANT BRST SMTH 475ML ,10170
614368,SIZER SALINE 425CC      ,1070
614369,PLATE LCK AXSOS 8HL173MM,13591
614370,SCREW UNIFLX F-T 4X26MM ,267
614371,FRAME FIXATER EXTERNAL F,5248
614372,SCREW AXSOS LCK 4X22MM  ,1454
614373,SCREW UNIFLX F-T 4X36MM ,267
614374,KWIRE FX DRL 285X2MM    ,2123
614375,SCREW SS T15 S/T 4X26MM ,1454
614376,SCREW UNIFLX F-T 4X50MM ,267
614377,SCREW BN LCK 4.0X28MM   ,1454
614378,SCREW UNIFLX F-T 4X55MM ,267
614379,SCREW T15 S/T 4X30MM    ,1454
614380,BIT DRL CLBRT 3.1       ,3947
614381,SCREW LCK ST 4X50MM     ,1454
614382,BIT DRL 2.5MM           ,3947
614383,SHELL ACTB CLSTR 52MM   ,15136
614384,PUNCH CRKSCR DISP FT 5.5,1413
614385,SCREW CORT SLFTAP 6.5X35,1122
614386,SHELL ACTB RNGLC+ 50MM  ,13772
614387,STEM FEM 9 HIP TPS ELT  ,26223
614388,INSERT OPT TYP 1 -3MM   ,2393
614389,LINER ACTB NTRL 52X36MM ,10930
614392,ANCH SUT AR-2324BSLM    ,6702
614393,ANCH SUT SWVLCK 5.5X19.1,5746
614394,BIOSWIVELOCK AR-2324BSLT,7504
614395,HEAD FEM 28X52 SLFCTR   ,14574
614396,SPCR SPNL 22X9X8 ARDIS P,20808
614397,GRAFT BN MGNIFS 10X2.5CM,51692
614398,GRAFT BN STRIP FIL 20CM ,29849
614399,STEM HUM TRB 48D 130X9  ,51103
614400,HEAD CERM V40 36MM      ,10930
614403,STEM FEM 20MM CORAIL 2  ,34293
614405,KIT RPR TGHTRP/SYND 8921,8739
614406,GRAFT BN CLGN MTRX 100ML,15118
614411,GRAFT SYN TISS HYDORSET ,12634
614412,BUTTON CANN PSPRT 3CM MM,856
614413,SUTURE TCRN 2 HGS-21 30 ,187
614414,SPACER SPN VERT 45X18X9 ,73984
614415,COMPNT FEM LT KN 57.5MM ,25552
614416,COMPNT FEM F LT KN SZ 3 ,24516
614417,COMPNT FEM G GSF RT KN  ,49196
614420,SEAL ADPTR SAEW09       ,1177
614422,CATHETER GD KIT CRV ATN ,7203
614423,NEEDLE BX NEURO 1.8X150 ,6267
614424,KWIRE IRN BND 1.25X1.6X2,2183
614426,INS TIB 2 20 KN ROT PLT ,15008
614427,SLEEVE TIBTRY KN 29MM   ,19472
614428,CATH BLN NANO 4X40X150  ,5094
614430,GRAFT ENDRNT 36X20X166MM,100000
614431,STENT GFT NDRNT 20X20X82,58433
