Hospital Name:  Mercy St Francis SF,,,
OSHPD Facility No: 106380960,,,
"Effective Date of Charges: July 1, 2018",,,
,,,
"CDM
Number",Billing Description (25 char), Price ,Zero Price Inicator
4390039,MIDAZOLAM 250MG/250ML PB , 350.00 ,
4390040,FENTANYL 2.5MG/250ML PB  , 350.00 ,
4390041,KCL/LIDO 10MEQ-10MG/1DLPB, 250.00 ,
4390042,ACETYLCYST 20% 4ML INHSOL, 19.80 ,
4390043,NICARDIP 20MG/NS 200MLIV , 147.45 ,
4390044,MEGESTROL 40MG/1ML 10ML  , 5.49 ,
4390045,INST/SUPP STERL 51X-67   , 195.00 ,
4390046,INST/SUPP STERL 195X-254 , 714.00 ,
4400000,RANOLAZINE ER 500MG TAB  , 16.60 ,
4400001,ATOVAQUNE/PROGU 250/100MG, 24.16 ,
4400002,FLUTIC/VILAN 200/25 14PWD, 325.38 ,
4400003,FLUTICAS DSK 100MCG 14INH, 198.42 ,
4400004,POLYMYXIN B 500000U INJ  , 19.82 ,
4400007,DOXYCYCLINE 20MG TAB     , 5.00 ,
4400016,DARUNAVIR 800MG TAB      , 103.26 ,
4400024,CALCIPOTR 0.005% 60ML TOP, 693.15 ,
4400040,ALBUTEROL 2MG/5ML 120ML  , 48.53 ,
4400041,PANTOPRAZOLE 40MG GRAN   , 6.67 ,
4400222,BENOXINATE/FLUORES 5ML OP, 9.27 ,
4400305,AMOXICILLIN 125MG/5 80ML , 53.04 ,
4400306,VIT C(ASCORB)100MG/ML 5ML, 10.00 ,
4400354,AMOXICILLIN 250/5 100ML  , 57.48 ,
4400503,AMPICILLIN 250/5 5ML SU  , 107.35 ,
4400511,AMOXICILLIN 400/5 75ML SU, 101.70 ,
4400552,AMOXICILLIN 125/5ML SUS  , 82.59 ,
4400701,ACETAMIN 160MG/5ML 120ML , 1.00 ,
4400859,AMOX/CLAV 125/5 75ML SUS , 95.89 ,
4400958,AMOX/CLAV 250/5 75ML SUSP, 163.24 ,
4401007,DIALYSIS 4.25% 2000ML SOL, 123.36 ,
4401030,AZITHROMYCIN 200/5 30ML  , 85.58 ,
4401063,CA GLUBION 1.8GM/5ML 120M, 9.87 ,
4401071,ALBUTEROL/IPRATROP 4GMINH, 607.68 ,
4401106,FLUTIC/VILAN 100/25 14PWD, 292.62 ,
4401204,CEFIXIME 100MG/5ML 100ML , 343.61 ,
4401451,CEPHALEXIN 250/5 100ML SU, 95.89 ,
4401709,CLINDAMYCIN 1.5GM/100MLSU, 127.77 ,
4401808,CYCLOSP MOD 5GM/50ML LIQ ," 1,610.18 ",
4401907,DICLOXAC 62.5MG/5ML 200ML, 183.43 ,
4401964,DIDANOSINE 10MG/ML 200ML , 111.50 ,
4402319,ERYTHRO ETH 200/5 100MLLQ, 17.60 ,
4402509,FAMOTIDINE 40MG/5ML LIQ  , 447.81 ,
4403069,GI COCKTAIL 50ML LIQ     , 30.00 ,
4403200,GUAIFEN 100MG/5ML 120MLLQ, 2.00 ,
4403473,IBUPROFEN 100MG/5ML 120ML, 2.00 ,
4403713,LACTULOSE 10GM/15ML 480ML, 80.70 ,
4403754,LIDOCAINE 2% 100ML VISC  , 106.55 ,
4403804,LOPERAMID 1MG/5ML 120MLLQ, 66.31 ,
4404166,MEGESTROL 40MG/ML 120ML  , 183.83 ,
4404604,MINERAL OIL 120ML SOL    , 38.96 ,
4405353,NTG 4.9GM 0.4MG/SPRAY SL , 131.66 ,
4405403,NYSTATIN 6MU/60ML SUSP   , 104.31 ,
4405460,OSELTAMIVIR 12MG/1ML SUSP, 99.62 ,
4405551,ERYTHRO/SULF 8GM/200ML LQ, 172.44 ,
4405601,PEG-ELECTROLYTE 4L LIQ   , 131.88 ,
4405759,PENICIL VK 250MG/5ML100ML, 64.78 ,
4406005,BISMUTH 262MG/15ML 237ML , 59.66 ,
4406120,PHENYTOIN 125/5 120ML LIQ, 53.41 ,
4406146,LAMIVUDINE 10MG/ML 240ML , 221.24 ,
4406153,MULTIVIT W FE 50ML PEDDRP, 77.64 ,
4406203,MULTIVIT 50ML PEDPO      , 72.92 ,
4406252,PREDNISONE 5MG/5ML 120ML , 64.08 ,
4406450,PROMETHAZ 6.25MG/5ML 120M, 55.25 ,
4406724,RIFAMPIN 10MG/ML 240ML   , 50.00 ,
4406781,RITONAVIR 80MG/ML 240ML  ," 3,600.50 ",
4406955,GUAIFN/DM SF100/10/5ML120, 2.00 ,
4407052,SALIVA SUBSTITUTE 120ML  , 74.01 ,
4407250,SIMETHICNE40MG/0.6ML 30ML, 105.86 ,
4407359,K IODIDE 30ML SOL        , 63.55 ,
4407516,THEOPH 80MG/15ML 120ML EL, 103.05 ,
4408043,VALPROIC AC 250MG/5ML LIQ, 147.57 ,
4408118,VANCOMYCIN 250MG/10ML LIQ, 101.30 ,
4408209,ASCORBIC AC 500MG/5ML 120, 60.52 ,
4408291,SILDENAFIL 20MG TAB      , 5.00 ,
4408308,ZIDOVUDINE 50MG/5ML LIQ  , 258.49 ,
4408316,CYCLOSPOR 100MG/ML 50MLLQ," 1,610.18 ",
4408317,ALBUTEROL HFA 18GM INH   , 126.99 ,
4408318,LEVETIRACET 500MG/5ML LIQ, 13.20 ,
4410007,NO CHARGE DRUG/NON DRUG  , -   ,1
4410008,SACCHAROMYCES 250MG CAP  , 5.00 ,
4410009,AMYL/LIPASE/PRO ER30/6/19, 5.00 ,
4410010,BENZOCAINE/TETRA 20GM SPY, 133.44 ,
4410012,IVERMECTIN 0.5% 120ML LOT, 844.00 ,
4410013,GENVOYA150/150/200/10MGTB, 243.62 ,
4410014,PROP.5%FLUOR.25% 5MLOPSOL, 102.81 ,
4410049,ACETIC ACID/HC 10ML OTIC , 53.58 ,
4410050,SIROLIMUS 0.5MG TAB      , 20.79 ,
4410057,CIPROFLOX 0.2% .25ML OTIC, 14.83 ,
4410058,EPIFIX 18MM 331X-431     ," 1,185.00 ",
4410059,SKIN SUBST 3529X-4588    ," 11,985.00 ",
4410106,AMMONIA SPIRIT 15%W/V AMP, 26.14 ,
4410155,AMYL NITRITE 0.3ML INH SO, 22.99 ,
4410205,ANTIPYRINE/BENZOC 15ML OT, 30.00 ,
4410346,CALCITONIN 200IU/INH3.7ML, 210.29 ,
4410601,NEO/POLY/HC SUSP 10ML OTI, 84.00 ,
4410650,CROMOLYN 4% 13ML NAS SPRY, 87.41 ,
4410700,DESMOPRESS 10MCG 5ML SPRY, 737.41 ,
4410809,CARBAM PEROX 6.5%15MLOTIC, 48.14 ,
4410957,NACL 0.65% 45ML NAS SPRY , 31.95 ,
4411005,OXYMETAZOL 0.05% 15ML NAS, 62.33 ,
4411104,PHENYLEPH 0.5% 15ML NAS S, 55.25 ,
4411401,PHENYLEPH 0.25% 15ML NAS , 43.60 ,
4411501,OXYCODONE 1MG/ML 1ML SOL , 5.00 ,
4411502,MULTIVIT W MINERAL 15ML  , 5.00 ,
4411503,OXYCODONE 5MG/5ML 5ML SOL, 25.00 ,
4411504,K BIC/CIT AC 20MEQ EFFTAB, 5.00 ,
4420055,ACETYLCHOLINE 1% 2ML OPS , 136.57 ,
4420090,LUTEIN TAB               , 5.00 ,
4420105,APRACLONIDIN 0.5% 5ML OPS, 192.27 ,
4420154,APRACLONIDIN 1% 0.1ML OPS, 133.09 ,
4420253,ARTIFIC TEARS 5% 15ML OPS, 79.30 ,
4420550,ATROPINE 1% 5ML OP SOL   , 60.79 ,
4420808,BACITRACIN 3.5GM OP OINT , 26.04 ,
4420923,BETAXOLOL 0.25% 10ML OPSU, 277.68 ,
4421053,BETAXOLOL 0.5% 5ML OP SOL, 124.69 ,
4421095,BIMATOPROST 0.01%2.5MLOPS, 297.54 ,
4421178,BRIMONIDINE 0.15% 5ML OPS, 96.02 ,
4421202,BALANCED SALT 15ML OP IRR, 101.81 ,
4421251,BALANCED SALT 500ML OP IR, 324.33 ,
4421277,BRINZOLAMIDE 1% 10ML OPSU, 181.32 ,
4421301,BALANCED SALT PLUS 500ML , 751.65 ,
4421350,CARBACHOL 1.5% 15ML OPSOL, 108.71 ,
4421400,CARBACHOL 3% 15ML OP SOL , 97.64 ,
4421459,CARBACHOL 0.01% 1.5ML OPS, 192.27 ,
4421954,CIPROFLOXACIN 0.3%5ML OPS, 134.83 ,
4422002,NEO/POLY/HC/BAC 3.5GMOPO , 101.81 ,
4422051,NEOM POLY HC OP 0.5% 7.5G, 121.59 ,
4422457,CYCLOPENTOLATE 1% 2ML OPS, 61.35 ,
4422507,CYCLOPENTOLATE 2% 2ML OPS, 80.26 ,
4422531,CYCLOSPOR 0.05% 0.4ML OPS, 8.16 ,
4422606,DEXAMETHAS 0.1% 5ML OPSOL, 100.43 ,
4422655,DICLOFENAC 0.1% 5ML OPS  , 198.92 ,
4422721,DORZOLAMIDE/TIMOLOL 10ML , 257.36 ,
4422739,CHONDROITIN/HYALURON KIT , 375.00 ,
4422747,DORZOLAMIDE 2% 10ML OPS  , 136.66 ,
4422853,ECHOTHIOPHATE 0.125% 5ML , 67.77 ,
4423109,ERYTHRO 0.5% 3.5GM OPO   , 59.89 ,
4423208,FLUORESCEIN NA 10% 5ML IN, 111.72 ,
4423257,FLUORESCEIN 1MG STRIP    , 5.83 ,
4423505,FLUOROMETH 0.1% 5ML OPS  , 107.81 ,
4423604,FLURBIPROFEN 0.03% 2.5ML , 102.37 ,
4423653,GENTAMICIN 0.3% 5ML OPS  , 66.31 ,
4423703,GENTAMICIN 0.3% 3.5GM OPO, 106.92 ,
4423919,HYALURONA 14/ML 0.85ML OP, 770.64 ,
4424008,HOMATROPINE 2% 5ML OP SOL, 61.87 ,
4424305,HYALURONIDASE 150U/ML INJ, 110.00 ,
4424313,KETOROLAC 0.5% 5ML OP SOL, 165.92 ,
4424347,LATANOPROST 2.5ML OP SOL , 160.03 ,
4424503,NEO/POLY/DEXA 3.5GM OPO  , 111.72 ,
4424552,NEO/POLY B/DEXA 1%5ML OPS, 121.59 ,
4424652,EPIFIX MSH 4.5 1234X-1605," 3,885.00 ",
4424875,MOXIFLOXACIN 0.5% 3ML OPS, 116.76 ,
4424925,NAPHAZOLINE 0.012% 15ML O, 10.00 ,
4424958,NAPHAZOLIN/PHENIR 15ML OP, 67.88 ,
4425104,NEO/BAC/POLY 10ML OPSOL  , 102.73 ,
4425153,NEO/POLY/BAC 3.5GM OP OIN, 102.73 ,
4425302,OCULAR LUBR 3.5GM OINT OP, 48.14 ,
4425351,OFLOXACIN 0.3% 5ML OPS   , 132.61 ,
4425419,OLOPATADINE 0.1% 5ML OPS , 180.00 ,
4425807,PHENYLEPH 10% 5ML OPS    , 18.00 ,
4426151,PILOCARPINE 1% 2ML OP SOL, 36.00 ,
4426201,PILOCARPINE 1% 15ML OPS  , 73.37 ,
4426359,PILOCARPINE 2% 15ML OPS  , 83.85 ,
4426409,PILOCARPINE 2% 2ML OP SOL, 41.95 ,
4426557,PILOCARPINE 4% 15ML OPS  , 77.63 ,
4426607,PILOCARPINE 4% 4GM OPGL  , 141.70 ,
4426953,BACITRA/POLYMYX 3.5GM OPO, 64.12 ,
4427159,PREDNISOL 0.12% 10ML OPS , 57.48 ,
4427209,PREDNISOL ACE 1% 10ML OPS, 96.97 ,
4427654,PROPARACAIN 0.5% 15ML OPS, 95.24 ,
4427704,SCOPOLAMINE 0.25% 5ML OPS, 73.32 ,
4427712,POLYV/POVI 1.4/.6%0.4MLOP, 2.00 ,
4427852,SULFACETAMIDE 10%15ML OPS, 70.73 ,
4427902,SULFACETAM 10% 3.5GM OPO , 94.89 ,
4428157,TETRACAINE 0.5% 15ML OPS , 94.78 ,
4428355,TETRAHYDROZ 0.05% 15ML OP, 50.95 ,
4428504,TIMOLOL 0.25% 5ML OP SOL , 95.88 ,
4428652,TIMOLOL 0.5% 5ML OP SOL  , 109.80 ,
4428751,TOBRAMYCIN/DEX 3.5GM OPO , 105.86 ,
4428801,TOBRAMY/DEXAMETH 5ML OPS , 105.86 ,
4428850,TOBRAMYCIN 0.3% 3.5GM OPO, 68.52 ,
4428900,TOBRAMYCIN 0.3% 5ML OPS  , 61.87 ,
4428959,TRIFLURIDINE 1% 7.5ML OPS, 171.68 ,
4429056,TROPICAMIDE 1% 15ML OPS  , 159.61 ,
4429072,TRYPAN BL 0.06% 0.5MLOPIN, 98.00 ,
4429353,HYALURON/CHONDR 0.5ML OP , 775.68 ,
4429411,POLYMYXIN/TRIMETH 10ML OP, 51.57 ,
4429429,TRAVOPROST 0.004% 2.5MLOP, 138.40 ,
4429437,NA BOR/BORIC/NACL 120MLOP, 43.56 ,
4429916,INSULIN DRIP KIT EXPLODE , -   ,2
4430021,ARMODAFINIL 50MG TAB     , 7.89 ,
4430039,AMPHET/DEXTROAMPH 20MG   , 3.74 ,
4430047,AMPHET/DEXTROAMPH SR 10MG, 11.97 ,
4430088,BUPRENOR/NALOX 2/0.5MGODT, 10.29 ,
4430096,BUPRENORPHINE/NALOX 8/2MG, 15.14 ,
4430104,COCAINE 10% 4ML SOL      , 273.41 ,
4430203,COCAINE 4% 4ML SOL       , 163.65 ,
4430229,COCAINE 2% 2ML TOP       , 18.00 ,
4430401,CODEINE PHOS 30MG TAB    , 15.48 ,
4430559,DEXTROAMPHETAMINE 5MG TAB, 23.97 ,
4430609,DRONABINOL 2.5MG CAP     , 22.10 ,
4430658,DRONABINOL 5MG CAP       , 30.95 ,
4430757,FENTANYL 100MCG/HR PATCH , 169.72 ,
4430807,FENTANYL 25MCG PATCH     , 64.06 ,
4430856,FENTANYL 50MCG/HR PATCH  , 92.44 ,
4430864,FENTANYL 12MCG PATCH     , 31.86 ,
4430906,FENTANYL 75MCG/HR PATCH  , 137.60 ,
4430922,FENTANYL 200MCG LOZ      , 21.69 ,
4430948,APAP/HYDROCOD 325/10MG   , 9.18 ,
4430971,APAP/HYDROCOD 325/7.5MG  , 7.50 ,
4431003,HYDROMORPHONE 2MG TAB    , 18.80 ,
4431052,HYDROMORPHONE 4MG TAB    , 18.80 ,
4431086,LACOSAMIDE 50MG TAB      , 8.66 ,
4431094,LACOSAMIDE 100MG TAB     , 13.54 ,
4431151,MEPERIDINE 50MG TAB      , 15.48 ,
4431243,BUPRENORPHINE 2MG ODT    , 7.02 ,
4431300,METHADONE 10MG TAB       , 18.80 ,
4431359,METHADONE 5MG TAB        , 18.80 ,
4431458,METHYLPHENIDATE 10MG TAB , 18.80 ,
4431557,METHYLPHENIDATE 5MG TAB  , 18.80 ,
4431565,MORPHINE IR 15MG TAB     , 4.64 ,
4431573,MODAFINIL 100MG TAB      , 15.00 ,
4431581,APAP/CAFF/BUT/COD 30MGCP , 8.72 ,
4431607,MORPHINE ER 100MG TAB    , 38.63 ,
4431755,MORPHINE 20MG/ML 1ML SOL , 11.06 ,
4431896,MORPHINE IR 30MG TAB     , 10.44 ,
4431904,MORPHINE ER 60MG TAB     , 26.22 ,
4432050,MORPHINE 10MG/5ML 5ML SOL, 26.51 ,
4432100,OPIUM TINC 10MG/ML 1MLSOL, 17.43 ,
4432126,OXANDROLONE 10MG TAB     , 50.42 ,
4432159,APAP/OXYCODONE 325/5MG   , 22.01 ,
4432258,ASA/OXYCODONE 325/5MG TAB, 23.97 ,
4432266,OXYCODONE CR 10MG TAB    , 13.57 ,
4432274,OXYCODONE CR 20MG TAB    , 18.14 ,
4432282,OXYCODONE CR 40MG TAB    , 25.85 ,
4432290,OXYCODONE 20MG/ML 1ML CON, 5.34 ,
4432308,OPIUM CAMPH 10MG/5ML LIQ , 19.15 ,
4432316,OXYCODONE IR 15MG TAB    , 15.00 ,
4432613,PHENOBARB 20MG/5ML ELIX  , 4.50 ,
4432670,PREGABALIN 75MG CAP      , 8.13 ,
4436044,FUROSEMIDE 10MG/ML 4ML LQ, 10.49 ,
4436045,VIT D CHOLECALCIF 400U TB, 9.96 ,
4436499,ITRACONAZOLE 50MG/5ML LIQ, 763.62 ,
4440152,HYDROCORT 25MG SUPP      , 15.26 ,
4440301,ACETAMIN 120MG SUPP      , 1.00 ,
4440350,ACETAMIN 325MG SUPP      , 1.00 ,
4440400,ACETAMINOPHEN 650MG SUPP , 1.00 ,
4440509,ASPIRIN 300MG SUPP       , 2.00 ,
4440558,ASPIRIN 600MG SUPP       , 2.00 ,
4440608,BISACODYL 10MG SUPP      , 2.00 ,
4440913,DOCUSATE NA 283MG ENEMA  , 4.66 ,
4440954,GLYCERIN ADULT SUPP      , 1.00 ,
4441002,GLYCERIN PED SUPP        , 1.00 ,
4441051,HYDROCORT 100MG 60ML ENEM, 14.00 ,
4441176,MESALAMINE 4GM/60ML ENEMA, 43.87 ,
4441184,MESALAMINE 500MG SUPP    , 11.83 ,
4441192,MESALAMINE 1GM SUPP      , 44.40 ,
4441259,PHENY0.25%/MIN/PET/SH28GM, 53.54 ,
4441408,PROCHLORPER 25MG SUPP    , 15.48 ,
4441556,PRAMOXINE/HC 1% 10GM FOAM, 102.82 ,
4441606,PROMETHAZINE 25MG SUPP   , 10.19 ,
4450052,ALBUTEROL 0.083% 3ML INH , 1.00 ,
4450060,ALBUTEROL 90MCG 8GM INH  , 36.60 ,
4450169,ALBUTEROL 0.5% 0.5ML INH , 1.00 ,
4450268,BUDES/FORM 160/4.5 6GMMDI, 257.30 ,
4450276,BUDES/FORM80/4.5 6.9GMMDI, 223.68 ,
4450334,BUDESONIDE 0.25MG/2ML NEB, 12.00 ,
4450458,CROMOLYN 8.1GM INH       , 235.04 ,
4450680,FLUTIC/SALM 250/50 14 PWD, 187.88 ,
4450763,FLUTICASONE 50MCG 16GMNAS, 194.95 ,
4450904,IPRATROP 0.02% 2.5ML NEB , 1.00 ,
4450920,IPRATROPIUM 0.03% 30MLNAS, 172.32 ,
4450938,IPRATROPIUM 0.06% 15MLNAS, 88.84 ,
4450953,IPRATROPIUM HFA 12.9G INH, 184.28 ,
4450987,NACL 10% 15ML NEB        , 5.00 ,
4450995,NACL 0.9% 3ML NEB        , 5.00 ,
4451456,METAPROTERENOL 14GM INH  , 104.65 ,
4451605,METHACHOL 100MGVL STPCHAL, 298.36 ,
4451647,PIRBUTEROL 14GM INH      , 241.88 ,
4451662,EPINEPHR 2.25% 0.5ML NEB , 3.50 ,
4451761,SUMATRIPTAN 20MG NAS SPRY, 72.82 ,
4451928,ZANAMIVIR 5MG INH DISK   , 134.38 ,
4451951,DORNASE 1MG/ML 2.5ML INH , 135.19 ,
4451952,INST/SUPP STERL 10-13    , 30.42 ,
4451953,INST/SUPP STERL 39X-51   , 136.80 ,
4451954,INST/SUPP STERL 88X-115  , 306.39 ,
4451956,INST/SUPP STERL 23X-30   , 76.59 ,
4451957,INST/SUPP STERL 51X-67   , 194.91 ,
4460010,SELEGILINE 6MG/24HR PAT  , 33.62 ,
4460028,A AND D 60GM OINT        , 1.00 ,
4460051,ADAPALENE 0.1% 15GM TOP  , 92.34 ,
4460119,ADHESIVE LIQ 0.67ML AMP  , 4.43 ,
4460184,ALOE VERA 120GM TOP      , 59.66 ,
4460185,DESCOVY 200-25MG TB      , 146.00 ,
4460242,BENZOCAIN 20% 60MLTOPSPY , 68.97 ,
4460309,UREA 10% 75GM TOP        , 71.60 ,
4460317,AQUAPHOR 50GM OINT       , 16.76 ,
4460325,MINERL OIL/PET HY-PHL 454, 104.55 ,
4460473,AZELASTINE 0.1%137MCG30ML, 132.48 ,
4460549,BACITRACIN 120GM TOP     , 21.00 ,
4460580,BACITRACIN 500U/GM 30GM  , 21.00 ,
4460606,BACITRACIN 454GM OINT    , 21.00 ,
4460622,BACITRACIN 1GM UD OINT   , 8.06 ,
4460663,METHYL SAL/MENTH 30GMOINT, 51.24 ,
4460705,BENZOLY PEROX 10% 30MLTOP, 63.22 ,
4460721,BENZOYL PEROX 10% 45GM GE, 83.09 ,
4460762,BENZOYL PEROX 5% 30ML TOP, 65.93 ,
4460788,BENZOYL PEROX 5% 45GM GEL, 61.87 ,
4460838,BENZOCAINE 10% 6GM TOP   , 15.24 ,
4460853,BENZOCAINE 20% 7GM GEL   , 7.84 ,
4460887,BETAMETH DIP 0.05% 45GM  , 141.44 ,
4460903,BETAMETH VAL 0.1% 60ML LO, 198.06 ,
4460986,BETAMETH VAL 0.1% 45GM CR, 176.34 ,
4461182,BUNNELS SOLN 980ML IRRIG , 90.62 ,
4461372,CALCIPOTRIENE 0.005% 60GM, 448.28 ,
4461406,BENZOC/TETRA/BUT 14-2-2% , 176.46 ,
4461463,PHENOL 1.4% 180ML SPRY   , 66.09 ,
4461513,CICLOPIROX 0.77% 30GM CRM, 107.90 ,
4461521,CLINDAMYCIN 1% 60ML T-SOL, 161.14 ,
4461539,CLOBETASOL 0.05% 30GM TOP, 47.12 ,
4461547,CLONIDINE 0.1MG/24HR PATC, 49.15 ,
4461562,CLONIDINE 0.2MG/24HR PATC, 79.83 ,
4461570,CLINDAMYCIN 2% 40GM VAG  , 171.81 ,
4461588,CLONIDINE 0.3MG/24HR PATC, 108.35 ,
4461604,CLOTRIMAZOLE 1% 45GM CRM , 124.96 ,
4461703,CLOTRIMAZOLE 1% 30GM CRM , 137.22 ,
4461786,CLOTRIMAZOLE 1% 30ML TOP , 124.64 ,
4461844,ESTROGENS CONJ 30GMVAGCRM, 536.34 ,
4461869,RXTP CORR CONC 480ML LOT , 79.56 ,
4461976,DERMABOND ADHES APPL TOP , 94.69 ,
4462149,DESONIDE 0.05% 60GM TOP  , 186.98 ,
4462271,ADHESIVE LIQ 15ML TOPSOL , 9.38 ,
4462354,DINOPROST 0.5MG 3GM V GEL, 410.75 ,
4462362,DIENESTROL 0.01% 78GM VAG, 159.86 ,
4462370,DINOPROSTONE 10MG VAG SUP, 702.64 ,
4462404,LIDO/PRILOCAINE 2.5% CRM , 15.00 ,
4462412,LIDO/PRILOCAINE 30GM TOP , 182.52 ,
4462420,EPINEPHRINE 0.1% 30ML TOP, 71.89 ,
4462446,ERYTHROMYCIN 2% 60ML TOP , 131.16 ,
4462461,ESTRAD 0.05MG 24HRWKL PAT, 15.55 ,
4462487,ESTRADIOL 0.1MG/QD WKLY  , 17.38 ,
4462503,ETHYL CHL 100% 103ML SPRY, 73.06 ,
4462537,FIBRIN SEAL ARTISS 4ML KT, 567.60 ,
4462552,FIBRIN SEAL TISSEL 4ML KT," 1,396.92 ",
4462578,FIBRIN SEAL TISSEL 10MLKT," 3,127.44 ",
4462610,FLUOCINON/E 0.05% 30GMCRM, 55.00 ,
4462800,FLUOCINON 0.05% 30GM CRM , 154.87 ,
4462909,FLUOCINONIDE 0.5%60ML SOL, 287.03 ,
4462941,FLUOCINOLNE 0.01% 60GMTOP, 117.59 ,
4462966,FLUOCINOLONE 0.01% 60ML  , 193.10 ,
4463006,FLUOCINOL 0.025% 60GMTOP , 184.08 ,
4463063,FLUOROURACIL 1% 30GM TOP , 199.36 ,
4463089,FLUOROURACIL 5% 25GM TOP , 116.20 ,
4463204,ABSRB GEL SPNG SZ 100 TOP, 133.83 ,
4463220,ABSRB GEL SPNG 12-7MM TOP, 33.58 ,
4463246,GENTIAN VIOL 1% 30ML TSOL, 34.12 ,
4463261,GENTAMICIN 15GM CRM      , 107.44 ,
4463352,GUAIFEN ER 600MG TAB     , 12.44 ,
4463378,HALOBETASOL 0.05% 15GMTOP, 62.98 ,
4463386,HEXACHLOROPHENE 148ML SOL, 59.66 ,
4463436,HYDROCORT/IODOQUI 1% 30GM, 52.24 ,
4463444,HYDROCORT 0.5% 30GM CRM  , 34.49 ,
4463485,HYDROCORT 1% 30GM CRM    , 56.06 ,
4463501,HYDROCORT 1% 30GM OINT   , 53.04 ,
4463543,HYDROCORT 2.5% 30GM CRM  , 71.89 ,
4463568,HYDROCORT 2.5% 30GM OINT , 90.63 ,
4463618,IMIQUIMOD 5% CRM PKT (EA), 49.21 ,
4463659,ABSORB ADHES BAR 3X4INDSG, 440.00 ,
4463717,CADEXOMER IODINE 40GM PAD, 163.18 ,
4463766,KETOCONAZOLE 2% 120ML SHA, 119.34 ,
4463808,KETOCONAZOLE 2% 30GM TOP , 155.27 ,
4463816,AMMON LACT 12% 225ML LOT , 84.26 ,
4463840,LIDOCAINE 2% 10ML TOP JEL, 59.33 ,
4463865,LIDOCAINE 4% 50ML TOP SOL, 88.94 ,
4463873,LIDOCAINE 5% PATCH       , 12.94 ,
4463907,LIDOCAINE 2% 5ML TOP JEL , 37.19 ,
4463923,LIDOCAINE 2% 30ML TOP JEL, 75.06 ,
4463949,LIDOCAINE 5% 35GM OINT   , 46.53 ,
4463972,LIDOCAINE/EPI/TETRA 3ML  , 45.13 ,
4464046,BETAMETH/CLOTRIM 45GM CRM, 161.35 ,
4464202,MAFENIDE 113GM CRM       , 214.38 ,
4464228,MAFENIDE 8.5% 454GM TOP  , 484.00 ,
4464244,MAFENIDE 50GM TOP        , 137.02 ,
4464293,MALATHION 0.5% 60ML TOP  , 249.08 ,
4464319,METRONIDAZOLE 1% 45GM TOP, 179.76 ,
4464335,METRONIDAZ 0.75% 60MLLOT , 233.02 ,
4464376,METHYL SALICYLAT 60ML CRM, 11.34 ,
4464400,METRONIDAZ 0.75% 70GM VAG, 156.24 ,
4464418,MAGNESIUM SUL 120GM TOP  , 19.64 ,
4464426,MICONAZOLE 100MG 7 VAG   , 155.70 ,
4464467,MICONAZOLE 2% 30GM CRM   , 152.12 ,
4464509,MICONAZOLE 200MG 1 VAG   , 120.46 ,
4464566,MICONAZOLE 2% 45GM VAG CR, 137.78 ,
4464582,MINERAL OIL 100% 10ML TOP, 41.95 ,
4464665,NYSTATIN/TRIAMC 30GM CRM , 117.83 ,
4464699,MUPIROCIN 2% 22GM OINT   , 147.48 ,
4464780,NEO/POLYM/BACIT 30GM OINT, 61.07 ,
4464806,NEO/POLYM/BACIT 1PK OINT , 8.06 ,
4464822,NICOTINE 14MG PATCH      , 25.67 ,
4464848,NICOTINE 21MG PATCH      , 27.29 ,
4464863,NICOTINE 7MG PATCH       , 23.58 ,
4464921,NTG 2% 1GM OINT          , 11.17 ,
4464947,NTG 2% 30GM OINT         , 56.37 ,
4464988,NTG 0.1MG/HR 2.5MG PATCH , 7.72 ,
4465027,NTG 0.2MG/HR 5MG PATCH   , 24.31 ,
4465043,NTG 0.3MG/HR 7.5MG PATCH , 11.34 ,
4465068,NTG 0.4MG/HR 10MG PATCH  , 8.27 ,
4465100,NTG 0.6MG/HR 15MG PATCH  , 5.97 ,
4465167,NYSTATIN 30GM CRM        , 117.83 ,
4465209,NYSTATIN 15GM PWD TOP    , 141.51 ,
4465365,TRIAMCINOLONE 5GM TOP PST, 89.37 ,
4465399,PAPAIN/UREA/CHLORO 30GM  , 202.02 ,
4465456,PENCICLOVIR 1% 1.5GM CRM , 76.64 ,
4465464,PERMETHRIN 1% 60ML TOP   , 66.27 ,
4465480,PERMETHRIN 5% 60GM TOP   , 111.76 ,
4465530,PIMECROLIMUS 1% 30GM CRM , 164.32 ,
4465548,PODOFILOX 0.5% 3.5ML TOP , 303.59 ,
4465555,PODOPHYLIUM RESIN 25% 15M, 170.55 ,
4465563,BACITRA/POLY B 0.94GM TOP, 8.06 ,
4465605,BACITRA/POLYMIX 30GM TOP , 64.00 ,
4465845,DINOPROSTONE 20MG VAG SUP, 309.05 ,
4465944,CAMPHOR/MENTHOL 222ML TOP, 61.87 ,
4465969,SCOPOLAMINE 1.5MG/3DAY   , 23.71 ,
4465993,COAL TAR/SALICYL120ML SHM, 47.62 ,
4466009,SELENIUM SUL 1% 210ML TOP, 51.93 ,
4466017,SELENIUM SU 2.5% 120MLTOP, 40.00 ,
4466025,SELENIUM SU 2.5% 120MLTOP, 82.89 ,
4466066,SILVER SULFAD 1% 50GM CRM, 101.81 ,
4466108,SILVER SULFAD 1% 20GM CRM, 61.39 ,
4466116,SILVER SULFAD 1% 1KG CRM , 760.08 ,
