Procedure ID,Procedure,Charge
P1561,"Mineral Oil/Petrolatum, White",16.06999969
P1562,MINOCYCLINE 100 MG CAPSULE,162
P1563,Minocycline Hydrochloride,1.75
P1564,Mirtazapine,6.019999981
P1565,Misoprostol,3.539999962
P1566,Mitomycin,342.1300049
P1567,mitoXANTRONE hydrochloride,98.77999878
P1568,Mometasone Furoate,416.6199951
P1569,Montelukast Sodium,2.75
P1570,MORPHINE 1 MG/ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS,280.4200134
P1571,Morphine Sulfate,21.35000038
P1572,Mouthwash,19.34000015
P1573,Moxifloxacin Hydrochloride,329.5299988
P1574,Multivitamin,0.150000006
P1575,MULTIVITAMIN ORAL LIQUID,352
P1576,Mupirocin,21.29000092
P1577,Mupirocin Calcium,707.4799805
P1578,Mycophenolate Mofetil,123.3300018
P1579,Mycophenolate Mofetil Hydrochloride,779.3599854
P1580,Mycophenolate Sodium,23.13999939
P1581,"Na Phos, Dibasic/Na Phos, Monobasic",5.360000134
P1582,Nafcillin Sodium,417.980011
P1583,Naloxone Hydrochloride,71.16000366
P1584,Naltrexone Hydrochloride,6.269999981
P1585,NAPHAZOLINE 0.025 %-PHENIRAMINE 0.3 % EYE DROPS,24.95000076
P1586,Naproxen,0.540000021
P1587,Naproxen Sodium,9.819999695
P1588,Natalizumab,87.55000305
P1589,Nebivolol Hydrochloride,17.22999954
P1590,Nefazodone Hydrochloride,4.400000095
P1591,Neostigmine Methylsulfate,6.119999886
P1592,Nevirapine,721.960022
P1593,Niacin,1.590000033
P1594,niCARdipine hydrochloride,21.12999916
P1595,Nicotine,5.78000021
P1596,Nicotine Polacrilex,0.469999999
P1597,NIFEdipine,3.940000057
P1598,Nitazoxanide,387.8699951
P1599,Nitrofurantoin,5140.379883
P1600,"Nitrofurantoin Monohydrate/Nitrofurantoin, Macro",6.480000019
P1601,"Nitrofurantoin, Macrocrystals",6.050000191
P1602,Nitroglycerin,231.6600037
P1603,Nivolumab,104.8799973
P1604,Norepinephrine Bitartrate,630.1599731
P1605,Norethindrone,0.409999996
P1606,NORFLURANE-PENTAFLUOROPROPANE TOPICAL SPRAY,113.4400024
P1607,Nortriptyline Hydrochloride,1.370000005
P1608,Nystatin,25.73999977
P1609,Nystatin/Triamcinolone Acetonide,102.9199982
P1610,Obinutuzumab,258.1700134
P1611,Octreotide Acetate,4.329999924
P1612,Ofatumumab,221.8099976
P1613,Ofloxacin,106.3300018
P1614,Ointment Base,16.09000015
P1615,Olanzapine,3.789999962
P1616,Olopatadine Hydrochloride,19.88999939
P1617,Omeprazole,255.3200073
P1618,OnabotulinumtoxinA,26.40999985
P1619,Ondansetron,2.220000029
P1620,ONDANSETRON HCL 4 MG/5 ML ORAL SOLUTION,1106.25
P1621,Ondansetron Hydrochloride,83.62999725
P1622,Oseltamivir Phosphate,45.54999924
P1623,Oxacillin Sodium,8.039999962
P1624,Oxaliplatin,0.810000002
P1625,Oxcarbazepine,145.6199951
P1626,Oxybutynin Chloride,34.16999817
P1627,Oxycodone Hydrochloride,35.52000046
P1628,Oxymetazoline Hydrochloride,3.829999924
P1629,Oxytocin,5.670000076
P1630,OXYTOCIN IN LACTATED RINGERS 30 UNIT/500 ML INTRAVENOUS SOLUTION,752
P1631,Paclitaxel,0.519999981
P1632,Palifermin,82.73000336
P1633,Paliperidone,97.73000336
P1634,Palivizumab,4739.240234
P1635,Palonosetron Hydrochloride,37.88000107
P1636,Pamidronate Disodium,35.54000092
P1637,Pantoprazole Sodium,3.75999999
P1638,Papaverine Hydrochloride,100.6399994
P1639,Paricalcitol,11.97000027
P1640,Patiromer,1703.48999
P1641,PCA FENTANYL (PF) 2 MCG/ML-BUPIVACAINE 0.1 % IN 0.9% NACL INTRAVENOUS 250ML,142.3999939
P1642,PEDIATRIC MULTIVITAMIN ORAL DROPS,760
P1643,PEG Electrolyte Lavage Solution,43.40000153
P1644,Pegfilgrastim,16477.5
P1645,Pembrolizumab,188.7799988
P1646,Penicillin G Potassium,6.539999962
P1647,Penicillin V Potassium,6.329999924
P1648,Pentamidine Isethionate,2038.579956
P1649,Perampanel,59.52999878
P1650,Perflutren Lipid Microsphere,202
P1651,Permethrin,59.38999939
P1652,Perphenazine,5.050000191
P1653,"Pertussis Vac, Acellular/Reduced Diphtheria Toxoid",123.9199982
P1654,Pertuzumab,50.72000122
P1655,"Petrolatum, White",4.25
P1656,Phenazopyridine Hydrochloride,2.529999971
P1657,Phenelzine Sulfate,2.049999952
P1658,Phenobarbital,1.370000005
P1659,Phenobarbital Sodium,137.5800018
P1660,Phenoxybenzamine Hydrochloride,246.5399933
P1661,Phentolamine Mesylate,1183.880005
P1662,PHENYLEPHRINE 40 MG/250 ML (160 MCG/ML) IN 0.9 % SODIUM CHLORIDE IV,159
P1663,Phenylephrine Hydrochloride,66.22000122
P1664,Phenytoin,376.1900024
P1665,Phenytoin Sodium,1.570000052
P1666,"Phenytoin Sodium, Extended",4.800000191
P1667,Phosphorus/Potassium/Sodium,148.0800018
P1668,Physostigmine Salicylate,1364.660034
P1669,Phytonadione,333.3999939
P1670,Pilocarpine Hydrochloride,308.3599854
P1671,Pioglitazone Hydrochloride,0.460000008
P1672,Piperacillin Sodium/Tazobactam Sodium,27.62000084
P1673,Piroxicam,6.170000076
P1674,Plerixafor,1192.98999
P1675,"Pneumococcal 13-Valent Vaccine, Diphtheria Conjug",680.2299805
P1676,Pneumococcal Vaccine Polyvalent,340.9400024
P1677,"Poliovirus Vaccine, Inactivated",84.87999725
P1678,Polyethylene Glycol 3350,132.2599945
P1679,Polyethylene Glycol 3350/K Cl/Na Cl/Na Sulf;Vit C/,185.3999939
P1680,Polymyxin B Sulfate/Trimethoprim Sulfate,11.01000023
P1681,Polyvinyl Alcohol,14.55000019
P1682,Polyvinyl Alcohol/Povidone,1.179999948
P1683,Poractant Alfa,1995.319946
P1684,Posaconazole,2184.620117
P1685,Potassium Acetate,984.3400269
P1686,Potassium Chloride,67.94999695
P1687,Potassium Chloride/Sodium Chloride,1.690000057
P1688,Potassium Nitrate/Silver Nitrate,1.909999967
P1689,Potassium Phosphate,1977.160034
P1690,Povidone Iodine,3.25999999
P1691,Pramipexole Dihydrochloride,2.309999943
P1692,Prasugrel Hydrochloride,60.45000076
P1693,Pravastatin Sodium,1.600000024
P1694,Praziquantel,216.1600037
P1695,prednisoLONE acetate,251.8300018
P1696,prednisoLONE sodium phosphate,266.9400024
P1697,predniSONE,35.86999893
P1698,Pregabalin,31.55999947
P1699,Primidone,0.850000024
P1700,Probenecid,2.49000001
P1701,Procainamide Hydrochloride,236.5500031
P1702,Prochlorperazine,24.69000053
P1703,Prochlorperazine Edisylate,37.75
P1704,Promethazine Hydrochloride,12.97999954
P1705,Proparacaine Hydrochloride,74.29000092
P1706,Propofol,0.449999988
P1707,Propranolol Hydrochloride,2.789999962
P1708,Propylthiouracil,2.390000105
P1709,Protamine Sulfate,4.71999979
P1710,Pseudoephedrine Hydrochloride,2.329999924
P1711,Psyllium,48.09000015
P1712,Pyrazinamide,11.89999962
P1713,Pyridostigmine Bromide,79.01999664
P1714,Pyridoxine,11.71000004
P1715,Quetiapine Fumarate,1
P1716,Quinapril Hydrochloride,0.360000014
P1717,Quinidine Gluconate,20.84000015
P1718,Rabies Immune Globulin,1164.48999
P1719,Rabies Vaccine,961.539978
P1720,Racepinephrine Hydrochloride,195.7599945
P1721,Raltegravir Potassium,64.75
P1722,Ramipril,4.820000172
P1723,Ramucirumab,221.9400024
P1724,Ranibizumab,1950
P1725,Ranitidine Hydrochloride,35.36000061
P1726,Ranolazine,23.5
P1727,Rasburicase,962.0100098
P1728,Regadenoson,210.0700073
P1729,Remifentanil Hydrochloride,2212.459961
P1730,Repaglinide,0.769999981
P1731,Ribavirin,721.4400024
P1732,Rifabutin,47.90999985
P1733,Rifampin,99.88999939
P1734,Rifaximin,136.0500031
P1735,Rilpivirine Hydrochloride,135.6100006
P1736,risperiDONE,9.970000267
P1737,Ritonavir,1657.97998
P1738,Rituximab,3523.199951
P1739,Rivaroxaban,0.039999999
P1740,Rivastigmine Tartrate,11.47999954
P1741,Rocuronium Bromide,101.3199997
P1742,Roflumilast,31.40999985
P1743,Romidepsin,649.7199707
P1744,Romiplostim,288.7099915
P1745,rOPINIRole hydrochloride,0.620000005
P1746,Ropivacaine Hydrochloride,0.330000013
P1747,Rosuvastatin Calcium,14.68999958
P1748,"Rotavirus Vaccine, Live, Pentavalent",2662.72998
P1749,Rufinamide,5001.330078
P1750,Ruxolitinib Phosphate,840.4699707
P1751,Sacubitril/Valsartan,30.20000076
P1752,"S-ADENOSYLMETHIONINE 400 MG TABLET,DELAYED RELEASE",64.80999756
P1753,Salicylic Acid,22.78000069
P1754,Saliva Substitutes,21.51000023
P1755,Scopolamine,62.77000046
P1756,Selegiline,204.4799957
P1757,Selenium,1579.089966
P1758,Selenium Sulfide,27.75
P1759,Sennosides,78.5
P1760,SENNOSIDES 8.6 MG TABLET,4.96999979
P1761,Sertraline Hydrochloride,0.800000012
P1762,Sevelamer Carbonate,1628.400024
P1763,Sevoflurane,1672.430054
P1764,Sildenafil Citrate,12444.20996
P1765,silver sulfADIAZINE,32.95999908
P1766,Simethicone,1.850000024
P1767,"SIMETHICONE 40 MG/0.6 ML ORAL DROPS,SUSPENSION",544
P1768,Simvastatin,0.419999987
P1769,Sipuleucel-T,83911.29688
P1770,Sirolimus,1473.23999
P1771,Sitagliptin Phosphate,50.91999817
P1772,Sodium Acetate,764.9500122
P1773,Sodium Bicarbonate,384.5400085
P1774,Sodium Chloride,60.91999817
P1775,Sodium Chloride;Yellow Fever Vaccine,498
P1776,Sodium Ferric Gluconate Complex,7.110000134
P1777,SODIUM HYALURONATE 14 MG/ML INTRAOCULAR SYRINGE,412.8800049
P1778,Sodium Hypochlorite,43.65000153
P1779,Sodium Nitroprusside,433.5400085
P1780,Sodium Phosphate,1513.280029
P1781,Sodium Polystyrene Sulfonate,163.1699982
P1782,Sodium Tetradecyl Sulfate,1293.449951
P1783,Sodium Thiosulfate,356
P1784,Sotalol Hydrochloride,4.090000153
P1785,Spironolactone,241.3300018
P1786,Succimer,69.54000092
P1787,Succinylcholine Chloride,7.090000153
P1788,SUCCINYLCHOLINE CHLORIDE 200 MG/10 ML (20 MG/ML) INTRAVENOUS SYRINGE,139.8000031
P1789,Sucralfate,0.879999995
P1790,Sucrose,65.08000183
P1791,Sufentanil Citrate,309.6799927
P1792,Sugammadex,4486.799805
P1793,Sulfacetamide Sodium,123.5199966
P1794,sulfADIAZINE,11.01000023
P1795,SULFAMETHOXAZOLE 200 MG-TRIMETHOPRIM 40 MG/5 ML ORAL SUSPENSION,0.430000007
P1796,Sulfamethoxazole/Trimethoprim,110.8899994
P1797,Sulfasalazine,0.800000012
P1798,Sumatriptan Succinate,31.21999931
P1799,SURGICEL 2 IN X 14 IN,9502.259766
P1800,SURGICEL FIBRILLAR 1 IN X 2 IN,1885.050049
P1801,SURGICEL NUKNIT 6 IN X 9 IN,3946.320068
P1802,SURGIFOAM 8 CM X 12.5 CM X 10 MM,640.5599976
P1803,SURGIFOAM 8 CM X 12.5 CM X 2 MM,434.9200134
P1804,Tacrolimus,150.7400055
P1805,Tamoxifen Citrate,1.409999967
P1806,Tamsulosin Hydrochloride,0.899999976
P1807,Temazepam,0.340000004
P1808,Temozolomide,25.70999908
P1809,Tenofovir Alafenamide,132.2200012
P1810,Terazosin Hydrochloride,0.449999988
P1811,Terbutaline Sulfate,9.569999695
P1812,Terconazole,103.7200012
P1813,Testosterone Cypionate,0.180000007
P1814,Tetanus Immune Globulin,1624.76001
P1815,TETRACAINE 0.5 % EYE DROPS,110.8799973
P1816,Tetracaine Hydrochloride,68.5
P1817,Tetracycline Hydrochloride,11.89000034
P1818,Theophylline,7.900000095
P1819,Thiamine,6.570000172
P1820,THIAMINE MONONITRATE (VITAMIN B1) 100 MG TABLET,15.97999954
P1821,Thiotepa,2388.090088
P1822,Thiothixene,4.320000172
P1823,"Thrombin, Bovine",609.4199829
P1824,Tiagabine Hydrochloride,28.92000008
P1825,Ticagrelor,23.12999916
P1826,Tigecycline,6.110000134
P1827,Timolol Maleate,107.4899979
P1828,Tiotropium Bromide,31.61000061
P1829,Tirofiban Hydrochloride,38.86999893
P1830,Tizanidine Hydrochloride,1.860000014
P1831,Tobramycin,427.2600098
P1832,Tobramycin Sulfate,12.22999954
P1833,Tocilizumab,22.62999916
P1834,Tolterodine Tartrate,41.68999863
P1835,Tolvaptan,1640.079956
P1836,Topiramate,0.930000007
P1837,Topotecan Hydrochloride,2.900000095
P1838,Torsemide,0.49000001
P1839,Trabectedin,1074.469971
P1840,traMADol hydrochloride,0.209999993
P1841,Tranexamic Acid,29.20000076
P1842,Trastuzumab,415.5799866
P1843,traZODone hydrochloride,0.419999987
P1844,Treprostinil,294.75
P1845,Tretinoin,83.61000061
P1846,Triamcinolone Acetonide,18.04000092
P1847,Trichloroacetic Acid,223.1199951
P1848,Trifluridine,470
P1849,Triglycerides,124.0400009
P1850,Trihexyphenidyl Hydrochloride,28.40999985
P1851,Triptorelin Pamoate,434.0799866
P1852,Tropicamide,19.68000031
P1853,Tuberculin,23.93000031
P1854,Typhoid Vi Polysaccharide Vaccine,299.1600037
P1855,Ulipristal Acetate,132.9600067
P1856,Urea,34.93999863
P1857,Ursodiol,11.43999958
P1858,Valacyclovir Hydrochloride,17.20999908
P1859,Valganciclovir Hydrochloride,1575.410034
P1860,Valproate Sodium,7.739999771
P1861,Valproic Acid,89.19000244
P1862,Valsartan,1.090000033
P1863,Vancomycin Hydrochloride,26.13999939
P1864,Varenicline,28.30999947
P1865,Varicella-Zoster Immune Globulin,4572.189941
P1866,Vasopressin,12802.41016
P1867,Vecuronium Bromide,199.9400024
P1868,Venlafaxine Hydrochloride,1.049999952
P1869,Verapamil Hydrochloride,859.8499756
P1870,"Vial, Medication",104.6399994
P1871,vinCRIStine sulfate liposome,5053.839844
P1872,Vinorelbine Tartrate,43.86000061
P1873,Vit C/Beta Carotene/Ca Carbonate/Cholecalciferol/C,15.30000019
P1874,Vit C/Biotin/Ca Pantothenate/Vit B12/Folic Acid/Ni,0.270000011
P1875,Vit C/Biotin/Ca Pantothenate/Vit B12/Folic Acid/Vi,1.029999971
P1876,Vit C/Biotin/Ca/Ca Pantothenate/Cu/Vit B12/Folic A,1.620000005
P1877,Vit C/Biotin/Vit B12/Dexpanthenol/Folic Acid/Niaci,3063.199951
P1878,Vit C/Biotin/Vit B12/Folic Acid/Vitamin B3/Vit B5/,0.550000012
P1879,Vit C/Ca/Cholecalciferol/Vit B12/Folic Acid/Vitami,0.119999997
P1880,Vit C/Cholecalciferol/Vit B12/Folic Acid/Fe/Vitami,0.129999995
P1881,Vit C/Cholecalciferol/Vit B12/Folic Acid/Vitamin B,0.129999995
P1882,Vit C/Fe/Vitamin B3/Vit B6/Vit B2/Vit B1/Vit A/Vit,32.13000107
P1883,Vit C/Vit B12/Vitamin B3/Vit B6/Vit B2/Vit B1/Vit,288
P1884,Vitamin A Palmitate,446.2399902
P1885,Vitamin D,0.109999999
P1886,Vitamin E,58.40000153
P1887,Voriconazole,294.6900024
P1888,Warfarin Sodium,0.189999998
P1889,"Water, Purified",13.60000038
P1890,"Water, Sterile",216.1000061
P1891,WHITE PETROLATUM-MINERAL OIL TOPICAL CREAM,16.95999908
P1892,Yellow Fever Vaccine,473.5700073
P1893,Zidovudine,54.25999832
P1894,Zinc Chloride,1351.5
P1895,Zinc Oxide,16.46999931
P1896,Zinc Sulfate,518.9099731
P1897,Ziprasidone Hydrochloride,10.98999977
P1898,Ziprasidone Mesylate,77.84999847
P1899,Zoledronic Acid,84.77999878
P1900,Zolpidem Tartrate,0.219999999
P1901,Zonisamide,0.899999976
P1902,"Zoster Vaccine Recombinant, Adjuvanted",4509.959961
S100,SCREW BONE CORT PEDILOC SS LK T15 35MM,611.25
S1000,3.5MM CANNULATED SCREW PARTIAL THD 60MM,706.8800049
S10000,TUBE FROST JONES SUT HL 3.5X19MM,360
S10001,TUBE FROST JONES SUT HL 3.5MM,360
S100015,IMP SURFACE ARTICULAR SZ C-D + 5-6 14MM,4581.5
S10002,TUBE FROST JONES SUT HL 3.5X21MM,360
S100020,NEXGEN LPS-FLEX FIXED PROLONG ART SUR GH,4581.5
S10004,LARYNGOSCO RHINO FLX 3.5MMX30CM,18379.73047
S1001,3.5MM CANNULATED SCREW FULL THD 60MM,706.8800049
S10014,GRAFT NERVE ALLO AVANCE 1.0 TO 2.0X15MM,6300
S10015,GRAFT NERVE ALLO AVANCE 1.0 TO 2.0X30MM,8450
S10016,GRAFT NERVE ALLO AVANCE 1.0 TO 2.0X50MM,12512.5
S1002,4.0MM CANNULATED SCREW 1/3 THD 60MM,733.6900024
S10020,CATHETER  ANGJET SOLENT DISTA .035 145CM,6939.629883
S10021,SCREW BONE FIX QWIX CANN TI SLFTP 3X12MM,1130.780029
S10022,SCREW BONE FIX QWIX CANN TI SLFTP 3X14MM,1132.199951
S10024,SCREW BONE FIX QWIX CANN TI SLFTP 3X16MM,1062.189941
S10025,SCREW BONE FIX QWIX CANN TI SLFTP 3X18MM,1132.199951
S10026,SCREW BONE FIX QWIX CANN TI SLFTP 3X20MM,1132.199951
S10027,SCREW BONE FIX QWIX CANN TI SLFTP 3X22MM,1132.199951
S10028,SCREW BONE FIX QWIX CANN TI SLFTP 3X24MM,1132.199951
S10029,SCREW BONE FIX QWIX CANN TI SLFTP 3X28MM,1132.199951
S1003,4.0MM CANNULATED SCREW 1/2 THD 60MM,733.6900024
S10030,SCREW BONE FIX QWIX CANN TI SLFTP 3X30MM,1132.199951
S10031,SCREW BONE FIX QWIX CANN TI SLFTP 3X32MM,1132.199951
S10033,SCREW BONE FIX QWIX CANN TI 4.3X24MM,1382.180054
S100336,PLATE TIB YEL YEL STRP 66X46MM NXGN 4,6916.350098
S100343,NEXGEN TIBIAL AUGMENT BLOCK  5MM  SIZE 5,2785.649902
S10035,SCREW BONE FIX QWIX CANN TI 4.3X26MM,1382.180054
S10036,SCREW BONE FIX QWIX CANN TI 4.3X28MM,1382.180054
S100364,NEXGEN STRAIGHT STEM EXT 24MM DIA X 145M,2998.800049
S100365,NEXGEN STRAIGHT STEM EXT 17MM DIA X 200M,2998.800049
S10037,SCREW BONE FIX QWIX CANN TI 4.3X32MM,1382.180054
S10039,SCREW BONE FIX QWIX CANN TI 4.3X34MM,1382.180054
S1004,4.5MM CANNULATED SCREW 1/3 THD 60MM,745.8800049
S10040,SCREW BONE FIX QWIX CANN TI 4.3X36MM,1382.180054
S10041,SCREW BONE FIX QWIX CANN TI 4.3X40MM,1382.180054
S100415,NEXGEN 5MM DISTAL FEMORAL AUGMENT  SIZE,2785.649902
S10043,SCREW BONE FIX QWIX CANN TI 4.3X42MM,1382.180054
S100444,NEXGEN LCCK ART SURF  CD 1-2/STR PURPLE,5301.799805
S100449,NEXGEN LCCK ART SURF  EF 3-4/STR YELLOW,5301.799805
S100472,NEXGEN LCCK ART SURF  EF 7-10/STRIPE BLU,5301.799805
S100491,NEXGEN LPS ALL-POLY TIB  SZ 6 GRN 17MM (,4123.350098
S1005,4.5MM CANNULATED SCREW FULL THD 60MM,745.8800049
S10053,DEVICE COMPRESSION FEMOSTOP PNEUMATIC,356.3599854
S10055,SCREW BONE FIX QWIX CANN TI 7.5X40MM,1720.390015
S10056,SCREW BONE FIX QWIX CANN TI 7.5X45MM,1720.390015
S10057,SCREW BONE FIX QWIX CANN TI 7.5X50MM,1720.390015
S10058,SCREW BONE FIX QWIX CANN TI 7.5X55MM,1720.390015
S10059,SCREW BONE FIX QWIX CANN TI 7.5X60MM,1720.390015
S1006,SCREW BONE 5.5MM 6.5MM 60MM 16MM BIODUR,772.6900024
S10060,SCREW BONE FIX QWIX CANN TI 7.5X65.0MM,1720.390015
S100618,LPS FEMARAL DEPUY-TOTAL JOINTS,30578.63086
S10066,CAP LOCKING 5.5MM,768.75
S10067,CAP LOCK CREO THREADED NHPL PERI 5.5,768.75
S10068,SCREW HEAD 5.5 POLYAX TULIP THRD CREO,2100
S10069,CROSS CONNECTOR 5.5 LOW PROF 30.5-43MM,3535
S100692,MESH DYNMC BLU 40X40X.3MM PROF CRNMXF TI,4086.879883
S1007,SCREW BONE 5.5MM 6.5MM 60MM 32MM BIODUR,772.6900024
S10070,CONNECTOR CREO 300MM,2289
S10071,ROD CREO 15MM OPEN OFFSET,3433.5
S10073,ROD CREO OFFSET 20MM,3433.5
S10074,ROD CREO OFFSET 30MM,3433.5
S10075,ROD CREO 5.5MM STRAIGHT45MM,1061.25
S10076,ROD HEX ENDED 300MM LENGTH NHPL PERI,1848.75
S10077,ROD HEX ENDED 500MM LENGTH NHPL PERI,1984.5
S10078,ROD 5.5MM CRV TI ALLOY NHPL PERI 150MM,1053.75
S10079,TRANVERSE PROCESS HOOK RT CREO 5.5,4053
S1008,SCREW BONE 5.5MM 6.5MM 60MM BIODUR 108 F,772.6900024
S10080,TRANVERSE PROCESS HOOK LT CREO 5.5,4053
S1009,SCREW BONE 6.5MM 8MM 60MM 16MM BIODUR,877.5
S10090,CATHETER MONITR SWAN-GANZ DBL 7FRX110CM,431.25
S10099,GRAFT BONE ALLGRFT CANC CU 1CM3 15ML,1537.5
S101,SCREW LOCK CORT WT15 HEXALOBE 36X3.5MM,611.25
S1010,SCREW BONE 6.5MM 8MM 60MM 32MM BIODUR,877.5
S10100,GRAFT BONE ALLGRFT CANC CU FREEZ 30CC,2187.5
S101030,INVERSE REVERSE CANCELLOUS SCREW 45 X 3,381.4500122
S101038,NEURO CONTOUR MESH 100MM X 100MM/RIGID,8694
S101040,EMERGENCY SCREW 4MM,340.8800049
S101043,EMERGENCY SCREW 6MM,340.8800049
S10105,ALTERA IMPLANT 10X31 8-12MM 8,19500
S101064,BOX PLATE 4 HOLES/5MMX10MM/0.4MM THICK,1167.75
S101068,ORBITAL RIM PLATE/12 HOLES/0.5MM THICK,1447.880005
S101069,Y-PLATE 1X3 HOLES/0.5MM THICK,1167.75
S101073,OBLIQUE L-PL 3X4 HOLES-LEFT/0.7MM THICK,1215
S101077,X-PLATE 4 HOLES/0.5MM THICK,1167.75
S101079,OBLIQUE L-PL 4X6 HOLES-LEFT/0.7MM THICK,1255.5
S101089,BOX PLATE 4 HOLES/10MMX10MM/0.7MM THICK,1184.630005
S101094,SCREW  MATRIX MANDIBLE 2.0 X 14MM,266.6300049
S101096,SCREW TI MATRIX MANDIBLE 2.4 X 5MM,381.3800049
S101098,SCREW  TI 2.4 MATRIX MANDIBLE 5X6,381.3800049
S1011,SCREW BONE 6.5MM 8MM 60MM BIODUR 108 F,877.5
S10110,STENT DES XIENCE ALPINE RX 2.25MMX8MM,3832.5
S101102,SCREW TI MATRIX MANDIBLE 2.4 X 12MM,381.3800049
S101103,SCREW BONE MATRIXMANDIBLE TITANIUM L12 MM OD2.4 MM MANDIBLE SELF TAP 5 PACK,381.3800049
S101108,SCREW 2.7MM MATRIX MANDIBLE EMERGENC 6MM,415.1300049
S10111,STENT DES XIENCE ALPINE RX 2.25MMX12MM,3832.5
S101112,SCREW SELF-TAP EMERG MATRIX TI 2.7X14MM,415.1300049
S101119,TI 2.0 MTRX MANDBL LCK 5X10,496.1300049
S10112,STENT DES XIENCE ALPINE RX 2.25MMX15MM,3832.5
S10113,STENT DES XIENCE ALPINE RX 2.25MMX18MM,3832.5
S101136,PLATE PRE-FORMED ORBITAL FLOOR,6284.25
S101137,PLATE ORBIT PREFRMD MTRXMIDFCE RGT TI SM,6076.350098
S101138,PLATE ORBIT PREFRMD MTRXMIDFCE RGT TI LR,5720.399902
S10114,STENT DES XIENCE ALPINE RX 2.25MMX23MM,3832.5
S101143,PLATE  .8MM THICK 2X2 L SHORT,1029.380005
S101147,PLATE .8MM MATRIX MAX  LEFT 2MM,1721.25
S101148,PLATE 10MM LEFT MAX,1721.25
S10115,STENT DES XIENCE ALPINE RX 2.25MMX28MM,3832.5
S10116,STENT DES XIENCE ALPINE RX 2.50MMX8MM,3832.5
S10117,STENT DES XIENCE ALPINE RX 2.50MMX12MM,3832.5
S10118,STENT DES XIENCE ALPINE RX 2.50MMX15MM,3832.5
S10119,STENT DES XIENCE ALPINE RX 2.50MMX18MM,3832.5
S1012,SCREW BONE CANN BIODUR 108 7.0X60MM,901.8800049
S10120,STENT DES XIENCE ALPINE RX 2.50MMX23MM,3832.5
S10121,STENT DES XIENCE ALPINE RX 2.50MMX28MM,3832.5
S101216,SCREW CANN 6MM THRD TI MICRO ASNIS 3X30M,734.289978
S101217,CANCELLOUS CHIP CRUSHED 0.1 TO 4MM 15CC,1483.98999
S10122,STENT DES XIENCE ALPINE RX 2.50MMX33MM,3832.5
S10123,STENT DES XIENCE ALPINE RX 2.50MMX38MM,3832.5
S101237,GUIDEWIRE SS STER BALL 3MMX100CM,436.3099976
S10124,STENT DES XIENCE ALPINE RX 2.75MMX8MM,3832.5
S101243,SCREW BONE 1.2MM 7MM LEIBINGER UNIV 2 TI,226.7299957
S101245,SCREW BONE 1.4MM 9MM LEIBINGER UNIV 2 TI,236.8899994
S101246,SCREW BONE 1.7MM 7MM LEIBINGER UNIV 2 TI,192.8600006
S101247,SCREW BONE 1.9MM 9MM LEIBINGER UNIV 2 TI,209.8099976
S101248,SCREW BONE 2MM 7MM LEIBINGER UNIV 2 TI,182.7400055
S101249,SCREW BONE 2MM 20MM LEIBINGER UNIV 2 TI,223.3500061
