MNEMONIC,DESC.,CUR PRICE 12/2018
MIC0182605,HISTOPLASMA ANTIBODY - PANEL,0
MIC0182606,HISTOPLASMA AB - MYCELIAL CF,301.04
MIC0182607,HISTOPLASMA AB - YEAST CF,301.04
MIC0182608,HISTOPLASMA AB - IMMUNO,301.04
MIC0182610,HISTOPLASMA ANTIGEN - URINE,288.83
MIC0182612,HISTOPLASMA ANTIGEN - SERUM,288.83
MIC0182614,LEPTOSPIRA ANTIBODY,317.51
MIC0182616,S. PNEUMO TYPE 51,360.91
MIC0182618,S. PNEUMO TYPE 26,360.91
MIC0182620,S. PNEUMO TYPE 56,360.91
MIC0182622,CYSTICERCOSIS ANTIBODY,313.15
MIC0182624,N GONORRHEA DNA PROBE CONFIRM,482.75
MIC0182626,CHLAMYDIA DNA PROBE CONFIRM,482.75
MIC0182630,E TEST-  S. PNEUMONIAE - PANEL,0
MIC0182631,DRUG 1 - MIC,21.83
MIC0182632,DRUG 2 - MIC,21.83
MIC0182633,DRUG 3 - MIC,21.83
MIC0182634,DRUG 4 - MIC,21.83
MIC0182635,DRUG 5 - MIC,21.83
MIC0182640,E TEST - ENTEROCOCCI - PANEL,0
MIC0182646,ASO CONFIRMATION,175.84
MIC0182650,HERPES GROUP PCR - PANEL,0
MIC0182651,CMV PCR,482.75
MIC0182652,EBV PCR,482.75
MIC0182653,HSV-1 PCR,100
MIC0182654,HSV-2 PCR,100
MIC0182655,HHV-6 PCR,482.75
MIC0182656,VZV PCR,482.75
MIC0182657,PRESUMPTIVE MICRO IDENTIFICATN,159.62
MIC0182658,VANCOMYCIN PRESUMPTIVE IDENT,159.62
MIC0182659,MRSA PRESUMPTIVE IDENT,159.62
MIC0182660,ESBL SCREEN,21.83
MIC0182662,CRYPTCOCCAL TITER SERUM,256.15
MIC0182663,CRYPTOCOCCAL TITER CSF,256.15
MIC0182664,DEOXYRIBONUCLEASE AB,319
MIC0182665,HEMOCULT - OCCULT BLOOD 2ND,103.34
MIC0182666,HEMOCULT - OCCULT BLOOD 3RD,103.34
MIC0182667,MRSA by DNA AMP PROBE,844.9
MIC0182668,DNA PCR C.diff TOXIN B,764.8
MIC0182669,DNA PCR C.diff BINARY,764.8
MIC0182670,SHIGA TOXIN 1,274.21
MIC0182671,SHIGA TOXIN 2,274.21
MIC0182672,DNA PCR INFLUENZA A,764.8
MIC0182673,DNA PCR INFLUENZA A NOVEL H1N1,764.8
MIC0182674,INFLUENZA B by DNA PCR,845.08
MIC0182675,LYME DNA by AMP PCR,830.03
MIC0182677,C. DIFF TOXIN1 by DNA AMP PROB,764.8
MIC0182678,INFLUENZA A by DNA AMP PROBE,200
MIC0182679,INFLUENZA B by DNA PCR,200
MIC0182680,INFLUENZA A H1N1 BY DNA PROBE,200
MIC0182681,MSSA by DNA AMP PROBE,810.73
MIC0182685,STOOL FOR BLOOD (FIT),162.53
MIC0190001,YEAST BY DIRECT PROBE,219.56
MIC0190002,TRICHOMONAS BY DIRECT PROBE,219.56
MIC0190003,GARDNERELLA BY DIRECT PROBE,219.56
MIC0190004,A GROUP STREP SCREEN,159.62
MIC0190006,THROAT CULTURE,82.5
MIC0190007,ENZYME DETECTION - EACH,9.95
MMS0160010,NEEDLE BIOPSY 12G (CELERO),517.57
MMS0160011,SHEATH INTRO CELERO 12FR,42.25
MMS0160012,NEEDLE GUIDE STEREOTACTIC 9G,24.25
MMS0160013,CANNISTER ATEC SUCTION W/LID,12.13
MMS0160014,HANDPIECE MAMMO ATEC 12MM,606.25
MMS0160015,HANDPIECE ATEC 20MM STANDARD,606.25
MMS0160016,MAMMOMARK 2ND SITE 11G STEREO,212.5
MMS0160017,NEEDLE MARKER BREAST BX 14GA,184.8
MMS0160030,NEDL BX EVIVA PETITE 9GA,666.88
MMS0160031,NEDL GUIDE EVIVA 9GA,20
MMS0160032,MARKER BREAST BX EVIVA TRIMARK,169
MMS0160033,MARKER BREAST BX EVIVA SMARK,179.56
MMS0160035,NEEDLE LOC KOPANS 20G x 15CM,70.63
MMS0160040,INFUSN KIT GALCTGRPHY 90DG 31G,117.26
MMS0160041,NEDL BX EVIVA STD 9GA,550
MMS0160042,MARKER BIOPSY STD EVIVA,206.13
MMS0160043,MARKER BIOPSY STD EVIVA 2S,206.13
MMS0160044,ADAPTER FILTER BIOPSY BREAST,33.5
MMS0160045,NEDL BX KOPANS MOD 21GAx5CM,61.75
MMS0160046,NEDL BX KOPANS MOD 21GAx7CM,61.75
MMS0160047,NEDL BX KOPANS LOC 21GAx9CM,61.75
MMS0360010,NEEDLE BIOPSY 12G (CELERO),517.57
MMS0360011,SHEATH INTRO CELERO 12FR,42.25
MMS0360012,NEEDLE GUIDE STEREOTACTIC 9G,24.25
MMS0360013,CANNISTER ATEC SUCTION W/LID,12.13
MMS0360014,HANDPIECE MAMMO ATEC 12MM,606.25
MMS0360015,HANDPIECE ATEC 20MM STANDARD,606.25
MMS0360016,MAMMOMARK 2ND SITE 11G STEREO,212.5
MMS0360017,NEEDLE MARKER BREAST BX 14GA,184.8
MMS0360030,NEDL BX EVIVA PETITE 9GA,666.88
MMS0360031,NEDL GUIDE EVIVA 9GA,20
MMS0360032,MARKER BREAST BX EVIVA TRIMARK,169
MMS0360033,MARKER BREAST BX EVIVA SMARK,179.56
MMS0360035,NEEDLE LOC KOPANS 20G x 15CM,70.63
MMS0360040,INFUSN KIT GALCTGRPHY 90DG 31G,117.26
MMS0360041,NEDL BX EVIVA STD 9GA,550
MMS0360042,MARKER BIOPSY STD EVIVA,206.13
MMS0360043,MARKER BIOPSY STD EVIVA 2S,206.13
MMS0360044,ADAPTER FILTER BIOPSY BREAST,33.5
MMS0360045,NEDL BX KOPANS MOD 21GAx5CM,61.75
MMS0360046,NEDL BX KOPANS MOD 21GAx7CM,61.75
MMS0360047,NEDL BX KOPANS LOC 21GAx9CM,61.75
MMS0360048,BREAST TISSUE LOCALIZER 10CM,0.01
MMS0760010,NEEDLE BIOPSY 12G (CELERO),517.57
MMS0760011,SHEATH INTRO CELERO 12FR,42.25
MMS0760012,NEEDLE GUIDE STEREOTACTIC 9G,24.25
MMS0760013,CANNISTER ATEC SUCTION W/LID,12.13
MMS0760014,HANDPIECE MAMMO ATEC 12MM,606.25
MMS0760015,HANDPIECE ATEC 20MM STANDARD,606.25
MMS0760016,MAMMOMARK 2ND SITE 11G STEREO,212.5
MMS0760017,NEEDLE MARKER BREAST BX 14GA,184.8
MMS0760030,NEDL BX EVIVA PETITE 9GA,666.88
MMS0760031,NEDL GUIDE EVIVA 9GA,20
MMS0760032,MARKER BREAST BX EVIVA TRIMARK,169
MMS0760033,MARKER BREAST BX EVIVA SMARK,179.56
MMS0760035,NEEDLE LOC KOPANS 20G x 15CM,70.63
MMS0760040,INFUSN KIT GALCTGRPHY 90DG 31G,117.26
MMS0760041,NEDL BX EVIVA STD 9GA,550
MMS0760042,MARKER BIOPSY STD EVIVA,206.13
MMS0760043,MARKER BIOPSY STD EVIVA 2S,206.13
MMS0760044,ADAPTER FILTER BIOPSY BREAST,33.5
MMS0760045,NEDL BX KOPANS MOD 21GAx5CM,61.75
MMS0760046,NEDL BX KOPANS MOD 21GAx7CM,61.75
MMS0760047,NEDL BX KOPANS LOC 21GAx9CM,61.75
MOW0160205,BORTEZOMIB 3.5MG/3.5ML PT OWN,0.01
MOW0160595,ENOXAPARIN 80MG/0.8ML PT OWN,0.01
MOW0160596,ENOXAPARIN 100MG/1ML PT OWN,0.01
MOW0160598,ENOXAPARIN 150MG SYR PT OWN,0.01
MOW0160601,ENOXAPARIN 60MG/0.6ML PT OWN,0.01
MOW0161497,RITUXIMAB 100MG/10ML PT OWN,0.01
MOW0161498,RITUXIMAB 500MG/50ML PT OWN,0.01
MOW0162397,FERUMOXYTAL 510MG INJ PT OWN,0.01
MOW0162499,ENOXAPARIN 40MG/0.4ML PT OWN,0.01
MOW0162505,IMMUNE GLOBULIN 10GM/100ML PT,0.01
MOW0162506,IMMUNE GLOBLIN 20GM/200ML PT,0.01
MOW0162507,IMMUNE GLOBLIN 5GM/50ML PT OWN,0.01
MOW0162523,ENOXAPARIN 120MG/0.8ML PT OWN,0.01
MOW0162573,ENOXAPARIN 30MG/0.3ML PT OWN,0.01
MOW0162590,LEUPROILIDE ACE 22.5MG PT OWN,0.01
MPD0146600,"ANOSCOPY, DX W & W/O COL SPEC",205.78
MPD0178452,MYO REST/SPECT EJCT MOT MUL,10340.04
MPD0181000,URINALYSIS BY DIPSTICK,81.13
MPD0181003,URINALYSIS BY DIPSTICK AUTO,30
MPD0182948,FSG (FINGER STICK GLUCOSE),37.8
MPD0185018,"HEMOGLOBIN, HGB",61.36
MPD0185610,PROTHROMBIN TIME (PT),102.86
MPD0193005,ECG ROUTINE,620.54
MPD0193279,PROGRAM SNG LEAD PACER SYSTEM,222.61
MPD0193280,PROGRAM DUAL LEAD PACER SYSTEM,265.47
MPD0193288,INTEROGGATION OF ANY PACER,222.61
MPD0194010,SPIROMETRY,470.69
MPD0194640,AEROSOL/NEB RX TREATMENT,270.4
MPD0194760,PULSE OXIMETRY TEST,55.97
MPD0199211,E / M LEVEL 1,178.19
MPD0199212,E / M LEVEL 2,263.53
MPD0199213,E / M LEVEL 3,307.74
MPD0199214,E / M LEVEL 4,310.65
MPD0199215,E / M LEVEL 5,325.08
MPDHV99213,E / M LEVEL 3 (HV),307.74
MPDHV99214,E / M LEVEL 4,310.65
MRI0170903,PROFESSIONAL SECOND READING,0
MRI0174001,MRI BRAIN W/O CONTRAST,5170.35
MRI0174003,MRI CERVICAL SPINE W/O CONTRAS,5170.35
MRI0174005,MRI THORACIC SPINE W/O CON,5170.35
MRI0174007,MRI LUMBAR SPINE W/O CON,5170.35
MRI0174009,MRI UPPER EXTREMITY W/O CON,5170.35
MRI0174013,MRI LUMBAR SPINE W CON,6271.84
MRI0174015,MRI PELVIS W/O CONTRAST,5170.35
MRI0174017,MRI ABDOMEN W/O CON,5170.35
MRI0174019,MRI LOWER EXTREMITY W/O CON,5170.35
MRI0174021,MRI CHEST W/0 CON,5170.35
MRI0174023,MRI ORBITS FACE/NECK W/O CON,5170.35
MRI0174025,MRI UPPER JOINT W/O CON,5170.35
MRI0174027,MRI LOWER JOINT W/O CON,5170.35
MRI0174029,MRI LOWER JOINT W/CON,6271.84
MRI0174031,MRI TMJ,5170.35
MRI0174033,MRA PELVIS W CON,8467.99
MRI0174035,MRA PELVIS W/O CON,8467.99
MRI0174037,MRA PELVIS W/O CON FOLLOW W CO,8467.99
MRI0174041,ASPIR FINE NDL W IMAGE GUID,4099.69
MRI0174043,MRI-ABDOMEN WITH & W/O CONTRAS,7920.08
MRI0174045,MRI-UPPER EXTREMITY W/WO CONTR,7920.08
MRI0174047,MRA-UPPER EXTREMITY W OR W/O C,5064.42
MRI0174049,MRI-UPPER JOINT WITH & W/O CON,7920.08
MRI0174051,MRI-LOWER JOINT W/WO CONTRAST,7920.08
MRI0174053,MRI-ABDOMEN WITH CONTRAST,6271.84
MRI0174055,MRI-LOWER EXTREMITY WITH CONTR,6271.84
MRI0174057,MRI-LOWER EXTREMITY WITH W/O C,7920.08
MRI0174059,"MRI-ORBIT, FACE, NECK WITH & W",7920.08
MRI0174061,MRI - PELVIS WITH CONTRAST,6271.84
MRI0174063,MRI PELVIS W & W/O CON,7920.08
MRI0174065,MRI-CHEST WITH & W/O CONTRAST,7920.08
MRI0174067,MRI-CHEST WITH CONTRAST,6271.84
MRI0174069,MRI 3D RENDER W/INTRP > PROC,871.52
MRI0174070,MRI 3D RECONSTRUC W/INTRP,1734.43
MRI0174071,MRI - SPECTROSCOPY,1526.7
MRI0174073,"MRA-SPINAL CANAL/CONTENTS,W/O",2199.71
MRI0174075,MRI-THORACIC SPINE WITH CONTRA,6271.84
MRI0174077,MRI-SPINE WITH CONTRAST,6271.84
MRI0174079,MRI-BRAIN WITH CONTRAST,6271.84
MRI0174081,MRA-NECK WITH & W/O CONTRAST,7920.08
MRI0174083,MRA - NECK WITH CONTRAST,6271.84
MRI0174085,MRA-NECK WITHOUT CONTRAST,5170.35
MRI0174087,MR ART-HEAD W & W/O CONTRAST,7920.08
MRI0174089,MR ART-HEAD WITH CONTRAST,6271.84
MRI0174091,MR ART-HEAD WITHOUT CONTRAST,5170.35
MRI0174093,MRI UPPER JOINT WITH CON,6271.84
MRI0174095,MRI-UPPER EXTREMITY WITH CONTR,6271.84
MRI0174097,"MRI-ORBIT,FACE,NECK WITH CONTR",6271.84
MRI0174103,MRI LUMBAR SPINE W & W/O CON,7920.08
MRI0174105,MRI THORACIC SPINE W & W/O CON,7920.08
MRI0174107,MRI CERVICAL SPINE W & W/O CON,7920.08
MRI0174109,MRI BRAIN WO&W CON,7920.08
MRI0174111,MRI NEEDLE PLACEMENT GUIDANCE,4222.88
MRI0174113,"MRA W/CONT, ABD",7326.32
MRI0174115,"MRA W/O CONT, ABD",7326.32
MRI0174117,"MRA W/O FOL W/CONT, ABD",7326.32
MRI0174119,"MRI W/CONT, BREAST, UNI",7116.94
MRI0174121,"MRI W/O CONT, BREAST, UNI",7116.94
MRI0174123,"MRI W/O FOL W/CONT, BRST, UNI",7116.94
MRI0174125,"MRI W/CONT, BREAST, BI",7460.88
MRI0174127,"MRI W/O CONT, BREAST, BI",7460.88
MRI0174129,"MRI W/O FOL W/CONT, BREAST, BI",7460.88
MRI0174131,"MRA W/CONT, CHEST",6951.95
MRI0174133,"MRA W/O CONT, CHEST",6951.95
MRI0174135,"MRA W/O FOL W/CONT, CHEST",6951.95
MRI0174137,"MRA W/CONT, LWR EXT",7204.35
MRI0174139,"MRA W/O CONT, LWR EXT",7204.35
MRI0174141,"MRA W/O FOL W/CONT, LWR EXT",7204.35
MRI0174161,ASPIRATE PUNCTURE BREAST CYST,4519.91
MRI0174165,ASPIRATE PUNC BREAST ADD CYST,1485.15
MRI0174170,MRICB BRAIN/HEAD/NECK W/O CON,0
MRI0174172,MRICB BRAIN/HEAD/NECK W CON,0
MRI0174174,MRICB BRAIN/HEAD/NECK W & W/O,0
MRI0174176,MRACB ABD/EXT2 W/O CON,0
MRI0174178,MRACB ABD/EXT2 W CON,0
MRI0174180,MRACB ABD/EXT2 W & W/O CON,0
MRI0174182,MRICB BRAIN WO&W/MRA HD/NK W/O,0
MRI0174184,MRICB SPINE SURVEY,0
MRI0174186,MRICB BRST BILT WO FOL W RECON,0
MRI0174188,MRI GUIDANCE TISSUE ABLATION,4222.88
MRI0174189,M R I CONSULTATION IMAGES,0
MRI0174190,MRICB BRST SCREN BIL W W/O REC,0
MRI0174191,MRICB SPINE SURVEY W/O&W CON,0
MRI0174194,MRI CARDIAC MORPH STRESS WO&W,7920.08
MRI0174195,MRI CARDAIC MORPH WO & W CON,7920.08
MRI0174198,MRI CARDIAC MORPH W/O CON,5170.35
MRI0174199,MRI CARDIAC MORPH W/O CON,5170.35
MRI0174209,M.R.I. BREAST C.A.D.,0
MRI0174210,MRICB BREAST UNILAT WOW & CAD,0
MRI0174211,MRI CARD VELOCITY W FLOW MAP,5097.05
MRI0174212,MRACB HEAD & NECK W/O CONTRAST,0
MRI0174213,MRACB HEAD&NECK W/O & W CNTRST,0
MRI0174214,M.R.V. HEAD W CONTRAST,0
MRI0174215,M.R.V. HEAD W/O CONTRAST,0
MRI0174216,M.R.V. HEAD W&W/O CONTRAST,0
MRI0174217,M.R.V. NECK W CONTRAST,0
MRI0174218,M.R.V. NECK W/O CONTRAST,0
MRI0174219,M.R.V NECK W&W/O CONTRAST,0
MRI0174220,MRI BRACH PLEXUS W/O CONTRAST,5170.35
MRI0174221,MRI BRACH PLEXUS W&W/O CONTRST,7920.08
MRI0174222,MRICB MRCP W/O CONTRAST,0
MRI0174223,MRICB MRCP W&W/O CONTRAST,0
MRI0174224,BX BREAST CORE W CLP & GUID,10574.81
MRI0174225,BX BREAST CORE VAC W CLP&GUID,10574.81
MRI0174226,BX BREAST CORE W CLP GUID ADLS,8980.68
MRI0174227,BX BREAST CORE VC W CLPGD ADLS,8980.68
MRI0174228,LOCALZTN BREAST INIT MRI GUID,1479.83
MRI0174229,LOCALZATN BREAST INL GUID ADLS,1257.85
MRI0174230,MRI BRAIN W/O STROKE ALERT,5170.35
MRI0174231,MRA-HEAD W/O STROKE ALERT,5170.35
MRI0174232,MRA-NECK W/O STROKE ALERT,5170.35
MRI0174235,MRACB HD&NCK W/O STROKE ALERT,0
MRI0174236,MRI UPPR JNT/W INTRAARTIC CON,6271.84
MRI0174237,MRI PROC > RAD FIELD PLCMNT,2020.43
MRI0174240,MR VEN-HEAD W & W/O CONTRAST,7652.26
MRI0174241,MR VEN-HEAD WITH CONTRAST,6059.75
MRI0174242,MR VEN-HEAD WITHOUT CONTRAST,4995.52
MRI0174243,MRICB ENTEROGRAPHY W&W/O CONTR,0
MRI0174245,MRI ARTHROGRAM HIP,6271.84
MRI0174246,MRI ARTHROGRAM KNEE,6271.84
MRI0174247,MRI RECTUM W & W/O CON,7920.08
MRI0174248,MRI ARTHROGRAM SHOULDER,6271.84
MRI0174249,MRI ARTHROGRAM WRIST,6271.84
MRI0174250,MRI MYELOGRAM L-SPINE W & W/O,7920.08
MRI0174251,MRI MYELOGRAM T-SPINE W & W/O,7920.08
MRI0174252,MRI MYELOGRAM C-SPINE W & W/O,7920.08
MRI0174255,MRI REPEAT EXAM-SAME DAY $0.00,0
MRI0174256,MRI ARTHROGRAM ELBOW,6271.84
MRI0174260,MRICB TOTAL BODY W/O CON,0
MRI0174261,MRI RECTAL MASS W&W/O CON,7920.08
MRI0374001,MRI BRAIN W/O CONTRAST,5170.35
MRI0374003,MRI CERVICAL SPINE W/O CONTRAS,5170.35
MRI0374005,MRI THORACIC SPINE W/O CON,5170.35
MRI0374007,MRI LUMBAR SPINE W/O CON,5170.35
MRI0374009,MRI UPPER EXTREMITY W/O CON,5170.35
MRI0374013,MRI LUMBAR SPINE W CON,6271.84
MRI0374015,MRI PELVIS W/O CONTRAST,5170.35
MRI0374017,MRI ABDOMEN W/O CON,5170.35
MRI0374019,MRI LOWER EXTREMITY W/O CON,5170.35
MRI0374021,MRI CHEST W/0 CON,5170.35
MRI0374023,MRI ORBITS FACE/NECK W/O CON,5170.35
MRI0374025,MRI UPPER JOINT W/O CON,5170.35
MRI0374027,MRI LOWER JOINT W/O CON,5170.35
MRI0374029,MRI LOWER JOINT W/CON,6271.84
MRI0374031,MRI TMJ,5170.35
MRI0374033,MRA PELVIS W CON,8467.99
MRI0374035,MRA PELVIS W/O CON,8467.99
MRI0374037,MRA PELVIS W/O CON FOLLOW W CO,8467.99
MRI0374041,ASPIR FINE NDL W IMAGE GUID,4099.69
MRI0374043,MRI-ABDOMEN WITH & W/O CONTRAS,7920.08
MRI0374045,MRI-UPPER EXTREMITY W/WO CONTR,7920.08
MRI0374047,MRA-UPPER EXTREMITY W OR W/O C,5064.42
MRI0374049,MRI-UPPER JOINT WITH & W/O CON,7920.08
MRI0374051,MRI-LOWER JOINT W/WO CONTRAST,7920.08
MRI0374053,MRI-ABDOMEN WITH CONTRAST,6271.84
MRI0374055,MRI-LOWER EXTREMITY WITH CONTR,6271.84
MRI0374057,MRI-LOWER EXTREMITY WITH W/O C,7920.08
MRI0374059,"MRI-ORBIT, FACE, NECK WITH & W",7920.08
MRI0374061,MRI - PELVIS WITH CONTRAST,6271.84
MRI0374063,MRI-PELVIS WITH & W/O CONTRAST,7920.08
MRI0374065,MRI-CHEST WITH & W/O CONTRAST,7920.08
MRI0374067,MRI-CHEST WITH CONTRAST,6271.84
MRI0374069,MRI 3D RENDER W/INTRP >  PROC,871.52
MRI0374070,MRI 3D RECONSTRUC W/INTRP,1734.43
MRI0374071,MRI - SPECTROSCOPY,1526.7
MRI0374073,"MRA-SPINAL CANAL/CONTENTS,W/O",2199.71
MRI0374075,MRI-THORACIC SPINE WITH CONTRA,6271.84
MRI0374077,MRI-SPINE WITH CONTRAST,6271.84
MRI0374079,MRI-BRAIN WITH CONTRAST,6271.84
MRI0374081,MRA-NECK WITH & W/O CONTRAST,7920.08
MRI0374083,MRA - NECK WITH CONTRAST,6271.84
MRI0374085,MRA - NECK WITHOUT CONTRAST,5170.35
MRI0374087,MR ART-HEAD W & W/O CONTRAST,7920.08
MRI0374089,MR ART-HEAD WITH CONTRAST,6271.84
MRI0374091,MR ART-HEAD WITHOUT CONTRAST,5170.35
MRI0374093,MRI UPPER JOINT WITH CON,6271.84
MRI0374095,MRI-UPPER EXTREMITY WITH CONTR,6271.84
MRI0374097,"MRI-ORBIT,FACE,NECK WITH CONTR",6271.84
MRI0374103,MRI LUMBAR SPINE WO&W CON,7920.08
MRI0374105,MRI THORACIC SPINE WO&W CON,7920.08
MRI0374107,MRI CERVICAL SPINE WO&W CON,7920.08
MRI0374109,MRI BRAIN WO&W CON,7920.08
MRI0374111,MRI NEEDLE PLACEMENT GUIDANCE,4222.88
MRI0374113,"MRA W/CONT, ABD",7326.32
MRI0374115,"MRA W/O CONT, ABD",7326.32
MRI0374117,"MRA W/O FOL W/CONT, ABD",7326.32
MRI0374119,"MRI W/CONT, BREAST, UNI",7116.94
MRI0374121,"MRI W/O CONT, BREAST, UNI",7116.94
MRI0374123,"MRI W/O FOL W/CONT, BRST, UNI",7116.94
MRI0374125,"MRI W/CONT, BREAST, BI",7460.88
MRI0374127,"MRI W/O CONT, BREAST, BI",7460.88
MRI0374129,"MRI W/O FOL W/CONT, BREAST, BI",7460.88
MRI0374131,"MRA W/CONT, CHEST",6951.95
MRI0374133,"MRA W/O CONT, CHEST",6951.95
MRI0374135,"MRA W/O FOL W/CONT, CHEST",6951.95
MRI0374137,"MRA W/CONT, LWR EXT",7204.35
MRI0374139,"MRA W/O CONT, LWR EXT",7204.35
MRI0374141,"MRA W/O FOL W/CONT, LWR EXT",7204.35
MRI0374161,ASPIRATE PUNCTURE BREAST CYST,4519.91
MRI0374165,ASPIRATE PUNC BREAST ADD CYST,1485.15
MRI0374170,MRICB BRAIN/HEAD/NECK W/O CON,0
MRI0374172,MRICB BRAIN/HEAD/NECK W CON,0
MRI0374174,MRICB BRAIN/HEAD/NECK W & W/O,0
MRI0374176,MRACB ABD/EXT2 W/O CON,0
MRI0374178,MRACB ABD/EXT2 W CON,0
MRI0374180,MRACB ABD/EXT2 W & W/O CON,0
MRI0374182,MRICB BRAIN WO&W/MRA HD/NK W/O,0
MRI0374184,MRICB SPINE SURVEY,0
MRI0374186,MRICB BRST BILT WO FOL W RECON,0
MRI0374188,MRI GUIDANCE TISSUE ABLATION,4222.88
MRI0374189,M R I CONSULTATION IMAGES,0
MRI0374190,MRICB BRST SCREN BIL W W/O REC,0
MRI0374191,MRICB SPINE SURVEY W/O&W CON,0
MRI0374194,MRI CARDIAC MORPH STRESS WO&W,7920.08
MRI0374195,MRI CARDAIC MORPH WO & W CON,7920.08
MRI0374198,MRI CARDIAC MORPH W/O CON,5170.35
MRI0374199,MRI CARDIAC MORPH W/O CON,5170.35
MRI0374209,M.R.I. BREAST C.A.D.,0
MRI0374210,MRICB BREAST UNILAT WOW & CAD,0
MRI0374211,MRI CARD VELOCITY W FLOW MAP,5097.05
MRI0374212,MRACB HEAD & NECK W/O CONTRAST,0
MRI0374213,MRACB HEAD&NECK W/O & W CNTRST,0
MRI0374214,M.R.V. HEAD W CONTRAST,0
MRI0374215,M.R.V. HEAD W/O CONTRAST,0
MRI0374216,M.R.V. HEAD W&W/O CONTRAST,0
MRI0374217,M.R.V. NECK W CONTRAST,0
MRI0374218,M.R.V. NECK W/O CONTRAST,0
MRI0374219,M.R.V NECK W&W/O CONTRAST,0
MRI0374220,MRI BRACH PLEXUS W/O CONTRAST,5170.35
MRI0374221,MRI BRACH PLEXUS W&W/O CONTRST,7920.08
MRI0374222,MRICB MRCP W/O CONTRAST,0
MRI0374223,MRICB MRCP W&W/O CONTRAST,0
MRI0374224,BX BREAST CORE W CLP & GUID,10574.81
MRI0374225,BX BREAST CORE VAC W CLP&GUID,10574.81
MRI0374226,BX BREAST CORE W CLP GUID ADLS,8980.68
MRI0374227,BX BREAST CORE VC W CLPGD ADLS,8980.68
MRI0374228,LOCALZTN BREAST INIT MRI GUID,1479.83
MRI0374229,LOCALZAT BREAST INIT GUID ADLS,1257.85
MRI0374230,MRI BRAIN W/O STROKE ALERT,5170.35
MRI0374231,MRA-HEAD W/O STROKE ALERT,5170.35
MRI0374232,MRA-NECK W/O STROKE ALERT,5170.35
MRI0374235,MRACB HD&NCK W/O STROKE ALERT,0
MRI0374236,MRI UPPER JNT/W INTRAARTIC CON,6271.84
MRI0374237,MRI PROC > RAD FIELD PLCMNT,2020.43
MRI0374240,MR VEN-HEAD W & W/O CONTRAST,7652.26
MRI0374241,MR VEN-HEAD WITH CONTRAST,6059.75
MRI0374242,MR VEN-HEAD WITHOUT CONTRAST,4995.52
MRI0374243,MRICB ENTEROGRAPHY W&W/O CON,0
MRI0374255,MRI REPEAT EXAM-SAME DAY $0.00,0
MRI0374260,MRICB TOTAL BODY W/O CON,0
MRI0374261,MRI RECTAL MASS W&W/O CON,7920.08
MRI0774001,MRI BRAIN W/O CONTRAST,5170.35
MRI0774003,MRI CERVICAL SPINE W/O CONTRAS,5170.35
MRI0774005,MRI THORACIC SPINE W/O CON,5170.35
MRI0774007,MRI LUMBAR SPINE W/O CON,5170.35
MRI0774009,MRI UPPER EXTREMITY W/O CON,5170.35
MRI0774013,MRI LUMBAR SPINE W CON,6271.84
MRI0774015,MRI PELVIS W/O CONTRAST,5170.35
MRI0774017,MRI ABDOMEN W/O CON,5170.35
MRI0774019,MRI LOWER EXTREMITY W/O CON,5170.35
MRI0774021,MRI CHEST W/0 CON,5170.35
MRI0774023,MRI ORBITS FACE/NECK W/O CON,5170.35
MRI0774025,MRI UPPER JOINT W/O CON,5170.35
MRI0774027,MRI LOWER JOINT W/O CON,5170.35
MRI0774029,MRI LOWER JOINT W/CON,6271.84
MRI0774031,MRI TMJ,5170.35
MRI0774033,MRA PELVIS W CON,8467.99
MRI0774035,MRA PELVIS W/O CON,8467.99
MRI0774037,MRA PELVIS W/O CON FOLLOW W CO,8467.99
MRI0774041,ASPIR FINE NDL W IMAGE GUID,4099.69
MRI0774043,MRI-ABDOMEN WITH & W/O CONTRAS,7920.08
MRI0774045,MRI-UPPER EXTREMITY W/WO CONTR,7920.08
MRI0774047,MRA-UPPER EXTREMITY W OR W/O C,5064.42
MRI0774049,MRI-UPPER JOINT WITH & W/O CON,7920.08
MRI0774051,MRI-LOWER JOINT W/WO CONTRAST,7920.08
MRI0774053,MRI-ABDOMEN WITH CONTRAST,6271.84
MRI0774055,MRI-LOWER EXTREMITY WITH CONTR,6271.84
MRI0774057,MRI-LOWER EXTREMITY WITH W/O C,7920.08
MRI0774059,"MRI-ORBIT, FACE, NECK WITH & W",7920.08
MRI0774061,MRI - PELVIS WITH CONTRAST,6271.84
MRI0774063,MRI-PELVIS WITH & W/O CONTRAST,7920.08
MRI0774065,MRI-CHEST WITH & W/O CONTRAST,7920.08
MRI0774067,MRI-CHEST WITH CONTRAST,6271.84
MRI0774069,MRI 3D RENDER W/INTRP >  PROC,871.52
MRI0774070,MRI 3D RECONSTRUC W/INTRP,1734.43
MRI0774071,MRI - SPECTROSCOPY,1526.7
MRI0774073,"MRA-SPINAL CANAL/CONTENTS,W/O",2199.71
MRI0774075,MRI-THORACIC SPINE WITH CONTRA,6271.84
MRI0774077,MRI-SPINE WITH CONTRAST,6271.84
MRI0774079,MRI-BRAIN WITH CONTRAST,6271.84
MRI0774081,MRA-NECK WITH & W/O CONTRAST,7920.08
MRI0774083,MRA - NECK WITH CONTRAST,6271.84
MRI0774085,MRA - NECK WITHOUT CONTRAST,5170.35
MRI0774087,MR ART-HEAD W & W/O CONTRAST,7920.08
