Report Name:,Daily CDM,
0906438,PEN G BENZATHINE 1.2MU,0.00
0906446,VANCOMYCIN,0.00
0906453,VANCOMYCIN,0.00
0906487,ERYTHROMYCIN,0.00
0906495,AMOXICILLIN CLAVULANIC,0.00
0906560,CEFTRIAXONE 1GM INJ(4UN),0.00
0906578,TOBRAMYCIN 1.2GM POWDER,0.00
0906594,CEFTRIAXONE 2GM INJ(8 UN),0.00
0906610,CEFTRIAXONE 500MG INJ(2UN,0.00
0906644,CEFTAZIDIME,0.00
0906669,STREPTOMYCIN SO4,0.00
0906719,CEFTAZIDIME,0.00
0906727,PENTAMIDINE,0.00
0906735,VANCOMYCIN,0.00
0906768,ACYCLOVIR CAP 200MG,0.00
0906776,IMIPENEM-CILASTATIN,0.00
0906784,IMPENEM-CILASTATIN,0.00
0906792,PYRAZINECARBOXAMIDE,0.00
0906800,VANCOMYCIN HCL,0.00
0906818,CEFOTETAN,0.00
0906826,CEFOTETAN,0.00
0906917,TETRACYCLINE,0.00
0906925,TETRACYCLINE,0.00
0906974,AZTREONAM,0.00
0907154,BACITRACIN,0.00
0907204,DOXYCYCLINE,0.00
0907212,DOXYCYCLINE,0.00
0907220,DOXYCYCLINE,0.00
0907261,CLINDAMYCIN,0.00
0907279,ZIDOVUDINE,0.00
0907287,BACITRACIN,0.00
0907311,CIPROFLOXACIN,0.00
0907329,CIPROFLOXACIN,0.00
0907345,AMPICILLIN SULBACTAM,0.00
0907352,AMPICILLIN SULBACTAM,0.00
0907360,PENICILLIN G PROCAINE,0.00
0907378,METRONIDAZOLE,0.00
0907402,CEFUROXIME AXETIL,0.00
0907444,CEFOTAXIME NA,0.00
0907451,CEFADROXIL,0.00
0907469,DEMECLOCYCLINE,0.00
0907477,DEMECLOCYCLINE,0.00
0907485,CEFOTAXIME NA,0.00
0907493,ECONAZOLE NITRATE,0.00
0907501,TERCONAZOLE,0.00
0907543,TERCONAZOLE,0.00
0907899,CEFUROXIME NA,0.00
0907923,CLARITHROMYCIN TAB 250MG,0.00
0907931,CLARITHROMYCIN,0.00
0907949,STANFORD MOUTHWASH,0.00
0907956,AZITHROMYCIN 250MG TAB,0.00
0907980,VANCOMYCIN,0.00
0908020,CYCLOSPORINE 25MG CAP,0.00
0908053,RAMIPRIL,0.00
0908061,CYCLOSPORINE 100MG CAP(BN,0.00
0908079,CYCLOSPORINE 50MG/ML INJ,0.00
0908095,PAROXETINE,0.00
0908103,RIFAMPIN,0.00
0908160,CIPROFLOXACIN,0.00
0908194,CIPROFLOXACIN 200MG VIAL,0.00
0908202,GANCICLOVIR NA,0.00
0908210,FLUCONAZOLE,0.00
0908228,FLUCONAZOLE,0.00
0908236,FLUCONAZOLE,0.00
0908244,FLUCONAZOLE,0.00
0908285,ACYCLOVIR TAB 800MG,0.00
0908293,ITRACONAZOLE,0.00
0908327,CERVIDIL VAG INSERT,0.00
0908996,VANCOMYCIN,0.00
0909002,AMPHOTERICIN B LIPID COMP,0.00
0913251,MELPHALAN,0.00
0913269,BUSULFAN,0.00
0913277,AZATHIOPRINE NA,0.00
0913285,DACTINOMYCIN 0.5MG INJ,0.00
0913350,CYCLOPHOSPHAMIDE 50MG TAB,0.00
0913376,CYCLOPHOSPHAMIDE 25NG TAB,0.00
0913459,DOXORUBICIN 10MG INJ (G),0.00
0913467,DOXORUBICIN 50MG INJ (BN),0.00
0913517,VINCRISTINE INJ 1ML(=1U),0.00
0913525,CYTARABINE 100MG PF INJ,0.00
0913533,CYTARABINE 500MG INJ,0.00
0913541,FLUOROURACIL 500MG INJ,0.00
0913624,HYDROXYUREA,0.00
0913632,CHLORAMBUCIL,0.00
0913640,MEGESTROL ACETATE,0.00
0913657,TAMOXIFEN,0.00
0913673,MEGESTROL ACETATE,0.00
0913681,THIOGUANINE,0.00
0913715,VINCRISTINE 2MG INJ,0.00
0913723,LEUCOVORIN CA 50MG,0.00
0913731,VINBLASTINE SO4 10MG(1X10,0.00
0913756,CYCLOPHSPHMD 500MG I,0.00
0913814,MITOMYCIN 5MG INJ,0.00
0913822,MITOMYCIN 20MG INJ,0.00
0913863,METHOTREXATE NA 2.5MG/ML,0.00
0913889,TRIETHYLENE THIOPHOS (G),0.00
0913921,FLOXURIDINE 500MG INJ (G),0.00
0913947,METHOTREXATE NA 100MG/4ML,0.00
0913954,METHOTREXATE NA 200MG/8ML,0.00
0914010,METHOTREXATE 50MG INJ P50,0.00
0914051,CARMUSTINE,0.00
0914242,LEUCOVORIN 5MG TAB,0.00
0914267,ETOPOSIDE 100MG INJ (G),0.00
0914283,DAUNORUBICIN 20MG INJ (G),0.00
0914382,DACARBAZINE 200MG INJ,0.00
0914416,ETOPOSIDE 50MG CAP (G),0.00
0914457,MITOXANTRONE HCL 20MG/10M,0.00
0914465,IFOSFAMIDE 1GM INJ (G),0.00
0914473,MESNA INJ (G),0.00
0914481,CARBOPLATIN 150MG INJ(50M,0.00
0914515,PACLITAXEL 30MG INJ (GEN),0.00
0915033,LORATIDINE/PSEUDOEPHED,0.00
0915165,EULEXIN 125 MG CAP,0.00
0915181,IDARUBICIN 10MG INJ (G),0.00
0915207,VINORELBINE 10MG INJ,0.00
0915272,AZITHROMAX,0.00
0915322,BUPIVICANE,0.00
0915330,FENTANYL,0.00
0916429,SUCCINYLCHOLINE CL,0.00
0916502,TRIHEXYPHENIDYL HCL,0.00
0916536,PYRIDOSTIGMINE BROMIDE,0.00
0916619,ATROPINE  SO4,0.00
0916627,NOREPINEPHRINE BITARTRIAT,0.00
0916643,DOXAPRAM HCL,0.00
0916676,DICYCLOMINE HCL,0.00
0916684,DICYCLOMINE HCL,0.00
0916759,PHENYLEPHRINE HCL,0.00
0916767,PHYSOSTIGMINE SALICYLATE,0.00
0916775,BELLADONNA ALKALOIDS-PB,0.00
0916783,BELLADONNA ALKALOIDS PB,0.00
0916817,CIMETIDINE HCL,0.00
0916890,SUCRALFATE,0.00
0916924,BENZTROPINE MESYLATE,0.00
0916932,BENZTROPINE MESYLATE,0.00
0916940,BENZTROPINE MESYLATE,0.00
0916957,BENZTROPINE MESYLATE,0.00
0916965,PRAZOSIN HCL,0.00
0916973,PRAZOSIN HCL,0.00
0916981,PRAZOSIN HCL,0.00
0917054,PHENOXYBENZAMINE HCL,0.00
0917104,PYRIDOSTIGMINE BROMIDE,0.00
0917112,EDROPHONIUM CL,0.00
0917146,METHOCARBAMOL,0.00
0917153,METHOCARBAMOL,0.00
0917211,METHOCARBAMOL,0.00
0917245,GLYCOPYRROLATE,0.00
0917252,CYCLOBENZAPRINE HCL,0.00
0917260,BACLOFEN 10MG TAB,0.00
0917286,GLYCOPYRROLATE,0.00
0917419,PROSTIGMIN (20X 0.5MG UNI,0.00
0917427,SCOPOLAMINE,0.00
0917492,EPHEDRINE SO4,0.00
0917500,EPINEPHRINE 1MG/1ML INJ,0.00
0917518,EPINEPHRINE HCL,0.00
0917625,ISOPROTERENOL HCL,0.00
0917641,TERBUTALINE SO4,0.00
0917658,TERBUTALINE SO4,0.00
0917666,TERBUTALINE SO4,0.00
0917690,BECLOMETHASONE 40MCG MDI,0.00
0917757,PSEUDOEPHEDRINE HCL,0.00
0917765,PARAFON FORTE,0.00
0917799,DIHYDROERGOTAMINE MESYLA,0.00
0917807,CARISOPRODOL,0.00
0917849,BETHANECHOL CL,0.00
0917856,BETHANECHOL CL,0.00
0917864,BETHANECHOL CL,0.00
0917906,DICYCLOMINE HCL,0.00
0917922,CIMETIDINE HCL,0.00
0917930,PANCURONIUM BROMIDE,0.00
0918003,ATROPINE SO4,0.00
0918011,FAMOTIDINE,0.00
0918029,FAMOTIDINE,0.00
0918052,KETAMINE HCL,0.00
0918060,VECURONIUM BROMIDE,0.00
0918110,ATRACURIUM BESYLATE,0.00
0918144,BICARBONATE,0.00
0918177,NICOTINE 14 MG/24 HR PTCH,0.00
0918185,NICOTINE 21 MG/24 HR PTCH,0.00
0918193,NICOTINE 7 MG/24 HR PTCH,0.00
0918201,MISOPROSTOL,0.00
0918227,DOPAMINE HCL,0.00
0918268,EPNPHRN 1:1000 INJ 30ML,0.00
0918292,MISOPROSTOL,0.00
0918300,CISATRACRIUM 10MG/1ML INJ,0.00
0918318,CISATRACRIUM BESYLATE,0.00
0920702,ALBUMIN 25% 50ML(=1 UNIT),0.00
0920710,ALBUMIN 25% 100ML @5X20ML,0.00
0920728,ALBUMIN 5% 250ML(5 UNITS,0.00
0920736,ALBUN 5% 500ML (10X50ML),0.00
0920751,ALBUMIN 5% 50ML,0.00
0920819,HEPTTS B IMN GLOBU 20 MG,0.00
0920835,HEPATITIS B SURFACE ANTI,0.00
0920843,EPOETIN ALFA 3MU/1ML INJ,0.00
0921502,AMINOCAPROIC ACID,0.00
0921585,FERROUS SO4,0.00
0921593,FERROUS SO4,0.00
0921619,FERROUS GLUCONATE,0.00
0921643,VITA C-FOLIC ACID-IRON,0.00
0921783,PROTAMINE SO4 25MG(2X10),0.00
0921791,HEPARIN LOK,0.00
0921809,HEPARIN NA 1000 UN/ML,0.00
0921817,HEPARIN NA,0.00
0921833,HEPARIN NA,0.00
0921841,HEPARIN FLUSH 10 UNITS,0.00
0921940,WARFARIN NA,0.00
0921973,WARFARIN NA,0.00
0921981,WARFARIN NA,0.00
0921999,WARFARIN NA,0.00
0922005,WARFARIN NA,0.00
0922039,HEPARIN NSY,0.00
0922054,HEPARIN NA,0.00
0922062,PROTAMINE SO4 10MG,0.00
0922096,GELFOAM 12,0.00
0922104,GELFOAM 50,0.00
0922112,GELFOAM  100,0.00
0922153,GELFOAM,0.00
0922252,MICROFIBRILLAR COLLAGEN,0.00
0922260,HEPARIN NA,0.00
0922286,"HEPARIN 10,000 UN/ML 5ML",0.00
0922302,AMINOCAPROIC ACID,0.00
0922385,WARFARIN NA,0.00
0922419,HEPARIN  NACL,0.00
0922427,PROPRANOL LA,0.00
0923797,DIGOXIN,0.00
0923995,LIDOCAINE HCL,0.00
0924001,LIDOCAINE HCL,0.00
0924076,LIDOCAINE-DEXTROSE,0.00
0924084,LIDOCAINE HCL,0.00
0924217,DIGOXIN,0.00
0924225,CAPTOPRIL,0.00
0924233,DIGOXIN,0.00
0924241,DIGOXIN,0.00
0924282,CAPTOPRIL,0.00
0924290,METOPROLOL TARTRATE,0.00
0924316,METOPROLOL TARTRATE,0.00
0924464,PROCAINAMIDE HCL,0.00
0924498,PROPRANOLOL HCL,0.00
0924506,PROPRANOLOL HCL,0.00
0924514,PROPRANOLOL HCL,0.00
0924522,PROPRANOLOL HCL,0.00
0924530,NADOLOL,0.00
0924548,PROPRANOLOL HCL,0.00
0924589,NIFEDIPINE,0.00
0924829,VERAPAMIL HCL,0.00
0924837,VERAPAMIL HCL,0.00
0924845,VERAPAMIL HCL,0.00
0924852,VERAPAMIL HCL,0.00
0924878,HYDRALAZINE HCL,0.00
0924886,HYDRALAZINE HCL,0.00
0924894,HYDRALAZINE HCL,0.00
0924902,HYDRALAZINE HCL,0.00
0924910,ATENOLOL,0.00
0924969,MINOXIDIL,0.00
0924977,METHYLDOPA,0.00
0925008,METHYLDOPA,0.00
0925016,MINOXIDIL,0.00
0925024,NIPRIDE,0.00
0925057,CLONIDINE HCL,0.00
0925065,CLONIDINE HCL,0.00
0925115,DOPAMINE HCL,0.00
0925149,DOBUTAMINE HCL,0.00
0925180,DIPYRIDAMOLE,0.00
0925198,DIPYRIDAMOLE,0.00
0925321,CHOLESTYRAMINE,0.00
0925347,QUINIDINE GLUCONATE,0.00
0925354,QUININE SO4,0.00
0925404,ISOSORBIDE DINITRATE,0.00
0925412,ISOSORBIDE DINITRATE,0.00
0925446,ISOSORBIDE DINITRATE,0.00
0925487,TRANSDERM-NITRO,0.00
0925511,ENALAPRILAT,0.00
0925552,NITROGLYCERIN,0.00
0925685,NITROGLYCERIN,0.00
0925693,NITROGLYCERIN,0.00
0925719,NITROGLYCERIN,0.00
0925735,NITROGLYCERIN,0.00
0925743,NITROGLYCERIN,0.00
0925750,NITROGLYCERIN,0.00
0925792,DILTIAZEM HCL,0.00
0925800,DILTIAZEM HCL,0.00
0925818,DISOPYRAMIDE PHOS,0.00
0925826,DISOPYRAMIDE PHOS,0.00
0925891,LABETALOL,0.00
0925909,LABETALOL,0.00
0925917,PENTOXIFYLLINE,0.00
0925982,CAPTOPRIL,0.00
0925990,LABETALOL,0.00
0926006,CLONIDINE HCL,0.00
0926014,ATENOLOL,0.00
0926022,METOPROLOL TARTRATE,0.00
0926055,CLONIDINE HCL,0.00
0926063,CLONIDINE HCL,0.00
0926071,CLONIDINE HCL,0.00
0926089,TRANSDERM-NITRO,0.00
0926097,FLECAINIDE ACETATE,0.00
0926105,MEXILETINE,0.00
0926121,ENALAPRIL MALEATE,0.00
0926139,ENALAPRIL MALEATE,0.00
0926147,AMIODARONE HCL,0.00
0926170,LABETALOL,0.00
0926360,TERAZOSIN HCL,0.00
0926378,TERAZOSIN HCL,0.00
0926386,NITROGLYCERIN-D5W,0.00
0926428,AMLODIPINE,0.00
0926451,MILRINONE LACTATE,0.00
0926501,RAMIPRIL,0.00
0926584,RAMIPRIL,0.00
0926634,DOXAZOSIN,0.00
0926642,DOXAZOSIN,0.00
0926659,VERAPAMIL-S.R.,0.00
0926683,NIFEDIPINE,0.00
0926709,TERAZOSIN HCL,0.00
0926717,GUANFACINE HCL,0.00
0926733,NIMODIPINE,0.00
0926766,NITROGLYCERIN(E.R. CHG.),0.00
0926774,LABETALOL 20ML VIAL,0.00
0926782,NIFEDIPINE XL,0.00
0926790,NIFEDIPINE XL,0.00
0926808,DILTIAZEM HCL,0.00
0926824,DILTIAZEM SR,0.00
0926840,ADENOSINE INJ 6MG/2ML,0.00
0926857,BREVIBLOC,0.00
0926865,CARDIZEM SR,0.00
0926873,LISINOPRIL,0.00
0926881,LISINOPRIL,0.00
0926899,LISINOPRIL,0.00
0926964,DIGOXIN IMMUNE FAB,0.00
0926972,ISMO,0.00
0926980,NARCAN,0.00
0927020,DIVALPROEX,0.00
0927038,DIVALPROEX,0.00
0927053,ZOLPIDEM 10MG TAB,0.00
0927095,PHENOBARBITAL 30ML,0.00
0927103,RISPERDAI 3MG TAB,0.00
0927111,MORHPINE SULFATE SR,0.00
0927129,PAROXETINE,0.00
0927137,VENLAFAXINE HCL,0.00
0927145,MORPHINE SULFATE,0.00
0927186,FLUOXETINE HCL,0.00
0927194,RISPERDAL 1MG TAB,0.00
0927210,VERAPAMIL HCL SA,0.00
0927236,ATORVASTATIN CA,0.00
0927244,ATORVASTATIN CA,0.00
0927277,NICU FENTANYL,0.00
0927319,FILGRASTIN (G-CSF),0.00
0927335,SOTALOL HCL,0.00
0927343,ATENOLOL,0.00
0927368,ISOSORBIDE MONONITRATE,0.00
0927376,DILTIAZEM,0.00
0927392,AMLODIPINE BESYLATE,0.00
0927400,LOSARTAN,0.00
0927459,LOSARTAN,0.00
0930677,MORPHINE 4MG INJECTION,0.00
0930701,MORPHINE SO4 15MG,0.00
0930727,CODEINE SO4,0.00
0930859,MORPHINE 20MG/ML ORL CONC,0.00
0930958,BUTALBITAL-ASA-CAFFEINE-,0.00
0930966,CLONAZEPAM,0.00
0930974,CLONAZEPAM,0.00
0930982,CLONAZEPAM,0.00
0930990,ASPIRIN,0.00
0931006,NORTRIPTYLINE HCL,0.00
0931097,IBUPROFEN,0.00
0931220,IBUPROFEN,0.00
0931253,THIOTHIXENE,0.00
0931337,DROPERIDOL,0.00
0931402,NALOXONE,0.00
0931485,NALOXONE 0.4MG INJ,0.00
0931493,INDOMETHACIN,0.00
0931501,INDOMETHACIN,0.00
0931550,INDOMETHACIN,0.00
0931568,ACETAMINOPHEN TAB 325MG,0.00
0931667,TYLENOL #2 TAB 15-300MG,0.00
0931675,TYLENOL #3 TAB 30-300MG,0.00
0931709,ACETAMINOPHEN LIQ 160MG,0.00
0931741,ACETAMINOPHEN TAB 500MG,0.00
0931782,ACETAMINOPHEN LIQ 650MG,0.00
0931816,BUTORPHANOL TARTRATE,0.00
0931873,MEPERIDINE HCL,0.00
0931949,METHADONE HCL,0.00
0931956,METHADONE HCL,0.00
0931964,PERCODAN,0.00
0931998,FENTANYL CITRATE,0.00
0932012,NALBUPHINE 10MG INJ,0.00
0932046,HYDROMORPHONE HCL,0.00
0932053,HYDROMORPHONE HCL,0.00
0932095,PERCOCET TAB 5-325MG,0.00
0932178,ASPIRIN,0.00
0932186,ASPIRIN,0.00
0932244,TEGRETOL,0.00
0932517,KETOROLAC 60MG INJECTION,0.00
0932608,ASPIRIN,0.00
0932624,MORPHINE SO4,0.00
0932673,MORPHINE SO4,0.00
0932707,TEGRETOL,0.00
0932715,NORTRIPTYLINE HCL,0.00
0932723,NALOXONE 2MG INJ,0.00
0932772,MORPHINE ORAL,0.00
0932822,MIDAZOLAM 2MG/2ML INJ,0.00
0932921,LORAZEPAM 0.5MG TABLET,0.00
0932947,BUTALBITAL-ACETAMINOPHEN-,0.00
0932954,IBUPROFEN,0.00
0932996,BUSPIRONE HCL,0.00
0933002,BUSPAR HCL,0.00
0933051,SUFENTA,0.00
0933085,FENTANYL CITRATE,0.00
0933093,BUTORPHANOL TARTRATE 1MG,0.00
0933135,INFUMORPH 500MG(MS),0.00
0933184,PHENOBARBITAL NEONATE,0.00
0933200,MORPHINE 10MG INJECTION,0.00
0933267,AMITRIPTYLINE HCL,0.00
0933275,AMITRIPTYLINE HCL,0.00
0933283,AMITRIPTYLINE HCL,0.00
0933416,METHADONE LIQ 5MG/ML,0.00
0933424,MEPERIDINE HCL PER 100MG,0.00
0933432,SUMATRIPTAN INJECTION,0.00
0933440,DESIPRAMINE HCL,0.00
0933465,INFUMORPH 200MG(MS),0.00
0933481,DOXEPIN HCL,0.00
0933499,DOXEPIN HCL,0.00
0933507,DOXEPIN HCL,0.00
0933515,DOXEPIN HCL,0.00
0933523,DOXEPIN HCL,0.00
0933531,NALOXONE HCL,0.00
0933549,DIAZEPAM,0.00
0933572,DEPAKOTE SPRINKLE,0.00
0933580,SERTRALINE,0.00
0933606,HYDROMORPHONE HP 10MG/ML,0.00
0933630,ORPHENADRINE CITRATE,0.00
0933648,SERTRALINE,0.00
0933762,FENTANYL,0.00
0933804,LORAZEPAM,0.00
0933820,FENTANYL,0.00
0933838,FENTANYL,0.00
0933853,MIDAZOLAM 5MG/ML 10ML VIA,0.00
0933895,FENTANYL,0.00
0933911,MORPHINE SO4 1MG,0.00
0933937,PROPOFOL (DIPRIVAN),0.00
0933945,IBUPROFEN,0.00
0933952,MORPHINE SO4 1MG,0.00
0934018,NAPROXEN 500 MG TABLET,0.00
0934059,TRIAZOLAM,0.00
0934117,DICLOFENAC NA,0.00
0934166,IMIPRAMINE PAMOATE,0.00
0934208,IMIPRAMINE HCL,0.00
0934216,IMIPRAMINE HCL,0.00
0934232,LITHIUM CARB,0.00
0934257,LITHIUM LIQ 1.6MEQ/ML,0.00
0934323,PHENOBARBITAL 100MG TAB,0.00
0934331,PHENOBARB NA,0.00
0934398,PHENOBARB NA,0.00
0934448,TEMAZEPAM,0.00
0934513,METHOHEXITAL,0.00
0934554,TEMAZEPAM,0.00
0934810,TRIAZOLAM,0.00
0934836,MEPROBAMATE,0.00
0934877,TRAZODONE HCL,0.00
0934885,TRAZODONE HCL,0.00
0934943,HYDROXYZINE HCL 50MG/ML,0.00
0934976,LORAZEPAM,0.00
0934992,LORAZEPAM,0.00
0935049,LORAZEPAM INJECTION,0.00
0935056,HYDROXYZINE PAMOATE 25MG,0.00
0935064,HYDROXYZINE PAMOATE 50MG,0.00
0935098,HALOPERIDOL,0.00
0935106,HALOPERIDOL,0.00
0935114,HALDOL 2MG TAB,0.00
0935122,HALOPERIDOL,0.00
0935130,HALOPERIDOL,0.00
0935155,HALOPERIDOL LACTATE,0.00
0935247,CHLDRPROMAZINE HCL,0.00
0935270,CHLORPROMZINE HCL,0.00
0935411,CLORAZEPATE DI K,0.00
0935437,AMOXAPINE,0.00
0935486,FLUPHENAZINE,0.00
0935494,FLUPHENAZINE HCL,0.00
0935510,DIAZEPAM,0.00
0935528,DIAZEPAM,0.00
0935536,DIAZEPAM,0.00
0935726,PROCHLORPERAZINE 5MG TAB,0.00
0935734,PROCHLORPERAZINE 10MG TAB,0.00
0935775,PROCHLORPERAZINE EDISYLAT,0.00
0935783,PROMETHAZINE 25MG INJ,0.00
0935791,PROMETHAZINE HCL,0.00
0935809,PROMETHAZINE 12.5MG TABLT,0.00
0935817,PROMETHAZINE HCL,0.00
0935825,PROMETHAZINE HCL,0.00
0935833,PROMETHAZINE HCL,0.00
0935924,THIORIDIAZINE HCL,0.00
0935965,TRIFLUOPERAZINE TAB 1MG,0.00
0935981,TRIFLUOPERAZINE HCL,0.00
0936153,ALPARAZOLAM 0.25MG TAB,0.00
0936161,ALPRAZOLAN 0.5MG TABLET,0.00
0936179,ALPRAZOLAM 1MG TABLET,0.00
0936203,PHENYTOIN NA,0.00
0936211,PHENYTOIN NA INJECTION,0.00
0936237,PHENYTOIN NA,0.00
0936294,PHENYTOIN,0.00
0936302,PRIMIDONE,0.00
0936310,PRIMIDONE,0.00
0936336,VALPROIC ACID,0.00
0936344,VALPROIC ACID,0.00
0936377,METHYLPHENIDATE HCL,0.00
0936385,METHYLPHENIDATE HCL,0.00
0936401,LEVODOPA - CARBIDOPA,0.00
0936419,LEVODOPA - CARBIDOPA,0.00
0936476,RISPERIDONE,0.00
0936492,OXYCODONE SR,0.00
0936500,OXYCODONE SR,0.00
0936526,DIVALPROEX,0.00
0936534,HALOPERIDOL DEC INJ 50MG,0.00
0936542,GABAPENTIN,0.00
0936567,PROPAFENONE HCL,0.00
0936591,GABAPENTIN,0.00
0936609,FOSPHENYTOIN SODIUM,0.00
0936617,FOSPHENYTOIN SODIUM,0.00
0936625,NEFAZODONE HCL,0.00
0936641,VENLAFAXIN,0.00
0936658,VALPROATE SODIUM,0.00
0936682,OLANZAPINE,0.00
0936690,OLANZAPINE,0.00
0936716,PAROXETINE HCL,0.00
0936724,METOPROLOL SUCCINATE,0.00
0936732,ACULAR,0.00
0942771,INDIGO CARMINE,0.00
0942789,METHYLENE BLUE,0.00
0942847,CANDIDA SKIN TEST,0.00
0942896,TUBERCULIN,0.00
0942904,NA TETRADECYL SO4,0.00
0943126,TRAMADOL 50MG,0.00
0943944,K ACETATE,0.00
0943977,NA CL,0.00
0943985,NA ACETATE,0.00
0944009,MG SO4 1GM/2ML INJ,0.00
0944058,NEONATAL TRACE ELEMENTS,0.00
0944082,CHROMIC CL,0.00
0944207,ETHACRYNATE SODIUM NA,0.00
0944256,TROMETHAMINE,0.00
0944314,KCL,0.00
0944439,K BICARBONATE,0.00
0944454,SODIUM CL,0.00
0944504,CALCITRIOL,0.00
0944512,CA GLUCONATE,0.00
0944520,CA GLUCONATE,0.00
0944710,NA BICARBONATE,0.00
0944728,NA BICARBONATE,0.00
0944744,NA BICARBONATE,0.00
0944769,NA PHOSPHATE,0.00
0944777,NA POLYSTYRENE SULF,0.00
0944793,K IODIDE,0.00
0944884,METOLAZONE,0.00
0944892,METOLAZONE,0.00
0944959,SOYACAL,0.00
0944967,SOYACAL,0.00
0945030,MAGNESIUM SO4 50% 20ML,0.00
0945063,TRACE ELEMENTS,0.00
0945097,LACTULOSE,0.00
0945105,BUMETANIDE,0.00
0945113,BUMETANIDE,0.00
0945188,POTASSIUM CHLORIDE 10MEQ,0.00
0945212,ALDACTONE,0.00
0945220,DESMOPRESSIN ACETATE,0.00
0945238,FUROSEMIDE 100MG INJ (5X2,0.00
0945279,FUROSEMIDE,0.00
0945287,FUROSEMIDE,0.00
0945329,BUMETANIDE,0.00
0945337,POTASSIUM PO4,0.00
0945352,METHAZOLAMIDE,0.00
0945360,DEXTROSE,0.00
0945386,NA BICARBONATE,0.00
0945402,INDAPAMIDE,0.00
0945428,CITRIC ACID-SODIUM CITRA,0.00
0945436,MAGNESIUM GLUCONATE,0.00
0945493,AMILORIDE HCL,0.00
0945527,FUROSEMIDE 20MG INJ,0.00
0945535,FUROSEMIDE 40MG INJ(20MGX,0.00
0945584,FUROSEMIDE,0.00
0945626,FUROSEMIDE,0.00
0945634,HYDROCHLOROTHIAZIDE,0.00
0945642,HYDROCHLOROTHIAZIDE,0.00
0945691,TRIAMTERENE TAB 50MG,0.00
0945709,ETHACRYNIC ACID,0.00
0945725,TRIAMTERENE/HCTZ,0.00
0945733,ALDACTAZIDE,0.00
0945840,MANNITOL,0.00
0945881,MANNITOL,0.00
0945956,SPIRONOLACTONE,0.00
0945964,SPIRONOLACTONE,0.00
0945972,PROBENECID,0.00
0948901,ACTIVASE 50MG INJ(IMG=1UN,0.00
0948927,HEMIN,0.00
0948943,GEMFIBROZIL,0.00
0948968,ZINC,0.00
0948976,TORSEMIDE,0.00
0948984,CALCIUM CARB/VIT D,0.00
0948992,TORSEMIDE TAB 5MG,0.00
0949016,LYMPHAZURIN,0.00
0949693,MUCOMYST 20% SOLN 30ML,0.00
0949735,MUCOMYST INH 100MG/ML,0.00
0949826,HYDROCODONE-HOMATROPINE,0.00
0949842,TESSALON PERLES,0.00
0949867,GUAIFENESIN,0.00
0949941,PROMETHAZNE HCL,0.00
0950139,CODEINE PO4-GUAIF,0.00
0950402,LEVOCARNITINE 200MG/ML,0.00
0951392,ACETAZOLAMIDE TAB 250MG,0.00
0951400,ACETAZOLAMIDE CAP 500MG,0.00
0951418,ACETAZOLAMIDE INJ 500MG,0.00
0951434,NAPHAZOLINE HCL,0.00
0951517,CETYLRIUM CL,0.00
0951541,FLUOROMETHOLONE,0.00
0951558,PETROLATUM,0.00
0951608,PHENYLEPHRINE HCL,0.00
0951624,PHENYLEPHRINE HCL,0.00
0951640,PHENYLEPHRINE 1% NSL SPRY,0.00
0951731,BLEPHAMIDE OPTH S,0.00
0951749,OPHTHALMIC LUBRICANT,0.00
0951764,HEALON 8.5MG INTRA-OCC,0.00
0951897,TOBRAMYCIN,0.00
0951913,NEOMYCIN-POLYMYXIN-HC,0.00
0951939,HEALON 4MG INTRA-OCCULAR,0.00
0951996,NEOMYCIN-POLY-GRAM,0.00
0952002,NEOMYCIN-POLYMYXIN-BACIT,0.00
0952051,POLYMYXIN-BACITRIACIN,0.00
0952077,TOBRAMYCIN,0.00
0952101,TRIFLURIDINE,0.00
0952143,TIMOLOL MALEATE,0.00
0952150,TIMOLOL MALEATE,0.00
0952176,ATROPINE SO4,0.00
0952184,ATROPINE SO4,0.00
0952218,CYCLOPENTOLATE-PHENYLEPH,0.00
0952226,CYCLOPENTOLATE HCL,0.00
0952267,HYOSCINE,0.00
0952291,PILOCARPINE,0.00
0952309,PHENYLEPHRINE HCL,0.00
0952333,BACITRACIN,0.00
0952390,EPIFRIN,0.00
0952416,PHENYLEPHRINE HCL,0.00
0952424,PREDNISOLONE,0.00
0952432,GELATIN DRESSING,0.00
0952457,DEXAMETH-NEO-POLY,0.00
0952499,EYE-STREAM OPH SOL 118ML,0.00
0952507,OXYMETAZOLINE HCL,0.00
0952515,NEOMYCIN-POLYMYXIN-HC,0.00
0952531,NEOMYCIN-POLYMYXIN-HC,0.00
0952572,ACETIC ACID 2% OTIC SOLN,0.00
0952614,BALANCED SALT OP SOL 15ML,0.00
0952630,TETRACAINE HCL,0.00
0952655,CARBAMIDE PEROXIDE,0.00
0952671,SULFACETAMIDE-PREDNISOLO,0.00
0952689,SODIUM CL,0.00
0952697,PILOCARPINE HCL,0.00
0952705,PILOCARPINE HCL,0.00
0952713,BALANCED SALT PLUS,0.00
0952721,MIOCHOL-E 1% OPHTH INJ,0.00
0952747,TROPICAMIDE,0.00
0952820,PHENOL,0.00
0952846,DEXAMETHASONE,0.00
0952986,PREDNISOLONE ACET 1% OPTH,0.00
0953083,SULFACETAMIDE NA,0.00
