IVNUM,IVDESC, Price 
51612,"REMOVE SPINE LAMINA 1 CRVL, SP, 80","$4,528.00 "
51613,"REMOVE SPINE LAMINA 1 THRC, SP","$11,448.00 "
51614,"REMOVE SPINE LAMINA 1 THRC, SP 80","$3,434.00 "
51615,"REMOVAL OF SPINAL LAMINA, SP","$15,525.00 "
51616,"REMOVAL OF SPINAL LAMINA ASSIST, SP, 80","$4,658.00 "
51617,"REMOVAL OF SPINAL LAMINA, SP, 22","$20,183.00 "
51618,"REMOVAL OF SPINAL LAMINA ASS, SP, 22,80","$6,055.00 "
51619,"REMOVE SPINAL LAMINA ADD-ON, SP","$5,175.00 "
51620,"REMOVAL SPINAL LAMINA ADD-ON, SP, 80","$1,553.00 "
51621,"DECOMPRESS SPINAL CORD,SP","$16,100.00 "
51622,"DECOMPRESS SPINAL CORD AS, SP, 80","$4,830.00 "
51623,"EXCISE INTRSPINL LESION IMBR, SP","$13,800.00 "
51624,"EXCISE INTRSPINL LESION IMBR AS, SP, 80","$4,140.00 "
51625,"BX/EXC XDRL SPINE LESN THRC, SP","$60,905.00 "
51626,"BX/EXC SDRL SPINE LESN THRS AS, SP, 80","$5,072.00 "
51627,"REPAIR SPINAL FLUID LEAKAAGE, SP","$10,403.00 "
51628,"REPAIR SPINAL FLUID LEAKAGE ASS, SP 80","$3,129.00 "
51629,"NERVE BLOCK, TRIGEMINAL NERVE, TR","$1,571.00 "
51630,"NERVE BLOCK TRIGEMINAL NERVE,TR,FAC",$314.00 
51631,"NERVE BLOCK, TRIGEMINAL NERVE,TR,PRO","$1,257.00 "
51632,"NERVE BLOCK, GREATER OCCIPITAL,TR","$1,938.00 "
51633,"NERVE BLOCK, GREATER OCCIPITAL,TR,FAC",$388.00 
51634,"NERVE BLOCK, GREATER OCCIPITAL,TR,PRO","$1,550.00 "
51635,"NERVE BLOCK, OTHER PERIPHERAL NUERVE,TR","$1,150.00 "
51636,"NERVE BLOCK, OTHER PERIPHERAL,TR,FAC",$230.00 
51637,"NERVE BLOCK, OTHER PERIPHERAL,TR,PRO",$920.00 
51638,"NERVE BLOCK, SPHENOPALATINE GANGLION,TR","$2,063.00 "
51639,"NERVE BLOCK SPHENOPALATINE GANGLI,TR,FAC",$413.00 
51640,"NERVE BLOCK SPHENOPALATINE GANGLI,TR,PRO","$1,650.00 "
51641,"CHEMODENERVATION, MUSCLE,FACE,TR","$1,906.00 "
51642,"CHEMODENERVATION, MUSCLE,FACE,TR,FAC",$381.00 
51643,"CHEMODENERVATION, MUSCLE,FACE,TR,PRO","$1,525.00 "
51644,"CHEMODENERV MUSC NECK DYS, SP","$1,754.00 "
51645,"REVISE ULNAR NERVE AT ELBOW, SP","$8,825.00 "
51646,"CARPAL TUNNEL SURGERY, SP","$7,000.00 "
51647,"INTERNAL NERVE REVISION, SP","$3,583.00 "
51648,"REMOVE SKIN NERVE LESION, SP","$4,549.00 "
51649,"REPAIR EYELID DEFECT, SP","$4,092.00 "
51650,"BIOPSY OF EXTERNAL EAR CONAL, SP","$1,239.00 "
51651,"REMOVE EXTERNAL EAR PARTIAL,SP","$4,101.00 "
51652,"REMOVE EXTERNAL EAR PARTIAL,SP,FAC",$820.20 
51653,"REMOVE EXTERNAL EAR PARTIAL,SP,PRO","$3,280.80 "
51654,REMOVAL FB EXTERNAL AUDITORY CANAL,$485.00 
51655,"REMOVAL FB EXTERNAL AUDITORY CANAL,FAC",$97.00 
51656,"REMOVAL FB EXTERNAL AUDITORY CANAL,PRO",$388.00 
51657,"REMOVAL FB EXTERNAL AUDITORY CANAL,SP",$531.00 
51658,"REMOVAL FB EXT. AUDITORY CANAL,SP,FAC",$106.00 
51659,"REMOVAL FB EXT. AUDITORY CANAL,SP,PRO",$425.00 
51660,REMOVAL IMPACTED CERUMEN USING IR/L,$81.00 
51665,"REMOVAL IMPACTED CERUMEN USNG IR/L,TR",$97.00 
51666,REMOVAL IMPACTED CERUMEN USING IR/L,$205.00 
51667,"REMOVAL CERUMEN REQUIRING INSTRUMENT,FAC",$41.00 
51668,"REMOVAL CERUMEN REQUIRING INSTRUMENT,PRO",$164.00 
51670,"REMOVAL CERUMEN REQUIRING INSTRUMENT,FAC",$45.00 
51671,"REMOVAL CERUMEN REQUIRING INSTRUMENT,PRO",$179.00 
51672,"CREATE EARDRUM OPENING PROF,TR","$1,473.00 "
51673,"CREATE EARDRUM OPENING PROF,TR,FAC",$295.00 
51674,"CREATE EARDRUM OPENING PROF,TR,PRO","$1,178.00 "
51675,"CREATE EARDRUM OPENING,SP","$1,705.00 "
51676,"CREATE EARDRUM OPENING,TR","$1,854.00 "
51677,"INCISE INNER EAR,SP","$3,910.00 "
51678,"INCISE INNER EAR,SP,FAC",$782.00 
51679,"INCISE INNER EAR,SP,PRO","$3,128.00 "
51680,"INCISE INNER EAR,TR","$4,250.00 "
51681,"INCISE INNER EAR,TR,FAC",$850.00 
51682,"INCIES INNER EAR,TR,PRO","$3,400.00 "
51683,LAB ACETONE,$32.00 
51684,LAB HCG,$61.00 
51685,SCREENING TB,$43.00 
51686,SCREENING HPV,$158.00 
51687,IM ADM THRU 18YR AND R,$27.00 
51688,IMMUNIZATION ADMINISTRATION THRU 18YR,$24.00 
51689,IMADM PRQ ID SUBZ/IM N,$27.00 
51690,IM ADM PRQ ID SUBS/IM,$24.00 
51691,"IMMUNIZATION ADMINISTRATION, EACH ADDITI",$24.00 
51692,IM ADM INTRANSL/ORAL 1,$37.00 
51693,HEPATITS A VACCINE ADU,$119.00 
51694,"AK HEP A PEDIATRIC/ADO,AK",$0.01 
51695,HEP A,$58.00 
51696,HEPATITS A & B VACCINE,$159.00 
51697,"AK HIB (3 DOSE SCHEDUL,AK",$0.01 
51698,AK HPV VACCINE<AK,$0.01 
51699,AK HPV VACCINE,$348.00 
51700,"AK FLUZONE PRESERVE F,AK",$0.01 
51701,FLUCELVAX,$43.00 
51702,FLUZONE HIGH DOSE,$75.00 
51703,"FLUZONE HIGH DOSE,AK",$0.01 
51704,"AK PNEUMOCCAL CONJ VAC,AK",$0.01 
51705,PNEUMOCCAL CONJ VACCIN,$260.00 
51706,"AK FLUMIST QUADRIVALEN,AK",$0.01 
51707,"AK ROTAVIRUS,AK",$0.01 
51708,"AK FLUZONE QUADRA 6-35,AK",$0.01 
51709,"AK FLUZONE QUADRA MULT,AK",$0.01 
51710,HMC KINRIX DTAP/POLIO,$95.00 
51711,"AK KINRIX DTAP/POLIO,AK",$0.01 
51712,"AK DTAP, PED UNDER 7,AK",$0.01 
51713,DTAP UNDER 7 YEARS,$44.00 
51714,"AK MEASLES MUMPS RUBEL,AK",$0.01 
51715,MEASLES MUMPS RUBELLA,$87.00 
51716,"AK IVP (INACTIVATED PO,AK",$0.01 
51717,TETANUS & DIPHTHERIA T,$43.00 
51718,"AK TETANUS & DIPHTHERI,AK",$0.01 
51719,"AK TDAP VACCINE 7/> YR,AK",$0.01 
51720,TDAP VACCINE 7/> YR IM,$51.00 
51721,"AK VARICELLA VIRUS (CH,AK",$0.01 
51722,VARICELLA VIRUS VACCIN,$128.00 
51723,YELLOW FEVER VACCINE L,$148.00 
51724,"AK PEDICATRIX (DTAP-HE,AK",$0.01 
51725,PEDIARIX,$128.00 
51726,PNEUMOCOCCAL POLYSAC V,$143.00 
51727,"AK PNEUMOCOCCAL POLYSA,AK",$0.01 
51728,"AK MENINOCOCCAL CONJ V,AK",$0.01 
51729,MENINOCOCCAL CONJ VACC,$165.00 
51730,ZOSTER VACCINE,$399.00 
51731,"AK STATE ZOSTER,AK",$0.01 
51732,"AK HEP B PED/ADOLESCEN,AK",$0.01 
51733,HEP B,$37.00 
51734,HEPATITIS B VACCINE AD,$117.00 
51735,SCREENING TEST PURE TO,$37.00 
51736,REMOVAL FOREIGN BODY EXT. AUDITORY CANAL,$485.00 
51737,ECG ROUTINE ECG W/AT L,$164.00 
51740,"ECG ROUTINE ECG W/AT L,SP",$179.00 
51746,ECG ROUTINE ECG W/AT L,$106.00 
51747,ECG ROUTINE ECG W/AT L,$76.00 
51748,CV STRS TST XERS&/OR R,$741.00 
51749,PROVIDER VISIT ACUTE CARE,$197.00 
51750,PROVIDER VISIT AC,$293.00 
51751,EXERSISE STRESS TEST,$183.00 
51752,EXERCISE STRESS TEST,$222.00 
51753,<48HR CARDIAC MONITOR INTERP,$248.00 
51754,SPMTRY W/VC EXPIRATORY,$221.00 
51755,"SPMTRY W/VC EXPIRATORY,FAC",$44.00 
51756,"SPMTRY W/VC EXPIRATORY,PRO",$177.00 
51757,"SPMTRY W/VC EXPIRATORY,SP",$242.00 
51758,"SPMTRY W/VC EXPIRATORY,SP,FAC",$48.00 
51760,SPIROMATRY W/MEDICATION <2 YRO,$976.00 
51761,"SPIROMATRY W/MEDICATION <2 YRO,FAC",$195.00 
51762,"SPIROMATRY W/MEDICATION <2 YRO,PRO",$781.00 
51763,NEBULIZER TREATMENT,$93.00 
51764,"DRAINAGE OF SKIN ABSCESS,SP,FAC",$94.40 
51765,"DRAINAGE OF SKIN ABSCESS,SP,PRO",$377.60 
51766,"SPIROMATRY W/MEDICATION >2 YRO,SP",$107.00 
51769,"SPIROMETRY W/MEDICATION >2 YRO,TR",$116.00 
51772,PROF SVCS ALLG IMMNTX,$39.00 
51773,"DEBRIDE NAIL 1-5, FAC",$28.20 
51774,"DEBRIDE NAIL 1-5, PRO",$112.80 
51775,PROF SVCS ALLG IMMNTX,$60.00 
51776,"REMOVAL OF NAIL PLATE ADD ON, FAC",$57.60 
51777,"REMOVAL OF NAIL PLATE ADD ON, PRO",$230.40 
51778,DM PUMP SET UP,$686.00 
51779,PROVIDER VISIT ACUTE CARE,$448.00 
51780,"DEB BONE ADD-ON,SP","$1,174.00 "
51781,DM DATA INTERP,$224.00 
51782,"REMOVAL OF NAIL BED,SP","$2,999.00 "
51783,"LATE CLOSURE OF WOUND, SP, PRO","$3,293.60 "
51784,EPLEY,$322.00 
51785,ASQ BEHAVIOR SCREENING,$16.00 
51787,IV INFUSION HYDRATION,$324.00 
51788,"EXCISION OF NAIL FOLD,TOE,SP",$768.00 
51789,REPAIR OF NAIL BED,"$1,308.00 "
51790,IV INFUSION HYDRATION,$136.00 
51791,"DRAINAGE OF SKIN ABSCESSS,TR,FAC",$196.00 
51792,"DRAINAGE OF SKIN ABSCESS,TR,PRO",$784.00 
51793,THERPEUTIC PROPHYLACTI,$84.00 
51795,"I & D OF PILONIDAL CYST ; SIMPLE, TR,PRO",$683.20 
51796,"THERPEUTIC PROPHYLACTI, SP",$92.00 
51797,"SKIN TAG REMOVAL,TR,FAC",$98.80 
51799,"THERAPEUTIC PROPHYLACTI,TR",$100.00 
51800,"EXC OF PILONIDAL CYST;SIMPLE,SP","$2,491.00 "
51801,"REMOVAL PILODIDAL CYST EXTENSIVE,SP","$3,541.00 "
51802,"EPIFIX APPLICAITON,SP",$345.00 
51803,"CARPAL TUNNEL TX INJ,SP",$480.00 
51804,"EXC TR-EXCT B9+MARG 1.1-2CM,TR,PRO",$550.40 
51806,"EXC B9 LES MRGN XCP SK,TR,FAC",$271.80 
51807,"EXC B9 LES MRGN XCP SK,TR,PRO","$1,087.20 "
51808,CHEMTOX ADMIN IV NFS T,$654.00 
51809,"EXC H-F-NK-SP B9+MARG 0.5/<,SP,FAC",$88.60 
51810,"EXC H-F-NK-SP B9+MARG 0.5/<,SP,PRO",$354.40 
51811,CHEMOTHERAPY ADMIN IV I,$368.00 
51812,"EXC H-F-NK-SP B9+MARG 0.5/<,TR,FAC",$96.20 
51813,"EXC H-F-NK-SP B9+MARG 0.5/<,TR,PRO",$384.80 
51814,"DEBRIDEMENT,SP",$334.00 
51815,"DEBRIDEMENT UP TO EACH ADDTL 20SQ CM,SP",$86.00 
51816,"WOUND VAC APP,ASSM,INSTR,UPTO 50 SQCM,SP",$204.00 
51817,"WOUND VAC APP,ASSM,INST, >50SQ CM,SP",$300.00 
51821,"OFFICE OUTPATIENT NEW-F, FAC",$34.00 
51822,"OFFICE OUTPATIENT NEW-P, PRO",$134.00 
51823,"OFFICE OUTPATIENT NEW-P, SP",$184.00 
51824,"OFFICE OUTPATIENT NEW-F, SP,FAC",$37.00 
51825,"OFFICE OUTPATIENT NEW-P, SP,PRO",$147.00 
51826,"OFFICE OUTPATIENT NEW, TR",$200.00 
51827,"OFFICE OUTPATIENT NEW-F, TR, FAC",$40.00 
51828,"OFFICE OUTPATIENT NEW-P, TR,PRO",$160.00 
51829,OFFICE OUTPATIENT NEW-P,$218.00 
51830,"OFFICE OUTPATIENT NEW-F,FAC",$44.00 
51831,"OFFICE OUTPATIENT NEW-P,PRO",$174.00 
51832,"OFFICE OUTPATIENT NEW,SP",$239.00 
51833,"OFFICE OUTPATIENT NEW-F,SP,FAC",$48.00 
51834,"OFFICE OUTPATIENT NEW-P,SP,PRO",$191.00 
51835,"OFFICE OUTPATIENT NEW-P,TR",$260.00 
51836,"OFFICE OUTPATIENT NEW-F,TR,FAC",$52.00 
51837,"OFFICE OUTPATIENT NEW-P,TR,PRO",$208.00 
51838,OFFICE OUTPATIENT NEW-P,$298.00 
51839,"OFFICE OUTPATIENT NEW-F,FAC",$60.00 
51840,"OFFICE OUTPATIENT NEW-P,PRO",$238.00 
51841,"OFFICE OUTPATIENT NEW,SP",$327.00 
51842,"OFFICE OUTPATIENT NEW,SP,FAC",$65.00 
51843,"OFFICE OUTPATIENT NEW-P,SP,PRO",$262.00 
51844,"OFFICE OUTPATIENT NEW-P,TR",$355.00 
51845,"OFFICE OUTPATIENT NEW-F,TR,FAC",$71.00 
51846,"OFFICE OUTPATIENT NEW-P,TR,PRO",$284.00 
51847,"OFFICE OUTPATIENT NEW-P,",$447.00 
51848,"OFFICE PATIENT NEW-F,FAC",$89.40 
51849,"OFFICE OUTPATIENT NEW-P,PRO",$357.60 
51850,"OFFICE OUTPATIENT NEW,SP",$490.00 
51851,"OFFICE OUTPATIENT NEW-F,SP,FAC",$98.00 
51852,"OFFICE OUTPATIENT NEW-P,SP,PRO",$392.00 
51853,"OFFICE OUTPATIENT NEW-P,TR",$533.00 
51854,"OFFICE OUTPATIENT NEW-F,TR,FAC",$107.00 
51855,"OFFICE OUTPATIENT NEW-P,TR,PRO",$426.00 
51856,"OFFICE OUTPATIENT NEW, P",$625.00 
51857,"OFFICE OUTPATIENT NEW-F,FAC",$125.00 
51858,"OFFICE OUTPATIENT NEW-P,PRO",$500.00 
51859,"OFFICE OUTPATIENT NEW,SP",$684.00 
51860,"OFFICE OUTPATIENT NEW-F,SP,FAC",$137.00 
51861,"OFFICE OUTPATIENT NEW-P,SP,PRO",$547.00 
51862,"OFFICE OUTPATIENT NEW-P,TR",$744.00 
51863,OFFICE OUTPATIENT NEW-FAC,$149.00 
51864,"OFFICE OUTPATIENT NEW-P,TR,PRO",$595.00 
51865,OFFICE OUTPATIENT,$100.00 
51866,"OFFICE OUTPATIENT,FAC",$20.00 
51867,"OFFICE OUTPATIENT,PRO",$80.00 
51868,"OFFICE OUTPATIENT,SP",$109.00 
51869,"OFFICE OUTPATIENT,SP,FAC",$22.00 
51870,"OFFICE OUTPATIENT,SP,PRO",$87.00 
51871,OFFICE OUTPATIENT,$119.00 
51872,"OFFICE OUTPATIENT,TR,FAC",$24.00 
51873,"OFFICE OUTPATIENT,TR,PRO",$95.00 
51874,OFFICE OUTPATIENT,$154.00 
51875,"OFFICE OUTPATIENT,FAC",$31.00 
51876,"OFFICE OUTPATIENT,PRO",$123.00 
51877,"OFFICE OUTPATIENT,SP",$169.00 
51878,"OFFICE OUTPATIENT,SP,FAC",$34.00 
51879,"OFFICE OUTPATIENT,SP,PRO",$135.00 
51880,"OFFICE OUTPATIENT,TR",$184.00 
51881,"OFFICE OUTPATIENT,TR,FAC",$37.00 
51882,"OFFICE OUTPATIENT,TR,PRO",$147.00 
51883,OFFICE OUTPATIENT,$197.00 
51884,"OFFICE OUTPATIENT,FAC",$39.40 
51885,"OFFICE OUTPATIENT,PRO",$157.60 
51886,"OFFICE OUTPATIENT,SP",$216.00 
51887,"OFFICE OUTPATIENT,SP,FAC",$43.00 
51888,"OFFICE OUTPATIENT,SP,PRO",$173.00 
51889,"OFFICE OUTPATIENT,TR",$235.00 
51890,"OFFICE OUTPATIENT,TR,FAC",$47.00 
51891,"OFFICE OUTPATIENT,TR,PRO",$188.00 
51892,OFFICE OUTPATIENT,$293.00 
51893,"OFFICE OUTPATIENT,FAC",$59.00 
51894,"OFFICE OUTPATIENT,PRO",$234.00 
51895,"OFFICE OUTPATIENT,SP",$321.00 
51896,"OFFICE OUTPATIENT,SP,FAC",$64.00 
51897,"OFFICE OUTPATIENT,SP,PRO",$257.00 
51898,"OFFICE OUTPATIENT,TR",$349.00 
51899,"OFFICE OUTPATIENT,TR,FAC",$70.00 
51900,"OFFICE OUTPATIENT,TR,PRO",$279.00 
51901,OFFICE OUTPATIENT,$448.00 
51902,"OFFICE OUTPATIENT,FAC",$90.00 
51903,"OFFICE OUTPATIENT,PRO",$358.00 
51904,"OFFICE OUTPATIENT,SP",$490.00 
51905,"OFFICE OUTPATIENT,SP,FAC",$98.00 
51906,"OFFICE OUTPATIENT,SP,PRO",$392.00 
51907,"OFFICE OUTPATIENT,TR",$533.00 
51908,"OFFICE OUTPATIENT,TR,FAC",$107.00 
51909,"OFFICE OUTPATIENT,TR,PRO",$426.00 
51910,OBS DISCHARGE DAY MANAGEMENT,$359.00 
51911,OBS INITIAL LIMITED 30MIN,$470.00 
51912,OBS INITIAL MODERATE 50MIN,$676.00 
51913,INPT INITIAL LIMITED 30 MIN,$596.00 
51914,"INPT INITIAL LIMITED 30MIN,SP",$596.00 
51915,"INPT INITIAL LIMITED 30MIN,TR",$648.00 
51916,INPT INITIAL MODERATE 50MIN,$765.00 
51917,"INPT INITIAL MODERATE 50MIN,SP",$838.00 
51918,"INPT INITIAL MODERATE 50MIN,TR",$911.00 
51919,INPT INITIAL COMPLEX 70MIN,$984.00 
51920,"INPT INITIAL COMPLEX 70MIN,SP","$1,078.00 "
51921,"INPT INITIAL COMPLEX 70MIN,TR","$1,171.00 "
51922,SBSQ OBS LIMITED 15MIN,$160.00 
51923,SBSQ OBS MODERATE 25MIN,$351.00 
51924,SBSQ INPT LIMITED 15MIN,$275.00 
51925,"SBSQ INPT LIMITED 15MIN,SP",$275.00 
51926,"SBSQ INPT LIMITED 15MIN,TR",$299.00 
51927,SBSQ INPT MODERATE 20MIN,$348.00 
51928,OBS/INPT LIMITED 40MIN,$593.00 
51929,OBS/INPT MODERATE 50MIN,$811.00 
51930,"INPT DISCHARGE LIMITED, 30MIN",$345.00 
51931,CONSULT LIMITED 15MIN,$257.00 
51932,"CONSULT LIMITED,SP",$282.00 
51933,"CONSULT LIMITED,TR",$306.00 
51934,OFFICE CONSULT MODERATE 30 MIN,$331.00 
51935,"OFFICE CONSULT MODERATE 30 MIN,FAC",$66.00 
51936,"OFFICE CONSULT MODERATE 30 MIN,PRO",$265.00 
51937,"OFFICE CONSULT MODERATE,SP",$362.00 
51938,"OFFICE CONSULT MODERATE,SP,FAC",$72.00 
51939,"OFFICE CONSULT MODERATE,SP,PRO",$290.00 
51940,"OFFICE CONSULT MODERATE,TR",$394.00 
51941,"OFFICE CONSULT MODERATE,TR,FAC",$79.00 
51942,"OFFICE CONSULT MODERATE,TR,PRO",$315.00 
51943,OFFICE CONSULT LOW/COMPLEX 40 MIN,$441.00 
51944,"OFFICE CONSULT LOW/COMPLEX 40MIN,FAC",$88.00 
51945,"OFFICECONSULT LOW/COMPLEX 40 MIN,PRO",$353.00 
51946,"OFFICE CONSULT LOW/COMPLEX,SP",$483.00 
51947,"OFFICE CONSULT LOW/COMPLEX,SP,FAC",$97.00 
51948,"OFFICE CONSULT LOW/COMPLEX,SP,PRO",$386.00 
51949,"OFFICE CONSULT LOW/COMPLEX,TR",$525.00 
51950,"OFFICE CONSULT LOW/COMPLEX,TR,FAC",$105.00 
51951,"OFFICE CONSULT LOW/COMPLEX,TR,PRO",$420.00 
51952,OFFICE CONSULT MOD/COMPLEX 60 MIN,$630.00 
51953,"OFFICE CONSULT MOD/COMPLEX 60 MIN,FAC",$126.00 
51954,"OFFICE CONSULT MOD/COMPLEX 60 MIN,PRO",$504.00 
51955,"OFFICE CONSULT MOD/COMPLEX,SP",$690.00 
51956,"OFFICE CONSULT MOD/COMPL,SP,FPAC",$138.00 
51957,"OFFICE CONSULT MOD/COMPLEX,SP,PRO",$552.00 
51958,"OFFICE CONSULT MOD/COMPLEX,TR",$750.00 
51959,"OFFICE CONSULT MOD/COMPLEX,TR,FAC",$150.00 
51960,"OFFICE CONSULT MOD/COMPLEX,TR,PRO",$600.00 
51961,OFFICE CONSULT HIGH/COMPLEX 80MIN,$803.00 
51962,"OFFICE CONSULT HIGH/COMPLEX 80 MIN,FAC",$161.00 
51963,"OFFICE CONSULT HIGH/COMPLEX 80MIN,PRO",$642.00 
51964,"OFFICE CONSULT HIGH/COMPLEX,SP",$880.00 
51965,"OFFICE CONSULT HIGH/COMPLEX,SP,FAC",$176.00 
51966,"OFFICE CONSULT HIGH/COMPLEX,SP,PRO",$704.00 
51967,"OFFICE CONSULT HIGH/COMPLEX,TR",$956.00 
51968,"OFFICE CONSULT HIGH/COMPLEX,TR,FAC",$191.00 
51969,"OFFICE CONSULT HIGH/COMPLEX,TR,PRO",$765.00 
51970,INPT INITIAL CONSULT 15MIN,$318.00 
51971,"INPT INITIAL CONSULT 15MIN,SP",$348.00 
51972,"INPT INITIAL CONSULT 15MIN,TR",$379.00 
51973,INPT INTIAL CONSULT 40MIN,$457.00 
51974,"INPT INITIAL CONSULT 40MIN,SP",$501.00 
51975,"INPT INITIAL CONSULT 40MIN,TR",$544.00 
51976,INPT INITIAL CONSULT 55MIN,$566.00 
51977,"INPT INITIAL CONSULT 55MIN,SP",$620.00 
51978,"INPT INITIAL CONSULT 55MIN,TR",$674.00 
51979,INPT INITIAL CONSULT 80MIN,$819.00 
51980,"INPT INTIAL CONSULT 80MIN,SP",$897.00 
51981,"INPT INITIAL CONSULT 80MIN,TR",$975.00 
51982,INPT INITIAL CONSULT 110MIN,$990.00 
51984,"INPT INITIAL CONSULT 110MIN,TR","$1,179.00 "
51985,INITIAL NURSING 25MIN,$250.00 
51986,"REMOVAL OF HEMORRHID CLOT,SP","$1,067.00 "
51987,"LAP NEPHRECTOMY,ASSIST","$3,598.00 "
51988,"INITIAL NURSING 25MIN,SP",$367.00 
51989,"INITIAL NURSING 25MIN,TR",$399.00 
51990,INITIAL NURSING 35MIN,$633.00 
51991,I & D HEMATOMA/SEROMA/FLUID,$633.00 
51992,DEBRID SKIN SUB Q,$730.00 
51993,"INITIAL NURSING 35MIN,SP",$693.00 
51994,"INITIAL NURSING 35MIN,TR",$754.00 
51995,INITIAL NURSING 45MIN,$807.00 
51996,"INITIAL NURSING 45MIN,SP",$884.00 
51997,"INITIAL NURSING 45MIN,TR",$961.00 
51998,SBSQ LTC STABLE 10MIN,$177.00 
52000,APPLY LONG ARM SPLINT,$315.00 
52001,"SBSQ LTC STABLE 10MIN,SP",$194.00 
52002,"SBSQ LTC STABLE 10MIN,TR",$211.00 
52003,SBSQ LTC MODERATE 15MIN,$254.00 
52004,"SBSQ LTC MODERATE 15MIN,FAC",$38.00 
52006,"SBSQ LTC MODERATE 15MIN,SP",$279.00 
52007,"SBSQ LTC MODERATE 15MIN,TR",$302.00 
52008,SBSQ LTC NEW PROBLEM 25MIN,$418.00 
52011,"SBSQ LTC NEW PROBLEM 25MIN,SP",$458.00 
52012,"SBSQ LTC NEW PROBLEM 25MIN,TR",$498.00 
52013,LTC NEW PROBLEM/UNSTABLE 35MIN,$632.00 
52014,"SBSQ LTC NEW PROBLEM/UNSTABLE 35MIN,SP",$692.00 
52015,"SBSQ LTC NEW PROBLEM/UNSTABLE 35MIN,TR",$752.00 
52016,LTC DISCHARGE,$350.00 
52019,"LTC DISCHARGE,SP",$383.00 
52020,"LTC DISCHARGE,TR",$416.00 
52021,LTC DISCHARGE,$505.00 
52022,"LTC DISCHARGE,SP",$553.00 
52023,LTC ANN ASSESSMENT STABLE 30MIN,$275.00 
52024,"LTC ANN ASSESSMENT STABLE 30MIN,FAC",$55.00 
52025,"LTC ANN ASSESSMENT STABLE 30MIN,PRO",$220.00 
52026,HOME VISIT LIMITED/MINOR 15MIN,$228.00 
52027,"HOME VISIT LIMITED/MINOR 15MIN,FAC",$46.00 
52028,"HOME VISIT LIMITED/MINOR 15MIN,PRO",$182.00 
52029,"HOME VISIT LIMITED/MINOR 15MIN,SP",$262.00 
52030,"HOME VISIT LIMITED/MINOR 15MIN,SP,FAC",$52.00 
52031,"HOME VISIT LIMITED/MINOR 15MIN,SP,PRO",$210.00 
52032,HOME VISIT COMPLEX 40MIN,$330.00 
52033,"HOME VISIT COMPLEX 40MIN,FAC",$66.00 
52034,"HOME VISIT COMPLEX 40MIN,PRO",$264.00 
52035,"HOME VISIT COMPLEX 40MIN,SP",$380.00 
52036,"HOME VISIT COMPLEX 40MIN,SP,FAC",$76.00 
52037,"HOME VISIT COMPLEX 40MIN,SP,PRO",$304.00 
52038,"ADDITIONAL OV TIME, UP TO 60MIN",$336.00 
52039,"ADDITIONAL OV TIME, UP TO 60MIN,FAC",$67.00 
52040,"ADDITIONAL OV TIME, UP TO 60MIN,PRO",$269.00 
52041,"ADDITIONAL OV TIME, UP TO 60MIN,SP",$368.00 
52042,"ADDITIONAL OV TIME UP TO 60MIN,SP,PRO",$74.00 
52043,"ADDITIONAL OV TIME, UP TO 60MIN,SP,PRO",$294.00 
52044,"ADDITIONAL OV TIME, UP TO 60MIN,TR",$400.00 
52045,"ADDITIONAL OV TIME, UP TO 60MIN,TR,FAC",$80.00 
52046,"ADDITIONAL OV TIME, UP TO 60MIN,TR,PRO",$320.00 
52047,"ADDITIONAL OV TIME, 30MIN",$315.00 
52048,"ADDITIONAL OV TIME 30MIN,FAC",$63.00 
52049,"ADDITIONAL OV TIME 30MIN,PRO",$252.00 
52050,"ADDITONAL OV TIME 30MIN,SP",$345.00 
52051,"ADDITIONAL OV TIME 30 MIN,SP,FAC",$69.00 
52052,"ADDITIONAL OV TIME 30 MIN,SP,PRO",$276.00 
52053,"ADDITIONAL OV TIME, 30 MIN, TR",$375.00 
52054,"ADDITIONAL OV TIME, 30 MIN, TR, FAC",$75.00 
52055,"ADDITIONAL OV TIME, 30 MIN, TR, PRO",$300.00 
52056,LTC SUPERVISION 15-29 MIN,$200.00 
52057,"LTD SUPERVISION 15-29 MIN, FAC",$40.00 
52058,"LTC SUPERVISION 15-29 MIN, PRO",$160.00 
52059,NEW WELLNESS <1 YR,$247.00 
52060,NEW WELLNES 1 THRU 4 YRS,$266.00 
52061,NEW WELLNESS 5 THRU 11 YRS,$285.00 
52062,NEW WELLNESS 12 THRU 17 YRS,$304.00 
52063,NEW WELLNESS 18-39 YRS,$412.00 
52064,NEW WELLNESS 40-64 YRS,$450.00 
52065,NEW WELLNESS 65+,$507.00 
52066,EST WELLNIESS <1 YR,$203.00 
52067,EST WELLNESS 1 THRU 4 YRS,$215.00 
52068,EST WELLNESS 5 THRU 11 YRS,$234.00 
52069,EST WELLNESS 12 THRU 17 YRS,$253.00 
52070,EST WELLNESS 18-39 YRS,$342.00 
52071,EST WELLNESS 40-64 YRS,$374.00 
52072,EST WELLNESS 65+,$424.00 
52073,PREVENTIVE COUNSELING,$100.00 
52074,"PREVENTIVE COUNSELING, FACILITY",$20.00 
52075,"PREVENTIVE COUNSELING, PRO",$80.00 
52076,DEPRESSION SCREENING/WELLNESS,$50.00 
52077,UNLISTED PREVENTATIVE SERVICE,$190.00 
52078,NEWBORN E&M INITIAL,$484.00 
52079,NEWBORN SBSQ E&M,$228.00 
