Description, Base Price 
Hemoglobin A1c POC, 41.00 
HEMOGLOBIN POC, 11.00 
Hemogram1, 81.00 
"Hemophilus influenza b vaccine (Hib), PRP-T conjugate (4 dose schedule), for IM Use POC", 45.00 
Hemorrhoid Banding," 3,329.00 "
Hemorrhoidectomy," 4,398.00 "
Hemorrhoidectomy  internal  by rubber band ligation(s), 649.00 
HEMORRHOIDECTOMY W/FISSURECTOMY," 1,355.00 "
"Hemorrhoidectomy, internal and external, single column/group [MONR]"," 1,117.00 "
"HEMOSTAT ABSORB 4"" X 8""", 255.00 
HEMOVAC 400CC, 25.00 
HEMOVAC 400CC(06200043610), 31.00 
Hep A Ab IgM CLS, 163.00 
Hep B Surf Ab CLS, 155.00 
Hep B Surf Ag CLS, 145.00 
Hep B Surf Ag CLS, 145.00 
Hep B Surface  Antigen CLS, 145.00 
Hep B Surface Ab CLS, 155.00 
Hep Bc Ab IgM CLS, 171.00 
Hep Bc Ab Total CLS, 171.00 
"Hep Bc Ab, Total, Serum CLS", 55.00 
Hep C Ab CLS, 201.00 
Hep C Virus Ab CLS, 201.00 
Hep C Virus RNA Quant CLS, 326.00 
Hepatic Function Panel, 117.00 
Hepatitis A Adult Vaccine, 87.00 
Hepatitis A Antibody IgM MCL, 163.00 
Hepatitis A Antibody Total MCL, 163.00 
Hepatitis A IgG Ab MCL, 69.00 
Hepatitis A Peds/Adol Vaccine 2 Dose Sched Charge, 64.00 
"Hepatitis A Total AB, Serum CLS", 178.00 
Hepatitis B Core Antibody IgM MCL, 171.00 
Hepatitis B Core Antibody Total MCL, 171.00 
Hepatitis B Surface Antibody Qualitative and Quantitative MCL, 168.00 
Hepatitis B Surface Antigen MCL, 145.00 
"Hepatitis B Vaccine, Adult", 90.00 
"Hepatitis B Vaccine, Pediatric 3 Dose Sched POC", 47.00 
Hepatitis C Ab CLS, 201.00 
Hepatitis C Antibody Screen MCL, 201.00 
Hepatitis C Antibody Screen w Reflex MAYO, 68.00 
Hepatitis C RNA and Quant (R-PCR) MCL, 367.00 
Hepatitis C Virus Genotyping MCL, 362.00 
Hepatitis C Virus PCR Qualitative MCL, 964.00 
Hepatitis Panel Acute MCL, 402.00 
Hernia Repair Incarcerated," 7,100.00 "
Hernia Repair Incisional," 7,100.00 "
Hernia repair incisional or ventral hernia; incarcerated or strangulated Technical Charge," 3,040.00 "
Hernia Repair Inguinal," 7,155.00 "
Hernia Repair Inguinal Child, -   
Hernia Repair Umbilical," 7,100.00 "
Hernia Repair Umbilical Child," 7,100.00 "
Hernia Repair Umbilical with Mesh," 7,100.00 "
Hernia Repair Ventral," 7,100.00 "
Hernia Repair Ventral Charge," 2,267.00 "
Hernia Repair Ventral Incisional," 7,100.00 "
Herpes 1/2 Ab MCL, 141.00 
Herpes PCR Swab MCL, 291.06 
"Herpes Simplex Virus, Molecular Detection, PCR CLS", 144.00 
Hgb A1c 1, 145.00 
Hip MBB," 2,976.00 "
Histone Autoantibodies MCL, 138.00 
HIV 1/2 Ab CLS, 137.00 
HIV Type 1 and 2 MCL, 137.00 
HLA B27 MCL, 343.00 
Holter Monitor, 766.00 
Home Visit Level 1 Established - 99347, 186.00 
Home Visit Level 1 New - 99341, 186.00 
Home Visit Level 2 Established - 99348, 285.00 
Home Visit Level 2 New - 99342, 268.00 
Home Visit Level 3 Established - 99349, 246.00 
Home Visit Level 3 New - 99343, 252.00 
Home Visit Level 4 Established - 99350, 596.00 
Home Visit Level 4 New - 99344, 612.00 
Home Visit Level 5 New - 99345, 737.00 
Homocysteine CLS, 171.00 
Homocysteine MCL, 209.00 
Hospice care provided in Inpatient Psychiatric Facility, -   
Hospice care provided in Long Term Care Facility, -   
Hospice care provided in Skilled Nursing facility, -   
HOSPICE INPT CARE," 1,362.00 "
HOSPICE RESPITE CAR, 360.00 
Hospice Room and Board/MCC, 138.00 
Hospital Discharge Management 30 min or Less - 99238, 155.00 
Hospital Discharge Management More Than 30 min - 99239, 212.00 
Hot/Cold Pack Application Charge, -   
Human Papilloma virus (HPV) Vaccine POC, 197.00 
HyAlgan Injection, 218.00 
Hydrocelectomy, -   
Hysterectomy Abdominal, -   
Hysterectomy Abdominal Total with Bilateral Salpingo-Oophrectomy," 8,851.00 "
Hysterectomy Vaginal," 8,851.00 "
Hysteroscopy Surgical w/ Sampling Endometrium/Polypectomy Charge, 841.00 
"Hysteroscopy, surgical; with endometrial ablation (eg, endometrial resection, electrosurgical ablati", 931.00 
"Hysteroscopy, surgical; with sampling (biopsy) of endometriu [MONR]", 851.00 
I&D of Bartholin's Gland Abscess Charge, 189.00 
I&D of Ischiorectal and/or Perirectal AbscessCharge," 1,482.00 "
I&D Pilonidal cyst; complicated Charge, 343.00 
I&D Pilonidal Cyst; Simple Charge, 352.00 
"I&D, Deep Abscess, Bursa, or Hematoma, Thigh or Knee Region Charge"," 1,651.00 "
IgA CLS, 135.00 
IgE CLS, 80.00 
IgG CLS, 135.00 
IgM CLS, 135.00 
IM/SUB-Q INJECTION CHARGE, 91.00 
Imitrex 6mg Injection, 87.00 
Immediate Spin, 122.00 
IMMOB SLING/SWATH XL 0165, 65.00 
IMMOB SLING/SWATHE LRG 0164, 28.00 
IMMOB SLING/SWATHE MED 0163, 65.00 
IMMUN W/COUNSELING TWO OR MORE, -   
IMMUN WITH COUNSELING SINGLE, 65.00 
Immunofixation Serum MCL, 113.00 
Immunoglob Free Light Chains CLS, 156.00 
Immunoglobulin A MCL, 135.00 
Immunoglobulin G MCL, 135.00 
Immunoglobulin Panel IgG IgA IgM MCL, 43.00 
Implantation of mesh or other prosthesis for open incisional or ventral hernia repair or mesh, 930.00 
Incentive Spirometry, 59.00 
Incentive Spirometry, 59.00 
Incentive Spirometry Initial, 59.00 
"Incision & drainage of hematoma, seroma or fluid collection", 441.00 
"Incision & Removal of Foreign Body, Subcutaneous Tissues; Complicated Charge", 653.00 
"Incision & Removal of Foreign Body, Subcutaneous Tissues; Simple Charge", 374.00 
Incision and Drainage," 4,369.00 "
"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous", 488.00 
Incision and Drainage Pilonidal Cyst," 4,369.00 "
"Incision and drainage, deep abscess or hematoma, soft tissues of neck or thorax; Technical Charge", 861.00 
"Incision and drainage, perianal abscess, superficial", 262.00 
"Incision of Thrombosed Hemorrhoid, Ext Charge", 397.00 
INCNT SPIROMETER SU/TX0, 96.00 
Infection Control Culture CLS, 78.00 
Infectious Agent Ag Detection, 68.00 
Infectious Agent Concentration, 116.00 
Infectious Diarrhea Screen CLS, 384.00 
INFLAT SYRINGE(M00550601), 103.00 
INFLAT/LITHO DEV(M00550620)," 1,219.00 "
Influenza A & B POC, 191.00 
Influenza A&B, 178.00 
Influenza A&B 1, 308.00 
"Influenza Virus Vaccine, IM, Fluzone", -   
INFUSA PORT A CATH II," 1,557.00 "
INFUSA PORT INTRODUCR 9FR, 178.00 
INFUSA PORT SYR INTRO SPRNG, 459.00 
Infuse-A-Port Placement," 4,738.00 "
Infuse-A-Port Removal," 3,117.00 "
Initial eval mgmnt of pt an annual nsg facility assessment. Physician spends 45 minutes, 314.00 
Initial Hospital Care Level 1 - 99221, 207.00 
Initial Hospital Care Level 2 - 99222, 263.00 
Initial Hospital Care Level 3 - 99223, 373.00 
"Initial Nursing facility care (History, Examination and MDM of moderate complexity)", 256.00 
"Initial Nursing facility care (History, Examination and MDM)", 189.00 
Initial Observatiom Care Level 3 99220, 343.00 
Initial Observation Care Level 1 - 99218, 200.00 
Initial Observation Care Level 2, 260.00 
Initial preventive exam, 134.00 
"Initial Trtmt, First Degree Burn, When No More Than Local Trtmt Is Required Charge", 247.00 
Inj nalbuphine hydrochloride Nubain, 17.00 
"Inj Procedure For Sacroiliac Joint, Arthrography and/or Anesthetic/Steroid Charge", 246.00 
Inj(s); Single Tendon or igin/Insert Charge, 156.00 
"Inj(s); Single Tendon Sheath, or Ligament, Aponeurosis (eg, Planterar """"Fascia"""") Charge", 156.00 
"Inj, Anesthetic Agent; Other Peripheral Nerve or Branch Charge", 225.00 
"Inj., Therapeutic (eg, local anesthetic, corticosteroid), carpal tunnel Med Admin POC", 201.00 
Inject Anesthetic Agent - Facial Nerve Charge, 240.00 
Injection Joint," 1,399.00 "
INJECTION TUBE SURGERY  (60814), 253.00 
"Injection(s), diagnostic or therapeutic agent, paravertebral facet  ACMH", 126.08 
"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint  ACMH", 220.00 
"Injection, Ceftriaxone Sodium, Per 250 MG Charge", 7.00 
"Injection, Dexamethosone Sodium Phosphate, Up to 4mg/mL Charge", 3.00 
"Injection, epidural, of blood or clot patch", 370.00 
"Injection, intralesional; up to and including seven lesions Med Admin POC", 120.00 
"Injection, Ketorolac Tromethamine Charge", 7.00 
"Injection, medroxyprogesterone acetate, 1 mg", 1.00 
"Injection, Promethazine HCL, up to 50 mg Charge", 10.00 
Insert Non-Indwelling Catheter, 129.00 
Insert Non-Indwelling Catheter- No Charge, -   
Insert of Non-Tunneled Centrally Inserted Central Venous Catheter; Age 5 Yrs or Older Charge, 468.00 
Insert Subclavical Catheter, 227.00 
Insert Temporary Catheter, 207.00 
Insert Temporary Catheter- No Charge, -   
"Insertion of peripherally insert central venous catheter, wo subcutaneous port or pump,5 yrs+", 328.00 
Insertion of peripherally inserted central venous access dev [MONR]," 1,024.00 "
Insertion of peripherally inserted central venous access device  with subcutaneous port  age 5 yr+," 1,150.00 "
"Insertion Of Temporary Indwelling Bladder Catheter; Simple (Eg, Foley)", 81.00 
Insertion of tunneled centrally inserted central venous access device with subcutaneous pump," 1,332.00 "
Insertion of tunneled centrally inserted cntrl venous access device w/ sub port age 5 yr+," 1,216.00 "
"Insertion of tunneled intraperitoneal catheter; complete procedure, including imaging guidance, cath", 614.00 
Insertion Or Replacement Of temp Transvenous Single Chamber Cardiac Electrode Or Pacemaker Catheter, 593.00 
"Insertion, Non-Biodegradable Drug Delivery Implant", 343.00 
Insulin CLS, 135.00 
Insulin injection, -   
Insulin Level MCL, 135.00 
Intercostal Nerve Block," 2,500.00 "
Interp Urine Phoresis MCL, 90.00 
INTRADRY-DRESS ANTIMIC 10 X12', 238.00 
Intramuscular Injection, 91.00 
"Intraoperative identification (eg, mapping) of sentinel lymph node(s) includes injection of non-radi", 374.00 
Intrauterine Device Removal," 1,680.00 "
Intrinsic Factor Block Antibody MCL, 179.00 
Intrinsic Factor Blocking Ab CLS, 97.00 
"Intro of Needle or Intracatheter, Vein Charge", 190.00 
Introducer Kit 9fr, 177.00 
"Intubation, Endotracheal, Emergency Procedure", 249.00 
Iontophoresis 97033- BCE, 153.00 
Iontophoresis Charges, 153.00 
Iontophoresis Charges, 153.00 
IPV Inactivated Poliovirus Vaccine POC, 47.00 
Iron and TIBC Profile MCL, 96.00 
Iron Binding Capacity CLS, 110.00 
Iron Binding Capacity Total, 30.00 
Iron Binding Capacity Total, 30.00 
Iron CLS, 96.00 
Iron Level, 96.00 
Iron Level, 96.00 
Iron Level, 96.00 
Iron Level MCL, 96.00 
IRRIGATION DAILY, 83.00 
Irrigation of implanted venous access device for drug delivery systems[MCHC], 67.00 
IRRIGATION TRAY BULB SYRINGE, 20.00 
ISOVUE 300 100 ML, 42.00 
ISOVUE 300 50 ML, 21.00 
ISOVUE 370 100 ML, 48.00 
IV DAILY MAINTENANCE, 208.00 
IV EXTENSION TUBING, 52.00 
IV INFUSION HYDRATION 1ST HOUR, 166.00 
IV INFUSION HYDRATION EACH ADD'L HOUR, 45.00 
IV INFUSION MEDICATION 1ST HOUR, 200.00 
IV INFUSION MEDICATION EACH ADD'L HOUR, 58.00 
IV INFUSION MEDICATION NEW DRUG, 89.00 
IV Infusion Medication New Drug, 89.00 
IV Infusion New Drug (IVPB), 203.00 
IV INFUSION NEW DRUG(IVPB) CHARGE, 203.00 
IV INITIAL PUSH W INFUSION, 65.00 
IV INITIAL PUSH W/O INFUSION, 164.00 
IV PUSH NEW DRUG, 85.00 
IV Push New Drug (Different), 91.00 
IV PUSH NEW DRUG(DIFFERENT), 91.00 
IV START, 77.00 
J0588 BICILLIN LA 1.2M UNITS, 69.00 
J1030 Methylprednisolone 40 MG inj, 14.00 
J1100 Dexamethasone Sodium Phosphate per 1 mg, 3.00 
"J3301 Inj, Triamcinolone Acetonide, Per 10mg Charge", 7.00 
"J3430 Inj,vitamin K, per 1mg", 24.00 
J7307 Nexplanon Etonogestrel Implant (Implanon)," 1,000.00 "
JAK2 V617F Mutation Detection CLS, 774.00 
JAK2 V617F Mutation Detection MCL, 575.00 
JO 1 Ab MCL, 92.00 
JO-1 AB MCL, 35.00 
Joint Injections," 2,500.00 "
Keppra Level MCL, 120.00 
Ketone Urine CLS, 117.00 
Knee MBB," 2,976.00 "
"KOH (Nail, Skin, Hair)", 63.00 
Ku Ab MCL, 50.00 
Kumar Catheter, 102.00 
Laceration Repair Head," 1,680.00 "
Lactate Dehydrogenase, 91.00 
Lactate Dehydrogenase Body Fluid MCL, 58.00 
Lactic Acid, 97.00 
Lactic Acid 1, 97.00 
Lactic Acid MCL, 97.00 
Lamotrigine CLS, 192.00 
Lamotrigine Level MCL, 192.00 
LAP END BI FCP(EBF01), 202.00 
Lap enterolysis," 2,956.00 "
Lap Inc Hernia Repair Recur," 2,507.00 "
Laparoscopy biopsy," 1,109.00 "
Laparoscopy Diagnostic," 5,476.00 "
Laparoscopy Procedure; Biliary Tract," 2,925.00 "
Laparoscopy Surgical Appendectomy Charge," 1,954.00 "
Laparoscopy Surgical w/ Fulguration Oviducts Charge," 1,245.00 "
"Laparoscopy, Surgical with removal of adnexa structures, (Partial or total oophorectomy and/or salpi"," 1,905.00 "
"Laparoscopy, surgical, repair, ventral, umbilical, spigelian or epigastric hernia (includes mesh ins"," 2,493.00 "
"Laparoscopy, surgical; cholecystectomy [MONR]"," 2,052.00 "
"Laparoscopy, Surgical; Cholecystectomy Charge"," 2,560.00 "
"Laparoscopy, surgical; cholecystectomy with cholangiography"," 2,294.00 "
"Laparoscopy, surgical; cholecystectomy; with exploration of common duct"," 3,560.00 "
"Laparoscopy, surgical; repair initial inguinal hernia [MONR]"," 1,340.00 "
"Laparoscopy, Surgical; with Fulguration or excision of lesions of the ovary, pelvic viscera, or Peri"," 2,311.00 "
Laparotomy Exploratory," 5,476.00 "
Laparotomy Exploratory with Perforated Ulcer," 10,519.00 "
Laparotomy Exploratory with Resection," 10,519.00 "
LAPRO ENDOCATCH GOLD, 429.00 
LAPRO ENDO-CLOSE 173022, 112.00 
LAPRO GB CLIP LARGE," 1,113.00 "
LAPRO GB CLIP LARGE ER420, 294.00 
LAPRO GB CLIP M/L ER 320, 337.00 
LAPRO INSUFFLTR NEED 14GA, 116.00 
LAPRO INSUFFLTR NEED L0NG 14GA, 109.00 
LAPRO SPACEMAKER BALLOON," 1,174.00 "
LAPRO VERSA TROCAR 12MM LONG VS101512P, 425.00 
LAPRO VERSA TROCAR 12MM(3/BX) VS101012P, 413.00 
LAPRO VERSA TROCAR 5MM LONG VS101505, 576.00 
LAPRO VERSA TROCAR 5MM(3/BX) VS101005, 576.00 
LAPRO VERSASTEP 12MM SLEEVE, 112.00 
LAPRO VERSASTEP SLEEVE LONG, 902.00 
"LAPROSCOPY, SURGICAL PROCTOPEXY"," 3,995.00 "
LAVAGE KIT GASTRIC 28FR TUM E VAC, 206.00 
LAVAGE KIT GASTRIC 34FR TUM E VAC, 206.00 
"Layer Closure of Wounds of Face, Ear, Eyelid, Nose, Lip, Mucous Membrane 12.6 cm to 20.0 cm Charge", 943.00 
"Layer Closure of Wounds of Face, Ear, Eyelid, Nose, Lip, Mucous Membrane 2.5 cm or Less Charge", 632.00 
"Layer Closure of Wounds of Face, Ear, Eyelid, Nose, Lip, Mucous Membrane 2.6 cm to 05.0 cm Charge", 435.00 
"Layer Closure of Wounds of Face, Ear, Eyelid, Nose, Lip, Mucous Membrane 5.1 cm to 07.5 cm Charge", 559.00 
"Layer Closure of Wounds of Face, Ear, Eyelid, Nose, Lip, Mucous Membrane 7.6 cm to 12.5 cm Charge", 817.00 
"Layer Closure of Wounds of Neck, Hands, Feet and/or Ext Genitalia; 12.6 cm to 20.0 cm  Charge", 709.00 
"Layer Closure of Wounds of Neck, Hands, Feet and/or Ext Genitalia; 2.5 cm or Less Charge Tech Chg", 552.00 
"Layer Closure of Wounds of Neck, Hands, Feet and/or Ext Genitalia; 2.6 cm to 7.5 cm  Charge", 752.00 
"Layer Closure of Wounds of Neck, Hands, Feet and/or Ext Genitalia; 7.6 cm to 12.5 cm  Charge", 593.00 
"Layer Closure of Wounds of Scalp, Axillae, Trunk, Extremities(Exclude Hands and Feet) 12.6 cm to 20.", 648.00 
"Layer Closure of Wounds of Scalp, Axillae, Trunk, Extremities(Exclude Hands and Feet) 2.5 cm or Less", 529.00 
"Layer Closure of Wounds of Scalp, Axillae, Trunk, Extremities(Exclude Hands and Feet) 2.6 cm to 07.5", 683.00 
"Layer Closure of Wounds of Scalp, Axillae, Trunk, Extremities(Exclude Hands and Feet) 7.6 cm to 12.5", 520.00 
Lead CLS, 171.00 
Lead Level Capillary MCL, 146.00 
Lead to State, 104.00 
Lead Venous MCL, 36.00 
LEG BAG DISPOSABLE, 38.00 
LEG SLEEVES LARGE(PAS)(9780), 506.00 
LEG SLEEVES MED (PAS)9530, 696.00 
LEG SLEEVES SMALL (PAS)9545, 402.00 
Less than 50 sq. cm., 153.00 
Leukocyte Alkaline Phosphatase MCL, 290.00 
Level 1, -   
Level 1 {MONR}, 150.00 
Level 2, -   
Level 2 {MONR}, 209.00 
Level 3, -   
Level 3 {MONR}, 393.00 
Level 4, -   
Level 4 {MONR}, 496.00 
Level 5, -   
Level 5 {MONR}, 681.00 
Levetiracetam CLS, 80.00 
LH CLS, 259.00 
LigaClip Extra Medium LT202, 24.00 
LigaClip Extra Medium/Large LT300, 12.00 
LigaClip Extra Small LT102, 21.00 
Ligaclip Multi Clip Applier, 141.00 
Ligasure Impact," 2,007.00 "
Ligation (percutaneous) of vas deferens  unilateral or bilateral (separate procedure), 877.00 
"Ligation, major artery; extremity"," 1,040.00 "
Light Chains Quantitative MCL, 322.00 
Linear St Trial Lead Kit 50CM," 1,800.00 "
LINER 0 DEGREE XLPE GROUP J [DLXPGJ50]," 6,150.00 "
LINER 15 DEGREE XLPE GROUP J [DLXPLJ50]," 6,150.00 "
Lingual Frenectomy," 3,705.00 "
Lipase Level, 100.00 
Lipid Panel, 189.00 
Lipid Panel MCL, 122.00 
Lipoprotein a MCL, 179.48 
Lithium CLS, 96.00 
Lithium Level MCL, 96.00 
LONESTAR RETRACTABLE KIT, 317.00 
LONESTAR RETRACTOR HOOKS, 271.00 
LONESTAR RETRACTOR RINGS, 271.00 
Loop Electrosurgical Excision Procedure," 3,917.00 "
Lumbar Puncture, -   
Lumbar Puncture Charge, 247.00 
LUMBAR PUNCTURE CHARGE, 334.00 
Lumbar spine, 128.00 
Lupus Anticoagulant Profile CLS, 19.00 
Luteinizing Hormone MCL, 169.00 
Lyme Ab WB IgG MCL, 132.00 
Lyme Ab WB IgM MCL, 132.00 
Lyme Antibody Screen MCL, 183.00 
Lyme by PCR MCL, 512.00 
Lyme Disease PCR blood MCL, 181.86 
Lyme IgG Antibody MCL, 134.40 
Lyme IgG Antibody MCL, 143.00 
Lyme IgM Ab MCL, 143.00 
Lyme IgM Antibody MCL, 134.40 
Lymes Disease CLS, 183.00 
Lymphocytes Abs MCL, 115.50 
MA Breast Ndl Loc Placement Lt., 408.00 
MA Breast Ndl Loc Placement Rt., 408.00 
MA Breast Tissue Specimen., 121.00 
MA Diag Bil, 486.00 
MA Diag Bil., 486.00 
MA Diag Breast Tomo Bil., 441.00 
MA Diag Breast Tomo Lt., 276.00 
MA Diag Breast Tomo Rt., 276.00 
MA Diag Lt., 321.00 
MA Diag Rt., 321.00 
MA Routine Screen Bil., 464.00 
MA Routine Screen Lt., 348.00 
MA Routine Screen Rt., 348.00 
MA Routine Screen Special., 116.00 
MA Screen Breast Tomo Bil, 420.00 
MA Stereotactic Biopsy Rt, 122.00 
Magnesium Level, 98.00 
"Magnesium, 24 Hr, Urine CLS", 83.00 
"Magnesium, Urine CLS", 37.00 
"Malleolus fracture, posture - closed treatment of; without manipulation Charge", 631.00 
Manual Differential 2, 61.00 
Manual Therapy 97140- BCE, 135.00 
Manual therapy 97140- BCE, 135.00 
Manual Therapy Charge Units, 135.00 
Manual Therapy Charge Units, 135.00 
Marshall-Marchetti-Krantz," 8,851.00 "
Massage Charge Units, 122.00 
Mastectomy," 5,476.00 "
Mastectomy  partial (eg  lumpectomy  tylectomy  quadrantectomy  segmentectomy)," 1,834.00 "
"Mastectomy, modified radical, including axillary lymph nodes, with or without pectoralis minor muscl"," 3,190.00 "
"Mastotomy with exploration or drainage of abscess, deep", 962.00 
MATTRESS WAFF W/PUMP(SF402), 193.00 
MATTRESS WAFFEL (SC402), 103.00 
MATTRESS WAFFLE W/PUMP(TAN), 120.00 
MAYO ENEMA, 33.00 
MCHC Holter Monitor Hookup, 530.00 
MCHC OBSERVATION 1ST DAY BASE, 266.00 
MCHC OBSERVATION 1ST DAY PER HOUR, 48.00 
MCHC OBSERVATION 2ND DAY PER HOUR, -   
MCHC Observation Greater than 48 hour, 57.00 
MCHC OBSERVATION SAME DAY DISCHARGE BASE, -   
MCHC OBSERVATION SAME DAY DISCHARGE PER HOUR, -   
MCHC PACU, -   
MCHC SDS/Postop, -   
MCHC SDS/Preop, -   
"MDA MDEA MDMA Conf CoC, M", 54.00 
"MDA MDEA MDMA Conf CoC, U", 345.00 
"MDA MDEA MDMA Conf, U", 31.00 
MDA MDEA MDMA MEDTOX CONF, 18.00 
Mechanical Traction 97012 -BCE, 128.00 
Median Branch Block (Facet Blocks)," 2,500.00 "
MEDICAL NUTRITION THERAPY GROUP 2 >, 28.00 
Medical Nutrition Therapy Initial 15 min, 52.00 
MEDICAL NUTRITION THERAPY RE-ASSSES 15 M, 44.00 
Medical social services telephone calls, 6.00 
Medication Charge, -   
"Meningococcal conjugate vaccine, serogroups A, C, Y and W-135 (tetravalent), for IM Use POC", 159.00 
Meningococcal Vaccine POC, 132.00 
MESH-PARITEX PLUG 6CM PNP6X3, -   
Metanephrines Fractionated Urine Timed MCL, 206.00 
"Metanephrines, Frac, Free, Plasma CLS", 136.00 
Meter Dose Inhaler Treatment, 109.00 
Methylmalonic Acid CLS, 80.00 
Methylmalonic Acid MCL, 91.00 
Methylprednisolone 80 MG inj, 30.00 
Methylprednisolone injection, 12.00 
MGH MA Breast Tissue Specimen Rt, -   
MGH Post-Op Area, -   
Mi-2 Ab MCL, 50.00 
MicroAlb UR MCL, 45.00 
Microalbumin POC, 23.00 
"Microalbumin Urine, Random CLS", 88.00 
MILEAGE/BASIC RUN * Amb Charge, 34.00 
Misc 272 Supply, 18.00 
Misc Female Genital Non-Ob Surgery Procedure, 284.00 
Misc Medication Charge, -   
Misc Radiology Charge [BCE] [MONR], -   
Misc Repiratory Therapy charge, -   
Misc Send Out, -   
Misc Special Procedure/Service/Report Charge, -   
Misc Supplies Charge [BCE] [MONR], -   
Misc Surgery Charge [BCE] [MONR], -   
Miscellaneous Pharmacy Charge [MCHG], -   
Miscellaneous Test MCL, -   
"Mitochondrial Antibodies (M2), Serum CLS", 52.00 
Mitochondrial Antibody MCL, 166.00 
MMR Measles/Mumps/Rubella Virus Vaccine POC, 90.00 
MOIST HEAT PAD 12 X 17 IN, 90.00 
MOIST HEAT PAD 14 X 20 IN, 90.00 
MOIST HEAT PAD 14 X 20 IN, 98.00 
MOIST HEAT PAD 18 X 24 IN, 95.00 
MOIST HEAT PAD 18 X 24 IN, 103.00 
MOIST HEAT PUMP DAILY, 49.00 
"Monoclonal Protein Study, Serum CLS", 166.00 
Mononucleosis Screen, 79.00 
Monospot POC, 26.00 
MONR Definity, 62.00 
MONR Isovue 300 (100 ml), 46.00 
MONR Isovue 300 (50 ml), 23.00 
MONR Isovue 370 (100 ml), 52.00 
MONR MA CAD Diag, 90.00 
MONR MA CAD Screen, 90.00 
MONR MA Diag Breast Tomo Bil., 28.00 
MONR MA Diag Breast Tomo Lt., 28.00 
MONR MA Diag Breast Tomo Rt., 28.00 
MONR MA Screen Breast Tomo Bil., 28.00 
MONR Prohance, 337.00 
MONR US Pelvic Non-OB Comp," 1,004.00 "
MONR US Pelvic Non-OB Ltd, 740.00 
MONR US Transvaginal, 688.00 
MONR XR Knee 2 Views Left, 149.00 
MONR XR Knee 2 Views Right, 149.00 
MONTGOMERY STRAPS 7 1/4 X 11 1/8 IN, 20.00 
MORGAN LENS MEDI-FLOW, 236.00 
MRA Abdomen w/ Cont," 1,377.00 "
MRA Head w/ + w/o Cont," 5,472.00 "
MRA Head w/o Cont," 5,472.00 "
MRA Neck w/ + w/o Cont," 2,737.00 "
MRA Neck w/ Cont," 2,737.00 "
MRI Abdomen w/ + w/o Cont," 2,737.00 "
MRI Abdomen w/o Cont," 2,447.00 "
MRI Brain w/ + w/o Cont," 2,737.00 "
MRI Brain w/o Cont," 2,447.00 "
MRI Chest w/ + w/o Cont," 2,737.00 "
MRI Face Neck Orbit w/ + w/o Cont," 2,737.00 "
MRI Face Neck Orbit w/o Cont," 2,246.00 "
MRI LE Joint w/ + w/o Cont Lt," 2,737.00 "
MRI LE Joint w/ + w/o Cont Rt," 2,737.00 "
MRI LE Joint w/o Cont Lt," 2,447.00 "
MRI LE Joint w/o Cont Rt," 2,447.00 "
MRI LE Non Joint w/ + w/o Cont Lt," 4,369.00 "
MRI LE Non Joint w/ + w/o Cont Rt," 4,369.00 "
MRI LE Non Joint w/o Cont Lt," 2,737.00 "
MRI LE Non Joint w/o Cont Rt," 2,737.00 "
MRI Pelvis w/ Cont," 2,737.00 "
MRI Pelvis w/o Cont," 2,493.00 "
MRI Pituitary Gland w/ + w/o Cont," 5,472.00 "
MRI Spine Cervical w/ + w/o Cont," 2,737.00 "
